physical_market_group,dataset_id,backbone,host_recipe_id,source_commit,source_sha256,array_sha256,checkpoint_sha256,split_hash,fit_n,valid_n,n_dev_eval_days,DEV_EVAL_MAE,HOST_TRAIN_MAE,HOST_VAL_MAE,DEV_EVAL_MAE_train_mean_constant,gate_passed,host_cache,wall_seconds_this_run
SHANDONG,SHANDONG_DA,PatchTST,gansu_da_frozen_recipe_v1,8ff39ec6ef25f954ed38ddea9ba4ca238e84987e,04701787349B0CCCBEDBE6E7572A8AA44167FDB64E6C3287D3CFE32C2C0F1134,58242938666890bcfd4b8ddc21397e560c42bac9f3676e2d4ac678e969af7597,2F5B3AF1D8EEFFD23827826C94D837A4798CB92D276C9542CE530F2C072E5D3F,571ece62d976880a1bda3b7f8fb497885203e4d18fc62efca4bfd899304d9162,744,82,82,104.5451889038086,95.46929931640625,99.5919418334961,150.10113525390625,True,experiments/evidence/china5_posthoc_baseline_panel_20260912/02_hosts/SHANDONG/PatchTST/host_predictions.npz,486.2240518000017
SHANDONG,SHANDONG_DA,TimeMixer,gansu_da_frozen_recipe_v1,8ff39ec6ef25f954ed38ddea9ba4ca238e84987e,04701787349B0CCCBEDBE6E7572A8AA44167FDB64E6C3287D3CFE32C2C0F1134,d780a21f4c545443fd35bc3c1af3f179490f0da61561bf7417fef6429bbe2485,8AE51D23BBEC13E47826A0599397FCC298B4883828499170378A5151D03C9A25,571ece62d976880a1bda3b7f8fb497885203e4d18fc62efca4bfd899304d9162,744,82,82,103.75902557373047,97.12129211425781,97.33382415771484,150.10113525390625,True,experiments/evidence/china5_posthoc_baseline_panel_20260912/02_hosts/SHANDONG/TimeMixer/host_predictions.npz,5.208595500000229
SHAANXI,SHAANXI_DA,PatchTST,gansu_da_frozen_recipe_v1,8ff39ec6ef25f954ed38ddea9ba4ca238e84987e,5222F634483CD6EC6C1C1D2BD064E1C1EF1602F384312B9FE97C0DCAF5C468B5,d4449b216ec9a684a57c11ec41e9aeec2287d0b7210f1bd2714b5faed841cfb2,579D3F4CB07B74A6A3968E6578602A01C23C38FB4159F97A8B0BBFF52307A742,175e9cf1b9d6faeaaf0f49c533a350c8c60879bf45862a2d01591de16621f2f8,183,20,20,101.63884735107422,78.24099731445312,87.80994415283203,136.742919921875,True,experiments/evidence/china5_posthoc_baseline_panel_20260912/02_hosts/SHAANXI/PatchTST/host_predictions.npz,176.3029469000012
SHAANXI,SHAANXI_DA,TimeMixer,gansu_da_frozen_recipe_v1,8ff39ec6ef25f954ed38ddea9ba4ca238e84987e,5222F634483CD6EC6C1C1D2BD064E1C1EF1602F384312B9FE97C0DCAF5C468B5,678aba21ca03593033c9e35d300b3ce562985d725d73ae2972723761c124fcd6,83A4A110AFAD25F6C7D40306C276CAE858610A8860E47DB43663F533279942C7,175e9cf1b9d6faeaaf0f49c533a350c8c60879bf45862a2d01591de16621f2f8,183,20,20,99.74069213867188,78.39891052246094,87.59578704833984,136.742919921875,True,experiments/evidence/china5_posthoc_baseline_panel_20260912/02_hosts/SHAANXI/TimeMixer/host_predictions.npz,5.7196789999998146
NINGXIA,NINGXIA_DA,PatchTST,gansu_da_frozen_recipe_v1,8ff39ec6ef25f954ed38ddea9ba4ca238e84987e,777FE0B22BD8634DF51F92021905BD99756F7BD94F62C49CDB115BDE0A7151A4,8bd363a116de8929d88a79dd9f3259c878f486847b58af662d43d93a335d3ffa,CA382BA6BF3A87D6B958A63C77071BC6968C00D6876DD3748084DFC6062AA4EE,8d542e7d8dd0033871fc1b5b141020ca930c35b4d3bc5518ebc38798ed62d007,65,7,7,82.47408294677734,75.6954345703125,84.87466430664062,131.21499633789062,True,experiments/evidence/china5_posthoc_baseline_panel_20260912/02_hosts/NINGXIA/PatchTST/host_predictions.npz,0.004269000000931555
NINGXIA,NINGXIA_DA,TimeMixer,gansu_da_frozen_recipe_v1,8ff39ec6ef25f954ed38ddea9ba4ca238e84987e,777FE0B22BD8634DF51F92021905BD99756F7BD94F62C49CDB115BDE0A7151A4,75f5f9bcc5701d2cc871c614a4513f5e35fbe136e7d124418f9911f7e1810f12,804F5C6B682492C5DD8B31D66A64408885E6FFEF87E7173333E1DD7FB98ADE82,8d542e7d8dd0033871fc1b5b141020ca930c35b4d3bc5518ebc38798ed62d007,65,7,7,92.56651306152344,90.88613891601562,95.17400360107422,131.21499633789062,True,experiments/evidence/china5_posthoc_baseline_panel_20260912/02_hosts/NINGXIA/TimeMixer/host_predictions.npz,0.0025815999997576
QINGHAI,QINGHAI_DA,PatchTST,gansu_da_frozen_recipe_v1,8ff39ec6ef25f954ed38ddea9ba4ca238e84987e,58B98C214384AF3D6B95F88659259928FBFA2DF58567C2A4B6C9713DEC40D88F,b4b0ab972efb59c7007b29d77184f556238c4f78b9aacb6a5cfefb2990d5f59c,C9965FB13521ADE02975D2170D21EE8407C2E2355289B3F5920C01DEBFD24617,77ae82405c91098a261c25d7a59d756572e8d16eeae17826bbb4b513b1344576,62,6,6,110.85987091064453,74.3883285522461,107.49222564697266,200.9550323486328,True,experiments/evidence/china5_posthoc_baseline_panel_20260912/02_hosts/QINGHAI/PatchTST/host_predictions.npz,0.0042477999995753635
QINGHAI,QINGHAI_DA,TimeMixer,gansu_da_frozen_recipe_v1,8ff39ec6ef25f954ed38ddea9ba4ca238e84987e,58B98C214384AF3D6B95F88659259928FBFA2DF58567C2A4B6C9713DEC40D88F,6ccc6ad1155bedcb731ef3f0a1790dd3ecfd6ff4c86892f9e9f3570a459e1d6d,5B0DE08B0B1A4433F444752E25175A7190478366C57DE1B0B5B76068DA4EE209,77ae82405c91098a261c25d7a59d756572e8d16eeae17826bbb4b513b1344576,62,6,6,114.15170288085938,87.15179443359375,99.8546371459961,200.9550323486328,True,experiments/evidence/china5_posthoc_baseline_panel_20260912/02_hosts/QINGHAI/TimeMixer/host_predictions.npz,0.0037234999999782303
