dataset,backbone,regime,predictor,n_true_events,n_pred_events,event_recall,complete_miss_rate,boundary_mismatch_rate,fragmented_rate,exact_boundary_rate,mean_best_iou_matched,mean_boundary_l1_h_matched,mean_duration_abs_error_h_matched,false_event_rate,point_recall,point_precision,mae_on_true_event_hours,spike_thr_train
UNIELEC_BE,Linear,spike,base,742,463,0.5444743935309972,0.4555256064690027,0.4056603773584906,0.02830188679245283,0.1105121293800539,0.6201575907527147,3.787128712871287,3.6683168316831685,0.12526997840172785,0.6449717022202873,0.8805349182763744,32.36645505583445,112.95499999999956
UNIELEC_BE,Linear,spike,bech,742,463,0.5444743935309972,0.4555256064690027,0.4056603773584906,0.02830188679245283,0.1105121293800539,0.6201575907527147,3.787128712871287,3.6683168316831685,0.12526997840172785,0.6449717022202873,0.8805349182763744,32.36645505583445,112.95499999999956
UNIELEC_BE,GBDT,negative,base,140,1,0.0,1.0,0.0,0.0,0.0,,,,1.0,0.0,0.0,48.21172907308453,112.95499999999956
UNIELEC_BE,GBDT,negative,bech,140,1,0.0,1.0,0.0,0.0,0.0,,,,1.0,0.0,0.0,47.24983236104362,112.95499999999956
UNIELEC_BE,GBDT,spike,base,742,403,0.36657681940700804,0.633423180592992,0.29784366576819404,0.04177897574123989,0.026954177897574125,0.3828668574869497,6.8161764705882355,6.669117647058823,0.21339950372208435,0.1630387461906835,0.7415841584158416,86.68748637135234,112.95499999999956
UNIELEC_BE,GBDT,spike,bech,742,403,0.36657681940700804,0.633423180592992,0.29784366576819404,0.04177897574123989,0.026954177897574125,0.3828668574869497,6.8161764705882355,6.669117647058823,0.21339950372208435,0.1630387461906835,0.7415841584158416,86.68748637135234,112.95499999999956
UNIELEC_FI,Linear,negative,base,214,78,0.1728971962616822,0.8271028037383178,0.14018691588785046,0.02336448598130841,0.009345794392523364,0.5004827401886226,5.054054054054054,5.054054054054054,0.48717948717948717,0.1513094083414161,0.46846846846846846,21.035715972991635,76.86
UNIELEC_FI,Linear,negative,bech,214,78,0.1728971962616822,0.8271028037383178,0.14018691588785046,0.02336448598130841,0.009345794392523364,0.5004827401886226,5.054054054054054,5.054054054054054,0.48717948717948717,0.1513094083414161,0.46846846846846846,21.035715972991635,76.86
UNIELEC_FI,Linear,spike,base,536,463,0.5895522388059702,0.41044776119402987,0.4291044776119403,0.06343283582089553,0.09701492537313433,0.541172599944347,6.6234177215189876,6.218354430379747,0.2894168466522678,0.586578449905482,0.7557233317096931,59.223837705429744,76.86
UNIELEC_FI,Linear,spike,bech,536,464,0.5914179104477613,0.4085820895522388,0.43097014925373134,0.06343283582089553,0.09701492537313433,0.5405169555701798,6.615141955835962,6.211356466876971,0.28879310344827586,0.5869565217391305,0.755842259006816,59.201515715758845,76.86
UNIELEC_FI,GBDT,negative,base,214,0,0.0,1.0,0.0,0.0,0.0,,,,,0.0,,25.94685834295116,76.86
UNIELEC_FI,GBDT,negative,bech,214,0,0.0,1.0,0.0,0.0,0.0,,,,,0.0,,25.94685834295116,76.86
UNIELEC_FI,GBDT,spike,base,536,359,0.4496268656716418,0.5503731343283582,0.3358208955223881,0.06343283582089553,0.05037313432835821,0.458459638841898,8.390041493775934,7.95850622406639,0.2757660167130919,0.37561436672967863,0.7447526236881559,91.46598586740546,76.86
UNIELEC_FI,GBDT,spike,bech,536,359,0.4496268656716418,0.5503731343283582,0.3358208955223881,0.06343283582089553,0.05037313432835821,0.458459638841898,8.390041493775934,7.95850622406639,0.2757660167130919,0.37561436672967863,0.7447526236881559,91.46598586740546,76.86
UNIELEC_DK,Linear,negative,base,104,8,0.028846153846153855,0.9711538461538461,0.028846153846153848,0.0,0.0,0.3333333333333333,4.666666666666667,4.666666666666667,0.625,0.013182674199623353,0.4117647058823529,38.626755703626216,74.47220000000002
UNIELEC_DK,Linear,negative,bech,104,8,0.028846153846153855,0.9711538461538461,0.028846153846153848,0.0,0.0,0.3333333333333333,4.666666666666667,4.666666666666667,0.625,0.013182674199623353,0.4117647058823529,38.626755703626216,74.47220000000002
UNIELEC_DK,Linear,spike,base,966,1037,0.8302277432712215,0.16977225672877846,0.577639751552795,0.09420289855072464,0.15838509316770186,0.5971366517739178,5.216957605985037,4.977556109725686,0.17936354869816779,0.7081498979920541,0.793049543049543,31.51948320974615,74.47220000000002
UNIELEC_DK,Linear,spike,bech,966,1037,0.8302277432712215,0.16977225672877846,0.577639751552795,0.09420289855072464,0.15838509316770186,0.5971366517739178,5.216957605985037,4.977556109725686,0.17936354869816779,0.7081498979920541,0.793049543049543,31.51948320974615,74.47220000000002
