component,role,metric,cell,market,host,on_config,off_config,on_value,off_value,delta_on_minus_off,favours
use_tcn,primary,tail_mae,QINGHAI_DA::iTransformer,QINGHAI_DA,iTransformer,FULL,NO_TCN,144.21316817691087,136.14683860336268,8.066329573548188,OFF
use_tcn,primary,tail_mae,SHAANXI_DA::LSTM,SHAANXI_DA,LSTM,FULL,NO_TCN,164.92372136340956,158.2754578627104,6.648263500699159,OFF
use_tcn,primary,tail_mae,SHAANXI_DA::PatchTST,SHAANXI_DA,PatchTST,FULL,NO_TCN,138.30604723970825,140.5546681725339,-2.248620932825645,ON
use_tcn,primary,tail_mae,SHAANXI_DA::TimeMixer,SHAANXI_DA,TimeMixer,FULL,NO_TCN,137.2550188074055,133.4658119648884,3.7892068425171033,OFF
use_tcn,primary,tail_mae,SHAANXI_DA::iTransformer,SHAANXI_DA,iTransformer,FULL,NO_TCN,158.20981284447825,158.86958969033284,-0.6597768458545943,ON
use_tcn,primary,tail_mae,SHANDONG_DA::LSTM,SHANDONG_DA,LSTM,FULL,NO_TCN,210.51857680738337,210.4320268303426,0.08654997704076095,OFF
use_tcn,primary,tail_mae,SHANDONG_DA::PatchTST,SHANDONG_DA,PatchTST,FULL,NO_TCN,181.22323009572088,181.21233367908866,0.010896416632220962,OFF
use_tcn,primary,tail_mae,SHANDONG_DA::TimeMixer,SHANDONG_DA,TimeMixer,FULL,NO_TCN,184.61741574030623,184.56372702304273,0.053688717263497665,OFF
use_tcn,primary,tail_mae,SHANDONG_DA::iTransformer,SHANDONG_DA,iTransformer,FULL,NO_TCN,204.07251966302837,204.06132257550476,0.011197087523612481,OFF
use_tcn,diagnostic,shape_w1_positive,GANSU_DA::LSTM,GANSU_DA,LSTM,FULL,NO_TCN,6.046368156078157,5.007504204390662,1.0388639516874951,OFF
use_tcn,diagnostic,shape_w1_positive,GANSU_DA::PatchTST,GANSU_DA,PatchTST,FULL,NO_TCN,4.073568953392087,3.99885041118477,0.0747185422073171,OFF
use_tcn,diagnostic,shape_w1_positive,GANSU_DA::TimeMixer,GANSU_DA,TimeMixer,FULL,NO_TCN,4.526486087134451,3.7653587715482706,0.7611273155861804,OFF
use_tcn,diagnostic,shape_w1_positive,GANSU_DA::iTransformer,GANSU_DA,iTransformer,FULL,NO_TCN,4.194737661465923,3.8558680181728926,0.33886964329303026,OFF
use_tcn,diagnostic,shape_w1_positive,NINGXIA_DA::LSTM,NINGXIA_DA,LSTM,FULL,NO_TCN,8.72903469393867,8.998562819425514,-0.26952812548684335,ON
use_tcn,diagnostic,shape_w1_positive,NINGXIA_DA::PatchTST,NINGXIA_DA,PatchTST,FULL,NO_TCN,5.759867175884132,6.177867962098949,-0.41800078621481696,ON
use_tcn,diagnostic,shape_w1_positive,NINGXIA_DA::TimeMixer,NINGXIA_DA,TimeMixer,FULL,NO_TCN,7.492094760783999,7.323018275145649,0.16907648563835043,OFF
use_tcn,diagnostic,shape_w1_positive,NINGXIA_DA::iTransformer,NINGXIA_DA,iTransformer,FULL,NO_TCN,6.881270653033046,6.672885532836988,0.20838512019605826,OFF
use_tcn,diagnostic,shape_w1_positive,QINGHAI_DA::LSTM,QINGHAI_DA,LSTM,FULL,NO_TCN,5.564751668980686,5.467111247557714,0.09764042142297225,OFF
use_tcn,diagnostic,shape_w1_positive,QINGHAI_DA::PatchTST,QINGHAI_DA,PatchTST,FULL,NO_TCN,5.095328381410538,5.016534987634244,0.07879339377629435,OFF
use_tcn,diagnostic,shape_w1_positive,QINGHAI_DA::TimeMixer,QINGHAI_DA,TimeMixer,FULL,NO_TCN,4.604131899390889,4.55762462088871,0.04650727850217873,OFF
use_tcn,diagnostic,shape_w1_positive,QINGHAI_DA::iTransformer,QINGHAI_DA,iTransformer,FULL,NO_TCN,4.886403572933145,4.801857890801251,0.0845456821318944,OFF
use_tcn,diagnostic,shape_w1_positive,SHAANXI_DA::LSTM,SHAANXI_DA,LSTM,FULL,NO_TCN,5.637297347932575,5.991779841534186,-0.3544824936016102,ON
use_tcn,diagnostic,shape_w1_positive,SHAANXI_DA::PatchTST,SHAANXI_DA,PatchTST,FULL,NO_TCN,5.097370851008835,5.229866882780884,-0.1324960317720496,ON
use_tcn,diagnostic,shape_w1_positive,SHAANXI_DA::TimeMixer,SHAANXI_DA,TimeMixer,FULL,NO_TCN,5.068077762468032,5.208636660683643,-0.14055889821561074,ON
use_tcn,diagnostic,shape_w1_positive,SHAANXI_DA::iTransformer,SHAANXI_DA,iTransformer,FULL,NO_TCN,4.497568952784,4.828524373035006,-0.3309554202510059,ON
use_tcn,diagnostic,shape_w1_positive,SHANDONG_DA::LSTM,SHANDONG_DA,LSTM,FULL,NO_TCN,7.186173384290204,6.64175866585878,0.5444147184314243,OFF
use_tcn,diagnostic,shape_w1_positive,SHANDONG_DA::PatchTST,SHANDONG_DA,PatchTST,FULL,NO_TCN,7.414868686090745,7.1157454716349,0.2991232144558458,OFF
use_tcn,diagnostic,shape_w1_positive,SHANDONG_DA::TimeMixer,SHANDONG_DA,TimeMixer,FULL,NO_TCN,6.2663530498234365,7.09701726615637,-0.8306642163329334,ON
use_tcn,diagnostic,shape_w1_positive,SHANDONG_DA::iTransformer,SHANDONG_DA,iTransformer,FULL,NO_TCN,6.287398190632133,6.65799395111955,-0.3705957604874168,ON
use_tcn,diagnostic,shape_w1_negative,GANSU_DA::LSTM,GANSU_DA,LSTM,FULL,NO_TCN,4.448417678014471,3.7459582035447507,0.7024594744697206,OFF
use_tcn,diagnostic,shape_w1_negative,GANSU_DA::PatchTST,GANSU_DA,PatchTST,FULL,NO_TCN,4.493108670141999,4.5201390216800394,-0.027030351538040343,ON
use_tcn,diagnostic,shape_w1_negative,GANSU_DA::TimeMixer,GANSU_DA,TimeMixer,FULL,NO_TCN,4.381395487048463,3.556047993807829,0.8253474932406344,OFF
use_tcn,diagnostic,shape_w1_negative,GANSU_DA::iTransformer,GANSU_DA,iTransformer,FULL,NO_TCN,3.966185938010139,3.7659604386150622,0.20022549939507694,OFF
use_tcn,diagnostic,shape_w1_negative,NINGXIA_DA::LSTM,NINGXIA_DA,LSTM,FULL,NO_TCN,4.975814269105575,5.77709711822254,-0.8012828491169648,ON
use_tcn,diagnostic,shape_w1_negative,NINGXIA_DA::PatchTST,NINGXIA_DA,PatchTST,FULL,NO_TCN,6.698912243923729,6.0014415218229304,0.6974707221007987,OFF
use_tcn,diagnostic,shape_w1_negative,NINGXIA_DA::TimeMixer,NINGXIA_DA,TimeMixer,FULL,NO_TCN,4.496352905383919,5.680863026026564,-1.1845101206426447,ON
use_tcn,diagnostic,shape_w1_negative,NINGXIA_DA::iTransformer,NINGXIA_DA,iTransformer,FULL,NO_TCN,6.8289885894236475,5.604429484231903,1.2245591051917444,OFF
use_tcn,diagnostic,shape_w1_negative,QINGHAI_DA::LSTM,QINGHAI_DA,LSTM,FULL,NO_TCN,6.683091505973727,7.065454746675063,-0.382363240701336,ON
use_tcn,diagnostic,shape_w1_negative,QINGHAI_DA::PatchTST,QINGHAI_DA,PatchTST,FULL,NO_TCN,4.241452780760528,4.364341457310007,-0.12288867654947921,ON
use_tcn,diagnostic,shape_w1_negative,QINGHAI_DA::TimeMixer,QINGHAI_DA,TimeMixer,FULL,NO_TCN,6.577246436518738,7.2121322701497705,-0.6348858336310323,ON
use_tcn,diagnostic,shape_w1_negative,QINGHAI_DA::iTransformer,QINGHAI_DA,iTransformer,FULL,NO_TCN,5.038017012750027,5.725636844005833,-0.6876198312558062,ON
use_tcn,diagnostic,shape_w1_negative,SHAANXI_DA::LSTM,SHAANXI_DA,LSTM,FULL,NO_TCN,2.707808943673205,2.685644551026641,0.02216439264656378,OFF
use_tcn,diagnostic,shape_w1_negative,SHAANXI_DA::PatchTST,SHAANXI_DA,PatchTST,FULL,NO_TCN,3.7452479137044805,3.669109278889869,0.07613863481461136,OFF
use_tcn,diagnostic,shape_w1_negative,SHAANXI_DA::TimeMixer,SHAANXI_DA,TimeMixer,FULL,NO_TCN,3.426259466731998,3.782324488789032,-0.35606502205703405,ON
use_tcn,diagnostic,shape_w1_negative,SHAANXI_DA::iTransformer,SHAANXI_DA,iTransformer,FULL,NO_TCN,3.771646715664235,3.857584495693749,-0.0859377800295138,ON
use_tcn,diagnostic,shape_w1_negative,SHANDONG_DA::LSTM,SHANDONG_DA,LSTM,FULL,NO_TCN,8.15962454225461,6.864826945901541,1.2947975963530691,OFF
use_tcn,diagnostic,shape_w1_negative,SHANDONG_DA::PatchTST,SHANDONG_DA,PatchTST,FULL,NO_TCN,5.828051456443991,5.783442186929141,0.04460926951485078,OFF
use_tcn,diagnostic,shape_w1_negative,SHANDONG_DA::TimeMixer,SHANDONG_DA,TimeMixer,FULL,NO_TCN,6.722536559198215,5.902387083055821,0.8201494761423938,OFF
use_tcn,diagnostic,shape_w1_negative,SHANDONG_DA::iTransformer,SHANDONG_DA,iTransformer,FULL,NO_TCN,6.256220307210672,5.905470196361335,0.3507501108493365,OFF
use_tcn,diagnostic,mass_positive_l1,GANSU_DA::LSTM,GANSU_DA,LSTM,FULL,NO_TCN,234.93891270955405,223.73012887863885,11.208783830915195,OFF
use_tcn,diagnostic,mass_positive_l1,GANSU_DA::PatchTST,GANSU_DA,PatchTST,FULL,NO_TCN,587.6264811924526,546.5890499296643,41.037431262788346,OFF
use_tcn,diagnostic,mass_positive_l1,GANSU_DA::TimeMixer,GANSU_DA,TimeMixer,FULL,NO_TCN,671.1096038818359,639.0151708693732,32.09443301246279,OFF
use_tcn,diagnostic,mass_positive_l1,GANSU_DA::iTransformer,GANSU_DA,iTransformer,FULL,NO_TCN,556.5477643694196,588.6260986328125,-32.07833426339289,ON
use_tcn,diagnostic,mass_positive_l1,NINGXIA_DA::LSTM,NINGXIA_DA,LSTM,FULL,NO_TCN,743.3251999148799,739.4268660545349,3.8983338603450193,OFF
use_tcn,diagnostic,mass_positive_l1,NINGXIA_DA::PatchTST,NINGXIA_DA,PatchTST,FULL,NO_TCN,809.0820303311173,799.0439233779907,10.038106953126544,OFF
use_tcn,diagnostic,mass_positive_l1,NINGXIA_DA::TimeMixer,NINGXIA_DA,TimeMixer,FULL,NO_TCN,872.4261061164683,825.960277557373,46.46582855909526,OFF
use_tcn,diagnostic,mass_positive_l1,NINGXIA_DA::iTransformer,NINGXIA_DA,iTransformer,FULL,NO_TCN,994.5700669328382,992.6056059088025,1.9644610240356997,OFF
use_tcn,diagnostic,mass_positive_l1,QINGHAI_DA::LSTM,QINGHAI_DA,LSTM,FULL,NO_TCN,1099.8947372436523,1105.0028813680012,-5.1081441243488825,ON
use_tcn,diagnostic,mass_positive_l1,QINGHAI_DA::PatchTST,QINGHAI_DA,PatchTST,FULL,NO_TCN,522.9531758626302,526.3854675292969,-3.4322916666666288,ON
use_tcn,diagnostic,mass_positive_l1,QINGHAI_DA::TimeMixer,QINGHAI_DA,TimeMixer,FULL,NO_TCN,995.907595316569,1058.1989568074544,-62.29136149088538,ON
use_tcn,diagnostic,mass_positive_l1,QINGHAI_DA::iTransformer,QINGHAI_DA,iTransformer,FULL,NO_TCN,775.0193456013998,779.7795791625977,-4.760233561197879,ON
use_tcn,diagnostic,mass_positive_l1,SHAANXI_DA::LSTM,SHAANXI_DA,LSTM,FULL,NO_TCN,469.69775505065917,497.12887382507324,-27.431118774414074,ON
use_tcn,diagnostic,mass_positive_l1,SHAANXI_DA::PatchTST,SHAANXI_DA,PatchTST,FULL,NO_TCN,810.6743356704712,808.9232461929321,1.7510894775391534,OFF
use_tcn,diagnostic,mass_positive_l1,SHAANXI_DA::TimeMixer,SHAANXI_DA,TimeMixer,FULL,NO_TCN,742.296290397644,723.013885307312,19.282405090332077,OFF
use_tcn,diagnostic,mass_positive_l1,SHAANXI_DA::iTransformer,SHAANXI_DA,iTransformer,FULL,NO_TCN,788.1845611572265,767.1886417388916,20.995919418334893,OFF
use_tcn,diagnostic,mass_positive_l1,SHANDONG_DA::LSTM,SHANDONG_DA,LSTM,FULL,NO_TCN,1022.5332775406721,1001.5470601989002,20.986217341771862,OFF
use_tcn,diagnostic,mass_positive_l1,SHANDONG_DA::PatchTST,SHANDONG_DA,PatchTST,FULL,NO_TCN,1230.2698148046507,1214.6868597356286,15.582955069022091,OFF
use_tcn,diagnostic,mass_positive_l1,SHANDONG_DA::TimeMixer,SHANDONG_DA,TimeMixer,FULL,NO_TCN,1142.827958789001,1108.659964270708,34.16799451829297,OFF
use_tcn,diagnostic,mass_positive_l1,SHANDONG_DA::iTransformer,SHANDONG_DA,iTransformer,FULL,NO_TCN,1219.0905569255178,1201.162478284138,17.928078641379898,OFF
use_tcn,diagnostic,mass_negative_l1,GANSU_DA::LSTM,GANSU_DA,LSTM,FULL,NO_TCN,927.4769941057477,893.6071766444614,33.86981746128629,OFF
use_tcn,diagnostic,mass_negative_l1,GANSU_DA::PatchTST,GANSU_DA,PatchTST,FULL,NO_TCN,708.4747416178385,685.4905188424246,22.984222775413855,OFF
use_tcn,diagnostic,mass_negative_l1,GANSU_DA::TimeMixer,GANSU_DA,TimeMixer,FULL,NO_TCN,473.0742423647926,474.06333887009396,-0.9890965053013474,ON
use_tcn,diagnostic,mass_negative_l1,GANSU_DA::iTransformer,GANSU_DA,iTransformer,FULL,NO_TCN,485.6704839070638,503.2944056193034,-17.62392171223962,ON
use_tcn,diagnostic,mass_negative_l1,NINGXIA_DA::LSTM,NINGXIA_DA,LSTM,FULL,NO_TCN,1074.2917591751154,1070.6018709455218,3.6898882295936346,OFF
use_tcn,diagnostic,mass_negative_l1,NINGXIA_DA::PatchTST,NINGXIA_DA,PatchTST,FULL,NO_TCN,1170.2793409567591,1164.4319846970695,5.8473562596896045,OFF
use_tcn,diagnostic,mass_negative_l1,NINGXIA_DA::TimeMixer,NINGXIA_DA,TimeMixer,FULL,NO_TCN,1347.5632533856801,1289.1279084341866,58.43534495149356,OFF
use_tcn,diagnostic,mass_negative_l1,NINGXIA_DA::iTransformer,NINGXIA_DA,iTransformer,FULL,NO_TCN,1082.7320927719286,1081.6750843524933,1.0570084194353058,OFF
use_tcn,diagnostic,mass_negative_l1,QINGHAI_DA::LSTM,QINGHAI_DA,LSTM,FULL,NO_TCN,872.2869059244791,887.3741861979166,-15.0872802734375,ON
use_tcn,diagnostic,mass_negative_l1,QINGHAI_DA::PatchTST,QINGHAI_DA,PatchTST,FULL,NO_TCN,288.15328216552734,288.25687917073566,-0.10359700520831439,ON
use_tcn,diagnostic,mass_negative_l1,QINGHAI_DA::TimeMixer,QINGHAI_DA,TimeMixer,FULL,NO_TCN,528.6715749104818,502.4629770914714,26.208597819010436,OFF
use_tcn,diagnostic,mass_negative_l1,QINGHAI_DA::iTransformer,QINGHAI_DA,iTransformer,FULL,NO_TCN,704.4203440348307,748.4155426025391,-43.99519856770837,ON
use_tcn,diagnostic,mass_negative_l1,SHAANXI_DA::LSTM,SHAANXI_DA,LSTM,FULL,NO_TCN,835.9799432754517,874.6174768447876,-38.637533569335915,ON
use_tcn,diagnostic,mass_negative_l1,SHAANXI_DA::PatchTST,SHAANXI_DA,PatchTST,FULL,NO_TCN,735.4020523071289,770.5034194946289,-35.101367187500045,ON
use_tcn,diagnostic,mass_negative_l1,SHAANXI_DA::TimeMixer,SHAANXI_DA,TimeMixer,FULL,NO_TCN,771.4972991943359,755.7295013427735,15.767797851562477,OFF
use_tcn,diagnostic,mass_negative_l1,SHAANXI_DA::iTransformer,SHAANXI_DA,iTransformer,FULL,NO_TCN,887.403737449646,959.1972127914429,-71.79347534179692,ON
use_tcn,diagnostic,mass_negative_l1,SHANDONG_DA::LSTM,SHANDONG_DA,LSTM,FULL,NO_TCN,1619.7368014699257,1602.3139434762118,17.422857993713933,OFF
use_tcn,diagnostic,mass_negative_l1,SHANDONG_DA::PatchTST,SHANDONG_DA,PatchTST,FULL,NO_TCN,1278.6651632117623,1263.8540499937244,14.811113218037917,OFF
use_tcn,diagnostic,mass_negative_l1,SHANDONG_DA::TimeMixer,SHANDONG_DA,TimeMixer,FULL,NO_TCN,1347.2629475389074,1327.2444650516277,20.018482487279698,OFF
use_tcn,diagnostic,mass_negative_l1,SHANDONG_DA::iTransformer,SHANDONG_DA,iTransformer,FULL,NO_TCN,1446.7853660963394,1416.6356733804796,30.14969271585983,OFF
use_tcn,diagnostic,overall_mae,GANSU_DA::LSTM,GANSU_DA,LSTM,FULL,NO_TCN,128.68049077566195,117.23438985895851,11.446100916703443,OFF
use_tcn,diagnostic,overall_mae,GANSU_DA::PatchTST,GANSU_DA,PatchTST,FULL,NO_TCN,70.62005220867601,70.44736885546072,0.17268335321529094,OFF
use_tcn,diagnostic,overall_mae,GANSU_DA::TimeMixer,GANSU_DA,TimeMixer,FULL,NO_TCN,73.98416684498994,66.64158782905989,7.342579015930056,OFF
use_tcn,diagnostic,overall_mae,GANSU_DA::iTransformer,GANSU_DA,iTransformer,FULL,NO_TCN,68.46436418553454,68.55372201562378,-0.08935783008924147,ON
use_tcn,diagnostic,overall_mae,NINGXIA_DA::LSTM,NINGXIA_DA,LSTM,FULL,NO_TCN,75.73468301409767,75.73468301409767,0.0,TIE
use_tcn,diagnostic,overall_mae,NINGXIA_DA::PatchTST,NINGXIA_DA,PatchTST,FULL,NO_TCN,82.47408810115996,82.47408810115996,0.0,TIE
use_tcn,diagnostic,overall_mae,NINGXIA_DA::TimeMixer,NINGXIA_DA,TimeMixer,FULL,NO_TCN,92.56650777090164,92.8646658599155,-0.2981580890138673,ON
use_tcn,diagnostic,overall_mae,NINGXIA_DA::iTransformer,NINGXIA_DA,iTransformer,FULL,NO_TCN,86.55437153861637,86.55437153861637,0.0,TIE
use_tcn,diagnostic,overall_mae,QINGHAI_DA::LSTM,QINGHAI_DA,LSTM,FULL,NO_TCN,142.19880583164613,138.78848125571506,3.410324575931071,OFF
use_tcn,diagnostic,overall_mae,QINGHAI_DA::PatchTST,QINGHAI_DA,PatchTST,FULL,NO_TCN,121.0721591729013,113.2277258271639,7.8444333457374,OFF
use_tcn,diagnostic,overall_mae,QINGHAI_DA::TimeMixer,QINGHAI_DA,TimeMixer,FULL,NO_TCN,129.04207852124253,124.17688346513589,4.865195056106643,OFF
use_tcn,diagnostic,overall_mae,QINGHAI_DA::iTransformer,QINGHAI_DA,iTransformer,FULL,NO_TCN,141.59022561622464,136.60567605343215,4.984549562792495,OFF
use_tcn,diagnostic,overall_mae,SHAANXI_DA::LSTM,SHAANXI_DA,LSTM,FULL,NO_TCN,92.42649431667324,88.61693851456548,3.8095558021077665,OFF
use_tcn,diagnostic,overall_mae,SHAANXI_DA::PatchTST,SHAANXI_DA,PatchTST,FULL,NO_TCN,97.20346775912078,97.3532367767727,-0.14976901765191997,ON
use_tcn,diagnostic,overall_mae,SHAANXI_DA::TimeMixer,SHAANXI_DA,TimeMixer,FULL,NO_TCN,95.99703374054111,92.99201085833532,3.005022882205793,OFF
use_tcn,diagnostic,overall_mae,SHAANXI_DA::iTransformer,SHAANXI_DA,iTransformer,FULL,NO_TCN,104.99670378824264,107.08767554648794,-2.0909717582453027,ON
use_tcn,diagnostic,overall_mae,SHANDONG_DA::LSTM,SHANDONG_DA,LSTM,FULL,NO_TCN,112.07407473024251,112.02597374650385,0.04810098373866367,OFF
use_tcn,diagnostic,overall_mae,SHANDONG_DA::PatchTST,SHANDONG_DA,PatchTST,FULL,NO_TCN,104.54520284744483,104.54402854444454,0.0011743030002833166,OFF
use_tcn,diagnostic,overall_mae,SHANDONG_DA::TimeMixer,SHANDONG_DA,TimeMixer,FULL,NO_TCN,103.75901783154427,103.7715710181305,-0.01255318658623139,ON
use_tcn,diagnostic,overall_mae,SHANDONG_DA::iTransformer,SHANDONG_DA,iTransformer,FULL,NO_TCN,111.07893737989865,111.08793872923953,-0.009001349340877596,ON
untied_amplitude_heads,primary,mass_positive_l1,GANSU_DA::LSTM,GANSU_DA,LSTM,FULL,TIED_AMPLITUDE,234.93891270955405,244.4992649796463,-9.560352270092267,ON
untied_amplitude_heads,primary,mass_positive_l1,GANSU_DA::PatchTST,GANSU_DA,PatchTST,FULL,TIED_AMPLITUDE,587.6264811924526,631.2245828537714,-43.598101661318765,ON
untied_amplitude_heads,primary,mass_positive_l1,GANSU_DA::TimeMixer,GANSU_DA,TimeMixer,FULL,TIED_AMPLITUDE,671.1096038818359,671.9649055117652,-0.8553016299292722,ON
untied_amplitude_heads,primary,mass_positive_l1,GANSU_DA::iTransformer,GANSU_DA,iTransformer,FULL,TIED_AMPLITUDE,556.5477643694196,685.3402677263532,-128.7925033569336,ON
untied_amplitude_heads,primary,mass_positive_l1,NINGXIA_DA::LSTM,NINGXIA_DA,LSTM,FULL,TIED_AMPLITUDE,743.3251999148799,743.3276204936764,-0.0024205787964319825,ON
untied_amplitude_heads,primary,mass_positive_l1,NINGXIA_DA::PatchTST,NINGXIA_DA,PatchTST,FULL,TIED_AMPLITUDE,809.0820303311173,798.5301615851266,10.551868745990646,OFF
untied_amplitude_heads,primary,mass_positive_l1,NINGXIA_DA::TimeMixer,NINGXIA_DA,TimeMixer,FULL,TIED_AMPLITUDE,872.4261061164683,872.42738188313,-0.0012757666617062569,ON
untied_amplitude_heads,primary,mass_positive_l1,NINGXIA_DA::iTransformer,NINGXIA_DA,iTransformer,FULL,TIED_AMPLITUDE,994.5700669328382,994.5704385326915,-0.00037159985322432476,ON
untied_amplitude_heads,primary,mass_positive_l1,QINGHAI_DA::LSTM,QINGHAI_DA,LSTM,FULL,TIED_AMPLITUDE,1099.8947372436523,999.0249048868815,100.86983235677087,OFF
untied_amplitude_heads,primary,mass_positive_l1,QINGHAI_DA::PatchTST,QINGHAI_DA,PatchTST,FULL,TIED_AMPLITUDE,522.9531758626302,649.8606872558594,-126.90751139322913,ON
untied_amplitude_heads,primary,mass_positive_l1,QINGHAI_DA::TimeMixer,QINGHAI_DA,TimeMixer,FULL,TIED_AMPLITUDE,995.907595316569,929.7897669474283,66.11782836914062,OFF
untied_amplitude_heads,primary,mass_positive_l1,QINGHAI_DA::iTransformer,QINGHAI_DA,iTransformer,FULL,TIED_AMPLITUDE,775.0193456013998,771.1376978556315,3.881647745768305,OFF
untied_amplitude_heads,primary,mass_positive_l1,SHAANXI_DA::LSTM,SHAANXI_DA,LSTM,FULL,TIED_AMPLITUDE,469.69775505065917,556.1494709014893,-86.45171585083011,ON
untied_amplitude_heads,primary,mass_positive_l1,SHAANXI_DA::PatchTST,SHAANXI_DA,PatchTST,FULL,TIED_AMPLITUDE,810.6743356704712,771.9358896255493,38.73844604492194,OFF
untied_amplitude_heads,primary,mass_positive_l1,SHAANXI_DA::TimeMixer,SHAANXI_DA,TimeMixer,FULL,TIED_AMPLITUDE,742.296290397644,673.2966733932495,68.99961700439451,OFF
untied_amplitude_heads,primary,mass_positive_l1,SHAANXI_DA::iTransformer,SHAANXI_DA,iTransformer,FULL,TIED_AMPLITUDE,788.1845611572265,765.8108554840088,22.373705673217728,OFF
untied_amplitude_heads,primary,mass_positive_l1,SHANDONG_DA::LSTM,SHANDONG_DA,LSTM,FULL,TIED_AMPLITUDE,1022.5332775406721,1061.4060535586962,-38.87277601802407,ON
untied_amplitude_heads,primary,mass_positive_l1,SHANDONG_DA::PatchTST,SHANDONG_DA,PatchTST,FULL,TIED_AMPLITUDE,1230.2698148046507,1230.3507779289844,-0.08096312433372077,ON
untied_amplitude_heads,primary,mass_positive_l1,SHANDONG_DA::TimeMixer,SHANDONG_DA,TimeMixer,FULL,TIED_AMPLITUDE,1142.827958789001,1142.8759746942499,-0.04801590524880339,ON
untied_amplitude_heads,primary,mass_positive_l1,SHANDONG_DA::iTransformer,SHANDONG_DA,iTransformer,FULL,TIED_AMPLITUDE,1219.0905569255178,1219.0776020632616,0.012954862256265187,OFF
untied_amplitude_heads,primary,mass_negative_l1,GANSU_DA::LSTM,GANSU_DA,LSTM,FULL,TIED_AMPLITUDE,927.4769941057477,2569.286757332938,-1641.8097632271904,ON
untied_amplitude_heads,primary,mass_negative_l1,GANSU_DA::PatchTST,GANSU_DA,PatchTST,FULL,TIED_AMPLITUDE,708.4747416178385,722.5553109305246,-14.080569312686066,ON
untied_amplitude_heads,primary,mass_negative_l1,GANSU_DA::TimeMixer,GANSU_DA,TimeMixer,FULL,TIED_AMPLITUDE,473.0742423647926,572.7245487031482,-99.65030633835562,ON
untied_amplitude_heads,primary,mass_negative_l1,GANSU_DA::iTransformer,GANSU_DA,iTransformer,FULL,TIED_AMPLITUDE,485.6704839070638,645.4424492972238,-159.77196539016,ON
untied_amplitude_heads,primary,mass_negative_l1,NINGXIA_DA::LSTM,NINGXIA_DA,LSTM,FULL,TIED_AMPLITUDE,1074.2917591751154,1074.3034347680555,-0.01167559294003695,ON
untied_amplitude_heads,primary,mass_negative_l1,NINGXIA_DA::PatchTST,NINGXIA_DA,PatchTST,FULL,TIED_AMPLITUDE,1170.2793409567591,1159.739292553493,10.540048403266155,OFF
untied_amplitude_heads,primary,mass_negative_l1,NINGXIA_DA::TimeMixer,NINGXIA_DA,TimeMixer,FULL,TIED_AMPLITUDE,1347.5632533856801,1349.1680549483156,-1.60480156263543,ON
untied_amplitude_heads,primary,mass_negative_l1,NINGXIA_DA::iTransformer,NINGXIA_DA,iTransformer,FULL,TIED_AMPLITUDE,1082.7320927719286,1082.7343195620929,-0.0022267901642862853,ON
untied_amplitude_heads,primary,mass_negative_l1,QINGHAI_DA::LSTM,QINGHAI_DA,LSTM,FULL,TIED_AMPLITUDE,872.2869059244791,729.3217366536459,142.96516927083326,OFF
untied_amplitude_heads,primary,mass_negative_l1,QINGHAI_DA::PatchTST,QINGHAI_DA,PatchTST,FULL,TIED_AMPLITUDE,288.15328216552734,339.02014414469403,-50.866861979166686,ON
untied_amplitude_heads,primary,mass_negative_l1,QINGHAI_DA::TimeMixer,QINGHAI_DA,TimeMixer,FULL,TIED_AMPLITUDE,528.6715749104818,490.4864756266276,38.185099283854186,OFF
untied_amplitude_heads,primary,mass_negative_l1,QINGHAI_DA::iTransformer,QINGHAI_DA,iTransformer,FULL,TIED_AMPLITUDE,704.4203440348307,768.1216786702474,-63.70133463541674,ON
untied_amplitude_heads,primary,mass_negative_l1,SHAANXI_DA::LSTM,SHAANXI_DA,LSTM,FULL,TIED_AMPLITUDE,835.9799432754517,1135.0265924453736,-299.0466491699219,ON
untied_amplitude_heads,primary,mass_negative_l1,SHAANXI_DA::PatchTST,SHAANXI_DA,PatchTST,FULL,TIED_AMPLITUDE,735.4020523071289,724.9682388305664,10.433813476562477,OFF
untied_amplitude_heads,primary,mass_negative_l1,SHAANXI_DA::TimeMixer,SHAANXI_DA,TimeMixer,FULL,TIED_AMPLITUDE,771.4972991943359,803.1917053222656,-31.69440612792971,ON
untied_amplitude_heads,primary,mass_negative_l1,SHAANXI_DA::iTransformer,SHAANXI_DA,iTransformer,FULL,TIED_AMPLITUDE,887.403737449646,1020.4791250228882,-133.0753875732422,ON
untied_amplitude_heads,primary,mass_negative_l1,SHANDONG_DA::LSTM,SHANDONG_DA,LSTM,FULL,TIED_AMPLITUDE,1619.7368014699257,1627.2100213750482,-7.473219905122505,ON
untied_amplitude_heads,primary,mass_negative_l1,SHANDONG_DA::PatchTST,SHANDONG_DA,PatchTST,FULL,TIED_AMPLITUDE,1278.6651632117623,1278.6368559439973,0.028307267765057986,OFF
untied_amplitude_heads,primary,mass_negative_l1,SHANDONG_DA::TimeMixer,SHANDONG_DA,TimeMixer,FULL,TIED_AMPLITUDE,1347.2629475389074,1347.243962659881,0.018984879026447743,OFF
untied_amplitude_heads,primary,mass_negative_l1,SHANDONG_DA::iTransformer,SHANDONG_DA,iTransformer,FULL,TIED_AMPLITUDE,1446.7853660963394,1446.7843228301847,0.001043266154738376,OFF
