Timestamp,Greece
2024-01-01 00:00:00,107.09
2024-01-01 01:00:00,104.0
2024-01-01 02:00:00,100.0
2024-01-01 03:00:00,85.66
2024-01-01 04:00:00,85.0
2024-01-01 05:00:00,85.53
2024-01-01 06:00:00,95.07
2024-01-01 07:00:00,103.07
2024-01-01 08:00:00,65.0
2024-01-01 09:00:00,47.34
2024-01-01 10:00:00,1.0
2024-01-01 11:00:00,0.54
2024-01-01 12:00:00,2.24
2024-01-01 13:00:00,3.24
2024-01-01 14:00:00,65.1
2024-01-01 15:00:00,96.91
2024-01-01 16:00:00,97.44
2024-01-01 17:00:00,94.0
2024-01-01 18:00:00,98.58
2024-01-01 19:00:00,101.03
2024-01-01 20:00:00,105.72
2024-01-01 21:00:00,101.06
2024-01-01 22:00:00,103.19
2024-01-01 23:00:00,99.05
2024-01-02 00:00:00,55.0
2024-01-02 01:00:00,90.09
2024-01-02 02:00:00,84.27
2024-01-02 03:00:00,40.82
2024-01-02 04:00:00,84.27
2024-01-02 05:00:00,100.0
2024-01-02 06:00:00,108.28
2024-01-02 07:00:00,113.85
2024-01-02 08:00:00,107.42
2024-01-02 09:00:00,76.36
2024-01-02 10:00:00,75.6
2024-01-02 11:00:00,77.87
2024-01-02 12:00:00,80.27
2024-01-02 13:00:00,81.27
2024-01-02 14:00:00,95.12
2024-01-02 15:00:00,102.56
2024-01-02 16:00:00,102.38
2024-01-02 17:00:00,103.32
2024-01-02 18:00:00,103.58
2024-01-02 19:00:00,106.06
2024-01-02 20:00:00,104.96
2024-01-02 21:00:00,102.2
2024-01-02 22:00:00,101.97
2024-01-02 23:00:00,92.41
2024-01-03 00:00:00,82.5
2024-01-03 01:00:00,70.1
2024-01-03 02:00:00,50.21
2024-01-03 03:00:00,40.0
2024-01-03 04:00:00,50.0
2024-01-03 05:00:00,75.0
2024-01-03 06:00:00,95.46
2024-01-03 07:00:00,107.15
2024-01-03 08:00:00,101.01
2024-01-03 09:00:00,65.0
2024-01-03 10:00:00,99.15
2024-01-03 11:00:00,87.25
2024-01-03 12:00:00,75.33
2024-01-03 13:00:00,86.97
2024-01-03 14:00:00,90.96
2024-01-03 15:00:00,72.23
2024-01-03 16:00:00,83.06
2024-01-03 17:00:00,90.78
2024-01-03 18:00:00,96.46
2024-01-03 19:00:00,97.06
2024-01-03 20:00:00,96.45
2024-01-03 21:00:00,103.61
2024-01-03 22:00:00,101.05
2024-01-03 23:00:00,82.59
2024-01-04 00:00:00,74.19
2024-01-04 01:00:00,65.0
2024-01-04 02:00:00,40.0
2024-01-04 03:00:00,35.2
2024-01-04 04:00:00,49.39
2024-01-04 05:00:00,70.1
2024-01-04 06:00:00,97.61
2024-01-04 07:00:00,85.02
2024-01-04 08:00:00,91.47
2024-01-04 09:00:00,94.2
2024-01-04 10:00:00,73.83
2024-01-04 11:00:00,70.1
2024-01-04 12:00:00,70.1
2024-01-04 13:00:00,85.96
2024-01-04 14:00:00,92.11
2024-01-04 15:00:00,98.62
2024-01-04 16:00:00,104.51
2024-01-04 17:00:00,112.67
2024-01-04 18:00:00,114.48
2024-01-04 19:00:00,110.45
2024-01-04 20:00:00,100.95
2024-01-04 21:00:00,94.9
2024-01-04 22:00:00,99.81
2024-01-04 23:00:00,97.98
2024-01-05 00:00:00,86.08
2024-01-05 01:00:00,88.96
2024-01-05 02:00:00,78.5
2024-01-05 03:00:00,78.5
2024-01-05 04:00:00,79.39
2024-01-05 05:00:00,79.6
2024-01-05 06:00:00,93.83
2024-01-05 07:00:00,104.58
2024-01-05 08:00:00,106.79
2024-01-05 09:00:00,100.66
2024-01-05 10:00:00,97.52
2024-01-05 11:00:00,98.53
2024-01-05 12:00:00,97.17
2024-01-05 13:00:00,102.85
2024-01-05 14:00:00,110.28
2024-01-05 15:00:00,112.17
2024-01-05 16:00:00,113.85
2024-01-05 17:00:00,116.07
2024-01-05 18:00:00,112.63
2024-01-05 19:00:00,109.79
2024-01-05 20:00:00,105.65
2024-01-05 21:00:00,97.07
2024-01-05 22:00:00,99.86
2024-01-05 23:00:00,86.8
2024-01-06 00:00:00,91.0
2024-01-06 01:00:00,94.75
2024-01-06 02:00:00,76.13
2024-01-06 03:00:00,73.01
2024-01-06 04:00:00,73.01
2024-01-06 05:00:00,74.59
2024-01-06 06:00:00,75.1
2024-01-06 07:00:00,81.39
2024-01-06 08:00:00,88.4
2024-01-06 09:00:00,92.23
2024-01-06 10:00:00,97.3
2024-01-06 11:00:00,94.7
2024-01-06 12:00:00,92.77
2024-01-06 13:00:00,91.0
2024-01-06 14:00:00,92.47
2024-01-06 15:00:00,94.25
2024-01-06 16:00:00,93.59
2024-01-06 17:00:00,99.24
2024-01-06 18:00:00,95.67
2024-01-06 19:00:00,93.88
2024-01-06 20:00:00,92.14
2024-01-06 21:00:00,88.0
2024-01-06 22:00:00,86.57
2024-01-06 23:00:00,79.87
2024-01-07 00:00:00,84.08
2024-01-07 01:00:00,79.82
2024-01-07 02:00:00,76.76
2024-01-07 03:00:00,73.46
2024-01-07 04:00:00,71.86
2024-01-07 05:00:00,72.08
2024-01-07 06:00:00,74.91
2024-01-07 07:00:00,77.69
2024-01-07 08:00:00,81.79
2024-01-07 09:00:00,84.86
2024-01-07 10:00:00,81.53
2024-01-07 11:00:00,81.01
2024-01-07 12:00:00,88.66
2024-01-07 13:00:00,84.81
2024-01-07 14:00:00,84.34
2024-01-07 15:00:00,88.01
2024-01-07 16:00:00,93.42
2024-01-07 17:00:00,101.77
2024-01-07 18:00:00,104.85
2024-01-07 19:00:00,101.23
2024-01-07 20:00:00,100.5
2024-01-07 21:00:00,93.31
2024-01-07 22:00:00,91.17
2024-01-07 23:00:00,83.86
2024-01-08 00:00:00,78.06
2024-01-08 01:00:00,74.36
2024-01-08 02:00:00,51.69
2024-01-08 03:00:00,40.56
2024-01-08 04:00:00,70.0
2024-01-08 05:00:00,82.1
2024-01-08 06:00:00,94.3
2024-01-08 07:00:00,102.36
2024-01-08 08:00:00,111.01
2024-01-08 09:00:00,103.57
2024-01-08 10:00:00,101.01
2024-01-08 11:00:00,100.25
2024-01-08 12:00:00,95.48
2024-01-08 13:00:00,92.91
2024-01-08 14:00:00,100.0
2024-01-08 15:00:00,107.86
2024-01-08 16:00:00,122.0
2024-01-08 17:00:00,130.1
2024-01-08 18:00:00,129.99
2024-01-08 19:00:00,122.01
2024-01-08 20:00:00,114.18
2024-01-08 21:00:00,102.79
2024-01-08 22:00:00,99.96
2024-01-08 23:00:00,91.75
2024-01-09 00:00:00,87.53
2024-01-09 01:00:00,86.18
2024-01-09 02:00:00,85.01
2024-01-09 03:00:00,84.09
2024-01-09 04:00:00,85.16
2024-01-09 05:00:00,89.56
2024-01-09 06:00:00,107.4
2024-01-09 07:00:00,122.01
2024-01-09 08:00:00,132.85
2024-01-09 09:00:00,120.85
2024-01-09 10:00:00,112.1
2024-01-09 11:00:00,104.97
2024-01-09 12:00:00,99.69
2024-01-09 13:00:00,100.18
2024-01-09 14:00:00,110.0
2024-01-09 15:00:00,114.25
2024-01-09 16:00:00,127.36
2024-01-09 17:00:00,137.35
2024-01-09 18:00:00,137.0
2024-01-09 19:00:00,130.05
2024-01-09 20:00:00,117.67
2024-01-09 21:00:00,109.18
2024-01-09 22:00:00,105.61
2024-01-09 23:00:00,96.58
2024-01-10 00:00:00,89.16
2024-01-10 01:00:00,86.76
2024-01-10 02:00:00,86.73
2024-01-10 03:00:00,85.8
2024-01-10 04:00:00,87.8
2024-01-10 05:00:00,91.46
2024-01-10 06:00:00,108.96
2024-01-10 07:00:00,120.0
