Timestamp,Singapore
2025-01-01 00:00:00,97.24
2025-01-01 00:30:00,92.85
2025-01-01 01:00:00,94.33
2025-01-01 01:30:00,93.77
2025-01-01 02:00:00,95.88
2025-01-01 02:30:00,98.63
2025-01-01 03:00:00,94.91
2025-01-01 03:30:00,93.23
2025-01-01 04:00:00,87.81
2025-01-01 04:30:00,94.52
2025-01-01 05:00:00,94.42
2025-01-01 05:30:00,88.59
2025-01-01 06:00:00,93.07
2025-01-01 06:30:00,93.9
2025-01-01 07:00:00,94.76
2025-01-01 07:30:00,98.45
2025-01-01 08:00:00,99.89
2025-01-01 08:30:00,100.48
2025-01-01 09:00:00,93.9
2025-01-01 09:30:00,83.32
2025-01-01 10:00:00,79.59
2025-01-01 10:30:00,78.4
2025-01-01 11:00:00,73.01
2025-01-01 11:30:00,69.4
2025-01-01 12:00:00,70.35
2025-01-01 12:30:00,74.17
2025-01-01 13:00:00,71.54
2025-01-01 13:30:00,80.17
2025-01-01 14:00:00,86.77
2025-01-01 14:30:00,95.02
2025-01-01 15:00:00,95.28
2025-01-01 15:30:00,94.28
2025-01-01 16:00:00,85.02
2025-01-01 16:30:00,93.68
2025-01-01 17:00:00,84.2
2025-01-01 17:30:00,93.13
2025-01-01 18:00:00,93.79
2025-01-01 18:30:00,104.6
2025-01-01 19:00:00,112.68
2025-01-01 19:30:00,116.28
2025-01-01 20:00:00,125.86
2025-01-01 20:30:00,125.96
2025-01-01 21:00:00,113.43
2025-01-01 21:30:00,111.7
2025-01-01 22:00:00,107.0
2025-01-01 22:30:00,106.64
2025-01-01 23:00:00,101.75
2025-01-01 23:30:00,94.52
2025-01-02 00:00:00,80.82
2025-01-02 00:30:00,74.64
2025-01-02 01:00:00,80.85
2025-01-02 01:30:00,77.81
2025-01-02 02:00:00,73.76
2025-01-02 02:30:00,72.37
2025-01-02 03:00:00,72.01
2025-01-02 03:30:00,71.67
2025-01-02 04:00:00,71.51
2025-01-02 04:30:00,71.65
2025-01-02 05:00:00,74.96
2025-01-02 05:30:00,79.26
2025-01-02 06:00:00,74.97
2025-01-02 06:30:00,81.91
2025-01-02 07:00:00,94.31
2025-01-02 07:30:00,102.75
2025-01-02 08:00:00,101.99
2025-01-02 08:30:00,102.4
2025-01-02 09:00:00,94.13
2025-01-02 09:30:00,90.49
2025-01-02 10:00:00,81.22
2025-01-02 10:30:00,77.35
2025-01-02 11:00:00,78.59
2025-01-02 11:30:00,73.48
2025-01-02 12:00:00,73.2
2025-01-02 12:30:00,72.93
2025-01-02 13:00:00,80.66
2025-01-02 13:30:00,87.11
2025-01-02 14:00:00,87.14
2025-01-02 14:30:00,77.56
2025-01-02 15:00:00,80.7
2025-01-02 15:30:00,80.24
2025-01-02 16:00:00,85.68
2025-01-02 16:30:00,103.02
2025-01-02 17:00:00,104.4
2025-01-02 17:30:00,101.26
2025-01-02 18:00:00,104.83
2025-01-02 18:30:00,105.38
2025-01-02 19:00:00,105.35
2025-01-02 19:30:00,102.38
2025-01-02 20:00:00,101.88
2025-01-02 20:30:00,101.38
2025-01-02 21:00:00,93.22
2025-01-02 21:30:00,93.28
