evidence_origin,physical_market_group,backbone,method,host_cache,host_array_sha256,host_checkpoint_sha256,host_recipe_id,source_commit,source_path,source_sha256,split_hash,role_vocabulary,role_relabelling_for_reused_modules,fit_partition,eval_partition,threshold_source,protected_final_read,retrained
CHINA5_PANEL_NEW_RUN,NINGXIA,PatchTST,Host,experiments/evidence/china5_posthoc_baseline_panel_20260912/02_hosts/NINGXIA/PatchTST/host_predictions.npz,8bd363a116de8929d88a79dd9f3259c878f486847b58af662d43d93a335d3ffa,CA382BA6BF3A87D6B958A63C77071BC6968C00D6876DD3748084DFC6062AA4EE,gansu_da_frozen_recipe_v1,8ff39ec6ef25f954ed38ddea9ba4ca238e84987e,data/CHINA/NINGXIA/宁夏24h电价数据集.xlsx,777FE0B22BD8634DF51F92021905BD99756F7BD94F62C49CDB115BDE0A7151A4,8d542e7d8dd0033871fc1b5b141020ca930c35b4d3bc5518ebc38798ed62d007,HOST_TRAIN/HOST_VAL/POST_TRAIN/DEV_EVAL/PROTECTED_FINAL,S1|HOST_TRAIN+HOST_VAL ; DIAG_FIT|POST_TRAIN ; DIAG_EVAL|DEV_EVAL ; S4|PROTECTED_FINAL(sealed),none,DEV_EVAL,00_protocol/THRESHOLD_FREEZE.json (HOST_TRAIN only),False,False
CHINA5_PANEL_NEW_RUN,NINGXIA,PatchTST,MatchedDirectResidual,experiments/evidence/china5_posthoc_baseline_panel_20260912/02_hosts/NINGXIA/PatchTST/host_predictions.npz,8bd363a116de8929d88a79dd9f3259c878f486847b58af662d43d93a335d3ffa,CA382BA6BF3A87D6B958A63C77071BC6968C00D6876DD3748084DFC6062AA4EE,gansu_da_frozen_recipe_v1,8ff39ec6ef25f954ed38ddea9ba4ca238e84987e,data/CHINA/NINGXIA/宁夏24h电价数据集.xlsx,777FE0B22BD8634DF51F92021905BD99756F7BD94F62C49CDB115BDE0A7151A4,8d542e7d8dd0033871fc1b5b141020ca930c35b4d3bc5518ebc38798ed62d007,HOST_TRAIN/HOST_VAL/POST_TRAIN/DEV_EVAL/PROTECTED_FINAL,S1|HOST_TRAIN+HOST_VAL ; DIAG_FIT|POST_TRAIN ; DIAG_EVAL|DEV_EVAL ; S4|PROTECTED_FINAL(sealed),POST_TRAIN,DEV_EVAL,00_protocol/THRESHOLD_FREEZE.json (HOST_TRAIN only),False,False
CHINA5_PANEL_NEW_RUN,NINGXIA,PatchTST,delta_Adapter_AdaY,experiments/evidence/china5_posthoc_baseline_panel_20260912/02_hosts/NINGXIA/PatchTST/host_predictions.npz,8bd363a116de8929d88a79dd9f3259c878f486847b58af662d43d93a335d3ffa,CA382BA6BF3A87D6B958A63C77071BC6968C00D6876DD3748084DFC6062AA4EE,gansu_da_frozen_recipe_v1,8ff39ec6ef25f954ed38ddea9ba4ca238e84987e,data/CHINA/NINGXIA/宁夏24h电价数据集.xlsx,777FE0B22BD8634DF51F92021905BD99756F7BD94F62C49CDB115BDE0A7151A4,8d542e7d8dd0033871fc1b5b141020ca930c35b4d3bc5518ebc38798ed62d007,HOST_TRAIN/HOST_VAL/POST_TRAIN/DEV_EVAL/PROTECTED_FINAL,S1|HOST_TRAIN+HOST_VAL ; DIAG_FIT|POST_TRAIN ; DIAG_EVAL|DEV_EVAL ; S4|PROTECTED_FINAL(sealed),POST_TRAIN,DEV_EVAL,00_protocol/THRESHOLD_FREEZE.json (HOST_TRAIN only),False,False
CHINA5_PANEL_NEW_RUN,NINGXIA,PatchTST,PIR_paper_protocol,experiments/evidence/china5_posthoc_baseline_panel_20260912/02_hosts/NINGXIA/PatchTST/host_predictions.npz,8bd363a116de8929d88a79dd9f3259c878f486847b58af662d43d93a335d3ffa,CA382BA6BF3A87D6B958A63C77071BC6968C00D6876DD3748084DFC6062AA4EE,gansu_da_frozen_recipe_v1,8ff39ec6ef25f954ed38ddea9ba4ca238e84987e,data/CHINA/NINGXIA/宁夏24h电价数据集.xlsx,777FE0B22BD8634DF51F92021905BD99756F7BD94F62C49CDB115BDE0A7151A4,8d542e7d8dd0033871fc1b5b141020ca930c35b4d3bc5518ebc38798ed62d007,HOST_TRAIN/HOST_VAL/POST_TRAIN/DEV_EVAL/PROTECTED_FINAL,S1|HOST_TRAIN+HOST_VAL ; DIAG_FIT|POST_TRAIN ; DIAG_EVAL|DEV_EVAL ; S4|PROTECTED_FINAL(sealed),POST_TRAIN,DEV_EVAL,00_protocol/THRESHOLD_FREEZE.json (HOST_TRAIN only),False,False
CHINA5_PANEL_NEW_RUN,NINGXIA,PatchTST,COSA_online,experiments/evidence/china5_posthoc_baseline_panel_20260912/02_hosts/NINGXIA/PatchTST/host_predictions.npz,8bd363a116de8929d88a79dd9f3259c878f486847b58af662d43d93a335d3ffa,CA382BA6BF3A87D6B958A63C77071BC6968C00D6876DD3748084DFC6062AA4EE,gansu_da_frozen_recipe_v1,8ff39ec6ef25f954ed38ddea9ba4ca238e84987e,data/CHINA/NINGXIA/宁夏24h电价数据集.xlsx,777FE0B22BD8634DF51F92021905BD99756F7BD94F62C49CDB115BDE0A7151A4,8d542e7d8dd0033871fc1b5b141020ca930c35b4d3bc5518ebc38798ed62d007,HOST_TRAIN/HOST_VAL/POST_TRAIN/DEV_EVAL/PROTECTED_FINAL,S1|HOST_TRAIN+HOST_VAL ; DIAG_FIT|POST_TRAIN ; DIAG_EVAL|DEV_EVAL ; S4|PROTECTED_FINAL(sealed),POST_TRAIN,DEV_EVAL,00_protocol/THRESHOLD_FREEZE.json (HOST_TRAIN only),False,False
CHINA5_PANEL_NEW_RUN,NINGXIA,TimeMixer,Host,experiments/evidence/china5_posthoc_baseline_panel_20260912/02_hosts/NINGXIA/TimeMixer/host_predictions.npz,75f5f9bcc5701d2cc871c614a4513f5e35fbe136e7d124418f9911f7e1810f12,804F5C6B682492C5DD8B31D66A64408885E6FFEF87E7173333E1DD7FB98ADE82,gansu_da_frozen_recipe_v1,8ff39ec6ef25f954ed38ddea9ba4ca238e84987e,data/CHINA/NINGXIA/宁夏24h电价数据集.xlsx,777FE0B22BD8634DF51F92021905BD99756F7BD94F62C49CDB115BDE0A7151A4,8d542e7d8dd0033871fc1b5b141020ca930c35b4d3bc5518ebc38798ed62d007,HOST_TRAIN/HOST_VAL/POST_TRAIN/DEV_EVAL/PROTECTED_FINAL,S1|HOST_TRAIN+HOST_VAL ; DIAG_FIT|POST_TRAIN ; DIAG_EVAL|DEV_EVAL ; S4|PROTECTED_FINAL(sealed),none,DEV_EVAL,00_protocol/THRESHOLD_FREEZE.json (HOST_TRAIN only),False,False
CHINA5_PANEL_NEW_RUN,NINGXIA,TimeMixer,MatchedDirectResidual,experiments/evidence/china5_posthoc_baseline_panel_20260912/02_hosts/NINGXIA/TimeMixer/host_predictions.npz,75f5f9bcc5701d2cc871c614a4513f5e35fbe136e7d124418f9911f7e1810f12,804F5C6B682492C5DD8B31D66A64408885E6FFEF87E7173333E1DD7FB98ADE82,gansu_da_frozen_recipe_v1,8ff39ec6ef25f954ed38ddea9ba4ca238e84987e,data/CHINA/NINGXIA/宁夏24h电价数据集.xlsx,777FE0B22BD8634DF51F92021905BD99756F7BD94F62C49CDB115BDE0A7151A4,8d542e7d8dd0033871fc1b5b141020ca930c35b4d3bc5518ebc38798ed62d007,HOST_TRAIN/HOST_VAL/POST_TRAIN/DEV_EVAL/PROTECTED_FINAL,S1|HOST_TRAIN+HOST_VAL ; DIAG_FIT|POST_TRAIN ; DIAG_EVAL|DEV_EVAL ; S4|PROTECTED_FINAL(sealed),POST_TRAIN,DEV_EVAL,00_protocol/THRESHOLD_FREEZE.json (HOST_TRAIN only),False,False
CHINA5_PANEL_NEW_RUN,NINGXIA,TimeMixer,delta_Adapter_AdaY,experiments/evidence/china5_posthoc_baseline_panel_20260912/02_hosts/NINGXIA/TimeMixer/host_predictions.npz,75f5f9bcc5701d2cc871c614a4513f5e35fbe136e7d124418f9911f7e1810f12,804F5C6B682492C5DD8B31D66A64408885E6FFEF87E7173333E1DD7FB98ADE82,gansu_da_frozen_recipe_v1,8ff39ec6ef25f954ed38ddea9ba4ca238e84987e,data/CHINA/NINGXIA/宁夏24h电价数据集.xlsx,777FE0B22BD8634DF51F92021905BD99756F7BD94F62C49CDB115BDE0A7151A4,8d542e7d8dd0033871fc1b5b141020ca930c35b4d3bc5518ebc38798ed62d007,HOST_TRAIN/HOST_VAL/POST_TRAIN/DEV_EVAL/PROTECTED_FINAL,S1|HOST_TRAIN+HOST_VAL ; DIAG_FIT|POST_TRAIN ; DIAG_EVAL|DEV_EVAL ; S4|PROTECTED_FINAL(sealed),POST_TRAIN,DEV_EVAL,00_protocol/THRESHOLD_FREEZE.json (HOST_TRAIN only),False,False
CHINA5_PANEL_NEW_RUN,NINGXIA,TimeMixer,PIR_paper_protocol,experiments/evidence/china5_posthoc_baseline_panel_20260912/02_hosts/NINGXIA/TimeMixer/host_predictions.npz,75f5f9bcc5701d2cc871c614a4513f5e35fbe136e7d124418f9911f7e1810f12,804F5C6B682492C5DD8B31D66A64408885E6FFEF87E7173333E1DD7FB98ADE82,gansu_da_frozen_recipe_v1,8ff39ec6ef25f954ed38ddea9ba4ca238e84987e,data/CHINA/NINGXIA/宁夏24h电价数据集.xlsx,777FE0B22BD8634DF51F92021905BD99756F7BD94F62C49CDB115BDE0A7151A4,8d542e7d8dd0033871fc1b5b141020ca930c35b4d3bc5518ebc38798ed62d007,HOST_TRAIN/HOST_VAL/POST_TRAIN/DEV_EVAL/PROTECTED_FINAL,S1|HOST_TRAIN+HOST_VAL ; DIAG_FIT|POST_TRAIN ; DIAG_EVAL|DEV_EVAL ; S4|PROTECTED_FINAL(sealed),POST_TRAIN,DEV_EVAL,00_protocol/THRESHOLD_FREEZE.json (HOST_TRAIN only),False,False
CHINA5_PANEL_NEW_RUN,NINGXIA,TimeMixer,COSA_online,experiments/evidence/china5_posthoc_baseline_panel_20260912/02_hosts/NINGXIA/TimeMixer/host_predictions.npz,75f5f9bcc5701d2cc871c614a4513f5e35fbe136e7d124418f9911f7e1810f12,804F5C6B682492C5DD8B31D66A64408885E6FFEF87E7173333E1DD7FB98ADE82,gansu_da_frozen_recipe_v1,8ff39ec6ef25f954ed38ddea9ba4ca238e84987e,data/CHINA/NINGXIA/宁夏24h电价数据集.xlsx,777FE0B22BD8634DF51F92021905BD99756F7BD94F62C49CDB115BDE0A7151A4,8d542e7d8dd0033871fc1b5b141020ca930c35b4d3bc5518ebc38798ed62d007,HOST_TRAIN/HOST_VAL/POST_TRAIN/DEV_EVAL/PROTECTED_FINAL,S1|HOST_TRAIN+HOST_VAL ; DIAG_FIT|POST_TRAIN ; DIAG_EVAL|DEV_EVAL ; S4|PROTECTED_FINAL(sealed),POST_TRAIN,DEV_EVAL,00_protocol/THRESHOLD_FREEZE.json (HOST_TRAIN only),False,False
CHINA5_PANEL_NEW_RUN,QINGHAI,PatchTST,Host,experiments/evidence/china5_posthoc_baseline_panel_20260912/02_hosts/QINGHAI/PatchTST/host_predictions.npz,b4b0ab972efb59c7007b29d77184f556238c4f78b9aacb6a5cfefb2990d5f59c,C9965FB13521ADE02975D2170D21EE8407C2E2355289B3F5920C01DEBFD24617,gansu_da_frozen_recipe_v1,8ff39ec6ef25f954ed38ddea9ba4ca238e84987e,data/CHINA/QINGHAI/青海24h电价数据集.xlsx,58B98C214384AF3D6B95F88659259928FBFA2DF58567C2A4B6C9713DEC40D88F,77ae82405c91098a261c25d7a59d756572e8d16eeae17826bbb4b513b1344576,HOST_TRAIN/HOST_VAL/POST_TRAIN/DEV_EVAL/PROTECTED_FINAL,S1|HOST_TRAIN+HOST_VAL ; DIAG_FIT|POST_TRAIN ; DIAG_EVAL|DEV_EVAL ; S4|PROTECTED_FINAL(sealed),none,DEV_EVAL,00_protocol/THRESHOLD_FREEZE.json (HOST_TRAIN only),False,False
CHINA5_PANEL_NEW_RUN,QINGHAI,PatchTST,MatchedDirectResidual,experiments/evidence/china5_posthoc_baseline_panel_20260912/02_hosts/QINGHAI/PatchTST/host_predictions.npz,b4b0ab972efb59c7007b29d77184f556238c4f78b9aacb6a5cfefb2990d5f59c,C9965FB13521ADE02975D2170D21EE8407C2E2355289B3F5920C01DEBFD24617,gansu_da_frozen_recipe_v1,8ff39ec6ef25f954ed38ddea9ba4ca238e84987e,data/CHINA/QINGHAI/青海24h电价数据集.xlsx,58B98C214384AF3D6B95F88659259928FBFA2DF58567C2A4B6C9713DEC40D88F,77ae82405c91098a261c25d7a59d756572e8d16eeae17826bbb4b513b1344576,HOST_TRAIN/HOST_VAL/POST_TRAIN/DEV_EVAL/PROTECTED_FINAL,S1|HOST_TRAIN+HOST_VAL ; DIAG_FIT|POST_TRAIN ; DIAG_EVAL|DEV_EVAL ; S4|PROTECTED_FINAL(sealed),POST_TRAIN,DEV_EVAL,00_protocol/THRESHOLD_FREEZE.json (HOST_TRAIN only),False,False
CHINA5_PANEL_NEW_RUN,QINGHAI,PatchTST,delta_Adapter_AdaY,experiments/evidence/china5_posthoc_baseline_panel_20260912/02_hosts/QINGHAI/PatchTST/host_predictions.npz,b4b0ab972efb59c7007b29d77184f556238c4f78b9aacb6a5cfefb2990d5f59c,C9965FB13521ADE02975D2170D21EE8407C2E2355289B3F5920C01DEBFD24617,gansu_da_frozen_recipe_v1,8ff39ec6ef25f954ed38ddea9ba4ca238e84987e,data/CHINA/QINGHAI/青海24h电价数据集.xlsx,58B98C214384AF3D6B95F88659259928FBFA2DF58567C2A4B6C9713DEC40D88F,77ae82405c91098a261c25d7a59d756572e8d16eeae17826bbb4b513b1344576,HOST_TRAIN/HOST_VAL/POST_TRAIN/DEV_EVAL/PROTECTED_FINAL,S1|HOST_TRAIN+HOST_VAL ; DIAG_FIT|POST_TRAIN ; DIAG_EVAL|DEV_EVAL ; S4|PROTECTED_FINAL(sealed),POST_TRAIN,DEV_EVAL,00_protocol/THRESHOLD_FREEZE.json (HOST_TRAIN only),False,False
CHINA5_PANEL_NEW_RUN,QINGHAI,PatchTST,PIR_paper_protocol,experiments/evidence/china5_posthoc_baseline_panel_20260912/02_hosts/QINGHAI/PatchTST/host_predictions.npz,b4b0ab972efb59c7007b29d77184f556238c4f78b9aacb6a5cfefb2990d5f59c,C9965FB13521ADE02975D2170D21EE8407C2E2355289B3F5920C01DEBFD24617,gansu_da_frozen_recipe_v1,8ff39ec6ef25f954ed38ddea9ba4ca238e84987e,data/CHINA/QINGHAI/青海24h电价数据集.xlsx,58B98C214384AF3D6B95F88659259928FBFA2DF58567C2A4B6C9713DEC40D88F,77ae82405c91098a261c25d7a59d756572e8d16eeae17826bbb4b513b1344576,HOST_TRAIN/HOST_VAL/POST_TRAIN/DEV_EVAL/PROTECTED_FINAL,S1|HOST_TRAIN+HOST_VAL ; DIAG_FIT|POST_TRAIN ; DIAG_EVAL|DEV_EVAL ; S4|PROTECTED_FINAL(sealed),POST_TRAIN,DEV_EVAL,00_protocol/THRESHOLD_FREEZE.json (HOST_TRAIN only),False,False
CHINA5_PANEL_NEW_RUN,QINGHAI,PatchTST,COSA_online,experiments/evidence/china5_posthoc_baseline_panel_20260912/02_hosts/QINGHAI/PatchTST/host_predictions.npz,b4b0ab972efb59c7007b29d77184f556238c4f78b9aacb6a5cfefb2990d5f59c,C9965FB13521ADE02975D2170D21EE8407C2E2355289B3F5920C01DEBFD24617,gansu_da_frozen_recipe_v1,8ff39ec6ef25f954ed38ddea9ba4ca238e84987e,data/CHINA/QINGHAI/青海24h电价数据集.xlsx,58B98C214384AF3D6B95F88659259928FBFA2DF58567C2A4B6C9713DEC40D88F,77ae82405c91098a261c25d7a59d756572e8d16eeae17826bbb4b513b1344576,HOST_TRAIN/HOST_VAL/POST_TRAIN/DEV_EVAL/PROTECTED_FINAL,S1|HOST_TRAIN+HOST_VAL ; DIAG_FIT|POST_TRAIN ; DIAG_EVAL|DEV_EVAL ; S4|PROTECTED_FINAL(sealed),POST_TRAIN,DEV_EVAL,00_protocol/THRESHOLD_FREEZE.json (HOST_TRAIN only),False,False
CHINA5_PANEL_NEW_RUN,QINGHAI,TimeMixer,Host,experiments/evidence/china5_posthoc_baseline_panel_20260912/02_hosts/QINGHAI/TimeMixer/host_predictions.npz,6ccc6ad1155bedcb731ef3f0a1790dd3ecfd6ff4c86892f9e9f3570a459e1d6d,5B0DE08B0B1A4433F444752E25175A7190478366C57DE1B0B5B76068DA4EE209,gansu_da_frozen_recipe_v1,8ff39ec6ef25f954ed38ddea9ba4ca238e84987e,data/CHINA/QINGHAI/青海24h电价数据集.xlsx,58B98C214384AF3D6B95F88659259928FBFA2DF58567C2A4B6C9713DEC40D88F,77ae82405c91098a261c25d7a59d756572e8d16eeae17826bbb4b513b1344576,HOST_TRAIN/HOST_VAL/POST_TRAIN/DEV_EVAL/PROTECTED_FINAL,S1|HOST_TRAIN+HOST_VAL ; DIAG_FIT|POST_TRAIN ; DIAG_EVAL|DEV_EVAL ; S4|PROTECTED_FINAL(sealed),none,DEV_EVAL,00_protocol/THRESHOLD_FREEZE.json (HOST_TRAIN only),False,False
CHINA5_PANEL_NEW_RUN,QINGHAI,TimeMixer,MatchedDirectResidual,experiments/evidence/china5_posthoc_baseline_panel_20260912/02_hosts/QINGHAI/TimeMixer/host_predictions.npz,6ccc6ad1155bedcb731ef3f0a1790dd3ecfd6ff4c86892f9e9f3570a459e1d6d,5B0DE08B0B1A4433F444752E25175A7190478366C57DE1B0B5B76068DA4EE209,gansu_da_frozen_recipe_v1,8ff39ec6ef25f954ed38ddea9ba4ca238e84987e,data/CHINA/QINGHAI/青海24h电价数据集.xlsx,58B98C214384AF3D6B95F88659259928FBFA2DF58567C2A4B6C9713DEC40D88F,77ae82405c91098a261c25d7a59d756572e8d16eeae17826bbb4b513b1344576,HOST_TRAIN/HOST_VAL/POST_TRAIN/DEV_EVAL/PROTECTED_FINAL,S1|HOST_TRAIN+HOST_VAL ; DIAG_FIT|POST_TRAIN ; DIAG_EVAL|DEV_EVAL ; S4|PROTECTED_FINAL(sealed),POST_TRAIN,DEV_EVAL,00_protocol/THRESHOLD_FREEZE.json (HOST_TRAIN only),False,False
CHINA5_PANEL_NEW_RUN,QINGHAI,TimeMixer,delta_Adapter_AdaY,experiments/evidence/china5_posthoc_baseline_panel_20260912/02_hosts/QINGHAI/TimeMixer/host_predictions.npz,6ccc6ad1155bedcb731ef3f0a1790dd3ecfd6ff4c86892f9e9f3570a459e1d6d,5B0DE08B0B1A4433F444752E25175A7190478366C57DE1B0B5B76068DA4EE209,gansu_da_frozen_recipe_v1,8ff39ec6ef25f954ed38ddea9ba4ca238e84987e,data/CHINA/QINGHAI/青海24h电价数据集.xlsx,58B98C214384AF3D6B95F88659259928FBFA2DF58567C2A4B6C9713DEC40D88F,77ae82405c91098a261c25d7a59d756572e8d16eeae17826bbb4b513b1344576,HOST_TRAIN/HOST_VAL/POST_TRAIN/DEV_EVAL/PROTECTED_FINAL,S1|HOST_TRAIN+HOST_VAL ; DIAG_FIT|POST_TRAIN ; DIAG_EVAL|DEV_EVAL ; S4|PROTECTED_FINAL(sealed),POST_TRAIN,DEV_EVAL,00_protocol/THRESHOLD_FREEZE.json (HOST_TRAIN only),False,False
CHINA5_PANEL_NEW_RUN,QINGHAI,TimeMixer,PIR_paper_protocol,experiments/evidence/china5_posthoc_baseline_panel_20260912/02_hosts/QINGHAI/TimeMixer/host_predictions.npz,6ccc6ad1155bedcb731ef3f0a1790dd3ecfd6ff4c86892f9e9f3570a459e1d6d,5B0DE08B0B1A4433F444752E25175A7190478366C57DE1B0B5B76068DA4EE209,gansu_da_frozen_recipe_v1,8ff39ec6ef25f954ed38ddea9ba4ca238e84987e,data/CHINA/QINGHAI/青海24h电价数据集.xlsx,58B98C214384AF3D6B95F88659259928FBFA2DF58567C2A4B6C9713DEC40D88F,77ae82405c91098a261c25d7a59d756572e8d16eeae17826bbb4b513b1344576,HOST_TRAIN/HOST_VAL/POST_TRAIN/DEV_EVAL/PROTECTED_FINAL,S1|HOST_TRAIN+HOST_VAL ; DIAG_FIT|POST_TRAIN ; DIAG_EVAL|DEV_EVAL ; S4|PROTECTED_FINAL(sealed),POST_TRAIN,DEV_EVAL,00_protocol/THRESHOLD_FREEZE.json (HOST_TRAIN only),False,False
CHINA5_PANEL_NEW_RUN,QINGHAI,TimeMixer,COSA_online,experiments/evidence/china5_posthoc_baseline_panel_20260912/02_hosts/QINGHAI/TimeMixer/host_predictions.npz,6ccc6ad1155bedcb731ef3f0a1790dd3ecfd6ff4c86892f9e9f3570a459e1d6d,5B0DE08B0B1A4433F444752E25175A7190478366C57DE1B0B5B76068DA4EE209,gansu_da_frozen_recipe_v1,8ff39ec6ef25f954ed38ddea9ba4ca238e84987e,data/CHINA/QINGHAI/青海24h电价数据集.xlsx,58B98C214384AF3D6B95F88659259928FBFA2DF58567C2A4B6C9713DEC40D88F,77ae82405c91098a261c25d7a59d756572e8d16eeae17826bbb4b513b1344576,HOST_TRAIN/HOST_VAL/POST_TRAIN/DEV_EVAL/PROTECTED_FINAL,S1|HOST_TRAIN+HOST_VAL ; DIAG_FIT|POST_TRAIN ; DIAG_EVAL|DEV_EVAL ; S4|PROTECTED_FINAL(sealed),POST_TRAIN,DEV_EVAL,00_protocol/THRESHOLD_FREEZE.json (HOST_TRAIN only),False,False
GANSU_DA_STRICT_FROZEN_IMPORT,,,,,,,,,,,,,,,,,,False
