market,track,host,seed,method,Overall_MAE,Tail_MAE,Normal_MAE,MSE,relative_gain_pct,shape_cosine,wrong_hemisphere_rate,alpha,oof_calibrated_utility,parameter_count,incremental_parameter_count,training_seconds,inference_seconds,inference_seconds_per_day,inference_overhead_seconds_per_day
GANSU_DA,A_DA,TimeMixer,37,HRSI_HostRelativeStateInteraction,70.96954601683672,134.3005710117604,64.30312233316054,7827.605484717169,6.436756707445021,0.3209477365016937,0.19047619047619047,1.9130655139999768,0.04828260470504354,18717.0,5.0,3.9979216000065207,0.0004910499847028404,2.3383332604897166e-05,6.9595227528008675e-06
LAGO_DE,A_DA,PatchTST,37,S1_DailyPatch_GRU32,4.245660116226809,6.5508247043961,3.8896108638617375,34.225960616837355,10.740252412567147,0.44800615310668945,0.10091743119266056,2.3992451330087,0.09084345039798004,14872.0,5.0,16.64867389993742,0.0007702999864704907,7.066972352940282e-06,0.0
LAGO_DE,A_DA,PatchTST,37,HRSI_HostRelativeStateInteraction,4.274919330195438,6.67122164508288,3.904793200358454,34.69116625289732,10.12511366336186,0.4290541112422943,0.13761467889908258,2.404555551943221,0.08498951032602738,14877.0,5.0,3.9979216000065207,0.0010058499756269157,9.227981427769868e-06,2.1610090748295873e-06
LAGO_DE,A_DA,TimeMixer,37,S1_DailyPatch_GRU32,4.260820702493413,6.433949903732209,3.9251652654088676,33.66523230873246,9.47098411601109,0.4529183506965637,0.14678899082568808,2.1910360099251998,0.07949817036842358,14872.0,5.0,16.565440099861007,0.0007653000066056848,7.0211009780338055e-06,0.0
LAGO_DE,A_DA,TimeMixer,37,HRSI_HostRelativeStateInteraction,4.291342523004287,6.47351578111211,3.954290166279777,34.055760158747795,8.822491591502779,0.4322268068790436,0.1743119266055046,2.251157560599504,0.07350696157886646,14877.0,5.0,3.9979216000065207,0.0009955499845091254,9.133486096413994e-06,2.112385118380189e-06
LAGO_PJM,A_DA,PatchTST,37,S1_DailyPatch_GRU32,3.045757513709513,10.661645669876595,2.8055086759755357,18.867664704885065,-0.8658224049953201,0.1238112598657608,0.43119266055045874,1.1385257750844227,0.02021257197648822,14104.0,5.0,16.024489899980836,0.0007084999815560877,6.499999830789796e-06,0.0
LAGO_PJM,A_DA,PatchTST,37,HRSI_HostRelativeStateInteraction,3.0493352470906268,10.628763659437084,2.8102365590039877,18.845423116997463,-0.9843055797744932,0.13079765439033508,0.42201834862385323,1.2023691404806471,0.02001305240451691,14109.0,5.0,3.9979216000065207,0.0009002499864436686,8.259174187556592e-06,1.759174356766797e-06
LAGO_PJM,A_DA,TimeMixer,37,S1_DailyPatch_GRU32,3.01652506447999,8.55340427623572,2.84186010511861,17.40097170252522,6.352706967091539,0.4319271743297577,0.1559633027522936,2.4309686171566685,0.09040979677094253,14104.0,5.0,16.070576500031166,0.0005711999838240445,5.240366824073803e-06,0.0
LAGO_PJM,A_DA,TimeMixer,37,HRSI_HostRelativeStateInteraction,3.0210760965637413,8.528058724812231,2.8473542470921798,17.38665782612887,6.211421273772526,0.43171587586402893,0.1559633027522936,2.527462600349187,0.09712908640462248,14109.0,5.0,3.9979216000065207,0.000766549987019971,7.032568688256615e-06,1.7922018641828123e-06
GANSU_DA,A_DA,PatchTST,37,Host,72.05342864990234,102.734130859375,68.82388305664062,8323.4677734375,0.0,,,,,,,,,,
GANSU_DA,A_DA,TimeMixer,37,Host,75.8519515991211,157.5843505859375,67.24855041503906,8859.599609375,0.0,,,,,,,,,,
LAGO_DE,A_DA,PatchTST,37,Host,4.7565226554870605,7.4154953956604,4.3458251953125,40.92784118652344,0.0,,,,,,,,,,
LAGO_DE,A_DA,TimeMixer,37,Host,4.70658016204834,7.1415534019470215,4.330480575561523,40.77216339111328,0.0,,,,,,,,,,
LAGO_PJM,A_DA,PatchTST,37,Host,3.019613027572632,10.558648109436035,2.7817885875701904,19.001419067382812,0.0,,,,,,,,,,
LAGO_PJM,A_DA,TimeMixer,37,Host,3.2211556434631348,9.623579978942871,3.019186496734619,20.96799087524414,0.0,,,,,,,,,,
