market,host,hour,fit_availability_rate,eval_availability_rate,fit_mean_bias,eval_mean_bias,fit_mean_bhat,eval_mean_bhat
LAGO_DE,PatchTST,21,1.0,1.0,-0.1052960753440857,-0.08306003361940384,-0.04538007080554962,-0.039205677807331085
LAGO_DE,PatchTST,22,1.0,1.0,0.037016283720731735,0.14486254751682281,0.014219454489648342,0.06136638671159744
LAGO_DE,PatchTST,23,1.0,1.0,0.11854221671819687,0.291976660490036,0.03470613434910774,0.13146431744098663
LAGO_DE,TimeMixer,0,1.0,1.0,0.05111101642251015,-0.059595078229904175,0.013336512260138988,-0.030158469453454018
LAGO_DE,TimeMixer,1,1.0,1.0,0.011811179108917713,-0.11877641081809998,-0.005532955750823021,-0.06108454242348671
LAGO_DE,TimeMixer,2,1.0,1.0,0.08027494698762894,-0.00122497056145221,0.024510908871889114,-0.010442051105201244
LAGO_DE,TimeMixer,3,1.0,1.0,0.1751946061849594,-0.053679365664720535,0.06466513127088547,-0.03656960651278496
LAGO_DE,TimeMixer,4,1.0,1.0,0.01302562840282917,-0.15465040504932404,-0.007054995279759169,-0.08841891586780548
LAGO_DE,TimeMixer,5,1.0,1.0,0.16366489231586456,-0.014792060479521751,0.057084131985902786,-0.02125946246087551
LAGO_DE,TimeMixer,6,1.0,1.0,0.13185609877109528,0.009470288641750813,0.04754997417330742,-0.003447985742241144
LAGO_DE,TimeMixer,7,1.0,1.0,0.15466192364692688,0.09229207783937454,0.05971500277519226,0.03515857830643654
LAGO_DE,TimeMixer,8,1.0,1.0,0.08867020905017853,0.26258403062820435,0.02900298498570919,0.11225448548793793
LAGO_DE,TimeMixer,9,1.0,1.0,-0.06442469358444214,0.22004461288452148,-0.030411431565880775,0.09173113852739334
LAGO_DE,TimeMixer,10,1.0,1.0,-0.22940339148044586,0.07853449136018753,-0.09711064398288727,0.02370617538690567
LAGO_DE,TimeMixer,11,1.0,1.0,-0.18907760083675385,0.10724502801895142,-0.07306993007659912,0.039255864918231964
LAGO_DE,TimeMixer,12,1.0,1.0,-0.23244155943393707,0.1092415302991867,-0.08991643041372299,0.04222013056278229
LAGO_DE,TimeMixer,13,1.0,1.0,-0.22709114849567413,0.04763472080230713,-0.08389515429735184,0.014108831062912941
LAGO_DE,TimeMixer,14,1.0,1.0,-0.10524984449148178,0.07225894182920456,-0.03359838202595711,0.026650067418813705
LAGO_DE,TimeMixer,15,1.0,1.0,-0.02867359109222889,0.06996581703424454,-0.0010261681163683534,0.021324625238776207
LAGO_DE,TimeMixer,16,1.0,1.0,-0.06352747231721878,0.05306074768304825,-0.022895323112607002,0.01120065152645111
LAGO_DE,TimeMixer,17,1.0,1.0,0.08437369763851166,0.031502507627010345,0.03354101628065109,-0.00020657274581026286
LAGO_DE,TimeMixer,18,1.0,1.0,0.012376207858324051,0.158309206366539,0.0073996069841086864,0.06003625690937042
LAGO_DE,TimeMixer,19,1.0,1.0,0.110406294465065,0.33822545409202576,0.038101889193058014,0.13934029638767242
LAGO_DE,TimeMixer,20,1.0,1.0,0.1910143345594406,0.13600197434425354,0.06964260339736938,0.05833740904927254
LAGO_DE,TimeMixer,21,1.0,1.0,0.15406742691993713,-0.001671369420364499,0.05524077266454697,-0.006696789525449276
LAGO_DE,TimeMixer,22,1.0,1.0,0.26421818137168884,0.2287842482328415,0.10674268752336502,0.10171493142843246
LAGO_DE,TimeMixer,23,1.0,1.0,0.004423910286277533,0.11337864398956299,-0.011647472158074379,0.04439213126897812
LAGO_PJM,PatchTST,0,1.0,1.0,-0.02209700085222721,0.010578435845673084,-0.01645871065557003,0.0015938773285597563
LAGO_PJM,PatchTST,1,1.0,1.0,0.11088892072439194,0.024840015918016434,0.039018355309963226,0.002692202804610133
LAGO_PJM,PatchTST,2,1.0,1.0,0.062111712992191315,0.13854752480983734,0.019350707530975342,0.03748895972967148
LAGO_PJM,PatchTST,3,1.0,1.0,-0.032627783715724945,0.09064801037311554,-0.019091015681624413,0.021212473511695862
LAGO_PJM,PatchTST,4,1.0,1.0,0.06339195370674133,0.23374739289283752,0.012473376467823982,0.06020615994930267
LAGO_PJM,PatchTST,5,1.0,1.0,0.16619163751602173,0.2790067195892334,0.050588347017765045,0.0693373829126358
LAGO_PJM,PatchTST,6,1.0,1.0,0.41384345293045044,1.2568376064300537,0.12992367148399353,0.349562406539917
LAGO_PJM,PatchTST,7,1.0,1.0,-0.07652206718921661,0.5096168518066406,-0.05396270006895065,0.11981189996004105
LAGO_PJM,PatchTST,8,1.0,1.0,0.05376825109124184,0.545816957950592,0.004815562162548304,0.1369902491569519
LAGO_PJM,PatchTST,9,1.0,1.0,-0.009085224010050297,0.3258558511734009,-0.010601513087749481,0.07206720858812332
LAGO_PJM,PatchTST,10,1.0,1.0,0.07774186134338379,0.5605604648590088,0.0247189998626709,0.14271502196788788
LAGO_PJM,PatchTST,11,1.0,1.0,0.009691544808447361,0.5891739130020142,0.0023328864481300116,0.1582268923521042
LAGO_PJM,PatchTST,12,1.0,1.0,0.17601999640464783,0.5839043855667114,0.06636793166399002,0.15517930686473846
LAGO_PJM,PatchTST,13,1.0,1.0,0.16626134514808655,0.5696913003921509,0.0614921972155571,0.15699826180934906
LAGO_PJM,PatchTST,14,1.0,1.0,-0.1393984705209732,0.3930290937423706,-0.05215133726596832,0.10735099762678146
LAGO_PJM,PatchTST,15,1.0,1.0,-0.15386588871479034,0.35812655091285706,-0.05678057298064232,0.1000635102391243
LAGO_PJM,PatchTST,16,1.0,1.0,-0.20448064804077148,0.5274381041526794,-0.07648463547229767,0.14808280766010284
LAGO_PJM,PatchTST,17,1.0,1.0,-0.18693330883979797,0.6354812979698181,-0.07125788927078247,0.1630782186985016
LAGO_PJM,PatchTST,18,1.0,1.0,0.05448030307888985,0.7647901177406311,0.027130771428346634,0.1879202276468277
LAGO_PJM,PatchTST,19,1.0,1.0,0.053349003195762634,0.9113450646400452,0.026963330805301666,0.24422743916511536
LAGO_PJM,PatchTST,20,1.0,1.0,0.07178068161010742,0.6636775732040405,0.033381301909685135,0.16386891901493073
LAGO_PJM,PatchTST,21,1.0,1.0,-0.006185864098370075,0.4834713339805603,0.003714691149070859,0.12237077951431274
LAGO_PJM,PatchTST,22,1.0,1.0,-0.05183020606637001,0.18666134774684906,-0.01190585270524025,0.04376058280467987
LAGO_PJM,PatchTST,23,1.0,1.0,0.03792364150285721,0.29011061787605286,0.01585514470934868,0.07644779235124588
LAGO_PJM,TimeMixer,0,1.0,1.0,0.030210081487894058,0.026255616918206215,0.008563753217458725,0.0030523063614964485
LAGO_PJM,TimeMixer,1,1.0,1.0,0.4505683481693268,0.2860644459724426,0.1420004814863205,0.07718904316425323
LAGO_PJM,TimeMixer,2,1.0,1.0,-0.05237531661987305,-0.05470481887459755,-0.010296501219272614,-0.015010681003332138
LAGO_PJM,TimeMixer,3,1.0,1.0,-0.1599494367837906,-0.24374568462371826,-0.05286647379398346,-0.06903283298015594
LAGO_PJM,TimeMixer,4,1.0,1.0,0.08916766941547394,0.08176594227552414,0.01512039266526699,0.01777145452797413
LAGO_PJM,TimeMixer,5,1.0,1.0,0.038515131920576096,-0.1426001340150833,-0.0028326415922492743,-0.0433708094060421
LAGO_PJM,TimeMixer,6,1.0,1.0,0.9833704233169556,1.1525053977966309,0.2750767767429352,0.30646246671676636
LAGO_PJM,TimeMixer,7,1.0,1.0,0.6407246589660645,-0.024347595870494843,0.18920202553272247,-0.01557106152176857
LAGO_PJM,TimeMixer,8,1.0,1.0,0.25472286343574524,-0.08222757279872894,0.0633910745382309,-0.033055759966373444
LAGO_PJM,TimeMixer,9,1.0,1.0,-0.006115315482020378,-0.060102347284555435,-0.01602245308458805,-0.02936449833214283
LAGO_PJM,TimeMixer,10,1.0,1.0,0.37990716099739075,0.19770251214504242,0.1050780639052391,0.04139069840312004
LAGO_PJM,TimeMixer,11,1.0,1.0,0.5691413283348083,0.4989006817340851,0.16371601819992065,0.12390458583831787
LAGO_PJM,TimeMixer,12,1.0,1.0,0.055143583565950394,-0.08670279383659363,0.0036553170066326857,-0.03430398181080818
LAGO_PJM,TimeMixer,13,1.0,1.0,0.03842657059431076,-0.12238150089979172,0.0015025094617158175,-0.039484284818172455
LAGO_PJM,TimeMixer,14,1.0,1.0,0.012296210043132305,-0.07286456972360611,-0.006947808898985386,-0.024232463911175728
LAGO_PJM,TimeMixer,15,1.0,1.0,0.07687197625637054,0.05604337528347969,0.015083384700119495,0.011102535761892796
LAGO_PJM,TimeMixer,16,1.0,1.0,0.3365210294723511,0.4697508215904236,0.10045412927865982,0.12499506026506424
LAGO_PJM,TimeMixer,17,1.0,1.0,0.6670656204223633,2.159940242767334,0.1945224553346634,0.572978138923645
LAGO_PJM,TimeMixer,18,1.0,1.0,0.4706331193447113,1.0668319463729858,0.1536254584789276,0.27571260929107666
LAGO_PJM,TimeMixer,19,1.0,1.0,0.37516850233078003,0.06608185917139053,0.10617648810148239,0.0034711549524217844
LAGO_PJM,TimeMixer,20,1.0,1.0,0.6015631556510925,0.4128689765930176,0.1813463270664215,0.10626448690891266
LAGO_PJM,TimeMixer,21,1.0,1.0,0.11971670389175415,0.11326101422309875,0.034333400428295135,0.02995268441736698
LAGO_PJM,TimeMixer,22,1.0,1.0,0.22335007786750793,-0.12819118797779083,0.07795995473861694,-0.03353656828403473
LAGO_PJM,TimeMixer,23,1.0,1.0,0.33787670731544495,0.46972012519836426,0.09727014601230621,0.1266278326511383
GANSU_DA,PatchTST,0,0.9032258064516129,1.0,-0.23078350722789764,-0.8554253578186035,-0.06290948390960693,-0.3077877461910248
GANSU_DA,PatchTST,1,0.9032258064516129,1.0,-0.14568795263767242,-0.5649104118347168,-0.029701566323637962,-0.20662610232830048
GANSU_DA,PatchTST,2,0.9032258064516129,1.0,-0.273659884929657,-0.5676361918449402,-0.06299135833978653,-0.20700004696846008
GANSU_DA,PatchTST,3,0.9032258064516129,1.0,-0.16335438191890717,-0.36163926124572754,-0.0434749498963356,-0.13429072499275208
GANSU_DA,PatchTST,4,0.9032258064516129,1.0,-0.5878214836120605,-0.610220193862915,-0.15658867359161377,-0.2210719883441925
GANSU_DA,PatchTST,5,0.9032258064516129,1.0,-0.35942062735557556,-0.5418449640274048,-0.09536100178956985,-0.1981215924024582
GANSU_DA,PatchTST,6,0.9032258064516129,1.0,-0.6067216992378235,0.19426549971103668,-0.15528522431850433,0.06611098349094391
GANSU_DA,PatchTST,7,0.9032258064516129,1.0,-0.7540596127510071,0.007946775294840336,-0.19752508401870728,-0.0006552840350195765
GANSU_DA,PatchTST,8,0.9032258064516129,1.0,-1.5044883489608765,0.682784914970398,-0.37433552742004395,0.24250294268131256
GANSU_DA,PatchTST,9,0.9032258064516129,1.0,-0.6339716911315918,-0.5509486794471741,-0.15149419009685516,-0.19935287535190582
GANSU_DA,PatchTST,10,0.9032258064516129,1.0,-0.42306920886039734,-0.24945545196533203,-0.08857394009828568,-0.08773978799581528
GANSU_DA,PatchTST,11,0.9032258064516129,1.0,0.024084491655230522,0.5676555037498474,0.0127246780321002,0.20179207623004913
GANSU_DA,PatchTST,12,0.9032258064516129,1.0,-0.24538840353488922,0.5457452535629272,-0.051801953464746475,0.19222195446491241
GANSU_DA,PatchTST,13,0.9032258064516129,1.0,-0.21476145088672638,-0.28665250539779663,-0.05233657732605934,-0.10305818915367126
GANSU_DA,PatchTST,14,0.9032258064516129,1.0,0.20253849029541016,0.010718844830989838,0.06756288558244705,0.0026949062012135983
GANSU_DA,PatchTST,15,0.9032258064516129,1.0,-0.07899109274148941,-0.0978296622633934,-0.014232037588953972,-0.03537433594465256
GANSU_DA,PatchTST,16,0.9032258064516129,1.0,-0.5736953616142273,-0.2825772762298584,-0.13754545152187347,-0.10037548094987869
GANSU_DA,PatchTST,17,0.9032258064516129,1.0,0.17566463351249695,0.19947177171707153,0.06852961331605911,0.06795475631952286
GANSU_DA,PatchTST,18,0.9032258064516129,1.0,-0.154912069439888,0.11404295265674591,-0.02629840187728405,0.03975488990545273
GANSU_DA,PatchTST,19,0.9032258064516129,1.0,-0.35458672046661377,0.36687469482421875,-0.08190228044986725,0.13161304593086243
GANSU_DA,PatchTST,20,0.9032258064516129,1.0,0.06782399117946625,0.42720749974250793,0.03709730878472328,0.14972063899040222
GANSU_DA,PatchTST,21,0.9032258064516129,1.0,0.2904168665409088,-0.10192184150218964,0.09227684140205383,-0.04152614250779152
GANSU_DA,PatchTST,22,0.9032258064516129,1.0,-0.22281180322170258,-0.21343934535980225,-0.040163617581129074,-0.08283162117004395
GANSU_DA,PatchTST,23,0.9032258064516129,1.0,-0.18754996359348297,0.3816048800945282,-0.03880114108324051,0.12960664927959442
GANSU_DA,TimeMixer,0,0.9032258064516129,1.0,0.2861238121986389,0.05154271423816681,0.06876606494188309,0.008688519708812237
GANSU_DA,TimeMixer,1,0.9032258064516129,1.0,-0.26106297969818115,-0.38006725907325745,-0.0695655345916748,-0.12495206296443939
GANSU_DA,TimeMixer,2,0.9032258064516129,1.0,-0.378141313791275,-0.21131178736686707,-0.10111838579177856,-0.07692758738994598
GANSU_DA,TimeMixer,3,0.9032258064516129,1.0,-0.038689956068992615,-0.14057421684265137,-0.016243215650320053,-0.05735330283641815
GANSU_DA,TimeMixer,4,0.9032258064516129,1.0,-0.26743265986442566,-0.2609867751598358,-0.07891278713941574,-0.09140820801258087
GANSU_DA,TimeMixer,5,0.9032258064516129,1.0,0.06654569506645203,0.06583161652088165,0.005473396275192499,0.0026117193046957254
GANSU_DA,TimeMixer,6,0.9032258064516129,1.0,-0.16168589890003204,0.4675357937812805,-0.05425136163830757,0.12722831964492798
GANSU_DA,TimeMixer,7,0.9032258064516129,1.0,-0.29741165041923523,0.9386090636253357,-0.08419143408536911,0.26871639490127563
GANSU_DA,TimeMixer,8,0.9032258064516129,1.0,-0.9378364682197571,0.8877402544021606,-0.23469361662864685,0.2556510865688324
GANSU_DA,TimeMixer,9,0.9032258064516129,1.0,-1.4080792665481567,-0.6428414583206177,-0.3429870307445526,-0.19487589597702026
GANSU_DA,TimeMixer,10,0.9032258064516129,1.0,-0.7026711702346802,-0.45225611329078674,-0.1655464619398117,-0.13686931133270264
GANSU_DA,TimeMixer,11,0.9032258064516129,1.0,0.35099485516548157,1.045155644416809,0.09951375424861908,0.299069881439209
GANSU_DA,TimeMixer,12,0.9032258064516129,1.0,0.03616829961538315,0.9368242621421814,0.019800590351223946,0.263889342546463
GANSU_DA,TimeMixer,13,0.9032258064516129,1.0,-0.4046403765678406,-0.14619924128055573,-0.09066147357225418,-0.04762273281812668
GANSU_DA,TimeMixer,14,0.9032258064516129,1.0,0.019907532259821892,-0.0680634155869484,0.02104364149272442,-0.02525388076901436
GANSU_DA,TimeMixer,15,0.9032258064516129,1.0,-0.092993825674057,0.04246330261230469,-0.014323740266263485,0.006523528136312962
GANSU_DA,TimeMixer,16,0.9032258064516129,1.0,-0.4007819592952728,-0.11045151948928833,-0.09485206753015518,-0.040372204035520554
GANSU_DA,TimeMixer,17,0.9032258064516129,1.0,0.2012847661972046,0.8797992467880249,0.0695628970861435,0.2547389566898346
GANSU_DA,TimeMixer,18,0.9032258064516129,1.0,-0.04912542924284935,0.7597866058349609,-0.0025542443618178368,0.22267675399780273
GANSU_DA,TimeMixer,19,0.9032258064516129,1.0,-0.48747387528419495,0.6526543498039246,-0.11063653975725174,0.18514598906040192
GANSU_DA,TimeMixer,20,0.9032258064516129,1.0,0.13977007567882538,0.7074867486953735,0.04572493955492973,0.1975049078464508
GANSU_DA,TimeMixer,21,0.9032258064516129,1.0,0.5334721803665161,0.4347226321697235,0.1552542746067047,0.11282238364219666
GANSU_DA,TimeMixer,22,0.9032258064516129,1.0,0.33305564522743225,0.3952089548110962,0.09561927616596222,0.09829205274581909
GANSU_DA,TimeMixer,23,0.9032258064516129,1.0,0.48525363206863403,0.7067242860794067,0.1325971782207489,0.19081027805805206
