Timestamp,Centre-North,Centre-South,North,SACOAC,SACODC,Sardinia,Sicily,South
2022-01-01 00:00:00,170.28,170.28,170.28,250.0,170.28,170.28,170.28,170.28
2022-01-01 01:00:00,155.72,155.72,155.72,250.0,155.72,155.72,155.72,155.72
2022-01-01 02:00:00,147.09,147.09,147.09,250.0,147.09,147.09,147.09,147.09
2022-01-01 03:00:00,91.0,91.0,91.0,250.0,91.0,91.0,91.0,91.0
2022-01-01 04:00:00,104.0,104.0,104.0,250.0,104.0,104.0,104.0,104.0
2022-01-01 05:00:00,140.6,140.6,140.6,250.0,140.6,140.6,140.6,140.6
2022-01-01 06:00:00,147.09,147.09,147.09,250.0,147.09,147.09,147.09,147.09
2022-01-01 07:00:00,99.99,99.99,99.99,99.99,99.99,99.99,99.99,99.99
2022-01-01 08:00:00,67.99,67.99,67.99,67.99,67.99,67.99,67.99,67.99
2022-01-01 09:00:00,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0
2022-01-01 10:00:00,135.8,135.8,135.8,135.8,135.8,135.8,135.8,135.8
2022-01-01 11:00:00,150.7,150.7,150.7,150.7,150.7,150.7,150.7,150.7
2022-01-01 12:00:00,155.72,155.72,155.72,155.72,155.72,155.72,155.72,155.72
2022-01-01 13:00:00,147.09,147.09,147.09,147.09,147.09,147.09,147.09,147.09
2022-01-01 14:00:00,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2022-01-01 15:00:00,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0
2022-01-01 16:00:00,169.78,169.78,169.78,169.78,169.78,169.78,169.78,169.78
2022-01-01 17:00:00,203.1,203.1,203.1,203.1,203.1,203.1,203.1,203.1
2022-01-01 18:00:00,205.83,205.83,205.83,205.83,205.83,205.83,205.83,205.83
2022-01-01 19:00:00,214.66,214.66,214.66,214.66,214.66,214.66,214.66,214.66
2022-01-01 20:00:00,214.66,214.66,214.66,214.66,214.66,214.66,214.66,214.66
2022-01-01 21:00:00,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0
2022-01-01 22:00:00,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0
2022-01-01 23:00:00,162.44,162.44,162.44,250.0,162.44,162.44,162.44,162.44
2022-01-02 00:00:00,148.08,155.72,148.08,155.72,155.72,155.72,155.72,155.72
2022-01-02 01:00:00,142.85,142.85,142.85,142.85,142.85,142.85,142.85,142.85
2022-01-02 02:00:00,140.6,140.6,140.6,140.6,140.6,140.6,140.6,140.6
2022-01-02 03:00:00,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2022-01-02 04:00:00,140.6,140.6,140.6,140.6,140.6,140.6,140.6,140.6
2022-01-02 05:00:00,141.93,141.93,141.93,141.93,141.93,141.93,141.93,141.93
2022-01-02 06:00:00,147.09,147.09,147.09,147.09,147.09,147.09,147.09,147.09
2022-01-02 07:00:00,152.61,155.72,152.61,155.72,155.72,155.72,155.72,155.72
2022-01-02 08:00:00,152.59,152.59,152.59,152.59,152.59,152.59,152.59,152.59
2022-01-02 09:00:00,155.72,155.72,155.72,155.72,155.72,155.72,155.72,155.72
2022-01-02 10:00:00,167.98,167.98,167.98,167.98,167.98,167.98,167.98,167.98
2022-01-02 11:00:00,175.08,175.08,175.08,175.08,175.08,175.08,175.08,175.08
2022-01-02 12:00:00,189.58,189.58,189.58,189.58,189.58,189.58,189.58,189.58
2022-01-02 13:00:00,169.69,169.69,169.69,169.69,169.69,169.69,169.69,169.69
2022-01-02 14:00:00,155.72,155.72,155.72,155.72,155.72,155.72,155.72,155.72
2022-01-02 15:00:00,167.75,167.75,167.75,167.75,167.75,167.75,167.75,167.75
2022-01-02 16:00:00,194.21,194.21,194.21,194.21,194.21,194.21,194.21,194.21
2022-01-02 17:00:00,245.0,245.0,245.0,245.0,245.0,245.0,245.0,245.0
2022-01-02 18:00:00,225.19,225.19,225.19,225.19,225.19,225.19,225.19,225.19
2022-01-02 19:00:00,216.29,216.29,216.29,216.29,216.29,216.29,216.29,216.29
2022-01-02 20:00:00,199.64,199.64,199.64,199.64,199.64,199.64,240.0,199.64
2022-01-02 21:00:00,178.41,178.41,178.41,178.41,178.41,178.41,178.41,178.41
2022-01-02 22:00:00,154.44,154.44,154.44,154.44,154.44,154.44,154.44,154.44
2022-01-02 23:00:00,144.79,144.79,144.79,144.79,144.79,144.79,144.79,144.79
2022-01-03 00:00:00,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0
2022-01-03 01:00:00,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0
2022-01-03 02:00:00,84.62,84.62,84.62,84.62,84.62,84.62,84.62,84.62
2022-01-03 03:00:00,83.27,83.27,83.27,83.27,83.27,83.27,83.27,83.27
2022-01-03 04:00:00,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0
2022-01-03 05:00:00,84.5,84.5,84.5,84.5,84.5,84.5,84.5,84.5
2022-01-03 06:00:00,164.46,164.46,164.46,164.46,164.46,164.46,164.46,164.46
2022-01-03 07:00:00,202.03,202.03,202.03,202.03,202.03,202.03,202.03,202.03
2022-01-03 08:00:00,212.0,212.0,212.0,212.0,212.0,212.0,212.0,212.0
2022-01-03 09:00:00,232.0,232.0,232.0,232.0,232.0,232.0,232.0,232.0
2022-01-03 10:00:00,239.51,239.51,239.51,239.51,239.51,239.51,239.51,239.51
2022-01-03 11:00:00,212.22,212.22,212.22,212.22,212.22,212.22,212.22,212.22
2022-01-03 12:00:00,202.03,202.03,202.03,202.03,202.03,202.03,202.03,202.03
2022-01-03 13:00:00,199.89,199.89,199.89,199.89,199.89,199.89,199.89,199.89
2022-01-03 14:00:00,207.16,207.16,207.16,207.16,207.16,207.16,207.16,207.16
2022-01-03 15:00:00,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0
2022-01-03 16:00:00,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0
2022-01-03 17:00:00,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
2022-01-03 18:00:00,300.0,300.0,300.0,300.0,300.0,300.0,382.14,300.0
2022-01-03 19:00:00,275.0,275.0,275.0,275.0,275.0,275.0,382.14,275.0
2022-01-03 20:00:00,221.16,221.16,221.16,221.16,221.16,221.16,382.14,221.16
2022-01-03 21:00:00,199.08,199.08,199.08,199.08,199.08,199.08,199.08,199.08
2022-01-03 22:00:00,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0
2022-01-03 23:00:00,161.01,161.01,161.01,161.01,161.01,161.01,161.01,161.01
2022-01-04 00:00:00,150.55,150.55,150.55,150.55,150.55,150.55,150.55,150.55
2022-01-04 01:00:00,140.6,140.6,140.6,140.6,140.6,140.6,140.6,140.6
2022-01-04 02:00:00,113.29,113.29,113.29,113.29,113.29,113.29,113.29,113.29
2022-01-04 03:00:00,105.81,105.81,105.81,105.81,105.81,105.81,105.81,105.81
2022-01-04 04:00:00,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0
2022-01-04 05:00:00,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
2022-01-04 06:00:00,156.91,156.91,156.91,156.91,156.91,156.91,156.91,156.91
