Timestamp,Centre-North,Centre-South,North,SACOAC,SACODC,Sardinia,Sicily,South
2024-01-01 00:00:00,107.09,107.09,107.09,107.09,107.09,107.09,107.09,107.09
2024-01-01 01:00:00,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0
2024-01-01 02:00:00,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2024-01-01 03:00:00,85.66,85.66,85.66,85.66,85.66,85.66,85.66,85.66
2024-01-01 04:00:00,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0
2024-01-01 05:00:00,85.53,85.53,85.53,85.53,85.53,85.53,85.53,85.53
2024-01-01 06:00:00,95.07,95.07,95.07,95.07,95.07,95.07,95.07,95.07
2024-01-01 07:00:00,104.07,104.07,104.07,104.07,104.07,104.07,104.07,104.07
2024-01-01 08:00:00,106.95,106.95,106.95,106.95,106.95,106.95,106.95,106.95
2024-01-01 09:00:00,107.08,107.08,107.08,107.08,107.08,107.08,107.08,107.08
2024-01-01 10:00:00,104.0,104.0,104.0,104.0,104.0,104.0,104.0,104.0
2024-01-01 11:00:00,98.13,98.13,98.13,98.13,98.13,98.13,98.13,98.13
2024-01-01 12:00:00,101.55,101.55,101.55,101.55,101.55,101.55,101.55,101.55
2024-01-01 13:00:00,98.16,98.16,98.16,98.16,98.16,98.16,98.16,98.16
2024-01-01 14:00:00,98.17,98.17,98.17,98.17,98.17,98.17,98.17,98.17
2024-01-01 15:00:00,105.54,105.54,105.54,105.54,105.54,105.54,105.54,105.54
2024-01-01 16:00:00,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0
2024-01-01 17:00:00,120.04,120.04,120.04,120.04,120.04,120.04,120.04,120.04
2024-01-01 18:00:00,131.5,131.5,131.5,131.5,131.5,131.5,131.5,131.5
2024-01-01 19:00:00,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0
2024-01-01 20:00:00,127.75,127.75,127.75,127.75,127.75,127.75,127.75,127.75
2024-01-01 21:00:00,113.48,113.48,113.48,113.48,113.48,113.48,113.48,113.48
2024-01-01 22:00:00,109.18,109.18,109.18,109.18,109.18,109.18,109.18,109.18
2024-01-01 23:00:00,107.2,107.2,107.2,107.2,107.2,107.2,107.2,107.2
2024-01-02 00:00:00,105.49,105.49,105.49,105.49,105.49,105.49,105.49,105.49
2024-01-02 01:00:00,90.09,90.09,90.09,90.09,90.09,90.09,90.09,90.09
2024-01-02 02:00:00,84.27,84.27,84.27,84.27,84.27,84.27,84.27,84.27
2024-01-02 03:00:00,84.27,84.27,84.27,84.27,84.27,84.27,84.27,84.27
2024-01-02 04:00:00,84.27,84.27,84.27,84.27,84.27,84.27,84.27,84.27
2024-01-02 05:00:00,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2024-01-02 06:00:00,108.28,108.28,108.28,108.28,108.28,108.28,108.28,108.28
2024-01-02 07:00:00,113.85,113.85,113.85,113.85,113.85,113.85,113.85,113.85
2024-01-02 08:00:00,126.9,126.9,126.9,126.9,126.9,126.9,126.9,126.9
2024-01-02 09:00:00,119.5,119.5,119.5,119.5,119.5,119.5,119.5,119.5
2024-01-02 10:00:00,110.6,110.6,110.6,110.6,110.6,110.6,110.6,110.6
2024-01-02 11:00:00,108.28,108.28,108.28,108.28,108.28,108.28,108.28,108.28
2024-01-02 12:00:00,105.88,105.88,105.88,105.88,105.88,105.88,105.88,105.88
2024-01-02 13:00:00,100.15,100.15,100.15,100.15,100.15,100.15,100.15,100.15
2024-01-02 14:00:00,108.28,108.28,108.28,108.28,108.28,108.28,108.28,108.28
2024-01-02 15:00:00,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0
2024-01-02 16:00:00,112.8,112.8,112.8,112.8,112.8,112.8,112.8,112.8
2024-01-02 17:00:00,129.99,129.99,129.99,129.99,129.99,129.99,129.99,129.99
2024-01-02 18:00:00,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0
2024-01-02 19:00:00,124.29,124.29,124.29,124.29,124.29,124.29,124.29,124.29
2024-01-02 20:00:00,111.26,111.26,111.26,111.26,111.26,111.26,111.26,111.26
2024-01-02 21:00:00,108.28,108.28,108.28,108.28,108.28,108.28,108.28,108.28
2024-01-02 22:00:00,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0
2024-01-02 23:00:00,92.41,92.41,92.41,92.41,92.41,92.41,92.41,92.41
2024-01-03 00:00:00,82.5,82.5,82.5,82.5,82.5,82.5,82.5,82.5
2024-01-03 01:00:00,70.1,70.1,70.1,70.1,70.1,70.1,70.1,70.1
2024-01-03 02:00:00,50.21,50.21,50.21,50.21,50.21,50.21,50.21,50.21
2024-01-03 03:00:00,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
2024-01-03 04:00:00,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2024-01-03 05:00:00,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0
2024-01-03 06:00:00,95.46,95.46,95.46,95.46,95.46,95.46,95.46,95.46
2024-01-03 07:00:00,108.28,108.28,108.28,108.28,108.28,108.28,108.28,108.28
2024-01-03 08:00:00,115.53,115.53,115.53,115.53,115.53,115.53,111.8,111.8
2024-01-03 09:00:00,114.99,114.99,114.99,114.99,114.99,114.99,103.58,103.58
2024-01-03 10:00:00,109.3,109.3,109.3,109.3,109.3,109.3,99.15,99.15
2024-01-03 11:00:00,108.01,108.01,108.01,108.01,108.01,108.01,87.25,87.25
2024-01-03 12:00:00,94.96,94.96,94.96,94.96,94.96,94.96,75.33,75.33
2024-01-03 13:00:00,92.4,92.4,92.4,92.4,92.4,92.4,86.97,86.97
2024-01-03 14:00:00,97.57,97.57,97.57,97.57,97.57,97.57,97.15,97.15
2024-01-03 15:00:00,106.81,106.81,106.81,106.81,106.81,106.81,101.46,101.46
2024-01-03 16:00:00,110.0,110.0,110.0,110.0,110.0,110.0,108.28,108.28
2024-01-03 17:00:00,115.81,115.81,115.81,115.81,115.81,115.81,115.81,115.81
2024-01-03 18:00:00,115.81,115.81,115.81,115.81,115.81,115.81,115.81,115.81
2024-01-03 19:00:00,115.81,115.81,115.81,115.81,115.81,115.81,115.81,115.81
2024-01-03 20:00:00,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0
2024-01-03 21:00:00,106.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0
2024-01-03 22:00:00,101.46,101.46,101.46,101.46,101.46,101.46,101.46,101.46
2024-01-03 23:00:00,82.59,82.59,82.59,82.59,82.59,82.59,82.59,82.59
2024-01-04 00:00:00,74.19,74.19,74.19,74.19,74.19,74.19,74.19,74.19
2024-01-04 01:00:00,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0
2024-01-04 02:00:00,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
2024-01-04 03:00:00,35.2,35.2,35.2,35.2,35.2,35.2,35.2,35.2
2024-01-04 04:00:00,49.39,49.39,49.39,49.39,49.39,49.39,49.39,49.39
2024-01-04 05:00:00,70.1,70.1,70.1,70.1,70.1,70.1,70.1,70.1
2024-01-04 06:00:00,97.61,97.61,97.61,97.61,97.61,97.61,97.61,97.61
2024-01-04 07:00:00,106.51,106.51,106.51,106.51,106.51,106.51,106.51,106.51
