Timestamp,Centre-North,Centre-South,North,SACOAC,SACODC,Sardinia,Sicily,South
2016-01-01 00:00:00,49.62,49.62,49.62,49.62,49.62,49.62,60.17,49.62
2016-01-01 01:00:00,43.5,43.5,43.5,43.5,43.5,43.5,60.17,43.5
2016-01-01 02:00:00,38.63,38.63,38.63,38.63,38.63,38.63,57.39,38.63
2016-01-01 03:00:00,36.8,36.8,36.8,36.8,36.8,36.8,52.93,36.8
2016-01-01 04:00:00,34.5,34.5,34.5,34.5,34.5,34.5,52.93,34.5
2016-01-01 05:00:00,32.1,32.1,32.1,32.1,32.1,32.1,51.55,32.1
2016-01-01 06:00:00,36.0,36.0,36.0,36.0,36.0,36.0,52.93,36.0
2016-01-01 07:00:00,37.54,37.54,37.54,37.54,37.54,37.54,58.0,37.54
2016-01-01 08:00:00,37.54,37.54,37.54,37.54,37.54,37.54,60.17,37.54
2016-01-01 09:00:00,35.95,35.95,35.95,35.95,35.95,35.95,60.17,35.95
2016-01-01 10:00:00,37.63,37.63,37.63,37.63,37.63,37.63,60.17,37.63
2016-01-01 11:00:00,36.8,36.8,36.8,36.8,36.8,36.8,60.17,36.8
2016-01-01 12:00:00,37.54,37.54,37.54,37.54,37.54,37.54,60.17,37.54
2016-01-01 13:00:00,34.6,34.6,34.6,34.6,34.6,34.6,60.17,34.6
2016-01-01 14:00:00,35.95,35.95,35.95,35.95,35.95,35.95,58.06,35.95
2016-01-01 15:00:00,41.18,41.18,41.18,41.18,41.18,41.18,60.17,41.18
2016-01-01 16:00:00,46.65,46.65,46.65,46.65,46.65,46.65,60.32,46.65
2016-01-01 17:00:00,57.96,57.96,57.96,57.96,57.96,57.96,60.32,57.96
2016-01-01 18:00:00,61.31,61.31,61.31,61.31,61.31,61.31,61.05,61.31
2016-01-01 19:00:00,60.0,60.0,60.0,60.0,60.0,60.0,61.05,60.0
2016-01-01 20:00:00,57.0,57.0,57.0,57.0,57.0,57.0,61.05,57.0
2016-01-01 21:00:00,55.0,55.0,55.0,55.0,55.0,55.0,60.32,55.0
2016-01-01 22:00:00,46.76,46.76,46.76,46.76,46.76,46.76,60.32,46.76
2016-01-01 23:00:00,43.21,43.21,43.21,43.21,43.21,43.21,60.17,43.21
2016-01-02 00:00:00,39.52,39.52,39.52,39.52,39.52,39.52,51.55,39.52
2016-01-02 01:00:00,36.29,36.29,36.29,36.29,36.29,36.29,51.5,36.29
2016-01-02 02:00:00,35.89,35.89,35.89,35.89,35.89,35.89,50.44,35.89
2016-01-02 03:00:00,35.22,35.22,35.22,35.22,35.22,35.22,50.44,35.22
2016-01-02 04:00:00,35.15,35.15,35.15,35.15,35.15,35.15,50.44,35.15
2016-01-02 05:00:00,35.89,35.89,35.89,35.89,35.89,35.89,50.44,35.89
2016-01-02 06:00:00,38.72,38.72,38.72,38.72,38.72,38.72,51.5,38.72
2016-01-02 07:00:00,45.88,45.88,45.88,45.88,45.88,45.88,52.93,45.88
2016-01-02 08:00:00,54.51,54.51,54.51,54.51,54.51,54.51,54.51,54.51
2016-01-02 09:00:00,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0
2016-01-02 10:00:00,54.61,54.61,54.61,54.61,54.61,54.61,54.61,54.61
2016-01-02 11:00:00,48.48,48.48,48.48,48.48,48.48,48.48,51.5,48.48
2016-01-02 12:00:00,45.01,45.01,45.01,45.01,45.01,45.01,51.5,45.01
2016-01-02 13:00:00,41.64,41.64,41.64,41.64,41.64,41.64,51.5,41.64
2016-01-02 14:00:00,43.72,43.72,43.72,43.72,43.72,43.72,51.55,43.72
2016-01-02 15:00:00,48.95,48.95,48.95,48.95,48.95,48.95,51.55,48.95
2016-01-02 16:00:00,52.99,52.99,52.99,52.99,52.99,52.99,57.39,52.99
2016-01-02 17:00:00,60.99,60.99,60.99,60.99,60.99,60.99,60.32,60.99
2016-01-02 18:00:00,59.95,59.95,59.95,59.95,59.95,59.95,60.17,59.95
2016-01-02 19:00:00,55.0,55.0,55.0,55.0,55.0,55.0,60.32,55.0
2016-01-02 20:00:00,50.24,50.24,50.24,50.24,50.24,50.24,60.17,50.24
2016-01-02 21:00:00,43.21,43.21,43.21,43.21,43.21,43.21,60.17,43.21
2016-01-02 22:00:00,40.23,40.23,40.23,40.23,40.23,40.23,57.39,40.23
2016-01-02 23:00:00,38.65,38.65,38.65,38.65,38.65,38.65,51.55,38.65
