Timestamp,Centre-North,Centre-South,North,SACOAC,SACODC,Sardinia,Sicily,South
2021-01-01 00:00:00,50.87,50.87,50.87,50.87,50.87,50.87,50.87,50.87
2021-01-01 01:00:00,48.19,48.19,48.19,48.19,48.19,48.19,48.19,48.19
2021-01-01 02:00:00,44.68,44.68,44.68,44.68,44.68,44.68,44.68,44.68
2021-01-01 03:00:00,42.92,42.92,42.92,42.92,42.92,42.92,42.92,42.92
2021-01-01 04:00:00,40.39,40.39,40.39,40.39,40.39,40.39,40.39,40.39
2021-01-01 05:00:00,40.2,40.2,40.2,40.2,40.2,40.2,40.2,40.2
2021-01-01 06:00:00,39.63,39.63,39.63,39.63,39.63,39.63,39.63,39.63
2021-01-01 07:00:00,40.09,40.09,40.09,40.09,40.09,40.09,40.09,40.09
2021-01-01 08:00:00,41.27,41.27,41.27,41.27,41.27,41.27,41.27,41.27
2021-01-01 09:00:00,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67
2021-01-01 10:00:00,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
2021-01-01 11:00:00,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2
2021-01-01 12:00:00,48.43,48.43,48.43,48.43,48.43,48.43,48.43,48.43
2021-01-01 13:00:00,45.49,45.49,45.49,45.49,45.49,45.49,45.49,45.49
2021-01-01 14:00:00,44.73,44.73,44.73,44.73,44.73,44.73,44.73,44.73
2021-01-01 15:00:00,46.59,46.59,46.59,46.59,46.59,46.59,46.59,46.59
2021-01-01 16:00:00,52.99,52.99,52.99,52.99,52.99,52.99,52.99,52.99
2021-01-01 17:00:00,60.26,60.26,60.26,60.26,60.26,60.26,60.26,60.26
2021-01-01 18:00:00,60.61,60.61,60.61,60.61,60.61,60.61,60.61,60.61
2021-01-01 19:00:00,60.36,60.36,60.36,60.36,60.36,60.36,60.36,60.36
2021-01-01 20:00:00,57.4,57.4,57.4,57.4,57.4,57.4,57.4,57.4
2021-01-01 21:00:00,53.86,53.86,53.86,53.86,53.86,53.86,53.86,53.86
2021-01-01 22:00:00,53.45,53.45,53.45,53.45,53.45,53.45,53.45,53.45
2021-01-01 23:00:00,49.72,49.72,49.72,49.72,49.72,49.72,49.72,49.72
2021-01-02 00:00:00,46.69,46.69,46.69,46.69,46.69,46.69,46.69,46.69
2021-01-02 01:00:00,42.43,42.43,42.43,42.43,42.43,42.43,42.43,42.43
2021-01-02 02:00:00,41.09,41.09,41.09,41.09,41.09,41.09,41.09,41.09
2021-01-02 03:00:00,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
2021-01-02 04:00:00,37.55,20.08,37.55,20.08,37.55,20.08,20.08,20.08
2021-01-02 05:00:00,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0
2021-01-02 06:00:00,42.09,42.09,42.09,42.09,42.09,42.09,42.09,42.09
2021-01-02 07:00:00,46.57,46.57,46.57,46.57,46.57,46.57,46.57,46.57
2021-01-02 08:00:00,51.33,51.33,51.33,51.33,51.33,51.33,51.33,51.33
2021-01-02 09:00:00,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6
2021-01-02 10:00:00,53.17,53.17,53.17,53.17,53.17,53.17,53.17,53.17
2021-01-02 11:00:00,52.15,52.15,52.15,52.15,52.15,52.15,52.0,52.0
