Timestamp,Centre-North,Centre-South,North,SACOAC,SACODC,Sardinia,Sicily,South
2019-01-01 00:00:00,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0
2019-01-01 01:00:00,46.27,46.27,46.27,46.27,46.27,46.27,46.27,46.27
2019-01-01 02:00:00,39.78,39.78,39.78,39.78,39.78,39.78,39.78,39.78
2019-01-01 03:00:00,27.87,27.87,27.87,27.87,27.87,27.87,27.87,27.87
2019-01-01 04:00:00,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
2019-01-01 05:00:00,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
2019-01-01 06:00:00,20.9,20.9,20.9,20.9,20.9,20.9,20.9,20.9
2019-01-01 07:00:00,26.54,26.54,26.54,26.54,26.54,26.54,26.54,26.54
2019-01-01 08:00:00,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
2019-01-01 09:00:00,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
2019-01-01 10:00:00,34.64,34.64,34.64,34.64,34.64,34.64,34.64,34.64
2019-01-01 11:00:00,41.03,41.03,41.03,41.03,41.03,41.03,41.03,41.03
2019-01-01 12:00:00,48.97,48.97,48.97,48.97,48.97,48.97,48.97,48.97
2019-01-01 13:00:00,41.06,41.06,41.06,41.06,41.06,41.06,41.06,41.06
2019-01-01 14:00:00,37.95,37.95,37.95,37.95,37.95,37.95,37.95,37.95
2019-01-01 15:00:00,53.59,53.59,53.59,53.59,53.59,53.59,53.59,53.59
2019-01-01 16:00:00,58.65,58.65,58.65,58.65,58.65,58.65,58.65,58.65
2019-01-01 17:00:00,64.64,64.64,64.64,64.64,64.64,64.64,64.64,64.64
2019-01-01 18:00:00,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0
2019-01-01 19:00:00,65.56,65.56,65.56,65.56,65.56,65.56,75.01,65.56
2019-01-01 20:00:00,64.23,64.23,64.23,64.23,64.23,64.23,87.0,64.23
2019-01-01 21:00:00,61.72,61.72,61.72,61.72,61.72,61.72,74.97,61.72
2019-01-01 22:00:00,58.65,58.65,58.65,58.65,58.65,58.65,58.65,58.65
2019-01-01 23:00:00,54.91,54.91,54.91,54.91,54.91,54.91,54.91,54.91
2019-01-02 00:00:00,53.11,53.11,53.11,53.11,53.11,53.11,53.11,53.11
2019-01-02 01:00:00,45.87,45.87,45.87,45.87,45.87,45.87,45.87,45.87
2019-01-02 02:00:00,39.15,39.15,39.15,39.15,39.15,39.15,39.15,39.15
2019-01-02 03:00:00,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0
2019-01-02 04:00:00,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0
2019-01-02 05:00:00,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0
2019-01-02 06:00:00,53.1,53.1,53.1,53.1,53.1,53.1,53.1,53.1
2019-01-02 07:00:00,65.41,65.41,65.41,65.41,65.41,65.41,65.41,65.41
2019-01-02 08:00:00,70.0,70.0,70.0,70.0,70.0,70.0,87.0,70.0
2019-01-02 09:00:00,69.19,69.19,69.19,69.19,69.19,69.19,69.19,69.19
2019-01-02 10:00:00,65.64,65.64,65.64,65.64,65.64,65.64,65.64,65.64
2019-01-02 11:00:00,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0
2019-01-02 12:00:00,62.8,62.8,62.8,62.8,62.8,62.8,62.8,62.8
2019-01-02 13:00:00,58.65,58.65,58.65,58.65,58.65,58.65,58.65,58.65
2019-01-02 14:00:00,59.84,59.84,59.84,59.84,59.84,59.84,59.84,59.84
2019-01-02 15:00:00,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0
2019-01-02 16:00:00,66.63,66.63,66.63,66.63,66.63,66.63,87.0,66.63
2019-01-02 17:00:00,72.69,72.69,72.69,72.69,72.69,72.69,88.06,72.69
2019-01-02 18:00:00,73.0,73.0,73.0,73.0,73.0,73.0,88.06,73.0
2019-01-02 19:00:00,73.56,73.56,73.56,73.56,73.56,73.56,88.0,73.56
2019-01-02 20:00:00,66.63,66.63,66.63,66.63,66.63,66.63,87.29,66.63
2019-01-02 21:00:00,61.29,61.29,61.29,61.29,61.29,61.29,65.0,61.29
2019-01-02 22:00:00,58.65,58.65,58.65,58.65,58.65,58.65,57.0,57.0
2019-01-02 23:00:00,54.31,54.31,54.31,54.31,54.31,54.31,54.31,54.31
2019-01-03 00:00:00,47.03,47.03,47.03,47.03,47.03,47.03,35.0,35.0
2019-01-03 01:00:00,45.93,37.91,45.93,37.91,45.93,37.91,34.49,37.91
2019-01-03 02:00:00,45.91,34.45,45.91,34.45,45.91,34.45,34.45,34.45
2019-01-03 03:00:00,44.0,34.43,44.0,34.43,44.0,34.43,34.43,34.43
2019-01-03 04:00:00,43.88,34.43,43.88,34.43,43.88,34.43,34.43,34.43
2019-01-03 05:00:00,45.92,34.48,45.92,34.48,45.92,34.48,34.48,34.48
2019-01-03 06:00:00,55.1,55.1,55.1,55.1,55.1,55.1,55.1,55.1
2019-01-03 07:00:00,66.58,63.41,66.58,63.41,66.58,63.41,59.0,59.0
2019-01-03 08:00:00,69.6,68.65,69.6,68.65,69.6,68.65,59.0,59.0
2019-01-03 09:00:00,69.39,68.65,69.7,68.65,69.39,68.65,56.68,56.68
2019-01-03 10:00:00,69.19,68.65,69.19,68.65,69.19,68.65,54.66,54.66
2019-01-03 11:00:00,68.01,63.18,68.01,63.18,68.01,63.18,45.0,45.0
2019-01-03 12:00:00,67.2,59.84,67.2,59.84,67.2,59.84,39.49,39.49
2019-01-03 13:00:00,66.63,59.84,66.7,59.84,66.63,59.84,39.49,39.49
2019-01-03 14:00:00,67.0,63.18,67.0,63.18,67.0,63.18,54.66,54.66
2019-01-03 15:00:00,68.01,68.01,68.01,68.01,68.01,68.01,58.09,58.09
2019-01-03 16:00:00,68.99,68.99,68.99,68.99,68.99,68.99,65.01,65.01
2019-01-03 17:00:00,73.0,73.0,73.0,73.0,73.0,73.0,88.81,73.0
2019-01-03 18:00:00,73.43,73.43,73.43,73.43,73.43,73.43,88.81,73.43
2019-01-03 19:00:00,70.55,70.55,70.55,70.55,70.55,70.55,95.42,70.55
2019-01-03 20:00:00,68.38,68.38,68.38,68.38,68.38,68.38,88.81,68.38
2019-01-03 21:00:00,61.72,61.72,61.72,61.72,61.72,61.72,87.0,61.72
2019-01-03 22:00:00,59.84,59.84,59.84,59.84,59.84,59.84,59.84,59.84
2019-01-03 23:00:00,58.65,58.65,58.65,58.65,58.65,58.65,58.52,58.52
2019-01-04 00:00:00,55.52,55.52,55.52,55.52,55.52,55.52,55.52,55.52
2019-01-04 01:00:00,52.91,52.91,52.91,52.91,52.91,52.91,52.91,52.91
2019-01-04 02:00:00,49.61,49.61,49.61,49.61,49.61,49.61,49.61,49.61
2019-01-04 03:00:00,47.41,47.41,47.41,47.41,47.41,47.41,47.41,47.41
2019-01-04 04:00:00,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0
2019-01-04 05:00:00,52.99,52.99,52.99,52.99,52.99,52.99,52.99,52.99
2019-01-04 06:00:00,64.82,64.82,64.82,64.82,64.82,64.82,64.82,64.82
2019-01-04 07:00:00,73.93,73.93,73.93,73.93,73.93,73.93,73.93,73.93
2019-01-04 08:00:00,75.04,75.04,75.04,75.04,75.04,75.04,101.27,73.93
2019-01-04 09:00:00,73.43,73.43,73.43,73.43,73.43,73.43,87.0,73.43
2019-01-04 10:00:00,71.58,71.58,71.58,71.58,71.58,71.58,71.58,71.58
2019-01-04 11:00:00,69.38,69.38,70.16,69.38,69.38,69.38,69.38,69.38
2019-01-04 12:00:00,69.38,65.0,70.16,65.0,69.38,65.0,65.0,65.0
2019-01-04 13:00:00,69.17,65.0,69.17,65.0,69.17,65.0,65.0,65.0
2019-01-04 14:00:00,69.15,68.12,69.15,68.12,69.15,68.12,68.12,68.12
2019-01-04 15:00:00,68.4,68.4,68.4,68.4,68.4,68.4,87.0,68.4
2019-01-04 16:00:00,73.22,73.22,73.22,73.22,73.22,73.22,95.41,73.22
2019-01-04 17:00:00,75.0,75.0,75.0,75.0,75.0,75.0,127.12,74.46
2019-01-04 18:00:00,77.23,77.23,77.23,77.23,77.23,77.23,128.9,76.84
2019-01-04 19:00:00,75.97,75.97,75.97,75.97,75.97,75.97,140.91,75.97
2019-01-04 20:00:00,73.95,73.95,73.95,73.95,73.95,73.95,128.9,73.95
2019-01-04 21:00:00,70.0,70.0,70.0,70.0,70.0,70.0,127.12,70.0
2019-01-04 22:00:00,68.68,68.68,68.68,68.68,68.68,68.68,110.0,68.68
2019-01-04 23:00:00,65.92,62.99,65.92,62.99,65.92,62.99,62.99,62.99
2019-01-05 00:00:00,71.68,71.68,71.68,71.68,71.68,71.68,71.68,71.68
2019-01-05 01:00:00,63.74,63.74,63.74,63.74,63.74,63.74,63.74,63.74
2019-01-05 02:00:00,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
2019-01-05 03:00:00,55.84,55.84,55.84,55.84,55.84,55.84,55.84,55.84
2019-01-05 04:00:00,53.5,53.5,53.5,53.5,53.5,53.5,53.5,53.5
2019-01-05 05:00:00,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4
2019-01-05 06:00:00,61.45,61.45,61.45,61.45,61.45,61.45,61.45,61.45
2019-01-05 07:00:00,70.7,70.7,70.7,70.7,70.7,70.7,70.7,70.7
2019-01-05 08:00:00,73.95,73.95,73.95,73.95,73.95,73.95,73.95,73.95
2019-01-05 09:00:00,73.41,73.41,73.41,73.41,73.41,73.41,73.41,73.41
2019-01-05 10:00:00,69.12,69.12,69.12,69.12,69.12,69.12,69.12,69.12
2019-01-05 11:00:00,68.25,68.25,68.25,68.25,68.25,68.25,68.25,68.25
2019-01-05 12:00:00,67.67,67.67,67.67,67.67,67.67,67.67,67.67,67.67
2019-01-05 13:00:00,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0
2019-01-05 14:00:00,61.57,61.57,61.57,61.57,61.57,61.57,61.57,61.57
2019-01-05 15:00:00,62.43,62.43,62.43,62.43,62.43,62.43,62.43,62.43
2019-01-05 16:00:00,68.26,73.93,68.26,73.93,73.93,73.93,73.93,73.93
2019-01-05 17:00:00,76.55,76.65,76.55,76.65,76.65,76.65,88.08,76.65
2019-01-05 18:00:00,76.84,76.84,76.84,76.84,76.84,76.84,140.91,76.84
2019-01-05 19:00:00,77.51,77.51,77.51,77.51,77.51,77.51,140.91,77.51
2019-01-05 20:00:00,76.55,76.55,76.55,76.55,76.55,76.55,140.91,76.55
2019-01-05 21:00:00,75.69,75.69,75.69,75.69,75.69,75.69,88.08,75.69
2019-01-05 22:00:00,70.0,70.0,70.0,70.0,70.0,70.0,79.43,70.0
2019-01-05 23:00:00,65.09,65.09,65.09,65.09,65.09,65.09,65.09,65.09
2019-01-06 00:00:00,60.9,60.9,60.9,60.9,60.9,60.9,60.9,60.9
2019-01-06 01:00:00,54.9,54.9,54.9,54.9,54.9,54.9,54.9,54.9
2019-01-06 02:00:00,51.43,51.43,51.43,51.43,51.43,51.43,51.43,51.43
2019-01-06 03:00:00,48.02,48.02,48.02,48.02,48.02,48.02,48.02,48.02
2019-01-06 04:00:00,48.37,48.37,48.37,48.37,48.37,48.37,48.37,48.37
2019-01-06 05:00:00,47.17,47.17,47.17,47.17,47.17,47.17,47.17,47.17
2019-01-06 06:00:00,48.19,48.19,48.19,48.19,48.19,48.19,48.19,48.19
2019-01-06 07:00:00,52.87,52.87,52.87,52.87,52.87,52.87,52.87,52.87
2019-01-06 08:00:00,54.99,54.99,54.99,54.99,54.99,54.99,54.99,54.99
2019-01-06 09:00:00,56.5,56.5,56.5,56.5,56.5,56.5,56.5,56.5
2019-01-06 10:00:00,56.55,56.55,56.55,56.55,56.55,56.55,56.55,56.55
2019-01-06 11:00:00,60.02,60.02,60.02,60.02,60.02,60.02,60.02,60.02
2019-01-06 12:00:00,60.22,60.22,60.22,60.22,60.22,60.22,60.22,60.22
2019-01-06 13:00:00,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0
2019-01-06 14:00:00,54.19,54.19,54.19,54.19,54.19,54.19,54.19,54.19
2019-01-06 15:00:00,58.65,58.65,58.65,58.65,58.65,58.65,58.65,58.65
2019-01-06 16:00:00,62.24,62.24,62.24,62.24,62.24,62.24,62.24,62.24
2019-01-06 17:00:00,67.0,67.0,67.0,67.0,67.0,67.0,88.08,67.0
2019-01-06 18:00:00,68.0,68.0,68.0,68.0,68.0,68.0,128.9,68.0
2019-01-06 19:00:00,70.0,70.0,70.0,70.0,70.0,70.0,140.91,70.0
2019-01-06 20:00:00,68.47,68.47,68.47,68.47,68.47,68.47,140.91,68.47
2019-01-06 21:00:00,66.05,66.05,66.05,66.05,66.05,66.05,128.9,66.05
2019-01-06 22:00:00,61.14,61.14,61.14,61.14,61.14,61.14,88.08,61.14
2019-01-06 23:00:00,58.65,58.65,58.65,58.65,58.65,58.65,58.65,58.65
2019-01-07 00:00:00,61.6,61.6,61.6,61.6,61.6,61.6,61.6,61.6
2019-01-07 01:00:00,56.75,56.75,56.75,56.75,56.75,56.75,56.75,56.75
2019-01-07 02:00:00,50.32,50.32,50.32,50.32,50.32,50.32,50.32,50.32
2019-01-07 03:00:00,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
