cell,market,host,seed,check,step,epoch_equivalent,samples_seen,lr,train_reconstruction_mae,step_loss_optimized,L_rec,L_b,L_B,L_S,L_total_frozen,aux_mean,val_mae_ema,val_mae_raw,val_host_mae,val_gain_vs_host_pct,val_correction_ratio,train_correction_ratio,val_mean_abs_correction,train_mae_ema,train_host_mae,used_full_loss_at_this_step,loss_schedule,objective_switch_here,best_val_mae_ema_so_far,best_step_so_far,selected
GANSU_DA__PatchTST,GANSU_DA,PatchTST,7,10,500,71.42857142857143,16000,0.001,73.73340606689453,2.134779691696167,2.299959182739258,0.7831063866615295,0.7374405264854431,2.968111515045166,3.7961788177490234,1.4962194760640461,77.30653381347656,77.51622772216797,77.10397338867188,-0.262710747452151,0.03662533685564995,0.06553024798631668,2.8239588737487793,73.73340606689453,74.71068572998047,False,L_rec_only,False,77.10411071777344,0,False
GANSU_DA__PatchTST,GANSU_DA,PatchTST,7,11,550,78.57142857142857,17600,0.001,73.29107666015625,2.208127975463867,2.2861616611480713,0.7830025553703308,0.7456803321838379,2.967827081680298,3.7849984169006348,1.4988366564114888,77.33699035644531,77.17996215820312,77.10397338867188,-0.30221136153233885,0.050429318100214005,0.09009478241205215,3.888300657272339,73.29108428955078,74.71068572998047,False,L_rec_only,False,77.10411071777344,0,False
GANSU_DA__PatchTST,GANSU_DA,PatchTST,7,12,600,85.71428571428571,19200,0.001,72.75037384033203,2.2380661964416504,2.2692956924438477,0.7828751802444458,0.7995020151138306,2.9856648445129395,3.7919764518737793,1.522680679957072,77.34425354003906,77.0842514038086,77.10397338867188,-0.3116313476556702,0.06587433069944382,0.11753357946872711,5.079172611236572,72.75038146972656,74.71068572998047,False,L_rec_only,False,77.10411071777344,0,False
GANSU_DA__PatchTST,GANSU_DA,PatchTST,7,13,650,92.85714285714286,20800,0.001,72.08026885986328,2.3605597019195557,2.2483930587768555,0.7827304005622864,0.8904141783714294,3.015779495239258,3.8113677501678467,1.5629746913909912,77.30138397216797,76.51876068115234,77.10397338867188,-0.2560316606525201,0.081997349858284,0.14719907939434052,6.32232141494751,72.08027648925781,74.71068572998047,False,L_rec_only,False,77.10411071777344,0,False
GANSU_DA__PatchTST,GANSU_DA,PatchTST,7,14,700,100.0,22400,0.001,71.27120208740234,2.1761891841888428,2.223155975341797,0.7825645804405212,1.0230225324630737,3.0426697731018066,3.8392417430877686,1.6160856286684673,77.20770263671875,76.34685516357422,77.10397338867188,-0.13453165055967778,0.09844323247671127,0.1762675940990448,7.590364456176758,71.27120208740234,74.71068572998047,False,L_rec_only,False,77.10411071777344,0,False
GANSU_DA__PatchTST,GANSU_DA,PatchTST,7,15,750,107.14285714285714,24000,0.001,70.35810089111328,2.058464765548706,2.194673538208008,0.7823928594589233,1.168843150138855,3.0637435913085938,3.866333484649658,1.6716598669687908,77.0479736328125,76.47388458251953,77.10397338867188,0.07262888460635739,0.11385146528482437,0.2044564187526703,8.778400421142578,70.35810089111328,74.71068572998047,False,L_rec_only,False,77.0479736328125,750,True
GANSU_DA__PatchTST,GANSU_DA,PatchTST,7,16,800,114.28571428571429,25600,0.001,69.51644897460938,2.119426965713501,2.1684200763702393,0.7821928262710571,1.3318217992782593,3.0760083198547363,3.898427724838257,1.7300076484680176,76.87677001953125,76.46049499511719,77.10397338867188,0.294671414656311,0.12989947199821472,0.23239926993846893,10.015765190124512,69.51644897460938,74.71068572998047,False,L_rec_only,False,76.87677001953125,800,True
GANSU_DA__PatchTST,GANSU_DA,PatchTST,7,17,850,121.42857142857143,27200,0.001,68.85859680175781,2.2774507999420166,2.147899866104126,0.7819649577140808,1.5011368989944458,3.0865414142608643,3.9377808570861816,1.7898810903231304,76.703369140625,76.3525619506836,77.10397338867188,0.5195636884074405,0.1460822969675064,0.25910836458206177,11.26352596282959,68.85859680175781,74.71068572998047,False,L_rec_only,False,76.703369140625,850,True
GANSU_DA__PatchTST,GANSU_DA,PatchTST,7,18,900,128.57142857142858,28800,0.001,68.36067962646484,2.2022249698638916,2.132368326187134,0.7816808819770813,1.6574279069900513,3.0951430797576904,3.977118968963623,1.8447506229082744,76.5555648803711,76.20331573486328,77.10397338867188,0.7112584270285525,0.16046014428138733,0.2816269099712372,12.372115135192871,68.36068725585938,74.71068572998047,False,L_rec_only,False,76.5555648803711,900,True
GANSU_DA__PatchTST,GANSU_DA,PatchTST,7,19,950,135.71428571428572,30400,0.001,67.95205688476562,2.06510853767395,2.119622230529785,0.7813323736190796,1.8099530935287476,3.0979292392730713,4.016027450561523,1.8964049021402996,76.42727661132812,75.824951171875,77.10397338867188,0.8776419004149147,0.1731570065021515,0.3012872040271759,13.351093292236328,67.95205688476562,74.71068572998047,False,L_rec_only,False,76.42727661132812,950,True
GANSU_DA__PatchTST,GANSU_DA,PatchTST,7,20,1000,142.85714285714286,32000,0.001,67.56103515625,2.3801417350769043,2.1074249744415283,0.7808266282081604,1.9554544687271118,3.102851390838623,4.053802490234375,1.9463774959246318,76.27960205078125,75.92635345458984,77.10397338867188,1.06916842499811,0.1838461309671402,0.3189397156238556,14.175267219543457,67.56103515625,74.71068572998047,False,L_rec_only,False,76.27960205078125,1000,True
GANSU_DA__PatchTST,GANSU_DA,PatchTST,7,21,1050,150.0,33600,0.001,67.20206451416016,2.1873080730438232,2.0962276458740234,0.7801847457885742,2.1046030521392822,3.1101901531219482,4.0945539474487305,1.9983259836832683,76.17615509033203,75.7116928100586,77.10397338867188,1.203333962651734,0.19450250267982483,0.3362852931022644,14.996915817260742,67.20205688476562,74.71068572998047,False,L_rec_only,False,76.17615509033203,1050,True
GANSU_DA__PatchTST,GANSU_DA,PatchTST,7,22,1100,157.14285714285714,35200,0.001,66.88777160644531,2.0643796920776367,2.086423873901367,0.7793571949005127,2.2346112728118896,3.1134283542633057,4.128889560699463,2.042465607325236,76.05245971679688,76.1797103881836,77.10397338867188,1.3637606801071662,0.20307891070842743,0.349126935005188,15.658190727233887,66.88777923583984,74.71068572998047,False,L_rec_only,False,76.05245971679688,1100,True
GANSU_DA__PatchTST,GANSU_DA,PatchTST,7,23,1150,164.28571428571428,36800,0.001,66.58096313476562,2.1397440433502197,2.0768537521362305,0.7781692743301392,2.3526809215545654,3.113809585571289,4.158407211303711,2.081553260485331,75.94759368896484,75.47106170654297,77.10397338867188,1.4997666772344662,0.2118644416332245,0.3612067699432373,16.335590362548828,66.58096313476562,74.71068572998047,False,L_rec_only,False,75.94759368896484,1150,True
GANSU_DA__PatchTST,GANSU_DA,PatchTST,7,24,1200,171.42857142857142,38400,0.001,66.29362487792969,1.9954109191894531,2.0678908824920654,0.7765206694602966,2.4444620609283447,3.1152055263519287,4.179953575134277,2.1120627522468567,75.82145690917969,75.39921569824219,77.10397338867188,1.663359776580094,0.22099637985229492,0.37243568897247314,17.03969955444336,66.29362487792969,74.71068572998047,False,L_rec_only,False,75.82145690917969,1200,True
GANSU_DA__PatchTST,GANSU_DA,PatchTST,7,25,1250,178.57142857142858,40000,0.001,65.97162628173828,2.299900531768799,2.057846784591675,0.7741811275482178,2.516866445541382,3.1114249229431152,4.192004203796387,2.1341574986775718,75.67894744873047,75.1631851196289,77.10397338867188,1.8481874244768444,0.2286713719367981,0.38158321380615234,17.631471633911133,65.97163391113281,74.71068572998047,False,L_rec_only,False,75.67894744873047,1250,True
GANSU_DA__PatchTST,GANSU_DA,PatchTST,7,26,1300,185.71428571428572,41600,0.001,65.59185028076172,1.9342114925384521,2.0460004806518555,0.7708340287208557,2.602632761001587,3.1060941219329834,4.205854415893555,2.1598536372184753,75.5100326538086,75.29559326171875,77.10397338867188,2.06726147150474,0.23687563836574554,0.3908754885196686,18.264053344726562,65.59185028076172,74.71068572998047,False,L_rec_only,False,75.5100326538086,1300,True
GANSU_DA__PatchTST,GANSU_DA,PatchTST,7,27,1350,192.85714285714286,43200,0.001,65.20127868652344,2.006666898727417,2.0338172912597656,0.7665088176727295,2.7057931423187256,3.1046524047851562,4.22613525390625,2.1923181215922036,75.33241271972656,75.1328353881836,77.10397338867188,2.297625648959863,0.24412982165813446,0.3988047242164612,18.823379516601562,65.20128631591797,74.71068572998047,False,L_rec_only,False,75.33241271972656,1350,True
GANSU_DA__PatchTST,GANSU_DA,PatchTST,7,28,1400,200.0,44800,0.001,64.77904510498047,2.075819969177246,2.020646572113037,0.7615301609039307,2.7940635681152344,3.103853464126587,4.240462303161621,2.219815731048584,75.16309356689453,74.77139282226562,77.10397338867188,2.5172241279883223,0.2527341842651367,0.4069969952106476,19.4868106842041,64.77904510498047,74.71068572998047,False,L_rec_only,False,75.16309356689453,1400,True
GANSU_DA__PatchTST,GANSU_DA,PatchTST,7,29,1450,207.14285714285714,46400,0.001,64.34412384033203,2.0861423015594482,2.007080316543579,0.756138026714325,2.8544907569885254,3.098106861114502,4.243325233459473,2.2362452149391174,75.04373168945312,74.73622131347656,77.10397338867188,2.6720305175886576,0.25960662961006165,0.4128226339817047,20.01670265197754,64.34412384033203,74.71068572998047,False,L_rec_only,False,75.04373168945312,1450,True
GANSU_DA__PatchTST,GANSU_DA,PatchTST,7,30,1500,214.28571428571428,48000,0.001,63.88741683959961,1.9903671741485596,1.992834210395813,0.7504996657371521,2.930088996887207,3.093729019165039,4.250940322875977,2.2581058939297995,74.95706176757812,74.89769744873047,77.10397338867188,2.784437074690595,0.26660072803497314,0.42085766792297363,20.55597496032715,63.88741683959961,74.71068572998047,False,L_rec_only,False,74.95706176757812,1500,True
GANSU_DA__PatchTST,GANSU_DA,PatchTST,7,31,1550,221.42857142857142,49600,0.001,63.41213607788086,1.9735115766525269,1.9780088663101196,0.7443659901618958,2.9959850311279297,3.086726665496826,4.253701686859131,2.275692562262217,74.8531494140625,74.49018859863281,77.10397338867188,2.9192062038920374,0.27337372303009033,0.42788952589035034,21.078201293945312,63.412132263183594,74.71068572998047,False,L_rec_only,False,74.8531494140625,1550,True
GANSU_DA__PatchTST,GANSU_DA,PatchTST,7,32,1600,228.57142857142858,51200,0.001,62.92196273803711,2.028247594833374,1.9627188444137573,0.7378170490264893,3.0587308406829834,3.078052520751953,4.2542524337768555,2.2915334701538086,74.78614044189453,75.4153823852539,77.10397338867188,3.006113491834495,0.2807467579841614,0.43415772914886475,21.646690368652344,62.92196273803711,74.71068572998047,False,L_rec_only,False,74.78614044189453,1600,True
GANSU_DA__PatchTST,GANSU_DA,PatchTST,7,33,1650,235.71428571428572,52800,0.001,62.428932189941406,1.977608323097229,1.9473397731781006,0.7306525111198425,3.117432117462158,3.0691840648651123,4.253096103668213,2.305756231149038,74.80884552001953,76.28087615966797,77.10397338867188,2.9766661402556776,0.2887588441371918,0.44288402795791626,22.264453887939453,62.42893981933594,74.71068572998047,False,L_rec_only,False,74.78614044189453,1600,False
GANSU_DA__PatchTST,GANSU_DA,PatchTST,7,34,1700,242.85714285714286,54400,0.001,61.92306137084961,2.034986972808838,1.9315602779388428,0.7232658267021179,3.1853833198547363,3.0584161281585693,4.253915786743164,2.322355091571808,74.90660858154297,75.66741180419922,77.10397338867188,2.8498723354401645,0.2966068983078003,0.4515502154827118,22.869569778442383,61.92306900024414,74.71068572998047,False,L_rec_only,False,74.78614044189453,1600,False
GANSU_DA__PatchTST,GANSU_DA,PatchTST,7,35,1750,250.0,56000,0.001,61.43290328979492,1.9782264232635498,1.9162707328796387,0.7153939008712769,3.2446892261505127,3.045562744140625,4.251485824584961,2.3352152903874717,75.08885955810547,75.93962860107422,77.10397338867188,2.6135019273370768,0.30604881048202515,0.4608834385871887,23.597579956054688,61.43290710449219,74.71068572998047,False,L_rec_only,False,74.78614044189453,1600,False
GANSU_DA__PatchTST,GANSU_DA,PatchTST,7,36,1800,257.14285714285717,57600,0.001,60.91179656982422,1.9119349718093872,1.900015950202942,0.7077049016952515,3.3285298347473145,3.0316994190216064,4.255993843078613,2.3559780518213906,75.42642211914062,76.2484130859375,77.10397338867188,2.1757001563005263,0.31700399518013,0.4710983335971832,24.44226837158203,60.91179656982422,74.71068572998047,False,L_rec_only,False,74.78614044189453,1600,False
GANSU_DA__PatchTST,GANSU_DA,PatchTST,7,37,1850,264.2857142857143,59200,0.001,60.402278900146484,1.9389793872833252,1.884122610092163,0.6993218660354614,3.3851141929626465,3.014118194580078,4.250307083129883,2.3661847511927285,75.9114761352539,78.19377899169922,77.10397338867188,1.5466093393225446,0.3303128480911255,0.4791812598705292,25.468433380126953,60.402286529541016,74.71068572998047,False,L_rec_only,False,74.78614044189453,1600,False
GANSU_DA__PatchTST,GANSU_DA,PatchTST,7,38,1900,271.42857142857144,60800,0.001,59.821510314941406,1.9475674629211426,1.8660067319869995,0.6904048919677734,3.45837664604187,2.996941089630127,4.2479143142700195,2.3819075425465903,76.35367584228516,77.85472869873047,77.10397338867188,0.9730984194608997,0.3433159291744232,0.48690974712371826,26.47102165222168,59.821510314941406,74.71068572998047,False,L_rec_only,False,74.78614044189453,1600,False
GANSU_DA__PatchTST,GANSU_DA,PatchTST,7,39,1950,278.57142857142856,62400,0.001,59.20103073120117,1.9420405626296997,1.8466521501541138,0.6811513304710388,3.4759321212768555,2.971116542816162,4.222718715667725,2.3760666648546853,76.67803955078125,77.81838989257812,77.10397338867188,0.552414900518218,0.3524778485298157,0.49555301666259766,27.17744255065918,59.20103454589844,74.71068572998047,False,L_rec_only,False,74.78614044189453,1600,False
GANSU_DA__PatchTST,GANSU_DA,PatchTST,7,40,2000,285.7142857142857,64000,0.001,58.58240509033203,1.9836845397949219,1.8273555040359497,0.6713857054710388,3.5059525966644287,2.9518771171569824,4.203760623931885,2.37640513976415,76.92152404785156,79.20247650146484,77.10397338867188,0.23662767663166626,0.36177030205726624,0.5046939849853516,27.89392852783203,58.5824089050293,74.71068572998047,False,L_rec_only,False,74.78614044189453,1600,False
GANSU_DA__PatchTST,GANSU_DA,PatchTST,17,0,0,0.0,0,0.001,74.7105941772461,,2.3304405212402344,0.7834678888320923,1.2672338485717773,3.423569917678833,4.155198097229004,1.8247572183609009,77.10381317138672,77.10381317138672,77.10397338867188,0.00020779381154407425,3.731294782483019e-05,3.332079722895287e-05,0.002876976504921913,74.71060180664062,74.71068572998047,,L_rec_only,False,77.10381317138672,0,True
GANSU_DA__PatchTST,GANSU_DA,PatchTST,17,1,50,7.142857142857143,1600,0.001,74.70922088623047,4.323184967041016,2.330397605895996,0.7834464311599731,1.2656359672546387,3.3923680782318115,4.144214630126953,1.8138168255488079,77.10658264160156,77.16697692871094,77.10397338867188,-0.003384070645146352,0.00021637391182594,0.0003252099559176713,0.016683287918567657,74.70922088623047,74.71068572998047,True,L_rec_plus_aux,False,77.10381317138672,0,False
GANSU_DA__PatchTST,GANSU_DA,PatchTST,17,2,100,14.285714285714286,3200,0.001,74.70511627197266,4.000787734985352,2.3302695751190186,0.7834062576293945,1.2557440996170044,3.3369433879852295,4.12230110168457,1.7920312484105427,77.12081909179688,77.03250885009766,77.10397338867188,-0.021848035042348377,0.001149826101027429,0.001461425912566483,0.08865615725517273,74.70511627197266,74.71068572998047,True,L_rec_plus_aux,False,77.10381317138672,0,False
GANSU_DA__PatchTST,GANSU_DA,PatchTST,17,3,150,21.428571428571427,4800,0.001,74.69248962402344,3.7978734970092773,2.3298757076263428,0.783374547958374,1.2241244316101074,3.272392988204956,4.089839935302734,1.7599639892578125,77.14259338378906,77.01456451416016,77.10397338867188,-0.05008820352552875,0.0027754155453294516,0.0032254746183753014,0.213995561003685,74.69249725341797,74.71068572998047,True,L_rec_plus_aux,False,77.10381317138672,0,False
GANSU_DA__PatchTST,GANSU_DA,PatchTST,17,4,200,28.571428571428573,6400,0.001,74.64531707763672,3.7641916275024414,2.328404426574707,0.7833428382873535,1.1609853506088257,3.2047505378723145,4.044764041900635,1.7163595755894978,77.1615219116211,77.16426849365234,77.10397338867188,-0.0746375581179501,0.0054939123801887035,0.0062449537217617035,0.42360249161720276,74.64532470703125,74.71068572998047,True,L_rec_plus_aux,False,77.10381317138672,0,False
GANSU_DA__PatchTST,GANSU_DA,PatchTST,17,5,250,35.714285714285715,8000,0.001,74.50563049316406,3.784694194793701,2.324047088623047,0.7833297252655029,1.064361572265625,3.141845226287842,3.9872260093688965,1.66317884127299,77.17497253417969,77.3532943725586,77.10397338867188,-0.09208234334424548,0.010930350981652737,0.01330987736582756,0.8427734971046448,74.50563049316406,74.71068572998047,True,L_rec_plus_aux,False,77.10381317138672,0,False
GANSU_DA__PatchTST,GANSU_DA,PatchTST,17,6,300,42.857142857142854,9600,0.001,74.228759765625,3.5757179260253906,2.315410852432251,0.783305823802948,0.9660912752151489,3.0818727016448975,3.9258341789245605,1.6104232668876648,77.19376373291016,77.39236450195312,77.10397338867188,-0.11645358895534333,0.019512690603733063,0.0259062759578228,1.50450599193573,74.22875213623047,74.71068572998047,True,L_rec_plus_aux,False,77.10381317138672,0,False
GANSU_DA__PatchTST,GANSU_DA,PatchTST,17,7,350,50.0,11200,0.001,73.80790710449219,3.660910129547119,2.3022830486297607,0.7832606434822083,0.8790176510810852,3.024904489517212,3.8646774291992188,1.5623942613601685,77.223388671875,77.48963165283203,77.10397338867188,-0.15487565420418334,0.0305427685379982,0.043839216232299805,2.354968786239624,73.80790710449219,74.71068572998047,True,L_rec_plus_aux,False,77.10381317138672,0,False
GANSU_DA__PatchTST,GANSU_DA,PatchTST,17,8,400,57.142857142857146,12800,0.001,73.30399322509766,3.7416701316833496,2.286564588546753,0.783193051815033,0.8115543723106384,2.973040819168091,3.8091607093811035,1.5225960810979207,77.2776107788086,77.61976623535156,77.10397338867188,-0.2251990169967422,0.041946008801460266,0.06528030335903168,3.234203815460205,73.30400085449219,74.71068572998047,True,L_rec_plus_aux,True,77.10381317138672,0,False
GANSU_DA__PatchTST,GANSU_DA,PatchTST,17,9,450,64.28571428571429,14400,0.001,72.57547760009766,2.3085336685180664,2.2638399600982666,0.7831210494041443,0.7528814077377319,2.9441628456115723,3.757228374481201,1.4933884342511494,77.30268096923828,77.50888061523438,77.10397338867188,-0.2577138010316864,0.05857786163687706,0.09583987295627594,4.516585826873779,72.57547760009766,74.71068572998047,False,L_rec_only,False,77.10381317138672,0,False
GANSU_DA__PatchTST,GANSU_DA,PatchTST,17,10,500,71.42857142857143,16000,0.001,71.73004150390625,2.3738274574279785,2.2374684810638428,0.7830517292022705,0.7239825129508972,2.944430112838745,3.721290111541748,1.483821451663971,77.29630279541016,77.42578887939453,77.10397338867188,-0.24944162834355083,0.07833080738782883,0.13129588961601257,6.039616584777832,71.73004150390625,74.71068572998047,False,L_rec_only,False,77.10381317138672,0,False
GANSU_DA__PatchTST,GANSU_DA,PatchTST,17,11,550,78.57142857142857,17600,0.001,70.93829345703125,2.106799364089966,2.212771415710449,0.7829782962799072,0.7363685369491577,2.961874008178711,3.7065117359161377,1.4937402804692586,77.24613952636719,77.23893737792969,77.10397338867188,-0.18438237544344188,0.09653791040182114,0.16540679335594177,7.443456649780273,70.93829345703125,74.71068572998047,False,L_rec_only,False,77.10381317138672,0,False
GANSU_DA__PatchTST,GANSU_DA,PatchTST,17,12,600,85.71428571428571,19200,0.001,70.25497436523438,2.1967599391937256,2.1914567947387695,0.7829020619392395,0.7873809337615967,2.9800527095794678,3.708235502243042,1.516778568426768,77.20122528076172,77.29346466064453,77.10397338867188,-0.12613084360725307,0.11434207111597061,0.19828574359416962,8.816227912902832,70.25497436523438,74.71068572998047,False,L_rec_only,False,77.10381317138672,0,False
GANSU_DA__PatchTST,GANSU_DA,PatchTST,17,13,650,92.85714285714286,20800,0.001,69.6462631225586,2.1003003120422363,2.1724693775177,0.782814621925354,0.8614724278450012,2.9980647563934326,3.7199201583862305,1.547450602054596,77.13904571533203,77.0354995727539,77.10397338867188,-0.04548705484133854,0.12916406989097595,0.2273382693529129,9.959062576293945,69.6462631225586,74.71068572998047,False,L_rec_only,False,77.10381317138672,0,False
GANSU_DA__PatchTST,GANSU_DA,PatchTST,17,14,700,100.0,22400,0.001,69.13447570800781,2.1927754878997803,2.1565051078796387,0.7827214002609253,0.9519317150115967,3.0106875896453857,3.738285541534424,1.581780234972636,77.08242797851562,76.66764068603516,77.10397338867188,0.027943320180974555,0.1411331295967102,0.25250428915023804,10.881924629211426,69.13446807861328,74.71068572998047,False,L_rec_only,False,77.08242797851562,700,True
GANSU_DA__PatchTST,GANSU_DA,PatchTST,17,15,750,107.14285714285714,24000,0.001,68.68379211425781,2.170825242996216,2.142446994781494,0.7826000452041626,1.051152229309082,3.030174732208252,3.763756036758423,1.6213090022404988,76.99032592773438,76.57301330566406,77.10397338867188,0.14739507698859666,0.15095442533493042,0.2740672826766968,11.639185905456543,68.68379211425781,74.71068572998047,False,L_rec_only,False,76.99032592773438,750,True
GANSU_DA__PatchTST,GANSU_DA,PatchTST,17,16,800,114.28571428571429,25600,0.001,68.26001739501953,2.1912646293640137,2.129228353500366,0.7824487090110779,1.1567392349243164,3.0497424602508545,3.792205333709717,1.6629768013954163,76.9371566772461,76.79032135009766,77.10397338867188,0.21635293759100874,0.16170500218868256,0.29416123032569885,12.468098640441895,68.260009765625,74.71068572998047,False,L_rec_only,False,76.9371566772461,800,True
GANSU_DA__PatchTST,GANSU_DA,PatchTST,17,17,850,121.42857142857143,27200,0.001,67.85621643066406,2.1501781940460205,2.1166326999664307,0.7822664380073547,1.276403784751892,3.069005250930786,3.8258578777313232,1.7092251578966777,76.90068054199219,76.92276000976562,77.10397338867188,0.2636606620192097,0.17167878150939941,0.3115372359752655,13.237115859985352,67.85621643066406,74.71068572998047,False,L_rec_only,False,76.90068054199219,850,True
GANSU_DA__PatchTST,GANSU_DA,PatchTST,17,18,900,128.57142857142858,28800,0.001,67.48091888427734,2.2288992404937744,2.1049258708953857,0.7820311188697815,1.3966749906539917,3.0918757915496826,3.8617866039276123,1.7568606336911519,76.83348083496094,77.11341094970703,77.10397338867188,0.35081532354683853,0.18163959681987762,0.32668453454971313,14.005134582519531,67.48092651367188,74.71068572998047,False,L_rec_only,False,76.83348083496094,900,True
GANSU_DA__PatchTST,GANSU_DA,PatchTST,17,19,950,135.71428571428572,30400,0.001,67.10787963867188,2.047166347503662,2.093289852142334,0.7817889451980591,1.5180869102478027,3.107769012451172,3.8958382606506348,1.8025482892990112,76.81612396240234,76.818603515625,77.10397338867188,0.37332631979744657,0.19169344007968903,0.3389427661895752,14.780325889587402,67.10787963867188,74.71068572998047,False,L_rec_only,False,76.81612396240234,950,True
GANSU_DA__PatchTST,GANSU_DA,PatchTST,17,20,1000,142.85714285714286,32000,0.001,66.77465057373047,2.0885610580444336,2.082895517349243,0.7814860939979553,1.6527961492538452,3.1200244426727295,3.934331178665161,1.8514355619748433,76.79869079589844,76.99747467041016,77.10397338867188,0.3959362654821232,0.20472806692123413,0.35211867094039917,15.785346984863281,66.77465057373047,74.71068572998047,False,L_rec_only,False,76.79869079589844,1000,True
