group,check,ok,detail
artifacts,hash::QINGHAI_DA::iTransformer::NO_SHAPE_CONTEXT::s17,True,"{""on_disk"": ""FF9171390251FB093CFEC0EAC6AF0E7656C18FE720A5A79944B2FA69A785E78F"", ""indexed"": ""FF9171390251FB093CFEC0EAC6AF0E7656C18FE720A5A79944B2FA69A785E78F""}"
artifacts,identity::QINGHAI_DA::iTransformer::NO_SHAPE_CONTEXT::s37,True,"{""config"": ""NO_SHAPE_CONTEXT"", ""seed"": 37, ""partition"": ""DEV_EVAL""}"
artifacts,hash::QINGHAI_DA::iTransformer::NO_SHAPE_CONTEXT::s37,True,"{""on_disk"": ""CED1F8D31D6D016D4852285A1A813D5867D1F9F3B8DD4EF2942CC9734C33E357"", ""indexed"": ""CED1F8D31D6D016D4852285A1A813D5867D1F9F3B8DD4EF2942CC9734C33E357""}"
artifacts,identity::QINGHAI_DA::iTransformer::NO_TCN::s7,True,"{""config"": ""NO_TCN"", ""seed"": 7, ""partition"": ""DEV_EVAL""}"
artifacts,hash::QINGHAI_DA::iTransformer::NO_TCN::s7,True,"{""on_disk"": ""E5C9914E01B6733AFD3E079B9834060E4BF859E172C2F21F9261E90D4D490256"", ""indexed"": ""E5C9914E01B6733AFD3E079B9834060E4BF859E172C2F21F9261E90D4D490256""}"
artifacts,identity::QINGHAI_DA::iTransformer::NO_TCN::s17,True,"{""config"": ""NO_TCN"", ""seed"": 17, ""partition"": ""DEV_EVAL""}"
artifacts,hash::QINGHAI_DA::iTransformer::NO_TCN::s17,True,"{""on_disk"": ""EE733315B9E0CC0B869EA9C6F0A936B6BBC6882DCEF3470AB92FA6D1A716147F"", ""indexed"": ""EE733315B9E0CC0B869EA9C6F0A936B6BBC6882DCEF3470AB92FA6D1A716147F""}"
artifacts,identity::QINGHAI_DA::iTransformer::NO_TCN::s37,True,"{""config"": ""NO_TCN"", ""seed"": 37, ""partition"": ""DEV_EVAL""}"
artifacts,hash::QINGHAI_DA::iTransformer::NO_TCN::s37,True,"{""on_disk"": ""7F9878084FA5F890FD98C9000EDA4A8189E48C7CD43DF5B4E2325BD1B681FF43"", ""indexed"": ""7F9878084FA5F890FD98C9000EDA4A8189E48C7CD43DF5B4E2325BD1B681FF43""}"
artifacts,identity::QINGHAI_DA::iTransformer::TIED_AMPLITUDE::s7,True,"{""config"": ""TIED_AMPLITUDE"", ""seed"": 7, ""partition"": ""DEV_EVAL""}"
artifacts,hash::QINGHAI_DA::iTransformer::TIED_AMPLITUDE::s7,True,"{""on_disk"": ""0556BBBBF3CC8F330A243685535BBF868F1DD6C448C9CD5C93529DA134D27379"", ""indexed"": ""0556BBBBF3CC8F330A243685535BBF868F1DD6C448C9CD5C93529DA134D27379""}"
artifacts,identity::QINGHAI_DA::iTransformer::TIED_AMPLITUDE::s17,True,"{""config"": ""TIED_AMPLITUDE"", ""seed"": 17, ""partition"": ""DEV_EVAL""}"
artifacts,hash::QINGHAI_DA::iTransformer::TIED_AMPLITUDE::s17,True,"{""on_disk"": ""E6387A07D4B266E894B6D992C41DBD945DAF5359DD484A7E8D2E663344361256"", ""indexed"": ""E6387A07D4B266E894B6D992C41DBD945DAF5359DD484A7E8D2E663344361256""}"
artifacts,identity::QINGHAI_DA::iTransformer::TIED_AMPLITUDE::s37,True,"{""config"": ""TIED_AMPLITUDE"", ""seed"": 37, ""partition"": ""DEV_EVAL""}"
artifacts,hash::QINGHAI_DA::iTransformer::TIED_AMPLITUDE::s37,True,"{""on_disk"": ""86F71EE6E296D7D7950F3ECA485D074FDC2933ED25661FBA56EA4270C0BB0F5B"", ""indexed"": ""86F71EE6E296D7D7950F3ECA485D074FDC2933ED25661FBA56EA4270C0BB0F5B""}"
artifacts,identity::SHAANXI_DA::LSTM::FULL::s7,True,"{""config"": ""FULL"", ""seed"": 7, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHAANXI_DA::LSTM::FULL::s7,True,"{""on_disk"": ""833728F0CD8B7B83E50CAA8CE11547116AAF7D779AD7357A64095E4D2E0CDE7F"", ""indexed"": ""833728F0CD8B7B83E50CAA8CE11547116AAF7D779AD7357A64095E4D2E0CDE7F""}"
artifacts,identity::SHAANXI_DA::LSTM::FULL::s17,True,"{""config"": ""FULL"", ""seed"": 17, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHAANXI_DA::LSTM::FULL::s17,True,"{""on_disk"": ""903582472745C19D0ABB25D1A24420C4E8DBA19EB3CEF542A27DD45E567C1E44"", ""indexed"": ""903582472745C19D0ABB25D1A24420C4E8DBA19EB3CEF542A27DD45E567C1E44""}"
artifacts,identity::SHAANXI_DA::LSTM::FULL::s37,True,"{""config"": ""FULL"", ""seed"": 37, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHAANXI_DA::LSTM::FULL::s37,True,"{""on_disk"": ""DA68899DADD85284E2960F8F9019458FAB43C26268959B2DFF6D1390B9D10382"", ""indexed"": ""DA68899DADD85284E2960F8F9019458FAB43C26268959B2DFF6D1390B9D10382""}"
artifacts,identity::SHAANXI_DA::LSTM::NO_RARE_MASS::s7,True,"{""config"": ""NO_RARE_MASS"", ""seed"": 7, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHAANXI_DA::LSTM::NO_RARE_MASS::s7,True,"{""on_disk"": ""57541F7051F01FFAAF7BC797C929D0B1B53C28523DF9A00854E632A63FB5382D"", ""indexed"": ""57541F7051F01FFAAF7BC797C929D0B1B53C28523DF9A00854E632A63FB5382D""}"
artifacts,identity::SHAANXI_DA::LSTM::NO_RARE_MASS::s17,True,"{""config"": ""NO_RARE_MASS"", ""seed"": 17, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHAANXI_DA::LSTM::NO_RARE_MASS::s17,True,"{""on_disk"": ""28DBF78C82EC9EC80EBC755FDAC7A4E80923A7721651419CBD92D824752CC8E6"", ""indexed"": ""28DBF78C82EC9EC80EBC755FDAC7A4E80923A7721651419CBD92D824752CC8E6""}"
artifacts,identity::SHAANXI_DA::LSTM::NO_RARE_MASS::s37,True,"{""config"": ""NO_RARE_MASS"", ""seed"": 37, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHAANXI_DA::LSTM::NO_RARE_MASS::s37,True,"{""on_disk"": ""B290C35F5E5C64D33FC1073A2088B393F98BD950742437BF5B6C31029A50E015"", ""indexed"": ""B290C35F5E5C64D33FC1073A2088B393F98BD950742437BF5B6C31029A50E015""}"
artifacts,identity::SHAANXI_DA::LSTM::NO_SHAPE_CONTEXT::s7,True,"{""config"": ""NO_SHAPE_CONTEXT"", ""seed"": 7, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHAANXI_DA::LSTM::NO_SHAPE_CONTEXT::s7,True,"{""on_disk"": ""3F329160F34A5313FC32054147DD5A680F981B22153AEDE75D00FBAC08E66355"", ""indexed"": ""3F329160F34A5313FC32054147DD5A680F981B22153AEDE75D00FBAC08E66355""}"
artifacts,identity::SHAANXI_DA::LSTM::NO_SHAPE_CONTEXT::s17,True,"{""config"": ""NO_SHAPE_CONTEXT"", ""seed"": 17, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHAANXI_DA::LSTM::NO_SHAPE_CONTEXT::s17,True,"{""on_disk"": ""CB0C533C23170DC76131FAC39C61013C9E07D5270C88395B27FE6875B9390D4E"", ""indexed"": ""CB0C533C23170DC76131FAC39C61013C9E07D5270C88395B27FE6875B9390D4E""}"
artifacts,identity::SHAANXI_DA::LSTM::NO_SHAPE_CONTEXT::s37,True,"{""config"": ""NO_SHAPE_CONTEXT"", ""seed"": 37, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHAANXI_DA::LSTM::NO_SHAPE_CONTEXT::s37,True,"{""on_disk"": ""74488F08D16FD56026A4BCCBAF95BDFE39BCD88A023CCA22B1C8B150DB61AC9E"", ""indexed"": ""74488F08D16FD56026A4BCCBAF95BDFE39BCD88A023CCA22B1C8B150DB61AC9E""}"
artifacts,identity::SHAANXI_DA::LSTM::NO_TCN::s7,True,"{""config"": ""NO_TCN"", ""seed"": 7, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHAANXI_DA::LSTM::NO_TCN::s7,True,"{""on_disk"": ""24A4AB080321563EBC9C46C4BE435EB05A718B9B001470A6F7CAC63AA18A529D"", ""indexed"": ""24A4AB080321563EBC9C46C4BE435EB05A718B9B001470A6F7CAC63AA18A529D""}"
artifacts,identity::SHAANXI_DA::LSTM::NO_TCN::s17,True,"{""config"": ""NO_TCN"", ""seed"": 17, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHAANXI_DA::LSTM::NO_TCN::s17,True,"{""on_disk"": ""6FF9712440AC5700B9315AD705B5F1BC34E103B043DA1186082FFF359AE02D43"", ""indexed"": ""6FF9712440AC5700B9315AD705B5F1BC34E103B043DA1186082FFF359AE02D43""}"
artifacts,identity::SHAANXI_DA::LSTM::NO_TCN::s37,True,"{""config"": ""NO_TCN"", ""seed"": 37, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHAANXI_DA::LSTM::NO_TCN::s37,True,"{""on_disk"": ""7291F4D799A577E9A299D7A506A0FD83E4A335DE63DD2FD65E344C827D2EF3B8"", ""indexed"": ""7291F4D799A577E9A299D7A506A0FD83E4A335DE63DD2FD65E344C827D2EF3B8""}"
artifacts,identity::SHAANXI_DA::LSTM::TIED_AMPLITUDE::s7,True,"{""config"": ""TIED_AMPLITUDE"", ""seed"": 7, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHAANXI_DA::LSTM::TIED_AMPLITUDE::s7,True,"{""on_disk"": ""AE91C2A2B3C327A1B45B16162F87BFE9602C7C7F9900CE30A2ACC8E2F9181E01"", ""indexed"": ""AE91C2A2B3C327A1B45B16162F87BFE9602C7C7F9900CE30A2ACC8E2F9181E01""}"
artifacts,identity::SHAANXI_DA::LSTM::TIED_AMPLITUDE::s17,True,"{""config"": ""TIED_AMPLITUDE"", ""seed"": 17, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHAANXI_DA::LSTM::TIED_AMPLITUDE::s17,True,"{""on_disk"": ""99A6CDCE15DB03A6F76339BE7C0090D6DFB37416E307AF79A53BECFEDF8EFB99"", ""indexed"": ""99A6CDCE15DB03A6F76339BE7C0090D6DFB37416E307AF79A53BECFEDF8EFB99""}"
artifacts,identity::SHAANXI_DA::LSTM::TIED_AMPLITUDE::s37,True,"{""config"": ""TIED_AMPLITUDE"", ""seed"": 37, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHAANXI_DA::LSTM::TIED_AMPLITUDE::s37,True,"{""on_disk"": ""5F15E7AC8CE5833B6D28A40F8B8642D10A5FC541E99975A877BDC78DE4243979"", ""indexed"": ""5F15E7AC8CE5833B6D28A40F8B8642D10A5FC541E99975A877BDC78DE4243979""}"
artifacts,identity::SHAANXI_DA::PatchTST::FULL::s7,True,"{""config"": ""FULL"", ""seed"": 7, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHAANXI_DA::PatchTST::FULL::s7,True,"{""on_disk"": ""694DB5D027DB17A9C9EA3B40C17AF0FFD21AB7FEC0C382BE36E2111486FB5319"", ""indexed"": ""694DB5D027DB17A9C9EA3B40C17AF0FFD21AB7FEC0C382BE36E2111486FB5319""}"
artifacts,identity::SHAANXI_DA::PatchTST::FULL::s17,True,"{""config"": ""FULL"", ""seed"": 17, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHAANXI_DA::PatchTST::FULL::s17,True,"{""on_disk"": ""4AA5E275A85D50BCA0CA8E8F35F20A4313113D2E40F089AA93880E0E2665ADDC"", ""indexed"": ""4AA5E275A85D50BCA0CA8E8F35F20A4313113D2E40F089AA93880E0E2665ADDC""}"
artifacts,identity::SHAANXI_DA::PatchTST::FULL::s37,True,"{""config"": ""FULL"", ""seed"": 37, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHAANXI_DA::PatchTST::FULL::s37,True,"{""on_disk"": ""192CCAFAEC8A3BE412FB0CE48C9E0FA39731B2770A46996FC7FD7DE20CF6C3F3"", ""indexed"": ""192CCAFAEC8A3BE412FB0CE48C9E0FA39731B2770A46996FC7FD7DE20CF6C3F3""}"
artifacts,identity::SHAANXI_DA::PatchTST::NO_RARE_MASS::s7,True,"{""config"": ""NO_RARE_MASS"", ""seed"": 7, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHAANXI_DA::PatchTST::NO_RARE_MASS::s7,True,"{""on_disk"": ""8A415F6C454C9FEBEE7D3A04C3E00318C3CAC631CD6AFA289FCE04780605C4BE"", ""indexed"": ""8A415F6C454C9FEBEE7D3A04C3E00318C3CAC631CD6AFA289FCE04780605C4BE""}"
artifacts,identity::SHAANXI_DA::PatchTST::NO_RARE_MASS::s17,True,"{""config"": ""NO_RARE_MASS"", ""seed"": 17, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHAANXI_DA::PatchTST::NO_RARE_MASS::s17,True,"{""on_disk"": ""CBF8EB1B7E087BCE159CD1DD37AB711B0E4F87C825ACC4BC0C0FC9EC41AF017F"", ""indexed"": ""CBF8EB1B7E087BCE159CD1DD37AB711B0E4F87C825ACC4BC0C0FC9EC41AF017F""}"
artifacts,identity::SHAANXI_DA::PatchTST::NO_RARE_MASS::s37,True,"{""config"": ""NO_RARE_MASS"", ""seed"": 37, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHAANXI_DA::PatchTST::NO_RARE_MASS::s37,True,"{""on_disk"": ""1761BCDB21E87C96CD1911E325E1CFAC23F11CEAC4281DFD4D903AF599305071"", ""indexed"": ""1761BCDB21E87C96CD1911E325E1CFAC23F11CEAC4281DFD4D903AF599305071""}"
artifacts,identity::SHAANXI_DA::PatchTST::NO_SHAPE_CONTEXT::s7,True,"{""config"": ""NO_SHAPE_CONTEXT"", ""seed"": 7, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHAANXI_DA::PatchTST::NO_SHAPE_CONTEXT::s7,True,"{""on_disk"": ""9E3969AEFD47B2F39980C7F1311129463CF9C1018EA173C204FF516FF7C2C179"", ""indexed"": ""9E3969AEFD47B2F39980C7F1311129463CF9C1018EA173C204FF516FF7C2C179""}"
artifacts,identity::SHAANXI_DA::PatchTST::NO_SHAPE_CONTEXT::s17,True,"{""config"": ""NO_SHAPE_CONTEXT"", ""seed"": 17, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHAANXI_DA::PatchTST::NO_SHAPE_CONTEXT::s17,True,"{""on_disk"": ""FC5DF4F9D2E7AFDD7A20ACA5138801625319F1C64DB4373B6A8D76E55DB548D3"", ""indexed"": ""FC5DF4F9D2E7AFDD7A20ACA5138801625319F1C64DB4373B6A8D76E55DB548D3""}"
artifacts,identity::SHAANXI_DA::PatchTST::NO_SHAPE_CONTEXT::s37,True,"{""config"": ""NO_SHAPE_CONTEXT"", ""seed"": 37, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHAANXI_DA::PatchTST::NO_SHAPE_CONTEXT::s37,True,"{""on_disk"": ""EC2D657306287C44CD1C7C8C11708A094CFD2545002F283E6E9BF95E7E1CFE14"", ""indexed"": ""EC2D657306287C44CD1C7C8C11708A094CFD2545002F283E6E9BF95E7E1CFE14""}"
artifacts,identity::SHAANXI_DA::PatchTST::NO_TCN::s7,True,"{""config"": ""NO_TCN"", ""seed"": 7, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHAANXI_DA::PatchTST::NO_TCN::s7,True,"{""on_disk"": ""F0CD14A551BF5C596E89E85B0153718433D3E9723315EDAF887A223342C4C2F6"", ""indexed"": ""F0CD14A551BF5C596E89E85B0153718433D3E9723315EDAF887A223342C4C2F6""}"
artifacts,identity::SHAANXI_DA::PatchTST::NO_TCN::s17,True,"{""config"": ""NO_TCN"", ""seed"": 17, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHAANXI_DA::PatchTST::NO_TCN::s17,True,"{""on_disk"": ""75551083BC4CD6D4E659E7539D5425555F7EDE85B15B7674A08B68E999296543"", ""indexed"": ""75551083BC4CD6D4E659E7539D5425555F7EDE85B15B7674A08B68E999296543""}"
artifacts,identity::SHAANXI_DA::PatchTST::NO_TCN::s37,True,"{""config"": ""NO_TCN"", ""seed"": 37, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHAANXI_DA::PatchTST::NO_TCN::s37,True,"{""on_disk"": ""D82E21FAD177BB2677A54ED2BAC8865DAC29C8C0AF10715D3E8053F33D2EFCC3"", ""indexed"": ""D82E21FAD177BB2677A54ED2BAC8865DAC29C8C0AF10715D3E8053F33D2EFCC3""}"
artifacts,identity::SHAANXI_DA::PatchTST::TIED_AMPLITUDE::s7,True,"{""config"": ""TIED_AMPLITUDE"", ""seed"": 7, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHAANXI_DA::PatchTST::TIED_AMPLITUDE::s7,True,"{""on_disk"": ""26A3339F99F58D618C78C134455069F17FBE00BBA0CB4492820675A7DBB00F55"", ""indexed"": ""26A3339F99F58D618C78C134455069F17FBE00BBA0CB4492820675A7DBB00F55""}"
artifacts,identity::SHAANXI_DA::PatchTST::TIED_AMPLITUDE::s17,True,"{""config"": ""TIED_AMPLITUDE"", ""seed"": 17, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHAANXI_DA::PatchTST::TIED_AMPLITUDE::s17,True,"{""on_disk"": ""71B85B600A58E764DCC30487846D2304BD17F6A06207A7E0EAD12ED1D99DD447"", ""indexed"": ""71B85B600A58E764DCC30487846D2304BD17F6A06207A7E0EAD12ED1D99DD447""}"
artifacts,identity::SHAANXI_DA::PatchTST::TIED_AMPLITUDE::s37,True,"{""config"": ""TIED_AMPLITUDE"", ""seed"": 37, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHAANXI_DA::PatchTST::TIED_AMPLITUDE::s37,True,"{""on_disk"": ""C6E6EFC681F182AE5B584EA38837DC74966CDB58999F0971B0E916AA6569EA59"", ""indexed"": ""C6E6EFC681F182AE5B584EA38837DC74966CDB58999F0971B0E916AA6569EA59""}"
artifacts,identity::SHAANXI_DA::TimeMixer::FULL::s7,True,"{""config"": ""FULL"", ""seed"": 7, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHAANXI_DA::TimeMixer::FULL::s7,True,"{""on_disk"": ""F23A1A35244ECB84998609E2CD4CC612439A607132759333F260D1636DE99E4D"", ""indexed"": ""F23A1A35244ECB84998609E2CD4CC612439A607132759333F260D1636DE99E4D""}"
artifacts,identity::SHAANXI_DA::TimeMixer::FULL::s17,True,"{""config"": ""FULL"", ""seed"": 17, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHAANXI_DA::TimeMixer::FULL::s17,True,"{""on_disk"": ""0FD9A6DD87F6FF5DC64AACB098CDA90FD8DC2316745B3E7A003BA392A883A326"", ""indexed"": ""0FD9A6DD87F6FF5DC64AACB098CDA90FD8DC2316745B3E7A003BA392A883A326""}"
artifacts,identity::SHAANXI_DA::TimeMixer::FULL::s37,True,"{""config"": ""FULL"", ""seed"": 37, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHAANXI_DA::TimeMixer::FULL::s37,True,"{""on_disk"": ""6B585A6E3042629CADA66C0EBC179EDE55FF9E14B3C95DE01B2A3F8CD1FF1F83"", ""indexed"": ""6B585A6E3042629CADA66C0EBC179EDE55FF9E14B3C95DE01B2A3F8CD1FF1F83""}"
artifacts,identity::SHAANXI_DA::TimeMixer::NO_RARE_MASS::s7,True,"{""config"": ""NO_RARE_MASS"", ""seed"": 7, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHAANXI_DA::TimeMixer::NO_RARE_MASS::s7,True,"{""on_disk"": ""A2B08873E7F3B60247DFE23208F674CFAB97A062D328D2E73B8450183660C793"", ""indexed"": ""A2B08873E7F3B60247DFE23208F674CFAB97A062D328D2E73B8450183660C793""}"
artifacts,identity::SHAANXI_DA::TimeMixer::NO_RARE_MASS::s17,True,"{""config"": ""NO_RARE_MASS"", ""seed"": 17, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHAANXI_DA::TimeMixer::NO_RARE_MASS::s17,True,"{""on_disk"": ""06B49B2E53EA7AA41215685301B4DA09F375D5624F6A16C702DE3B5E55E9E6F3"", ""indexed"": ""06B49B2E53EA7AA41215685301B4DA09F375D5624F6A16C702DE3B5E55E9E6F3""}"
artifacts,identity::SHAANXI_DA::TimeMixer::NO_RARE_MASS::s37,True,"{""config"": ""NO_RARE_MASS"", ""seed"": 37, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHAANXI_DA::TimeMixer::NO_RARE_MASS::s37,True,"{""on_disk"": ""B577A34E2B8249F12F6213F80133D505C380F05CAED833E2E8F519E45998F28D"", ""indexed"": ""B577A34E2B8249F12F6213F80133D505C380F05CAED833E2E8F519E45998F28D""}"
artifacts,identity::SHAANXI_DA::TimeMixer::NO_SHAPE_CONTEXT::s7,True,"{""config"": ""NO_SHAPE_CONTEXT"", ""seed"": 7, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHAANXI_DA::TimeMixer::NO_SHAPE_CONTEXT::s7,True,"{""on_disk"": ""A0271044FF6D1DD4F82DD328DE6AF7E5112D4F1D6E628BD56B1FCD4FF16895B7"", ""indexed"": ""A0271044FF6D1DD4F82DD328DE6AF7E5112D4F1D6E628BD56B1FCD4FF16895B7""}"
artifacts,identity::SHAANXI_DA::TimeMixer::NO_SHAPE_CONTEXT::s17,True,"{""config"": ""NO_SHAPE_CONTEXT"", ""seed"": 17, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHAANXI_DA::TimeMixer::NO_SHAPE_CONTEXT::s17,True,"{""on_disk"": ""7E22EB1FC0BE8E643CD84B8683C033B5FE441B4CD578323D31001F451F32EEE1"", ""indexed"": ""7E22EB1FC0BE8E643CD84B8683C033B5FE441B4CD578323D31001F451F32EEE1""}"
artifacts,identity::SHAANXI_DA::TimeMixer::NO_SHAPE_CONTEXT::s37,True,"{""config"": ""NO_SHAPE_CONTEXT"", ""seed"": 37, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHAANXI_DA::TimeMixer::NO_SHAPE_CONTEXT::s37,True,"{""on_disk"": ""7D56BA5A8A93EB53C8D4D86D617B7EAF4DD16EBEE25D8899EE6DAF382903CA93"", ""indexed"": ""7D56BA5A8A93EB53C8D4D86D617B7EAF4DD16EBEE25D8899EE6DAF382903CA93""}"
artifacts,identity::SHAANXI_DA::TimeMixer::NO_TCN::s7,True,"{""config"": ""NO_TCN"", ""seed"": 7, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHAANXI_DA::TimeMixer::NO_TCN::s7,True,"{""on_disk"": ""CF52D4D7555AE2BA213FE6B831A38C67148656D7213D3A952B22B8204FF52A58"", ""indexed"": ""CF52D4D7555AE2BA213FE6B831A38C67148656D7213D3A952B22B8204FF52A58""}"
artifacts,identity::SHAANXI_DA::TimeMixer::NO_TCN::s17,True,"{""config"": ""NO_TCN"", ""seed"": 17, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHAANXI_DA::TimeMixer::NO_TCN::s17,True,"{""on_disk"": ""ACD8D2EDE34558989589023730417249A69308D699BC0AB5F0A384B84343DC9F"", ""indexed"": ""ACD8D2EDE34558989589023730417249A69308D699BC0AB5F0A384B84343DC9F""}"
artifacts,identity::SHAANXI_DA::TimeMixer::NO_TCN::s37,True,"{""config"": ""NO_TCN"", ""seed"": 37, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHAANXI_DA::TimeMixer::NO_TCN::s37,True,"{""on_disk"": ""E8F8B17635F1F473A1F95CAF17CCB7BFC038EE82E8FB966716F840DFB924AD03"", ""indexed"": ""E8F8B17635F1F473A1F95CAF17CCB7BFC038EE82E8FB966716F840DFB924AD03""}"
artifacts,identity::SHAANXI_DA::TimeMixer::TIED_AMPLITUDE::s7,True,"{""config"": ""TIED_AMPLITUDE"", ""seed"": 7, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHAANXI_DA::TimeMixer::TIED_AMPLITUDE::s7,True,"{""on_disk"": ""7679F389B49D99449F5C4F299DEAF8CB24E05D0004ADA74919E4639307D4827D"", ""indexed"": ""7679F389B49D99449F5C4F299DEAF8CB24E05D0004ADA74919E4639307D4827D""}"
artifacts,identity::SHAANXI_DA::TimeMixer::TIED_AMPLITUDE::s17,True,"{""config"": ""TIED_AMPLITUDE"", ""seed"": 17, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHAANXI_DA::TimeMixer::TIED_AMPLITUDE::s17,True,"{""on_disk"": ""8B414D9C3A85DB59E7599FA5E31CC9301615BAE21184DF67BAC800E6A6228568"", ""indexed"": ""8B414D9C3A85DB59E7599FA5E31CC9301615BAE21184DF67BAC800E6A6228568""}"
artifacts,identity::SHAANXI_DA::TimeMixer::TIED_AMPLITUDE::s37,True,"{""config"": ""TIED_AMPLITUDE"", ""seed"": 37, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHAANXI_DA::TimeMixer::TIED_AMPLITUDE::s37,True,"{""on_disk"": ""AFF0C9E1CB47EC6E9D60B255287D842ECD8D33437A7745742E2C847C0BDDDD9C"", ""indexed"": ""AFF0C9E1CB47EC6E9D60B255287D842ECD8D33437A7745742E2C847C0BDDDD9C""}"
artifacts,identity::SHAANXI_DA::iTransformer::FULL::s7,True,"{""config"": ""FULL"", ""seed"": 7, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHAANXI_DA::iTransformer::FULL::s7,True,"{""on_disk"": ""3B6770DC949818321E8EC2C54BA387AB9AA757D1335311907EDF71379013587E"", ""indexed"": ""3B6770DC949818321E8EC2C54BA387AB9AA757D1335311907EDF71379013587E""}"
artifacts,identity::SHAANXI_DA::iTransformer::FULL::s17,True,"{""config"": ""FULL"", ""seed"": 17, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHAANXI_DA::iTransformer::FULL::s17,True,"{""on_disk"": ""0797E4A4CE1AE426BFDCECF1828C5AB70A54E0E7DD3967923A2DCC689FE39E0B"", ""indexed"": ""0797E4A4CE1AE426BFDCECF1828C5AB70A54E0E7DD3967923A2DCC689FE39E0B""}"
artifacts,identity::SHAANXI_DA::iTransformer::FULL::s37,True,"{""config"": ""FULL"", ""seed"": 37, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHAANXI_DA::iTransformer::FULL::s37,True,"{""on_disk"": ""A962478BBA00C869EF83BB27D6FEB88986233C970C2C8295FC5DEF53968AFCF1"", ""indexed"": ""A962478BBA00C869EF83BB27D6FEB88986233C970C2C8295FC5DEF53968AFCF1""}"
artifacts,identity::SHAANXI_DA::iTransformer::NO_RARE_MASS::s7,True,"{""config"": ""NO_RARE_MASS"", ""seed"": 7, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHAANXI_DA::iTransformer::NO_RARE_MASS::s7,True,"{""on_disk"": ""218053332D83502E0BBE2F6DEF89594BB586A0903B997C7C1172B3BB3C952EBD"", ""indexed"": ""218053332D83502E0BBE2F6DEF89594BB586A0903B997C7C1172B3BB3C952EBD""}"
artifacts,identity::SHAANXI_DA::iTransformer::NO_RARE_MASS::s17,True,"{""config"": ""NO_RARE_MASS"", ""seed"": 17, ""partition"": ""DEV_EVAL""}"
artifacts,hash::SHAANXI_DA::iTransformer::NO_RARE_MASS::s17,True,"{""on_disk"": ""CCE5EE28DDC198CDEAAD4E05238C42515A912BC8F9F0A2F8526C2271C5C197F9"", ""indexed"": ""CCE5EE28DDC198CDEAAD4E05238C42515A912BC8F9F0A2F8526C2271C5C197F9""}"
artifacts,identity::SHAANXI_DA::iTransformer::NO_RARE_MASS::s37,True,"{""config"": ""NO_RARE_MASS"", ""seed"": 37, ""partition"": ""DEV_EVAL""}"
