group,check,ok,detail
artifacts,hash::GANSU_DA::iTransformer::NO_TCN::s37,True,"{""on_disk"": ""D91013D2C4FE0CA6C01234EE383E4827EEA9BC7EC447B9662B2E1FEA2078CFEB"", ""indexed"": ""D91013D2C4FE0CA6C01234EE383E4827EEA9BC7EC447B9662B2E1FEA2078CFEB""}"
artifacts,identity::GANSU_DA::iTransformer::TIED_AMPLITUDE::s7,True,"{""config"": ""TIED_AMPLITUDE"", ""seed"": 7, ""partition"": ""DEV_EVAL""}"
artifacts,hash::GANSU_DA::iTransformer::TIED_AMPLITUDE::s7,True,"{""on_disk"": ""0C08EE4DB69AA7FB6D94DAEA1F4B0C280E8635C402D3EAAD7BC4508E40DF2525"", ""indexed"": ""0C08EE4DB69AA7FB6D94DAEA1F4B0C280E8635C402D3EAAD7BC4508E40DF2525""}"
artifacts,identity::GANSU_DA::iTransformer::TIED_AMPLITUDE::s17,True,"{""config"": ""TIED_AMPLITUDE"", ""seed"": 17, ""partition"": ""DEV_EVAL""}"
artifacts,hash::GANSU_DA::iTransformer::TIED_AMPLITUDE::s17,True,"{""on_disk"": ""1022C6F2E6798D89F4934022847A86AA7B20C529B9E0DF821629B3D71F1A2DA2"", ""indexed"": ""1022C6F2E6798D89F4934022847A86AA7B20C529B9E0DF821629B3D71F1A2DA2""}"
artifacts,identity::GANSU_DA::iTransformer::TIED_AMPLITUDE::s37,True,"{""config"": ""TIED_AMPLITUDE"", ""seed"": 37, ""partition"": ""DEV_EVAL""}"
artifacts,hash::GANSU_DA::iTransformer::TIED_AMPLITUDE::s37,True,"{""on_disk"": ""50C42601931C85568204D39891636568072FF28405ACD15E63806DB24A5309DF"", ""indexed"": ""50C42601931C85568204D39891636568072FF28405ACD15E63806DB24A5309DF""}"
artifacts,identity::NINGXIA_DA::LSTM::FULL::s7,True,"{""config"": ""FULL"", ""seed"": 7, ""partition"": ""DEV_EVAL""}"
artifacts,hash::NINGXIA_DA::LSTM::FULL::s7,True,"{""on_disk"": ""B5E1506A73159DDFE6D3F1B46E3673A6D49E4A6ACB564349770AD4FA987D41FF"", ""indexed"": ""B5E1506A73159DDFE6D3F1B46E3673A6D49E4A6ACB564349770AD4FA987D41FF""}"
artifacts,identity::NINGXIA_DA::LSTM::FULL::s17,True,"{""config"": ""FULL"", ""seed"": 17, ""partition"": ""DEV_EVAL""}"
artifacts,hash::NINGXIA_DA::LSTM::FULL::s17,True,"{""on_disk"": ""A7F50F1DBAEBA2A65AD5F41DA219202F4241BFFE3B08C729E51B4F362A6008DA"", ""indexed"": ""A7F50F1DBAEBA2A65AD5F41DA219202F4241BFFE3B08C729E51B4F362A6008DA""}"
artifacts,identity::NINGXIA_DA::LSTM::FULL::s37,True,"{""config"": ""FULL"", ""seed"": 37, ""partition"": ""DEV_EVAL""}"
artifacts,hash::NINGXIA_DA::LSTM::FULL::s37,True,"{""on_disk"": ""6CE6F3CC66416ACD7BA1576B8C95DA92F3139EC29220EF3ECB249FF3A664024E"", ""indexed"": ""6CE6F3CC66416ACD7BA1576B8C95DA92F3139EC29220EF3ECB249FF3A664024E""}"
artifacts,identity::NINGXIA_DA::LSTM::NO_RARE_MASS::s7,True,"{""config"": ""NO_RARE_MASS"", ""seed"": 7, ""partition"": ""DEV_EVAL""}"
artifacts,hash::NINGXIA_DA::LSTM::NO_RARE_MASS::s7,True,"{""on_disk"": ""67DF849D1CABC8E8EFBB1B8A3F1FAA655C881629A8B37165BCD0DB4341ED94B5"", ""indexed"": ""67DF849D1CABC8E8EFBB1B8A3F1FAA655C881629A8B37165BCD0DB4341ED94B5""}"
artifacts,identity::NINGXIA_DA::LSTM::NO_RARE_MASS::s17,True,"{""config"": ""NO_RARE_MASS"", ""seed"": 17, ""partition"": ""DEV_EVAL""}"
artifacts,hash::NINGXIA_DA::LSTM::NO_RARE_MASS::s17,True,"{""on_disk"": ""0E395D47C2E3B65C549D901B8C55E4998A3E1F3F6BEA0D033C41D0E95FEE52D1"", ""indexed"": ""0E395D47C2E3B65C549D901B8C55E4998A3E1F3F6BEA0D033C41D0E95FEE52D1""}"
artifacts,identity::NINGXIA_DA::LSTM::NO_RARE_MASS::s37,True,"{""config"": ""NO_RARE_MASS"", ""seed"": 37, ""partition"": ""DEV_EVAL""}"
artifacts,hash::NINGXIA_DA::LSTM::NO_RARE_MASS::s37,True,"{""on_disk"": ""CD473C0DBDB0D05F0C357405E3B52FB4AA1D9670176782941DC2E961FFBD97DA"", ""indexed"": ""CD473C0DBDB0D05F0C357405E3B52FB4AA1D9670176782941DC2E961FFBD97DA""}"
artifacts,identity::NINGXIA_DA::LSTM::NO_SHAPE_CONTEXT::s7,True,"{""config"": ""NO_SHAPE_CONTEXT"", ""seed"": 7, ""partition"": ""DEV_EVAL""}"
artifacts,hash::NINGXIA_DA::LSTM::NO_SHAPE_CONTEXT::s7,True,"{""on_disk"": ""A4260D70B1968617078758A54F4DD8BC646290082BD90CD9006ED6FCCBEC367E"", ""indexed"": ""A4260D70B1968617078758A54F4DD8BC646290082BD90CD9006ED6FCCBEC367E""}"
artifacts,identity::NINGXIA_DA::LSTM::NO_SHAPE_CONTEXT::s17,True,"{""config"": ""NO_SHAPE_CONTEXT"", ""seed"": 17, ""partition"": ""DEV_EVAL""}"
artifacts,hash::NINGXIA_DA::LSTM::NO_SHAPE_CONTEXT::s17,True,"{""on_disk"": ""7B7D8EFF88F1E107AAD91C4E823039C2732E34E043E2E369855B6C14D8C236F6"", ""indexed"": ""7B7D8EFF88F1E107AAD91C4E823039C2732E34E043E2E369855B6C14D8C236F6""}"
artifacts,identity::NINGXIA_DA::LSTM::NO_SHAPE_CONTEXT::s37,True,"{""config"": ""NO_SHAPE_CONTEXT"", ""seed"": 37, ""partition"": ""DEV_EVAL""}"
artifacts,hash::NINGXIA_DA::LSTM::NO_SHAPE_CONTEXT::s37,True,"{""on_disk"": ""916C583AD4C1FB134DF189B27BDF5E8683D6A96CB308B9EAAAC9194D87FF4576"", ""indexed"": ""916C583AD4C1FB134DF189B27BDF5E8683D6A96CB308B9EAAAC9194D87FF4576""}"
artifacts,identity::NINGXIA_DA::LSTM::NO_TCN::s7,True,"{""config"": ""NO_TCN"", ""seed"": 7, ""partition"": ""DEV_EVAL""}"
artifacts,hash::NINGXIA_DA::LSTM::NO_TCN::s7,True,"{""on_disk"": ""7CEAAA3F1216F316661B515DBE0B8C7C2162105347B7C804EF1A1AC2707B988D"", ""indexed"": ""7CEAAA3F1216F316661B515DBE0B8C7C2162105347B7C804EF1A1AC2707B988D""}"
artifacts,identity::NINGXIA_DA::LSTM::NO_TCN::s17,True,"{""config"": ""NO_TCN"", ""seed"": 17, ""partition"": ""DEV_EVAL""}"
artifacts,hash::NINGXIA_DA::LSTM::NO_TCN::s17,True,"{""on_disk"": ""81270D2B53A07D268DF9F548879863D5CBD3981B4DBDD6BFDF428186A56FAFAE"", ""indexed"": ""81270D2B53A07D268DF9F548879863D5CBD3981B4DBDD6BFDF428186A56FAFAE""}"
artifacts,identity::NINGXIA_DA::LSTM::NO_TCN::s37,True,"{""config"": ""NO_TCN"", ""seed"": 37, ""partition"": ""DEV_EVAL""}"
artifacts,hash::NINGXIA_DA::LSTM::NO_TCN::s37,True,"{""on_disk"": ""12084836A2F8419E55EDA1F3B3FB8CDE13C1F7C9D05DE3939430D255A33665FB"", ""indexed"": ""12084836A2F8419E55EDA1F3B3FB8CDE13C1F7C9D05DE3939430D255A33665FB""}"
artifacts,identity::NINGXIA_DA::LSTM::TIED_AMPLITUDE::s7,True,"{""config"": ""TIED_AMPLITUDE"", ""seed"": 7, ""partition"": ""DEV_EVAL""}"
artifacts,hash::NINGXIA_DA::LSTM::TIED_AMPLITUDE::s7,True,"{""on_disk"": ""48471573184DA5D7EA887B93FE122AC07093C385162937696EE0A35F8E3B2F62"", ""indexed"": ""48471573184DA5D7EA887B93FE122AC07093C385162937696EE0A35F8E3B2F62""}"
artifacts,identity::NINGXIA_DA::LSTM::TIED_AMPLITUDE::s17,True,"{""config"": ""TIED_AMPLITUDE"", ""seed"": 17, ""partition"": ""DEV_EVAL""}"
artifacts,hash::NINGXIA_DA::LSTM::TIED_AMPLITUDE::s17,True,"{""on_disk"": ""A6846C5E3E4B1A9BC1AAE6D4F65B84C98CE3010B8EE38FB910DB488C77688AAF"", ""indexed"": ""A6846C5E3E4B1A9BC1AAE6D4F65B84C98CE3010B8EE38FB910DB488C77688AAF""}"
artifacts,identity::NINGXIA_DA::LSTM::TIED_AMPLITUDE::s37,True,"{""config"": ""TIED_AMPLITUDE"", ""seed"": 37, ""partition"": ""DEV_EVAL""}"
artifacts,hash::NINGXIA_DA::LSTM::TIED_AMPLITUDE::s37,True,"{""on_disk"": ""3BD0E0C2AFCF95377DEA25B277F4D0010EF6B66AB7BCCEFFCBB397B15A90F716"", ""indexed"": ""3BD0E0C2AFCF95377DEA25B277F4D0010EF6B66AB7BCCEFFCBB397B15A90F716""}"
artifacts,identity::NINGXIA_DA::PatchTST::FULL::s7,True,"{""config"": ""FULL"", ""seed"": 7, ""partition"": ""DEV_EVAL""}"
artifacts,hash::NINGXIA_DA::PatchTST::FULL::s7,True,"{""on_disk"": ""ADAE6D7B722A2E010B2800B56979CA6535DCA1267E876F0932F21C6F27C4440B"", ""indexed"": ""ADAE6D7B722A2E010B2800B56979CA6535DCA1267E876F0932F21C6F27C4440B""}"
artifacts,identity::NINGXIA_DA::PatchTST::FULL::s17,True,"{""config"": ""FULL"", ""seed"": 17, ""partition"": ""DEV_EVAL""}"
artifacts,hash::NINGXIA_DA::PatchTST::FULL::s17,True,"{""on_disk"": ""DB028FE75DEB47D9692A8FFA03BF4C000D424BEEF0A0EE64ED61165AF32522BD"", ""indexed"": ""DB028FE75DEB47D9692A8FFA03BF4C000D424BEEF0A0EE64ED61165AF32522BD""}"
artifacts,identity::NINGXIA_DA::PatchTST::FULL::s37,True,"{""config"": ""FULL"", ""seed"": 37, ""partition"": ""DEV_EVAL""}"
artifacts,hash::NINGXIA_DA::PatchTST::FULL::s37,True,"{""on_disk"": ""2E5FA5F0A284408D5DEDC40F5081C0D87CD9D0360B38D0AF2DBEAF63D91D5C5D"", ""indexed"": ""2E5FA5F0A284408D5DEDC40F5081C0D87CD9D0360B38D0AF2DBEAF63D91D5C5D""}"
artifacts,identity::NINGXIA_DA::PatchTST::NO_RARE_MASS::s7,True,"{""config"": ""NO_RARE_MASS"", ""seed"": 7, ""partition"": ""DEV_EVAL""}"
artifacts,hash::NINGXIA_DA::PatchTST::NO_RARE_MASS::s7,True,"{""on_disk"": ""FA2FCD209F2B9241EE60E4EAB0E4F54C0FE7DE7651DDBE6CA08834DE041461AB"", ""indexed"": ""FA2FCD209F2B9241EE60E4EAB0E4F54C0FE7DE7651DDBE6CA08834DE041461AB""}"
artifacts,identity::NINGXIA_DA::PatchTST::NO_RARE_MASS::s17,True,"{""config"": ""NO_RARE_MASS"", ""seed"": 17, ""partition"": ""DEV_EVAL""}"
artifacts,hash::NINGXIA_DA::PatchTST::NO_RARE_MASS::s17,True,"{""on_disk"": ""A9C44D3E37679F925AEC7A82F5377C7EE949B8AD5F9E9474545A38C9955E187A"", ""indexed"": ""A9C44D3E37679F925AEC7A82F5377C7EE949B8AD5F9E9474545A38C9955E187A""}"
artifacts,identity::NINGXIA_DA::PatchTST::NO_RARE_MASS::s37,True,"{""config"": ""NO_RARE_MASS"", ""seed"": 37, ""partition"": ""DEV_EVAL""}"
artifacts,hash::NINGXIA_DA::PatchTST::NO_RARE_MASS::s37,True,"{""on_disk"": ""24C3AE38412E2B881AA6EEF552DA5A238978FB89AA979E7A60D9CFFB5C4B5DD5"", ""indexed"": ""24C3AE38412E2B881AA6EEF552DA5A238978FB89AA979E7A60D9CFFB5C4B5DD5""}"
artifacts,identity::NINGXIA_DA::PatchTST::NO_SHAPE_CONTEXT::s7,True,"{""config"": ""NO_SHAPE_CONTEXT"", ""seed"": 7, ""partition"": ""DEV_EVAL""}"
artifacts,hash::NINGXIA_DA::PatchTST::NO_SHAPE_CONTEXT::s7,True,"{""on_disk"": ""B4FB9399C96C465A18F82D2270C4F890063D749CB5D84AB8D918B6B3B4BFF31D"", ""indexed"": ""B4FB9399C96C465A18F82D2270C4F890063D749CB5D84AB8D918B6B3B4BFF31D""}"
artifacts,identity::NINGXIA_DA::PatchTST::NO_SHAPE_CONTEXT::s17,True,"{""config"": ""NO_SHAPE_CONTEXT"", ""seed"": 17, ""partition"": ""DEV_EVAL""}"
artifacts,hash::NINGXIA_DA::PatchTST::NO_SHAPE_CONTEXT::s17,True,"{""on_disk"": ""03CD417A984728F2D399EAD3EBB7B7622DD972D345E99ECE23BE05214EB71FDA"", ""indexed"": ""03CD417A984728F2D399EAD3EBB7B7622DD972D345E99ECE23BE05214EB71FDA""}"
artifacts,identity::NINGXIA_DA::PatchTST::NO_SHAPE_CONTEXT::s37,True,"{""config"": ""NO_SHAPE_CONTEXT"", ""seed"": 37, ""partition"": ""DEV_EVAL""}"
artifacts,hash::NINGXIA_DA::PatchTST::NO_SHAPE_CONTEXT::s37,True,"{""on_disk"": ""FA798E9BA44C70054D3AD5A911FCEF46D50D6A4357420C8386F437A5DFB695A3"", ""indexed"": ""FA798E9BA44C70054D3AD5A911FCEF46D50D6A4357420C8386F437A5DFB695A3""}"
artifacts,identity::NINGXIA_DA::PatchTST::NO_TCN::s7,True,"{""config"": ""NO_TCN"", ""seed"": 7, ""partition"": ""DEV_EVAL""}"
artifacts,hash::NINGXIA_DA::PatchTST::NO_TCN::s7,True,"{""on_disk"": ""3E3D4DD8DEE2B3CF0731988C2D5350FCF430ABCBF19CAAB61C5970A96A759D4A"", ""indexed"": ""3E3D4DD8DEE2B3CF0731988C2D5350FCF430ABCBF19CAAB61C5970A96A759D4A""}"
artifacts,identity::NINGXIA_DA::PatchTST::NO_TCN::s17,True,"{""config"": ""NO_TCN"", ""seed"": 17, ""partition"": ""DEV_EVAL""}"
artifacts,hash::NINGXIA_DA::PatchTST::NO_TCN::s17,True,"{""on_disk"": ""68B2CF15FF4BCE7A75C982B687B8B6701D46B68670E6A745F1B17797C475500A"", ""indexed"": ""68B2CF15FF4BCE7A75C982B687B8B6701D46B68670E6A745F1B17797C475500A""}"
artifacts,identity::NINGXIA_DA::PatchTST::NO_TCN::s37,True,"{""config"": ""NO_TCN"", ""seed"": 37, ""partition"": ""DEV_EVAL""}"
artifacts,hash::NINGXIA_DA::PatchTST::NO_TCN::s37,True,"{""on_disk"": ""EE19934750B1140B47C38A8812AC684B10C158C4121C122A7C690A7B34EA86F3"", ""indexed"": ""EE19934750B1140B47C38A8812AC684B10C158C4121C122A7C690A7B34EA86F3""}"
artifacts,identity::NINGXIA_DA::PatchTST::TIED_AMPLITUDE::s7,True,"{""config"": ""TIED_AMPLITUDE"", ""seed"": 7, ""partition"": ""DEV_EVAL""}"
artifacts,hash::NINGXIA_DA::PatchTST::TIED_AMPLITUDE::s7,True,"{""on_disk"": ""7267F9848F1DB30CEBC50255D68D8473DBD310A0337D15B520D25B988D633879"", ""indexed"": ""7267F9848F1DB30CEBC50255D68D8473DBD310A0337D15B520D25B988D633879""}"
artifacts,identity::NINGXIA_DA::PatchTST::TIED_AMPLITUDE::s17,True,"{""config"": ""TIED_AMPLITUDE"", ""seed"": 17, ""partition"": ""DEV_EVAL""}"
artifacts,hash::NINGXIA_DA::PatchTST::TIED_AMPLITUDE::s17,True,"{""on_disk"": ""F4ED307D370ADAF0F243E75C89B91C1899105C679AF12B13E7E2A10E2876C067"", ""indexed"": ""F4ED307D370ADAF0F243E75C89B91C1899105C679AF12B13E7E2A10E2876C067""}"
artifacts,identity::NINGXIA_DA::PatchTST::TIED_AMPLITUDE::s37,True,"{""config"": ""TIED_AMPLITUDE"", ""seed"": 37, ""partition"": ""DEV_EVAL""}"
artifacts,hash::NINGXIA_DA::PatchTST::TIED_AMPLITUDE::s37,True,"{""on_disk"": ""0935395237FBBCE9EC4AF2B132148B61AE8CA8B96DC7F8C5FF32F55813C2F500"", ""indexed"": ""0935395237FBBCE9EC4AF2B132148B61AE8CA8B96DC7F8C5FF32F55813C2F500""}"
artifacts,identity::NINGXIA_DA::TimeMixer::FULL::s7,True,"{""config"": ""FULL"", ""seed"": 7, ""partition"": ""DEV_EVAL""}"
artifacts,hash::NINGXIA_DA::TimeMixer::FULL::s7,True,"{""on_disk"": ""1DBC2F93B0D6A63F6CA8CCCC0F86EF7BD29A872B7274F902C64A843A1E6E6A41"", ""indexed"": ""1DBC2F93B0D6A63F6CA8CCCC0F86EF7BD29A872B7274F902C64A843A1E6E6A41""}"
artifacts,identity::NINGXIA_DA::TimeMixer::FULL::s17,True,"{""config"": ""FULL"", ""seed"": 17, ""partition"": ""DEV_EVAL""}"
artifacts,hash::NINGXIA_DA::TimeMixer::FULL::s17,True,"{""on_disk"": ""6FEA52B5A8275C47FA1439257B413A80FCEF6712415B06E63081026517837B17"", ""indexed"": ""6FEA52B5A8275C47FA1439257B413A80FCEF6712415B06E63081026517837B17""}"
artifacts,identity::NINGXIA_DA::TimeMixer::FULL::s37,True,"{""config"": ""FULL"", ""seed"": 37, ""partition"": ""DEV_EVAL""}"
artifacts,hash::NINGXIA_DA::TimeMixer::FULL::s37,True,"{""on_disk"": ""552ECF110FE2791DE812B9DFFEC4B07C0D3D4D1311CF2009A4F39FC0DE126231"", ""indexed"": ""552ECF110FE2791DE812B9DFFEC4B07C0D3D4D1311CF2009A4F39FC0DE126231""}"
artifacts,identity::NINGXIA_DA::TimeMixer::NO_RARE_MASS::s7,True,"{""config"": ""NO_RARE_MASS"", ""seed"": 7, ""partition"": ""DEV_EVAL""}"
artifacts,hash::NINGXIA_DA::TimeMixer::NO_RARE_MASS::s7,True,"{""on_disk"": ""C66A8F9D4119F049F79C9DF4DE9F14FD628268D3CA28A313D53725881C6D7FE5"", ""indexed"": ""C66A8F9D4119F049F79C9DF4DE9F14FD628268D3CA28A313D53725881C6D7FE5""}"
artifacts,identity::NINGXIA_DA::TimeMixer::NO_RARE_MASS::s17,True,"{""config"": ""NO_RARE_MASS"", ""seed"": 17, ""partition"": ""DEV_EVAL""}"
artifacts,hash::NINGXIA_DA::TimeMixer::NO_RARE_MASS::s17,True,"{""on_disk"": ""438340D0FB108BCE7A2E5AA260B0515223A815462E043EFE030F744562878017"", ""indexed"": ""438340D0FB108BCE7A2E5AA260B0515223A815462E043EFE030F744562878017""}"
artifacts,identity::NINGXIA_DA::TimeMixer::NO_RARE_MASS::s37,True,"{""config"": ""NO_RARE_MASS"", ""seed"": 37, ""partition"": ""DEV_EVAL""}"
artifacts,hash::NINGXIA_DA::TimeMixer::NO_RARE_MASS::s37,True,"{""on_disk"": ""06E3338813741ABA371BA8A038A4C768C99D24FD8388356630CBC9E99B476107"", ""indexed"": ""06E3338813741ABA371BA8A038A4C768C99D24FD8388356630CBC9E99B476107""}"
artifacts,identity::NINGXIA_DA::TimeMixer::NO_SHAPE_CONTEXT::s7,True,"{""config"": ""NO_SHAPE_CONTEXT"", ""seed"": 7, ""partition"": ""DEV_EVAL""}"
artifacts,hash::NINGXIA_DA::TimeMixer::NO_SHAPE_CONTEXT::s7,True,"{""on_disk"": ""ED7DB1A6B171D1BB6E54A0DFF1F27712EA269CA0714397A6D03A3ED2D664CDBB"", ""indexed"": ""ED7DB1A6B171D1BB6E54A0DFF1F27712EA269CA0714397A6D03A3ED2D664CDBB""}"
artifacts,identity::NINGXIA_DA::TimeMixer::NO_SHAPE_CONTEXT::s17,True,"{""config"": ""NO_SHAPE_CONTEXT"", ""seed"": 17, ""partition"": ""DEV_EVAL""}"
artifacts,hash::NINGXIA_DA::TimeMixer::NO_SHAPE_CONTEXT::s17,True,"{""on_disk"": ""C05B122C2CB0B7C5BAC69816415C8A4C3964DD844542C6DB84FD365B6C69C969"", ""indexed"": ""C05B122C2CB0B7C5BAC69816415C8A4C3964DD844542C6DB84FD365B6C69C969""}"
artifacts,identity::NINGXIA_DA::TimeMixer::NO_SHAPE_CONTEXT::s37,True,"{""config"": ""NO_SHAPE_CONTEXT"", ""seed"": 37, ""partition"": ""DEV_EVAL""}"
artifacts,hash::NINGXIA_DA::TimeMixer::NO_SHAPE_CONTEXT::s37,True,"{""on_disk"": ""6A36340F1891ED145674FB07D2F7F6BF43EC580CD1127D89168FD46763161181"", ""indexed"": ""6A36340F1891ED145674FB07D2F7F6BF43EC580CD1127D89168FD46763161181""}"
artifacts,identity::NINGXIA_DA::TimeMixer::NO_TCN::s7,True,"{""config"": ""NO_TCN"", ""seed"": 7, ""partition"": ""DEV_EVAL""}"
artifacts,hash::NINGXIA_DA::TimeMixer::NO_TCN::s7,True,"{""on_disk"": ""937EE2714C2050D65460B6896AF436EECE198E59A978168FFB0DCB5B61C97F51"", ""indexed"": ""937EE2714C2050D65460B6896AF436EECE198E59A978168FFB0DCB5B61C97F51""}"
artifacts,identity::NINGXIA_DA::TimeMixer::NO_TCN::s17,True,"{""config"": ""NO_TCN"", ""seed"": 17, ""partition"": ""DEV_EVAL""}"
artifacts,hash::NINGXIA_DA::TimeMixer::NO_TCN::s17,True,"{""on_disk"": ""0E8DBCFB25B49960A5F6C4D291108441922CF579F19A43E26D3920F45D5D44F0"", ""indexed"": ""0E8DBCFB25B49960A5F6C4D291108441922CF579F19A43E26D3920F45D5D44F0""}"
artifacts,identity::NINGXIA_DA::TimeMixer::NO_TCN::s37,True,"{""config"": ""NO_TCN"", ""seed"": 37, ""partition"": ""DEV_EVAL""}"
artifacts,hash::NINGXIA_DA::TimeMixer::NO_TCN::s37,True,"{""on_disk"": ""14E7191EF4166EC66F55A2AB98BE8240712D51C480F37CEEC03429C27FE271F9"", ""indexed"": ""14E7191EF4166EC66F55A2AB98BE8240712D51C480F37CEEC03429C27FE271F9""}"
artifacts,identity::NINGXIA_DA::TimeMixer::TIED_AMPLITUDE::s7,True,"{""config"": ""TIED_AMPLITUDE"", ""seed"": 7, ""partition"": ""DEV_EVAL""}"
artifacts,hash::NINGXIA_DA::TimeMixer::TIED_AMPLITUDE::s7,True,"{""on_disk"": ""DC41C747A9516AC5638F9D5F68E15144F2F2ED5EAF8CD5D7AC01C5A23686067F"", ""indexed"": ""DC41C747A9516AC5638F9D5F68E15144F2F2ED5EAF8CD5D7AC01C5A23686067F""}"
artifacts,identity::NINGXIA_DA::TimeMixer::TIED_AMPLITUDE::s17,True,"{""config"": ""TIED_AMPLITUDE"", ""seed"": 17, ""partition"": ""DEV_EVAL""}"
artifacts,hash::NINGXIA_DA::TimeMixer::TIED_AMPLITUDE::s17,True,"{""on_disk"": ""2A48616BC78A27595D77A87D1687ADCF328A771620DF45424B0F54B37A4B52A7"", ""indexed"": ""2A48616BC78A27595D77A87D1687ADCF328A771620DF45424B0F54B37A4B52A7""}"
artifacts,identity::NINGXIA_DA::TimeMixer::TIED_AMPLITUDE::s37,True,"{""config"": ""TIED_AMPLITUDE"", ""seed"": 37, ""partition"": ""DEV_EVAL""}"
artifacts,hash::NINGXIA_DA::TimeMixer::TIED_AMPLITUDE::s37,True,"{""on_disk"": ""A4244395D7C6D91F61A8172A221929AA98352BBE3FCEDB9FDF1BC7E9B58540D1"", ""indexed"": ""A4244395D7C6D91F61A8172A221929AA98352BBE3FCEDB9FDF1BC7E9B58540D1""}"
artifacts,identity::NINGXIA_DA::iTransformer::FULL::s7,True,"{""config"": ""FULL"", ""seed"": 7, ""partition"": ""DEV_EVAL""}"
artifacts,hash::NINGXIA_DA::iTransformer::FULL::s7,True,"{""on_disk"": ""9C37C5F1AA6B952B82FC487624ECF94A38B8C15A45306E37CA15A7E246A3C73E"", ""indexed"": ""9C37C5F1AA6B952B82FC487624ECF94A38B8C15A45306E37CA15A7E246A3C73E""}"
artifacts,identity::NINGXIA_DA::iTransformer::FULL::s17,True,"{""config"": ""FULL"", ""seed"": 17, ""partition"": ""DEV_EVAL""}"
artifacts,hash::NINGXIA_DA::iTransformer::FULL::s17,True,"{""on_disk"": ""444BCB645EB516A38D7D6C011C6470AEB28F19C535686338759D79E66133197E"", ""indexed"": ""444BCB645EB516A38D7D6C011C6470AEB28F19C535686338759D79E66133197E""}"
artifacts,identity::NINGXIA_DA::iTransformer::FULL::s37,True,"{""config"": ""FULL"", ""seed"": 37, ""partition"": ""DEV_EVAL""}"
artifacts,hash::NINGXIA_DA::iTransformer::FULL::s37,True,"{""on_disk"": ""52B23C235EE6BB8E9C77AFCBD45C7810985326531ADC8860CB2243D37EB7DA9F"", ""indexed"": ""52B23C235EE6BB8E9C77AFCBD45C7810985326531ADC8860CB2243D37EB7DA9F""}"
artifacts,identity::NINGXIA_DA::iTransformer::NO_RARE_MASS::s7,True,"{""config"": ""NO_RARE_MASS"", ""seed"": 7, ""partition"": ""DEV_EVAL""}"
artifacts,hash::NINGXIA_DA::iTransformer::NO_RARE_MASS::s7,True,"{""on_disk"": ""B6CBB31FBE6B1767ACA9B913E90601838DB8622394886B9C71311697162731F4"", ""indexed"": ""B6CBB31FBE6B1767ACA9B913E90601838DB8622394886B9C71311697162731F4""}"
artifacts,identity::NINGXIA_DA::iTransformer::NO_RARE_MASS::s17,True,"{""config"": ""NO_RARE_MASS"", ""seed"": 17, ""partition"": ""DEV_EVAL""}"
artifacts,hash::NINGXIA_DA::iTransformer::NO_RARE_MASS::s17,True,"{""on_disk"": ""B3B29DA4C92F765408FDD55DA2130B877385022399D6C9392CDE2E1A49DAD96F"", ""indexed"": ""B3B29DA4C92F765408FDD55DA2130B877385022399D6C9392CDE2E1A49DAD96F""}"
artifacts,identity::NINGXIA_DA::iTransformer::NO_RARE_MASS::s37,True,"{""config"": ""NO_RARE_MASS"", ""seed"": 37, ""partition"": ""DEV_EVAL""}"
artifacts,hash::NINGXIA_DA::iTransformer::NO_RARE_MASS::s37,True,"{""on_disk"": ""CFC4E70D6EE07DBEBF4608EC5EF913C26DCC3F478A776C7C17526FE6786AD80E"", ""indexed"": ""CFC4E70D6EE07DBEBF4608EC5EF913C26DCC3F478A776C7C17526FE6786AD80E""}"
artifacts,identity::NINGXIA_DA::iTransformer::NO_SHAPE_CONTEXT::s7,True,"{""config"": ""NO_SHAPE_CONTEXT"", ""seed"": 7, ""partition"": ""DEV_EVAL""}"
artifacts,hash::NINGXIA_DA::iTransformer::NO_SHAPE_CONTEXT::s7,True,"{""on_disk"": ""C606B8E56DA7689ABC2D97AE246F475F9EC20BD3A257F9330E82FD10B356CB79"", ""indexed"": ""C606B8E56DA7689ABC2D97AE246F475F9EC20BD3A257F9330E82FD10B356CB79""}"
artifacts,identity::NINGXIA_DA::iTransformer::NO_SHAPE_CONTEXT::s17,True,"{""config"": ""NO_SHAPE_CONTEXT"", ""seed"": 17, ""partition"": ""DEV_EVAL""}"
artifacts,hash::NINGXIA_DA::iTransformer::NO_SHAPE_CONTEXT::s17,True,"{""on_disk"": ""13BB0BEFFEE405ABCA124A4B91315057A529FC0B96BEF79A64A630D6DB9F0F95"", ""indexed"": ""13BB0BEFFEE405ABCA124A4B91315057A529FC0B96BEF79A64A630D6DB9F0F95""}"
artifacts,identity::NINGXIA_DA::iTransformer::NO_SHAPE_CONTEXT::s37,True,"{""config"": ""NO_SHAPE_CONTEXT"", ""seed"": 37, ""partition"": ""DEV_EVAL""}"
artifacts,hash::NINGXIA_DA::iTransformer::NO_SHAPE_CONTEXT::s37,True,"{""on_disk"": ""401B1825095D6914DF9B331B05D7D94FC980BE46C508EFA4F6D17299D6518921"", ""indexed"": ""401B1825095D6914DF9B331B05D7D94FC980BE46C508EFA4F6D17299D6518921""}"
artifacts,identity::NINGXIA_DA::iTransformer::NO_TCN::s7,True,"{""config"": ""NO_TCN"", ""seed"": 7, ""partition"": ""DEV_EVAL""}"
