Timestamp,ATACAMA_______220,CARDONES______220,CHARRUA_______220,CRUCERO_______220,P.AZUCAR______220,P.MONTT_______220,QUILLOTA______220,TARAPACA______220
2022-01-01 00:00:00,73.68267,71.23395,68.65769,74.70297,70.28167,73.4531,69.13383,77.04115
2022-01-01 01:00:00,84.37881,81.57299,78.61412,85.54365,80.47616,84.11523,79.15828,88.21344
2022-01-01 02:00:00,169.18275,163.56259,157.62785,171.51243,161.36045,168.65559,158.72467,176.87751
2022-01-01 03:00:00,137.09431,132.52847,127.72456,138.98187,130.75145,136.66068,128.61732,143.32664
2022-01-01 04:00:00,108.87451,105.25245,101.43483,110.37095,103.83253,108.53441,102.14053,113.82297
2022-01-01 05:00:00,108.87451,105.25245,101.43483,110.37095,103.83253,108.53441,102.14053,113.82297
2022-01-01 06:00:00,97.34512,94.10567,90.69617,98.68002,92.8388,97.03903,91.32535,101.76642
2022-01-01 07:00:00,48.55778,46.9423,45.2418,49.22948,46.31312,48.40473,45.5564,50.76843
2022-01-01 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01 19:00:00,13.9356,13.34042,12.95781,13.87608,13.19588,13.96111,13.2469,14.22468
2022-01-01 20:00:00,84.25127,80.68873,78.35054,83.91117,79.77046,84.43833,80.11056,86.0453
2022-01-01 21:00:00,66.38752,63.5817,61.74516,66.12394,62.85898,66.54057,63.12256,67.79894
2022-01-01 22:00:00,71.94816,68.90426,66.91468,71.65907,68.12203,72.1097,68.41112,73.47861
2022-01-01 23:00:00,64.9591,62.20429,60.41026,64.70403,61.50709,65.10364,61.76216,66.33651
2022-01-02 00:00:00,70.4007,67.11023,62.89299,71.30197,65.69032,69.53345,64.33842,73.51262
2022-01-02 01:00:00,64.46596,61.44757,57.58743,65.2822,60.14669,63.66672,58.91382,67.31429
2022-01-02 02:00:00,64.32992,61.32003,57.4684,65.14616,60.01915,63.53068,58.78629,67.17825
2022-01-02 03:00:00,64.49997,61.48158,57.62144,65.32471,60.1807,63.70073,58.94783,67.35681
2022-01-02 04:00:00,64.49997,61.48158,57.62144,65.32471,60.1807,63.70073,58.94783,67.35681
2022-01-02 05:00:00,69.63548,66.37902,62.21279,70.52824,64.97611,68.77672,63.64121,72.72188
2022-01-02 06:00:00,95.24501,90.7897,85.08452,96.46086,88.86813,94.07166,87.0486,99.46225
2022-01-02 07:00:00,38.87343,37.04539,34.72421,39.36658,36.26316,38.38879,35.52345,40.58243
2022-01-02 08:00:00,0.60368,0.58667,0.62068,0.57817,0.60368,0.72271,0.62919,0.56967
2022-01-02 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-02 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-02 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-02 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-02 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-02 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-02 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-02 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-02 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-02 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-02 19:00:00,51.23607,49.3145,49.28049,51.17655,49.11894,56.56713,49.01691,52.48593
2022-01-02 20:00:00,74.805,72.00767,71.94816,74.72847,71.71009,82.59329,71.56554,76.62453
2022-01-02 21:00:00,74.54142,71.7526,71.70158,74.4649,71.46351,82.3042,71.31047,76.36095
2022-01-02 22:00:00,63.98982,61.60061,61.5496,63.9303,61.35404,70.65578,61.218,65.54577
2022-01-02 23:00:00,65.52877,63.08005,63.02903,65.46925,62.82497,72.35628,62.68893,67.12724
2022-01-03 00:00:00,81.07984,78.25701,75.28114,81.98111,77.1942,83.00141,75.43418,84.55736
2022-01-03 01:00:00,81.07984,78.25701,75.28114,81.98111,77.1942,83.00141,75.43418,84.55736
2022-01-03 02:00:00,81.07984,78.25701,75.28114,81.98111,77.1942,83.00141,75.43418,84.55736
2022-01-03 03:00:00,81.07984,78.25701,75.28114,81.98111,77.1942,83.00141,75.43418,84.55736
2022-01-03 04:00:00,81.07984,78.25701,75.28114,81.98111,77.1942,83.00141,75.43418,84.55736
2022-01-03 05:00:00,81.07984,78.25701,75.28114,81.98111,77.1942,83.00141,75.43418,84.55736
2022-01-03 06:00:00,102.83774,99.25819,95.49158,103.98558,97.90629,105.27796,95.67863,107.25054
2022-01-03 07:00:00,107.58213,103.84103,99.89587,108.78099,102.42962,110.13288,100.09143,112.19899
2022-01-03 08:00:00,47.53748,47.38443,52.25637,45.04625,49.58658,62.67193,51.43162,44.5616
2022-01-03 09:00:00,44.08546,43.94942,48.46425,41.78129,45.99002,58.13159,47.70753,41.33065
2022-01-03 10:00:00,54.09291,53.92286,59.45798,51.25307,56.42259,71.31047,58.53121,50.70041
2022-01-03 11:00:00,54.09291,53.92286,59.45798,51.25307,56.42259,71.31047,58.53121,50.70891
2022-01-03 12:00:00,59.40697,59.21991,65.3077,56.29505,61.96622,78.32503,64.2789,55.69138
2022-01-03 13:00:00,55.83592,55.65737,61.37955,52.90256,58.24213,73.61465,60.41026,52.34139
2022-01-03 14:00:00,59.8406,59.65354,65.78384,56.70317,62.42536,128.2007,64.75504,56.09099
2022-01-03 15:00:00,51.55066,51.38911,58.72677,48.85537,53.77831,183.6625,55.7849,48.32821
2022-01-03 16:00:00,22.15752,22.0895,50.98099,21.00118,23.1098,184.49575,23.97705,20.77161
2022-01-03 17:00:00,0.0,0.0,50.98099,0.0,0.0,172.37969,0.0,0.0
2022-01-03 18:00:00,40.91403,39.94475,50.58988,40.65045,40.06378,158.29104,40.07228,41.68776
2022-01-03 19:00:00,88.38349,86.28337,87.49073,87.80532,86.53845,165.54368,86.57246,90.04998
2022-01-03 20:00:00,131.58469,128.46427,130.2668,130.73444,128.84689,158.29104,128.8894,134.06742
2022-01-03 21:00:00,148.09655,144.58501,146.60861,147.13576,145.01864,178.15288,145.06115,150.89387
2022-01-03 22:00:00,142.19581,138.82882,140.77589,141.27754,139.24544,184.76783,139.28796,144.8826
2022-01-03 23:00:00,67.36531,65.76684,66.68511,66.92318,65.9624,184.76783,65.9794,68.64068
2022-01-04 00:00:00,66.73896,66.12233,67.13596,67.92997,66.10544,189.55688,65.58173,70.0248
2022-01-04 01:00:00,82.20523,81.44501,82.7036,83.66654,81.42812,189.55688,80.7777,86.2513
