Timestamp,ATACAMA_______220,CARDONES______220,CHARRUA_______220,CRUCERO_______220,P.AZUCAR______220,P.MONTT_______220,QUILLOTA______220,TARAPACA______220
2018-01-01 00:00:00,35.96288,34.24158,28.58588,34.30305,31.78258,27.2949,29.87685,35.4096
2018-01-01 01:00:00,35.96288,34.24158,28.58588,34.30305,31.78258,27.2949,29.87685,35.4096
2018-01-01 02:00:00,35.96288,34.24158,28.58588,34.30305,31.78258,27.2949,29.87685,35.4096
2018-01-01 03:00:00,35.96288,33.99568,28.09408,34.30305,31.53668,26.8031,29.32358,35.4096
2018-01-01 04:00:00,35.96288,31.53668,27.66375,34.30305,29.2621,26.43425,28.89325,35.4096
2018-01-01 05:00:00,35.96288,31.2293,27.41785,34.30305,29.0162,26.18835,28.64735,35.4096
2018-01-01 06:00:00,32.9506,28.15555,24.71295,31.41373,26.12688,23.6064,25.8195,32.4588
2018-01-01 07:00:00,31.90553,25.69655,22.56133,30.36865,23.8523,21.51625,23.54493,31.35225
2018-01-01 08:00:00,28.5244,13.5245,19.4261,27.049,18.13513,18.38103,20.04085,28.21703
2018-01-01 09:00:00,28.5244,0.0,19.4261,27.049,18.13513,18.38103,20.04085,28.21703
2018-01-01 10:00:00,28.5244,0.0,22.31543,27.049,20.77855,21.08593,22.99165,28.21703
2018-01-01 11:00:00,28.5244,0.0,24.65148,27.049,22.99165,23.29903,25.38918,28.21703
2018-01-01 12:00:00,28.5244,0.0,24.65148,27.049,22.99165,23.29903,25.38918,28.21703
2018-01-01 13:00:00,28.5244,0.0,25.8195,27.049,24.03673,24.3441,26.5572,28.21703
2018-01-01 14:00:00,28.5244,0.0,27.23343,27.049,25.38918,25.69655,28.0326,28.21703
2018-01-01 15:00:00,28.5244,0.0,26.86458,27.049,25.02033,25.38918,27.66375,28.21703
2018-01-01 16:00:00,28.5244,0.0,25.02033,27.049,6.08603,23.66788,25.8195,28.21703
2018-01-01 17:00:00,28.5244,0.0,24.03673,27.049,0.0,22.74575,24.77443,28.21703
2018-01-01 18:00:00,28.40145,0.0,25.3277,26.98753,0.0,23.91378,26.3113,27.97113
2018-01-01 19:00:00,31.84405,25.8195,27.7867,30.2457,24.89738,26.18835,28.83178,31.41373
2018-01-01 20:00:00,32.58175,30.9834,28.0326,30.92193,29.93833,26.43425,29.13915,32.08995
2018-01-01 21:00:00,32.64323,31.04488,28.95473,30.9834,29.9998,27.2949,30.06128,32.15143
2018-01-01 22:00:00,32.7047,31.10635,29.32358,31.04488,30.06128,27.66375,30.43013,32.2129
2018-01-01 23:00:00,32.52028,30.9834,29.13915,30.86045,29.87685,27.5408,30.30718,32.02848
2018-01-02 00:00:00,33.12912,31.86809,28.30368,31.65184,30.13731,26.27023,29.38505,32.64937
2018-01-02 01:00:00,32.72161,31.33473,27.82998,31.2625,29.63292,25.83057,28.89325,32.24776
2018-01-02 02:00:00,32.65199,31.26806,27.77077,31.19598,29.56987,25.77561,28.83178,32.17914
2018-01-02 03:00:00,32.74064,31.60141,28.06683,31.28068,29.88511,26.0504,29.13915,32.26651
2018-01-02 04:00:00,32.63806,32.00143,28.42211,31.18268,30.2634,26.38015,29.508,32.16542
2018-01-02 05:00:00,32.63806,32.13477,28.54053,31.18268,30.3895,26.49007,29.63095,32.16542
2018-01-02 06:00:00,32.63806,32.13477,28.54053,31.18268,30.3895,26.49007,29.63095,32.16542
2018-01-02 07:00:00,32.2881,32.13477,28.54053,30.84832,30.3895,26.49007,29.63095,31.82053
2018-01-02 08:00:00,29.40587,13.98807,29.85273,27.84623,28.70125,30.15725,31.7211,29.02371
2018-01-02 09:00:00,28.62616,0.0,29.85273,27.10788,28.70125,30.15725,31.7211,28.25413
2018-01-02 10:00:00,28.62616,0.0,29.85273,27.10788,28.70125,30.15725,31.7211,28.25413
2018-01-02 11:00:00,20.99252,0.0,29.85273,19.87911,28.70125,30.15725,31.7211,20.7197
2018-01-02 12:00:00,29.32974,0.0,29.85273,27.77414,28.70125,30.15725,31.7211,28.94857
2018-01-02 13:00:00,29.32974,0.0,29.85273,27.77414,28.70125,30.15725,31.7211,28.94857
2018-01-02 14:00:00,29.21248,0.0,29.85273,27.6631,11.95885,30.15725,31.7211,28.83283
2018-01-02 15:00:00,29.28283,0.0,29.85273,27.72972,0.0,30.15725,31.7211,28.90227
2018-01-02 16:00:00,29.2242,0.0,29.85273,27.6742,0.0,30.15725,31.7211,28.8444
2018-01-02 17:00:00,29.10694,0.0,29.85273,27.56316,0.0,30.15725,31.7211,28.72866
2018-01-02 18:00:00,29.04595,2.10776,29.31462,27.10587,0.0,29.38928,31.10635,28.22693
2018-01-02 19:00:00,31.35539,29.85988,29.31462,29.26105,0.0,29.38928,31.10635,30.47125
2018-01-02 20:00:00,33.32278,31.73344,29.31462,31.09704,0.0,29.38928,31.10635,32.38317
2018-01-02 21:00:00,33.32278,31.73344,29.31462,31.09704,8.76953,29.38928,31.10635,32.38317
2018-01-02 22:00:00,36.15091,34.42669,29.31462,33.73628,33.92424,29.38928,31.10635,35.13156
2018-01-02 23:00:00,36.2124,34.48524,29.31462,33.79365,33.98194,29.38928,31.10635,35.19131
2018-01-03 00:00:00,35.18547,34.16368,29.78256,34.59573,32.46701,27.30746,31.29078,35.6459
2018-01-03 01:00:00,35.04829,34.03049,29.78256,34.46086,32.34043,27.30746,31.29078,35.50693
2018-01-03 02:00:00,34.91112,33.8973,29.78256,34.32598,32.21385,27.30746,31.29078,35.36796
2018-01-03 03:00:00,34.91112,33.8973,29.78256,34.32598,32.21385,27.30746,31.29078,35.36796
2018-01-03 04:00:00,34.91112,33.8973,29.78256,34.32598,32.21385,27.30746,31.29078,35.36796
2018-01-03 05:00:00,34.91112,33.8973,29.78256,34.32598,32.21385,27.30746,31.29078,35.36796
2018-01-03 06:00:00,34.91112,33.8973,29.78256,34.32598,32.21385,27.30746,31.29078,35.36796
2018-01-03 07:00:00,32.99066,33.8973,29.78256,32.43771,32.21385,27.30746,31.29078,33.42238
2018-01-03 08:00:00,28.99401,10.71981,30.02894,27.71456,28.51635,29.93978,31.84405,28.83024
2018-01-03 09:00:00,28.99401,0.0,30.02894,27.71456,28.51635,29.93978,31.84405,28.83024
2018-01-03 10:00:00,28.99401,0.0,30.02894,27.71456,28.51635,29.93978,31.84405,28.83024
2018-01-03 11:00:00,28.99401,0.0,30.02894,27.71456,28.51635,29.93978,31.84405,28.83024
2018-01-03 12:00:00,28.83728,0.0,30.02894,27.56475,28.51635,29.93978,31.84405,28.6744
2018-01-03 13:00:00,28.15814,0.0,30.02894,26.91558,28.51635,29.93978,31.84405,27.9991
2018-01-03 14:00:00,28.15814,0.0,30.02894,26.91558,14.25817,29.93978,31.84405,27.9991
2018-01-03 15:00:00,28.15814,0.0,30.02894,26.91558,0.0,29.93978,31.84405,27.9991
2018-01-03 16:00:00,28.15814,0.0,30.02894,26.91558,0.0,29.93978,31.84405,27.9991
2018-01-03 17:00:00,28.15814,0.0,30.02894,26.91558,0.0,29.93978,31.84405,27.9991
2018-01-03 18:00:00,28.96722,0.0,29.98483,26.99676,0.0,30.17795,31.65963,28.09014
2018-01-03 19:00:00,32.09231,23.81759,29.98483,29.90927,0.0,30.17795,31.65963,31.12061
2018-01-03 20:00:00,32.09231,30.79562,29.98483,29.90927,0.0,30.17795,31.65963,31.12061
2018-01-03 21:00:00,29.92878,28.71951,29.98483,27.89292,0.0,30.17795,31.65963,29.02259
2018-01-03 22:00:00,29.92878,28.71951,29.98483,27.89292,0.0,30.17795,31.65963,29.02259
2018-01-03 23:00:00,29.92878,28.71951,29.98483,27.89292,0.0,30.17795,31.65963,29.02259
2018-01-04 00:00:00,29.68216,28.76793,29.01172,27.85369,0.0,27.30515,30.29165,28.82888
2018-01-04 01:00:00,29.68216,28.76793,29.01172,27.85369,0.0,27.30515,30.29165,28.82888
2018-01-04 02:00:00,31.26684,30.3526,29.01172,29.37742,23.64821,27.30515,30.29165,30.3526
2018-01-04 03:00:00,31.63253,30.65735,29.01172,29.68216,29.01172,27.30515,30.29165,30.7183
2018-01-04 04:00:00,31.63253,30.65735,29.01172,29.68216,29.01172,27.30515,30.29165,30.7183
2018-01-04 05:00:00,31.75443,30.77925,29.01172,29.80406,29.13362,27.30515,30.29165,30.84019
2018-01-04 06:00:00,33.21721,32.18107,29.01172,31.14494,30.41355,27.30515,30.29165,32.24202
2018-01-04 07:00:00,31.57158,30.29165,29.01172,29.62121,28.58508,27.30515,30.29165,30.65735
2018-01-04 08:00:00,28.21939,24.1358,29.49932,26.69566,25.29384,28.52413,31.38874,27.85369
2018-01-04 09:00:00,27.91464,20.11317,29.49932,26.45187,21.08835,28.52413,31.38874,27.6099
2018-01-04 10:00:00,27.91464,0.0,29.49932,26.45187,0.0,28.52413,31.38874,27.6099
2018-01-04 11:00:00,27.91464,0.0,29.49932,26.45187,0.0,28.52413,31.38874,27.6099
2018-01-04 12:00:00,27.91464,0.0,29.49932,26.45187,0.0,28.52413,31.38874,27.6099
2018-01-04 13:00:00,27.91464,0.0,29.49932,26.45187,0.0,28.52413,31.38874,27.6099
2018-01-04 14:00:00,27.91464,0.0,29.49932,26.45187,0.0,28.52413,31.38874,27.6099
2018-01-04 15:00:00,27.91464,0.0,29.49932,26.45187,0.0,28.52413,31.38874,27.6099
2018-01-04 16:00:00,27.91464,0.0,29.49932,26.45187,0.0,28.52413,31.38874,27.6099
2018-01-04 17:00:00,27.91464,0.0,29.49932,26.45187,0.0,28.52413,31.38874,27.6099
2018-01-04 18:00:00,28.46318,0.0,29.31647,26.75661,0.0,28.28034,31.08399,27.79274
2018-01-04 19:00:00,29.43837,0.0,29.31647,27.67085,0.0,28.28034,31.08399,28.76793
2018-01-04 20:00:00,30.2307,8.71571,29.31647,28.40223,0.0,28.28034,31.08399,29.49932
2018-01-04 21:00:00,30.2307,26.14712,29.31647,28.40223,0.0,28.28034,31.08399,29.49932
2018-01-04 22:00:00,30.2307,26.14712,29.31647,28.40223,0.0,28.28034,31.08399,29.49932
2018-01-04 23:00:00,30.2307,26.14712,29.31647,28.40223,0.0,28.28034,31.08399,29.49932
2018-01-05 00:00:00,32.117,30.90732,28.91135,30.18152,28.42748,26.18957,29.93958,31.27023
2018-01-05 01:00:00,32.23797,31.02829,28.91135,30.30248,28.54845,26.18957,29.93958,31.45168
2018-01-05 02:00:00,32.23797,31.02829,28.7299,30.30248,28.54845,26.00812,29.75813,31.45168
2018-01-05 03:00:00,32.23797,31.02829,28.7299,30.30248,28.54845,25.94764,29.69764,31.45168
