dataset,tier,backbone,neg_pct_test,currency,mae_base,mae_bech,mae_gain,tail_base,tail_bech,tail_gain,rmae_base,rmae_bech,neg_n,neg_miss_base,neg_miss_bech,mae_neg_base,mae_neg_bech,mae_norm_base,mae_norm_bech,spike_n,fire,lam_neg,lam_pos,n_fired,harm_rate,gain_on_fired,worst_harm,dm_p,dm_stat,seconds
LAGO_BE,L2,GBDT,0.019146084625694046,EUR,8.50167494478965,8.50167494478965,0.0,74.25484357679252,74.25484357679252,0.0,0.965929619108531,0.965929619108531,2,1.0,1.0,33.57261012208192,33.57261012208192,7.532949927187038,7.532949927187038,167,0.0,0.0,0.0,0,,,,,,6.1
LAGO_FR,L2,Linear,0.019146084625694046,EUR,5.79236040285587,5.79236040285587,0.0,60.6542418548329,60.6542418548329,0.0,0.7482717449303329,0.7482717449303329,2,1.0,1.0,7.02713953838275,7.02713953838275,5.2086458635356845,5.2086458635356845,113,0.0,0.0,0.0,0,,,,,,3.6
LAGO_FR,L2,MLP,0.019146084625694046,EUR,6.530073932088038,6.530073932088038,0.0,64.68750491743229,64.68750491743229,0.0,0.8435714416662446,0.8435714416662446,2,0.0,0.0,5.725521346507048,5.725521346507048,5.953421665009222,5.953421665009222,113,0.0,0.0,0.0,0,,,,,,17.2
LAGO_FR,L2,LSTM,0.019146084625694046,EUR,5.628283599473474,5.628283599473474,0.0,62.5475551570201,62.5475551570201,0.0,0.7270758891080668,0.7270758891080668,2,1.0,1.0,8.906789073944092,8.906789073944092,5.0451276062300145,5.0451276062300145,113,0.0,0.0,0.0,0,,,,,,956.7
LAGO_FR,L2,Transformer,0.019146084625694046,EUR,5.594993308932759,5.594993308932759,0.0,60.46023796882214,60.46023796882214,0.0,0.7227753653043585,0.7227753653043585,2,0.0,0.0,4.828420333862304,4.828420333862304,5.060260501601391,5.060260501601391,113,0.0,0.0,0.0,0,,,,,,51.9
LAGO_FR,L2,GBDT,0.019146084625694046,EUR,6.4590808666671515,6.4590808666671515,0.0,76.50219471002562,76.50219471002562,0.0,0.8344003781885218,0.8344003781885218,2,0.0,0.0,18.989807741364007,18.989807741364007,5.723255745303004,5.723255745303004,113,0.0,0.0,0.0,0,,,,,,24.5
LAGO_PJM,L2,Linear,0.5743825387708213,USD,5.719771197402827,5.719771197402827,0.0,23.271785576111768,23.271785576111768,0.0,0.8143773305174004,0.8143773305174004,60,0.8,0.8,10.419424567413477,10.419424567413477,5.649665262404015,5.649665262404015,11,0.0,0.0,0.0,0,,,,,,3.7
LAGO_PJM,L2,MLP,0.5743825387708213,USD,4.175497107481576,4.175497107481576,0.0,24.69022252284521,24.69022252284521,0.0,0.5945045825465891,0.5945045825465891,60,1.0,1.0,12.846894888081916,12.846894888081916,4.099084025209359,4.099084025209359,11,0.0,0.0,0.0,0,,,,,,48.3
LAGO_PJM,L2,LSTM,0.5743825387708213,USD,3.7952192464493306,3.7952192464493306,0.0,25.21383243877334,25.21383243877334,0.0,0.5403608661925281,0.5403608661925281,60,0.8166666666666667,0.8166666666666667,11.407793789523904,11.407793789523904,3.7270555402031436,3.7270555402031436,11,0.0,0.0,0.0,0,,,,,,1108.0
LAGO_PJM,L2,Transformer,0.5743825387708213,USD,3.7336790780737035,3.7336790780737035,0.0,23.222198555086994,23.222198555086994,0.0,0.5315988167482967,0.5315988167482967,60,0.9333333333333333,0.9333333333333333,11.481976119372431,11.481976119372431,3.6471898261632205,3.6471898261632205,11,0.0,0.0,0.0,0,,,,,,50.6
