cell,market,host,n_seeds,recovery_val_mae_median,frozen_val_mae_median,host_val_mae_median,improvement_vs_frozen_pct,gain_vs_host_pct_recovery,gain_vs_host_pct_frozen,selected_correction_ratio_median,n_seeds_step_gt0_and_ratio_ge_0.05,selected_steps,selected_epoch0_equivalents,all_finite
GANSU_DA__PatchTST,GANSU_DA,PatchTST,3,77.10397338867188,77.10391998291016,77.10397338867188,-6.926465182391145e-05,0.0,6.926460384802476e-05,2.242682603537105e-05,0,[0, 0, 0],3,True
GANSU_DA__LSTM,GANSU_DA,LSTM,3,79.4853286743164,79.85386657714844,80.66068267822266,0.4615154138791505,1.4571585125246906,1.0002594501869357,0.14654862880706787,3,[600, 500, 600],0,True
SHANDONG_DA__PatchTST,SHANDONG_DA,PatchTST,3,75.46000671386719,75.34864807128906,76.86666870117188,-0.14779116205610757,1.8300025369555817,1.9748750082877853,0.17467139661312103,3,[800, 950, 1550],0,True
SHANDONG_DA__iTransformer,SHANDONG_DA,iTransformer,3,74.98084259033203,75.07172393798828,75.07028198242188,0.12105935882239895,0.11914087669310537,-0.0019208074464724828,0.1197773888707161,3,[450, 500, 450],0,True
SHAANXI_DA__TimeMixer,SHAANXI_DA,TimeMixer,3,103.47103118896484,103.46220397949219,103.59215545654297,-0.008531820445663365,0.11692416963844021,0.12544528731743212,0.03252938762307167,0,[300, 250, 250],0,True
SHAANXI_DA__PatchTST,SHAANXI_DA,PatchTST,3,108.53507232666016,111.96558380126953,111.96537780761719,3.0638981713329643,3.0637198285090426,-0.00018397977694291844,0.18921668827533722,2,[0, 700, 1150],1,True
NINGXIA_DA__iTransformer,NINGXIA_DA,iTransformer,3,69.3753662109375,71.0926513671875,71.31417083740234,2.415559306376644,2.7186807386225595,0.3106247574832109,0.24584171175956726,3,[600, 450, 450],0,True
QINGHAI_DA__TimeMixer,QINGHAI_DA,TimeMixer,3,150.66725158691406,157.571044921875,157.57135009765625,4.381384497630192,4.38156968666151,0.00019367466297703524,0.33701851963996887,3,[950, 1450, 750],0,True
