Timestamp,TH_NP15_GEN-APND,TH_SP15_GEN-APND,TH_ZP26_GEN-APND
2025-01-01 00:00:00,42.15472,41.35992,41.20665
2025-01-01 01:00:00,42.20734,41.38941,41.2671
2025-01-01 02:00:00,41.85056,41.17314,41.03231
2025-01-01 03:00:00,41.39496,40.83716,40.54041
2025-01-01 04:00:00,42.16713,41.51501,41.20029
2025-01-01 05:00:00,42.18,41.66169,41.16568
2025-01-01 06:00:00,42.43256,42.02276,41.41611
2025-01-01 07:00:00,38.18,38.48371,38.34299
2025-01-01 08:00:00,31.77,26.36094,24.79742
2025-01-01 09:00:00,31.87223,22.95627,19.60634
2025-01-01 10:00:00,30.50089,22.50321,19.65094
2025-01-01 11:00:00,27.46248,21.37186,21.30338
2025-01-01 12:00:00,24.94401,19.94409,18.98962
2025-01-01 13:00:00,23.28458,19.95329,18.76744
2025-01-01 14:00:00,28.06569,21.23309,20.19823
2025-01-01 15:00:00,32.39461,31.87551,29.71476
2025-01-01 16:00:00,46.95426,44.57175,43.83167
2025-01-01 17:00:00,47.02741,45.86494,44.16419
2025-01-01 18:00:00,46.31712,45.62168,43.97594
2025-01-01 19:00:00,46.10823,45.49087,43.7106
2025-01-01 20:00:00,46.10606,45.42899,43.84641
2025-01-01 21:00:00,45.56278,45.3783,43.67585
2025-01-01 22:00:00,46.09088,44.71941,43.96296
2025-01-01 23:00:00,45.09415,42.05664,43.26337
2025-01-02 00:00:00,43.05436,41.56954,41.76037
2025-01-02 01:00:00,42.04656,40.65756,40.77397
2025-01-02 02:00:00,40.86144,39.94135,39.87513
2025-01-02 03:00:00,40.54074,39.98044,39.77263
2025-01-02 04:00:00,43.04523,42.25891,41.97391
2025-01-02 05:00:00,47.30216,46.55781,46.09162
2025-01-02 06:00:00,52.78097,52.05364,51.73708
2025-01-02 07:00:00,50.66561,47.42807,48.06982
2025-01-02 08:00:00,38.92342,31.5135,32.98877
2025-01-02 09:00:00,34.61322,27.13704,26.74527
2025-01-02 10:00:00,32.46675,27.24743,26.48
2025-01-02 11:00:00,32.24537,27.58687,27.85925
2025-01-02 12:00:00,31.0,26.10476,25.33694
2025-01-02 13:00:00,28.88526,25.23852,24.41087
2025-01-02 14:00:00,30.69754,26.30279,25.90386
2025-01-02 15:00:00,36.1678,33.18,33.17246
2025-01-02 16:00:00,47.89324,46.148,45.84298
2025-01-02 17:00:00,48.51429,46.543,46.4189
2025-01-02 18:00:00,48.12516,46.31259,46.17952
2025-01-02 19:00:00,47.23462,46.0084,45.69325
2025-01-02 20:00:00,47.12023,45.79421,45.78828
2025-01-02 21:00:00,46.0422,45.26134,45.03887
2025-01-02 22:00:00,46.0031,44.75433,44.89921
2025-01-02 23:00:00,43.69754,42.85205,42.99447
2025-01-03 00:00:00,45.36549,44.72065,44.80734
2025-01-03 01:00:00,42.76993,42.31206,42.34364
2025-01-03 02:00:00,42.49404,42.26325,42.12081
2025-01-03 03:00:00,42.4662,42.37899,42.20024
2025-01-03 04:00:00,44.13404,44.03586,43.495
2025-01-03 05:00:00,47.80737,47.85216,47.17729
2025-01-03 06:00:00,51.11171,50.65723,50.24346
2025-01-03 07:00:00,53.09216,51.61281,51.59107
2025-01-03 08:00:00,48.59677,44.90479,45.29593
2025-01-03 09:00:00,48.8314,40.78728,42.0
2025-01-03 10:00:00,44.52956,37.37201,37.23761
2025-01-03 11:00:00,44.04707,36.94219,36.85985
2025-01-03 12:00:00,40.36987,34.5681,34.38195
2025-01-03 13:00:00,40.5,33.94147,33.56476
2025-01-03 14:00:00,40.85452,34.36823,34.71227
2025-01-03 15:00:00,44.20799,40.72501,40.86008
2025-01-03 16:00:00,47.75463,46.12568,45.90854
2025-01-03 17:00:00,47.8717,46.30152,46.12841
2025-01-03 18:00:00,44.93938,43.98957,43.48588
2025-01-03 19:00:00,44.09566,42.87562,42.72841
2025-01-03 20:00:00,43.26677,41.55076,41.79033
2025-01-03 21:00:00,42.47052,40.45679,40.94477
2025-01-03 22:00:00,41.28732,38.17572,39.22761
2025-01-03 23:00:00,39.58113,37.07841,37.85286
2025-01-04 00:00:00,38.81314,38.44694,39.02775
2025-01-04 01:00:00,40.09875,37.99584,38.58074
2025-01-04 02:00:00,39.54632,37.37963,38.15875
2025-01-04 03:00:00,38.20994,36.16164,36.90347
2025-01-04 04:00:00,40.2367,38.19069,38.77135
2025-01-04 05:00:00,40.47147,38.68902,39.06457
2025-01-04 06:00:00,41.25983,39.46,39.79569
2025-01-04 07:00:00,41.2266,38.63435,39.28422
2025-01-04 08:00:00,27.0,17.55074,16.14949
2025-01-04 09:00:00,30.43695,9.56564,5.79034
2025-01-04 10:00:00,27.06465,7.90987,4.10623
2025-01-04 11:00:00,25.21,7.53591,4.596
2025-01-04 12:00:00,22.6154,6.83087,3.42006
2025-01-04 13:00:00,22.60141,6.30351,2.79889
2025-01-04 14:00:00,26.4111,9.40175,5.50534
2025-01-04 15:00:00,31.30163,23.92073,22.28574
2025-01-04 16:00:00,43.5048,41.18981,41.29922
2025-01-04 17:00:00,47.46456,45.24486,44.85592
2025-01-04 18:00:00,46.7664,44.44427,44.42693
2025-01-04 19:00:00,46.49229,44.68457,44.3412
2025-01-04 20:00:00,46.42673,44.28024,44.26417
2025-01-04 21:00:00,46.4006,44.10792,44.37587
2025-01-04 22:00:00,45.75888,43.22987,44.16853
2025-01-04 23:00:00,44.43373,43.17414,43.2216
2025-01-05 00:00:00,42.48483,41.5467,42.20343
2025-01-05 01:00:00,42.23799,41.37937,41.87336
2025-01-05 02:00:00,41.54798,40.61402,41.20612
2025-01-05 03:00:00,40.90342,40.22189,40.57686
2025-01-05 04:00:00,42.53303,41.77792,41.86685
2025-01-05 05:00:00,42.59978,41.82044,41.90171
2025-01-05 06:00:00,43.87828,43.285,42.98663
2025-01-05 07:00:00,42.08334,40.07282,40.4248
2025-01-05 08:00:00,28.17746,20.7105,20.03736
2025-01-05 09:00:00,31.44472,7.0,4.09063
2025-01-05 10:00:00,30.16117,5.52764,2.1742
2025-01-05 11:00:00,26.52307,4.83713,6.17845
2025-01-05 12:00:00,23.22872,3.15512,1.11915
2025-01-05 13:00:00,20.56187,0.93233,-1.32748
2025-01-05 14:00:00,29.89662,5.0208,2.5699
2025-01-05 15:00:00,33.14932,20.39885,18.94175
2025-01-05 16:00:00,46.67843,44.4233,44.28613
2025-01-05 17:00:00,48.32058,46.52151,45.65856
2025-01-05 18:00:00,46.71002,46.87011,46.65381
2025-01-05 19:00:00,48.65498,45.63335,45.91098
2025-01-05 20:00:00,48.47167,45.38959,45.82923
2025-01-05 21:00:00,48.10823,44.95082,45.73399
2025-01-05 22:00:00,47.2221,44.68353,45.47302
2025-01-05 23:00:00,45.92301,43.61399,44.47664
2025-01-06 00:00:00,43.96872,43.2671,43.47743
2025-01-06 01:00:00,43.86993,42.7256,43.33592
