Timestamp,TH_NP15_GEN-APND,TH_SP15_GEN-APND,TH_ZP26_GEN-APND
2022-01-01 00:00:00,59.57375,57.67852,57.58855
2022-01-01 01:00:00,61.73845,60.24222,59.95544
2022-01-01 02:00:00,57.97451,57.39671,56.67741
2022-01-01 03:00:00,58.82423,58.28615,57.55078
2022-01-01 04:00:00,60.93695,60.29981,59.61936
2022-01-01 05:00:00,75.63289,74.59861,73.97038
2022-01-01 06:00:00,83.72587,81.79997,81.4621
2022-01-01 07:00:00,77.04197,74.70314,74.43983
2022-01-01 08:00:00,56.42938,52.2439,52.37107
2022-01-01 09:00:00,42.45601,38.23336,38.44245
2022-01-01 10:00:00,40.75,32.97946,34.29871
2022-01-01 11:00:00,29.80444,26.56514,26.74
2022-01-01 12:00:00,28.8583,25.85542,26.0
2022-01-01 13:00:00,31.02446,27.95407,28.04993
2022-01-01 14:00:00,33.79135,31.08449,31.03833
2022-01-01 15:00:00,55.88116,53.52211,52.89191
2022-01-01 16:00:00,82.58904,80.7348,80.08331
2022-01-01 17:00:00,91.93017,90.33,89.45038
2022-01-01 18:00:00,91.66803,90.24508,89.37445
2022-01-01 19:00:00,87.74919,86.64469,85.75571
2022-01-01 20:00:00,81.4413,81.36587,80.16734
2022-01-01 21:00:00,77.59157,78.13663,76.8381
2022-01-01 22:00:00,74.31367,74.69653,73.53263
2022-01-01 23:00:00,64.61438,64.95277,63.89113
2022-01-02 00:00:00,65.62056,64.66143,64.20851
2022-01-02 01:00:00,62.95766,62.45738,61.91221
2022-01-02 02:00:00,62.44437,62.34881,61.53975
2022-01-02 03:00:00,62.15205,62.0,61.18271
2022-01-02 04:00:00,64.2,63.91882,63.25184
2022-01-02 05:00:00,73.30405,72.56,71.86803
2022-01-02 06:00:00,75.48514,74.64165,73.97452
2022-01-02 07:00:00,72.26141,70.22444,69.92617
2022-01-02 08:00:00,54.47114,51.39041,51.39041
2022-01-02 09:00:00,42.46,38.25742,38.44174
2022-01-02 10:00:00,39.18048,31.31664,28.0
2022-01-02 11:00:00,31.72806,26.53019,24.87961
2022-01-02 12:00:00,31.28613,24.9749,21.95518
2022-01-02 13:00:00,31.26185,25.69192,23.54846
2022-01-02 14:00:00,32.86266,29.81505,29.79916
2022-01-02 15:00:00,53.95271,51.4925,50.90162
2022-01-02 16:00:00,77.21705,75.19179,74.70884
2022-01-02 17:00:00,91.56435,89.97023,89.1685
2022-01-02 18:00:00,88.73449,87.3398,86.45228
2022-01-02 19:00:00,87.20689,85.98566,85.21904
2022-01-02 20:00:00,82.85696,82.11065,81.25409
2022-01-02 21:00:00,75.76231,75.45159,74.47281
2022-01-02 22:00:00,70.18868,69.91554,69.19677
2022-01-02 23:00:00,67.5942,67.53893,66.54398
2022-01-03 00:00:00,65.80248,65.64767,64.53705
2022-01-03 01:00:00,65.13577,65.03592,63.94422
2022-01-03 02:00:00,64.47678,64.68164,63.49215
2022-01-03 03:00:00,63.89285,64.11552,62.90394
2022-01-03 04:00:00,65.92502,66.17506,64.92482
2022-01-03 05:00:00,76.6025,76.78332,75.50976
2022-01-03 06:00:00,102.9116,102.15474,101.07202
2022-01-03 07:00:00,100.63229,97.89101,97.46301
2022-01-03 08:00:00,75.84494,73.08722,71.88455
2022-01-03 09:00:00,67.05049,59.01485,56.59362
2022-01-03 10:00:00,63.37,48.58503,42.87876
2022-01-03 11:00:00,59.3765,47.47327,43.27247
2022-01-03 12:00:00,57.5,47.04123,43.3273
2022-01-03 13:00:00,56.84311,45.51,41.44248
