Timestamp,Poland
2024-01-01 00:00:00,76.69
2024-01-01 01:00:00,74.5
2024-01-01 02:00:00,73.29
2024-01-01 03:00:00,71.58
2024-01-01 04:00:00,73.27
2024-01-01 05:00:00,74.32
2024-01-01 06:00:00,76.69
2024-01-01 07:00:00,74.55
2024-01-01 08:00:00,72.25
2024-01-01 09:00:00,76.01
2024-01-01 10:00:00,82.2
2024-01-01 11:00:00,82.91
2024-01-01 12:00:00,80.87
2024-01-01 13:00:00,79.79
2024-01-01 14:00:00,82.68
2024-01-01 15:00:00,77.56
2024-01-01 16:00:00,75.46
2024-01-01 17:00:00,74.16
2024-01-01 18:00:00,74.16
2024-01-01 19:00:00,75.61
2024-01-01 20:00:00,86.1
2024-01-01 21:00:00,86.02
2024-01-01 22:00:00,81.21
2024-01-01 23:00:00,77.26
2024-01-02 00:00:00,82.35
2024-01-02 01:00:00,81.39
2024-01-02 02:00:00,81.04
2024-01-02 03:00:00,81.46
2024-01-02 04:00:00,90.75
2024-01-02 05:00:00,91.67
2024-01-02 06:00:00,91.78
2024-01-02 07:00:00,94.89
2024-01-02 08:00:00,94.23
2024-01-02 09:00:00,91.74
2024-01-02 10:00:00,87.51
2024-01-02 11:00:00,87.38
2024-01-02 12:00:00,87.39
2024-01-02 13:00:00,89.07
2024-01-02 14:00:00,94.14
2024-01-02 15:00:00,97.14
2024-01-02 16:00:00,99.25
2024-01-02 17:00:00,94.89
2024-01-02 18:00:00,91.7
2024-01-02 19:00:00,88.52
2024-01-02 20:00:00,87.37
2024-01-02 21:00:00,87.94
2024-01-02 22:00:00,91.82
2024-01-02 23:00:00,83.49
2024-01-03 00:00:00,70.97
2024-01-03 01:00:00,70.3
2024-01-03 02:00:00,69.23
2024-01-03 03:00:00,68.84
2024-01-03 04:00:00,69.48
2024-01-03 05:00:00,70.39
2024-01-03 06:00:00,91.04
2024-01-03 07:00:00,91.67
2024-01-03 08:00:00,87.37
2024-01-03 09:00:00,91.74
2024-01-03 10:00:00,91.69
2024-01-03 11:00:00,91.66
2024-01-03 12:00:00,91.76
2024-01-03 13:00:00,91.63
2024-01-03 14:00:00,86.21
2024-01-03 15:00:00,85.63
2024-01-03 16:00:00,86.51
2024-01-03 17:00:00,86.53
2024-01-03 18:00:00,85.78
2024-01-03 19:00:00,85.43
2024-01-03 20:00:00,85.62
2024-01-03 21:00:00,86.45
2024-01-03 22:00:00,91.73
2024-01-03 23:00:00,91.66
2024-01-04 00:00:00,80.13
2024-01-04 01:00:00,80.13
2024-01-04 02:00:00,77.1
2024-01-04 03:00:00,77.1
2024-01-04 04:00:00,82.11
2024-01-04 05:00:00,85.85
2024-01-04 06:00:00,93.56
2024-01-04 07:00:00,88.21
2024-01-04 08:00:00,91.47
2024-01-04 09:00:00,94.2
2024-01-04 10:00:00,91.98
2024-01-04 11:00:00,90.45
2024-01-04 12:00:00,86.64
2024-01-04 13:00:00,85.96
2024-01-04 14:00:00,92.11
2024-01-04 15:00:00,98.62
2024-01-04 16:00:00,105.12
2024-01-04 17:00:00,120.45
2024-01-04 18:00:00,125.7
2024-01-04 19:00:00,116.04
2024-01-04 20:00:00,102.21
2024-01-04 21:00:00,97.27
2024-01-04 22:00:00,93.57
2024-01-04 23:00:00,93.45
2024-01-05 00:00:00,88.07
2024-01-05 01:00:00,87.82
