Timestamp,NSW1,QLD1,SA1,TAS1,VIC1
2016-01-01 00:00:00,51.83,52.61,59.13,100.07,52.31
2016-01-01 00:30:00,36.82,36.42,53.06,98.52,35.52
2016-01-01 01:00:00,39.67,38.07,55.61,99.25,38.29
2016-01-01 01:30:00,38.41,36.14,87.4,96.9,29.3
2016-01-01 02:00:00,39.41,37.34,74.58,99.37,31.28
2016-01-01 02:30:00,44.34,41.38,56.64,100.34,23.87
2016-01-01 03:00:00,41.67,38.53,54.96,100.3,22.49
2016-01-01 03:30:00,39.56,36.0,102.84,100.26,22.81
2016-01-01 04:00:00,37.52,34.05,54.97,100.26,22.2
2016-01-01 04:30:00,39.01,36.36,46.36,103.47,22.2
2016-01-01 05:00:00,27.9,26.04,27.05,100.26,22.51
2016-01-01 05:30:00,32.25,30.04,29.02,100.26,22.2
2016-01-01 06:00:00,31.97,29.53,29.15,97.8,22.31
2016-01-01 06:30:00,33.39,30.7,30.75,87.78,22.66
2016-01-01 07:00:00,30.97,28.1,31.85,85.28,26.83
2016-01-01 07:30:00,34.77,31.58,34.41,125.06,30.32
2016-01-01 08:00:00,36.22,32.93,36.15,143.78,32.03
2016-01-01 08:30:00,37.0,33.82,36.68,134.16,32.71
2016-01-01 09:00:00,38.24,35.42,38.71,131.01,33.97
2016-01-01 09:30:00,37.76,35.38,36.3,161.3,32.87
2016-01-01 10:00:00,38.48,35.32,37.39,95.55,33.95
2016-01-01 10:30:00,38.53,34.49,37.36,107.78,34.29
2016-01-01 11:00:00,39.81,36.0,39.0,126.88,36.04
2016-01-01 11:30:00,38.88,35.02,40.18,114.48,36.31
2016-01-01 12:00:00,38.01,34.46,37.24,85.28,34.69
2016-01-01 12:30:00,39.19,35.26,41.54,92.79,36.08
2016-01-01 13:00:00,38.78,34.28,43.21,91.96,36.74
2016-01-01 13:30:00,38.47,34.19,37.76,88.62,35.61
2016-01-01 14:00:00,39.47,34.92,38.74,95.28,35.77
2016-01-01 14:30:00,39.38,35.43,45.84,97.77,35.25
2016-01-01 15:00:00,39.46,35.8,45.99,100.26,34.98
2016-01-01 15:30:00,39.0,35.49,47.21,100.26,34.16
2016-01-01 16:00:00,40.59,37.74,53.49,100.26,33.33
2016-01-01 16:30:00,40.95,38.9,47.48,100.26,39.03
2016-01-01 17:00:00,39.23,38.41,52.26,100.26,36.3
2016-01-01 17:30:00,38.09,37.77,54.99,100.26,32.76
2016-01-01 18:00:00,38.96,38.6,48.99,100.26,33.31
2016-01-01 18:30:00,38.0,37.73,34.48,100.26,30.51
2016-01-01 19:00:00,41.8,41.7,30.97,100.26,31.14
2016-01-01 19:30:00,41.43,41.56,38.14,100.27,36.53
2016-01-01 20:00:00,40.7,41.31,35.91,100.27,35.09
2016-01-01 20:30:00,41.32,41.13,39.16,100.26,37.05
2016-01-01 21:00:00,38.67,38.08,37.6,100.26,34.55
2016-01-01 21:30:00,38.24,36.71,35.95,92.77,33.1
2016-01-01 22:00:00,37.75,35.56,34.59,86.95,32.07
2016-01-01 22:30:00,38.54,36.03,33.76,85.28,31.65
2016-01-01 23:00:00,38.66,36.35,28.24,86.95,28.2
2016-01-01 23:30:00,37.6,35.55,31.3,90.29,31.8
2016-01-02 00:00:00,37.09,34.1,34.35,95.3,32.36
2016-01-02 00:30:00,33.13,29.24,30.35,90.29,28.09
2016-01-02 01:00:00,28.01,24.1,23.01,95.3,22.06
2016-01-02 01:30:00,25.96,21.93,17.92,93.63,18.54
2016-01-02 02:00:00,25.96,22.22,17.4,88.62,18.15
2016-01-02 02:30:00,25.96,22.59,14.09,91.96,16.38
2016-01-02 03:00:00,25.73,22.41,11.14,86.95,14.76
2016-01-02 03:30:00,26.8,24.46,12.32,85.28,15.72
2016-01-02 04:00:00,26.08,24.05,10.67,88.62,14.51
2016-01-02 04:30:00,31.2,28.82,17.14,102.07,20.04
2016-01-02 05:00:00,32.1,29.51,17.39,100.26,20.45
2016-01-02 05:30:00,33.65,30.45,17.72,85.28,21.06
2016-01-02 06:00:00,32.69,29.3,18.13,90.29,20.79
2016-01-02 06:30:00,34.08,30.81,17.53,95.3,21.32
2016-01-02 07:00:00,35.89,31.48,17.2,100.26,21.97
2016-01-02 07:30:00,37.56,33.24,18.37,100.26,22.56
2016-01-02 08:00:00,39.2,34.52,20.71,97.76,24.51
2016-01-02 08:30:00,39.91,36.59,23.3,100.26,25.59
2016-01-02 09:00:00,40.6,37.38,21.97,100.26,23.95
2016-01-02 09:30:00,38.91,35.94,20.72,100.26,23.49
2016-01-02 10:00:00,38.71,36.12,22.34,100.26,24.15
2016-01-02 10:30:00,38.96,36.5,20.05,100.26,23.21
2016-01-02 11:00:00,38.46,36.81,20.56,100.26,23.65
2016-01-02 11:30:00,37.79,35.92,20.29,100.26,22.89
2016-01-02 12:00:00,38.46,36.75,20.41,100.26,23.38
2016-01-02 12:30:00,39.89,38.27,22.14,88.62,23.27
2016-01-02 13:00:00,40.82,39.73,22.48,93.61,23.52
2016-01-02 13:30:00,38.3,37.85,20.56,85.28,22.7
2016-01-02 14:00:00,38.3,37.65,19.39,85.28,21.98
2016-01-02 14:30:00,39.43,39.02,20.86,95.3,23.07
2016-01-02 15:00:00,40.82,40.53,20.83,91.96,24.73
2016-01-02 15:30:00,41.75,41.54,22.45,88.62,25.29
2016-01-02 16:00:00,40.9,41.25,23.25,95.3,25.07
2016-01-02 16:30:00,40.47,41.72,22.81,91.96,24.87
2016-01-02 17:00:00,41.8,43.57,35.87,100.26,24.74
2016-01-02 17:30:00,40.11,42.14,24.04,100.26,24.37
2016-01-02 18:00:00,41.05,41.63,31.91,100.26,20.25
2016-01-02 18:30:00,41.17,41.23,34.2,99.44,12.31
2016-01-02 19:00:00,46.27,46.77,45.58,130.04,12.4
2016-01-02 19:30:00,41.67,42.3,41.65,130.04,16.82
2016-01-02 20:00:00,41.7,42.63,31.31,130.04,20.16
2016-01-02 20:30:00,41.36,42.18,45.44,130.04,23.49
2016-01-02 21:00:00,40.25,40.59,36.73,118.45,23.15
2016-01-02 21:30:00,39.32,39.36,15.35,95.28,21.97
2016-01-02 22:00:00,36.97,36.34,17.78,95.28,22.37
2016-01-02 22:30:00,39.18,38.61,12.55,95.27,20.63
2016-01-02 23:00:00,38.54,39.5,11.26,95.26,19.91
2016-01-02 23:30:00,38.59,39.17,16.25,95.26,23.35
2016-01-03 00:00:00,36.56,35.34,29.49,96.1,29.21
2016-01-03 00:30:00,33.55,31.5,18.04,95.26,21.73
2016-01-03 01:00:00,29.75,27.22,13.12,95.26,17.73
2016-01-03 01:30:00,25.96,23.78,7.06,97.79,13.18
2016-01-03 02:00:00,25.52,23.29,7.34,96.12,12.98
2016-01-03 02:30:00,25.96,23.54,2.62,96.31,10.79
2016-01-03 03:00:00,18.28,17.0,-1.07,97.89,6.09
2016-01-03 03:30:00,18.57,17.49,-4.21,96.95,4.54
2016-01-03 04:00:00,18.42,17.29,-6.62,95.26,3.21
2016-01-03 04:30:00,22.63,21.13,-3.65,104.85,6.3
2016-01-03 05:00:00,20.87,19.24,2.36,95.26,8.74
2016-01-03 05:30:00,20.92,19.04,6.35,95.28,10.74
2016-01-03 06:00:00,23.51,21.02,7.14,95.26,12.12
2016-01-03 06:30:00,25.96,23.21,10.45,95.28,14.73
2016-01-03 07:00:00,26.77,24.45,11.4,95.27,15.39
2016-01-03 07:30:00,30.43,28.17,7.73,95.25,14.78
2016-01-03 08:00:00,31.53,29.28,10.93,95.25,16.89
2016-01-03 08:30:00,34.48,32.62,16.35,95.26,20.87
2016-01-03 09:00:00,35.97,34.88,18.03,95.26,22.2
2016-01-03 09:30:00,34.23,34.14,18.13,95.26,21.43
2016-01-03 10:00:00,35.65,35.78,19.3,95.25,21.97
2016-01-03 10:30:00,35.97,35.5,21.27,95.26,22.26
2016-01-03 11:00:00,36.99,37.06,23.0,95.25,22.71
2016-01-03 11:30:00,35.71,35.3,21.04,95.25,22.38
2016-01-03 12:00:00,35.34,34.45,23.65,95.24,24.08
2016-01-03 12:30:00,34.85,34.27,25.26,95.24,25.26
2016-01-03 13:00:00,31.01,30.4,24.89,94.67,23.87
2016-01-03 13:30:00,31.59,31.29,25.12,95.25,23.99
2016-01-03 14:00:00,35.91,35.4,28.73,95.28,25.82
2016-01-03 14:30:00,36.98,36.71,30.55,96.12,26.28
2016-01-03 15:00:00,35.81,35.16,30.18,102.78,24.64
2016-01-03 15:30:00,31.38,31.21,29.32,101.95,24.68
2016-01-03 16:00:00,35.48,35.19,31.07,95.27,24.03
2016-01-03 16:30:00,35.52,35.27,28.83,95.26,22.46
2016-01-03 17:00:00,35.95,35.61,23.27,95.28,24.81
2016-01-03 17:30:00,35.97,35.46,19.14,97.79,22.7
2016-01-03 18:00:00,36.03,35.53,18.67,98.63,22.52
2016-01-03 18:30:00,36.97,36.6,13.82,115.28,13.09
2016-01-03 19:00:00,38.2,38.68,18.3,130.26,19.79
2016-01-03 19:30:00,37.23,38.15,18.84,130.26,19.31
2016-01-03 20:00:00,38.23,38.87,21.58,130.26,23.17
2016-01-03 20:30:00,37.45,37.71,21.47,141.91,23.21
2016-01-03 21:00:00,35.63,34.66,24.42,130.29,25.19
2016-01-03 21:30:00,34.98,33.49,24.42,102.76,25.02
2016-01-03 22:00:00,34.34,33.05,25.24,96.12,24.75
2016-01-03 22:30:00,36.56,35.25,18.95,95.28,22.29
2016-01-03 23:00:00,35.03,34.48,11.7,95.28,18.58
2016-01-03 23:30:00,35.23,33.92,20.13,95.26,24.28
2016-01-04 00:00:00,33.24,30.7,29.55,95.25,28.32
2016-01-04 00:30:00,29.85,26.63,22.42,95.28,22.32
2016-01-04 01:00:00,28.48,24.86,21.21,95.27,21.26
2016-01-04 01:30:00,25.96,22.41,16.75,95.26,18.36
2016-01-04 02:00:00,25.96,22.83,15.59,95.24,17.74
2016-01-04 02:30:00,25.97,22.89,11.65,98.63,15.45
2016-01-04 03:00:00,25.85,22.67,11.33,97.79,15.11
2016-01-04 03:30:00,25.96,22.65,12.85,96.95,15.93
2016-01-04 04:00:00,25.91,22.49,13.57,98.63,16.35
2016-01-04 04:30:00,26.9,23.55,16.07,105.36,18.19
2016-01-04 05:00:00,30.39,26.97,16.89,105.36,19.87
2016-01-04 05:30:00,31.5,28.01,19.11,127.08,21.44
2016-01-04 06:00:00,31.31,27.41,24.11,104.67,23.87
2016-01-04 06:30:00,32.05,28.77,26.04,91.09,25.27
2016-01-04 07:00:00,39.47,36.33,37.04,91.97,33.16
