Timestamp,NSW1,QLD1,SA1,TAS1,VIC1
2013-01-01 00:00:00,49.44,46.8,52.42,47.53,47.86
2013-01-01 00:30:00,46.61,44.51,46.81,2183.84,43.31
2013-01-01 01:00:00,46.32,43.75,46.06,41.31,42.86
2013-01-01 01:30:00,44.76,41.63,43.93,39.73,41.64
2013-01-01 02:00:00,42.86,39.78,42.55,37.73,39.84
2013-01-01 02:30:00,42.86,38.97,42.24,37.75,39.53
2013-01-01 03:00:00,42.82,38.63,41.02,37.62,38.98
2013-01-01 03:30:00,38.67,35.27,36.63,35.97,35.19
2013-01-01 04:00:00,40.03,37.0,38.02,36.36,36.42
2013-01-01 04:30:00,41.36,37.66,39.73,37.42,37.87
2013-01-01 05:00:00,39.57,36.11,38.3,36.9,36.55
2013-01-01 05:30:00,40.74,37.23,39.06,36.93,37.38
2013-01-01 06:00:00,38.94,35.94,35.96,36.5,34.93
2013-01-01 06:30:00,42.21,38.68,38.59,37.35,37.52
2013-01-01 07:00:00,44.58,41.1,40.05,35.47,38.78
2013-01-01 07:30:00,44.98,42.35,39.74,35.47,38.56
2013-01-01 08:00:00,44.85,42.91,40.06,35.57,38.75
2013-01-01 08:30:00,44.93,43.44,40.55,35.6,38.82
2013-01-01 09:00:00,44.85,44.29,40.37,35.5,38.78
2013-01-01 09:30:00,44.85,44.48,40.84,35.82,39.18
2013-01-01 10:00:00,45.4,45.4,41.35,36.0,39.37
2013-01-01 10:30:00,46.01,48.65,41.25,36.33,39.37
2013-01-01 11:00:00,46.1,49.46,41.41,36.43,39.38
2013-01-01 11:30:00,46.17,49.62,41.57,36.44,39.37
2013-01-01 12:00:00,48.03,61.57,41.75,36.44,39.37
2013-01-01 12:30:00,48.8,53.9,41.88,36.52,39.37
2013-01-01 13:00:00,48.29,45.93,41.81,36.52,39.37
2013-01-01 13:30:00,48.99,52.81,41.38,36.19,39.37
2013-01-01 14:00:00,49.5,56.13,40.78,36.0,39.37
2013-01-01 14:30:00,49.65,51.17,40.37,36.0,39.37
2013-01-01 15:00:00,49.81,49.12,40.66,35.99,39.37
2013-01-01 15:30:00,49.93,73.56,40.23,35.85,39.44
2013-01-01 16:00:00,49.81,51.05,39.78,35.37,39.59
2013-01-01 16:30:00,49.99,53.82,41.18,35.63,40.61
2013-01-01 17:00:00,49.93,62.53,41.43,35.57,40.62
2013-01-01 17:30:00,49.83,63.16,41.16,34.23,39.86
2013-01-01 18:00:00,49.18,52.05,40.79,34.24,38.69
2013-01-01 18:30:00,49.14,49.35,43.26,36.58,40.07
2013-01-01 19:00:00,48.89,48.78,43.39,36.34,40.15
2013-01-01 19:30:00,49.61,50.82,45.24,37.6,41.55
2013-01-01 20:00:00,49.12,49.99,46.17,38.75,42.43
2013-01-01 20:30:00,49.23,49.53,46.64,40.04,43.37
2013-01-01 21:00:00,47.96,48.64,45.22,39.13,42.39
2013-01-01 21:30:00,48.46,48.79,44.44,38.32,41.56
2013-01-01 22:00:00,47.0,47.68,42.0,36.5,39.64
2013-01-01 22:30:00,46.97,51.01,41.82,37.24,39.94
2013-01-01 23:00:00,46.16,47.08,40.53,36.52,39.15
