cell,selected,release_rate,identity_rate,harmful_rate,q,coverage,n_calib,n_eval
shandong_DA:Linear,C0,0.19578313253012047,0.8042168674698795,0.49230769230769234,0.055582905822383566,0.7530120481927711,82,332
shandong_DA:MLP,C3,0.29819277108433734,0.7018072289156626,0.46464646464646464,0.0,0.8433734939759037,82,332
shandong_RT:Linear,C0,0.23795180722891565,0.7620481927710844,0.4177215189873418,0.11871994296280819,0.7620481927710844,82,332
shandong_RT:MLP,C0,0.25301204819277107,0.7469879518072289,0.2857142857142857,0.12877119200585438,0.7951807228915663,82,332
