dataset,backbone,method,n,mae,rmse,rmae,neg_n,mae_on_neg,neg_miss_rate,spike_thr,spike_n,mae_on_spike,spike_miss_rate,normal_n,mae_on_normal,touch_rate,status,seed,neg_thr,spike_thr_source,n_full,n_valid,n_S1,n_S2,n_S3,n_S4,s1_range,s2_range,s3_range,s4_range,duration_s
LAGO_DE,Transformer,HCH,10446,5.8902936736151945,8.716900925328243,0.506552312321563,194,20.474445504908708,0.30412371134020616,77.74559999999998,198,24.504371061999393,0.7626262626262627,10054,5.242301553248076,0.0,ok,0,0.0,S1,52416,52224,26112,10444,5222,10446,"[192, 26303]","[26304, 36747]","[36748, 41969]","[41970, 52415]",49.9
LAGO_DE,GBDT,Identity,10446,6.664246267347285,10.375892607477484,0.5731105346625622,194,26.562905878079345,0.23711340206185566,77.74559999999998,198,19.813568982533866,0.5808080808080808,10054,6.0213274427909935,0.0,ok,0,0.0,S1,52416,52224,26112,10444,5222,10446,"[192, 26303]","[26304, 36747]","[36748, 41969]","[41970, 52415]",7.9
LAGO_DE,GBDT,QuantileCorrection,10446,5.614722482423047,9.588946225951842,0.48285379543218093,194,30.31284935256188,0.4072164948453608,77.74559999999998,198,20.91688050668488,0.601010101010101,10054,4.836796890458578,0.9866934711851426,ok,0,0.0,S1,52416,52224,26112,10444,5222,10446,"[192, 26303]","[26304, 36747]","[36748, 41969]","[41970, 52415]",7.9
LAGO_DE,GBDT,VahediStyle,10446,6.549593043489374,9.838204989137893,0.5632506093551877,194,23.568388839395215,0.23711340206185566,77.74559999999998,198,19.813600649320467,0.5808080808080808,10054,5.9599849382217895,1.0,ok,0,0.0,S1,52416,52224,26112,10444,5222,10446,"[192, 26303]","[26304, 36747]","[36748, 41969]","[41970, 52415]",7.9
LAGO_DE,GBDT,SpikeRegularization,10446,5.328534540206891,8.549428090725065,0.458242261284484,194,26.29212593611591,0.41237113402061853,77.74559999999998,198,20.510280788085854,0.5858585858585859,10054,4.625041155694619,1.0,ok,0,0.0,S1,52416,52224,26112,10444,5222,10446,"[192, 26303]","[26304, 36747]","[36748, 41969]","[41970, 52415]",7.9
LAGO_DE,GBDT,CRC,10446,5.135963009419835,8.768950038899973,0.44168153280256844,194,26.876405521519537,0.4175257731958763,77.74559999999998,198,22.42435778105076,0.6616161616161617,10054,4.375992051380222,0.910013402259238,ok,0,0.0,S1,52416,52224,26112,10444,5222,10446,"[192, 26303]","[26304, 36747]","[36748, 41969]","[41970, 52415]",7.9
LAGO_DE,GBDT,DeltaAdapter,10446,6.546452972807343,10.265970665175935,0.5629805701766726,194,26.57170070774994,0.2422680412371134,77.74559999999998,198,19.9706987056814,0.5909090909090909,10054,5.895677289926109,1.0,ok,0,0.0,S1,52416,52224,26112,10444,5222,10446,"[192, 26303]","[26304, 36747]","[36748, 41969]","[41970, 52415]",7.9
LAGO_DE,GBDT,HCH,10446,6.574712217510963,10.07085280350628,0.5654108031229858,194,25.18365405200687,0.23711340206185566,77.74559999999998,198,19.813568982533866,0.5808080808080808,10054,5.9549162800366515,0.014168102623013594,ok,0,0.0,S1,52416,52224,26112,10444,5222,10446,"[192, 26303]","[26304, 36747]","[36748, 41969]","[41970, 52415]",7.9
LAGO_BE,Linear,Identity,10446,6.894393465041269,14.800819348913565,0.7833160991120942,2,17.213790462773325,1.0,89.88789999999995,167,61.52724613971541,0.8502994011976048,10277,6.004608003265843,0.0,ok,0,0.0,S1,52416,52224,26112,10444,5222,10446,"[192, 26303]","[26304, 36747]","[36748, 41969]","[41970, 52415]",5.1
LAGO_BE,Linear,QuantileCorrection,10446,6.694163512788765,14.7901403662249,0.7605666946983307,2,16.42039082485086,1.0,89.88789999999995,167,64.54846953570387,0.8682634730538922,10277,5.7521452622826885,1.0,ok,0,0.0,S1,52416,52224,26112,10444,5222,10446,"[192, 26303]","[26304, 36747]","[36748, 41969]","[41970, 52415]",5.1
