Timestamp,DK1,DK2
2024-01-01 00:00:00,16.99,29.13
2024-01-01 01:00:00,28.14,28.46
2024-01-01 02:00:00,26.66,26.66
2024-01-01 03:00:00,4.14,24.48
2024-01-01 04:00:00,-0.03,24.01
2024-01-01 05:00:00,-0.02,15.88
2024-01-01 06:00:00,-0.05,15.87
2024-01-01 07:00:00,-0.02,22.04
2024-01-01 08:00:00,0.0,25.42
2024-01-01 09:00:00,0.08,32.21
2024-01-01 10:00:00,41.34,41.34
2024-01-01 11:00:00,43.51,43.51
2024-01-01 12:00:00,43.02,43.02
2024-01-01 13:00:00,44.29,44.29
2024-01-01 14:00:00,46.24,46.24
2024-01-01 15:00:00,50.61,50.61
2024-01-01 16:00:00,59.47,59.47
2024-01-01 17:00:00,64.99,64.99
2024-01-01 18:00:00,61.74,61.74
2024-01-01 19:00:00,61.27,55.07
2024-01-01 20:00:00,59.97,48.01
2024-01-01 21:00:00,54.92,44.01
2024-01-01 22:00:00,47.65,45.2
2024-01-01 23:00:00,35.55,38.0
2024-01-02 00:00:00,30.59,38.0
2024-01-02 01:00:00,20.07,33.56
2024-01-02 02:00:00,31.03,32.03
2024-01-02 03:00:00,18.39,32.29
2024-01-02 04:00:00,11.08,36.7
2024-01-02 05:00:00,13.78,41.72
2024-01-02 06:00:00,47.63,49.18
2024-01-02 07:00:00,58.1,58.75
2024-01-02 08:00:00,65.67,65.67
2024-01-02 09:00:00,64.73,66.11
2024-01-02 10:00:00,68.98,68.98
2024-01-02 11:00:00,73.54,73.54
2024-01-02 12:00:00,78.16,78.16
2024-01-02 13:00:00,78.87,78.87
2024-01-02 14:00:00,79.24,79.24
2024-01-02 15:00:00,79.96,79.96
2024-01-02 16:00:00,81.46,81.46
2024-01-02 17:00:00,80.92,80.92
2024-01-02 18:00:00,74.95,74.95
2024-01-02 19:00:00,63.18,63.18
2024-01-02 20:00:00,57.11,57.11
2024-01-02 21:00:00,46.89,48.04
2024-01-02 22:00:00,40.0,40.0
2024-01-02 23:00:00,21.81,30.0
2024-01-03 00:00:00,1.04,20.0
2024-01-03 01:00:00,-0.01,15.87
2024-01-03 02:00:00,0.0,15.88
2024-01-03 03:00:00,-0.01,15.88
2024-01-03 04:00:00,0.0,15.94
2024-01-03 05:00:00,0.02,20.04
2024-01-03 06:00:00,1.09,49.44
2024-01-03 07:00:00,40.59,53.53
2024-01-03 08:00:00,59.61,63.48
2024-01-03 09:00:00,60.61,64.99
2024-01-03 10:00:00,57.0,60.19
2024-01-03 11:00:00,54.89,59.96
2024-01-03 12:00:00,59.8,59.8
2024-01-03 13:00:00,58.86,58.86
2024-01-03 14:00:00,60.86,64.99
2024-01-03 15:00:00,67.18,68.83
2024-01-03 16:00:00,73.59,73.59
2024-01-03 17:00:00,82.28,82.28
2024-01-03 18:00:00,82.97,82.97
2024-01-03 19:00:00,79.03,79.03
2024-01-03 20:00:00,73.23,73.23
2024-01-03 21:00:00,67.41,67.41
2024-01-03 22:00:00,65.0,65.0
