cell,method,status,selected,n_hours,mae,smape_nofloor,rmse,rmae,neg_price_rate,neg_price_mae,high_tail_rate,high_tail_mae,host_mae,host_rmae,degradation,degradation_frac,delta_crps,a1_net,a2_net,note
LAGO_NP:PatchTST,B0_Identity,OK,,10488,3.032278,7.851776,4.919552,0.073031,0.0,,0.0502,7.334527,3.032278,0.073031,0.0,0.0,,,,
LAGO_NP:PatchTST,B1_ResidualL1,OK,,10488,4.000937,10.069604,5.701279,0.096361,0.0,,0.0502,9.009363,3.032278,0.073031,0.968659,0.319449,,,,
LAGO_NP:PatchTST,B2_QuantileResidual,OK,,10488,4.001921,10.088362,5.690546,0.096385,0.0,,0.0502,9.004884,3.032278,0.073031,0.969642,0.319774,,,,
LAGO_NP:PatchTST,B3_DeltaAdapter,OK,,10488,3.080495,7.923506,5.012063,0.074193,0.0,,0.0502,8.054666,3.032278,0.073031,0.048216,0.015901,,,,
LAGO_NP:PatchTST,B4_PIR,OK,,10488,3.051193,7.882205,4.940542,0.073487,0.0,,0.0502,7.612075,3.032278,0.073031,0.018915,0.006238,,,,
LAGO_NP:PatchTST,B5_HCH-Universal,OK,C3,10488,2.995638,7.738209,4.828454,0.072149,0.0,,0.0502,7.16626,3.032278,0.073031,-0.03664,-0.012083,-0.004693,-0.002538266244404014,0.0007331913963023605,
LAGO_NP:PatchTST,B6_HCH-Local,OK,C0,10488,3.032278,7.851775,4.919552,0.073031,0.0,,0.0502,7.334527,3.032278,0.073031,0.0,0.0,-0.00802,0.0,0.0,
NEM_SA1:Linear,B0_Identity,OK,,1752,65.107758,89.101735,164.244849,0.695175,0.3522,67.851053,0.0502,274.076331,65.107758,0.695175,0.0,0.0,,,,
NEM_SA1:Linear,B1_ResidualL1,OK,,1752,129.905941,151.355326,207.67588,1.387044,0.3522,68.507313,0.0502,375.944115,65.107758,0.695175,64.798183,0.995245,,,,
NEM_SA1:Linear,B2_QuantileResidual,OK,,1752,106.386971,120.951634,192.066863,1.135925,0.3522,74.732393,0.0502,310.520202,65.107758,0.695175,41.279213,0.634014,,,,
NEM_SA1:Linear,B3_DeltaAdapter,OK,,1752,65.917558,96.091543,164.12449,0.703821,0.3522,68.502972,0.0502,287.11843,65.107758,0.695175,0.8098,0.012438,,,,
NEM_SA1:Linear,B4_PIR,OK,,1752,119.646503,137.781476,200.475678,1.277501,0.3522,97.65791,0.0502,352.38646,65.107758,0.695175,54.538745,0.837669,,,,
NEM_SA1:Linear,B5_HCH-Universal,OK,C0,1752,64.244711,89.346926,162.68932,0.68596,0.3522,61.052541,0.0502,269.145456,65.107757,0.695175,-0.863046,-0.013256,-0.531576,0.009977724634512316,0.009977724634512316,
NEM_SA1:Linear,B6_HCH-Local,OK,C0,1752,74.14326,102.879171,169.512436,0.79165,0.3522,52.954004,0.0502,299.775309,65.107757,0.695175,9.035503,0.138778,-0.441568,-0.08140926161293542,-0.08140926161293542,
NEM_SA1:MLP,B0_Identity,OK,,1752,135.877514,136.552845,227.004271,1.450805,0.3522,81.826561,0.0502,386.903563,135.877514,1.450805,0.0,0.0,,,,
NEM_SA1:MLP,B1_ResidualL1,OK,,1752,115.936473,131.308526,200.190682,1.237888,0.3522,80.382734,0.0502,328.853327,135.877514,1.450805,-19.941041,-0.146757,,,,
NEM_SA1:MLP,B2_QuantileResidual,OK,,1752,134.481692,139.695263,219.733365,1.435901,0.3522,84.886114,0.0502,380.826047,135.877514,1.450805,-1.395822,-0.010273,,,,
NEM_SA1:MLP,B3_DeltaAdapter,OK,,1752,133.904854,154.354984,218.423831,1.429742,0.3522,66.863027,0.0502,387.204035,135.877514,1.450805,-1.972659,-0.014518,,,,
NEM_SA1:MLP,B4_PIR,OK,,1752,124.53415,141.656448,212.021054,1.329688,0.3522,73.653141,0.0502,372.606544,135.877514,1.450805,-11.343364,-0.083482,,,,
NEM_SA1:MLP,B5_HCH-Universal,OK,C0,1752,127.950223,130.130574,219.224025,1.366163,0.3522,84.954441,0.0502,330.469896,135.877515,1.450805,-7.927292,-0.058341,-0.364504,0.0667074746890318,0.0667074746890318,
NEM_SA1:MLP,B6_HCH-Local,OK,C0,1752,135.877515,136.552845,227.004273,1.450805,0.3522,81.826563,0.0502,386.903563,135.877515,1.450805,0.0,0.0,-0.25219,0.0,0.0,
NEM_SA1:LSTM,B0_Identity,OK,,1752,88.426527,121.261209,179.77132,0.944156,0.3522,47.798874,0.0502,325.463637,88.426527,0.944156,0.0,0.0,,,,
NEM_SA1:LSTM,B1_ResidualL1,OK,,1752,76.85179,111.581332,171.182843,0.820569,0.3522,46.294594,0.0502,311.457202,88.426527,0.944156,-11.574737,-0.130897,,,,
NEM_SA1:LSTM,B2_QuantileResidual,OK,,1752,79.403576,117.130593,173.266583,0.847816,0.3522,41.051661,0.0502,326.605887,88.426527,0.944156,-9.022951,-0.102039,,,,
NEM_SA1:LSTM,B3_DeltaAdapter,OK,,1752,86.224216,125.42897,178.629439,0.920642,0.3522,35.73143,0.0502,333.907932,88.426527,0.944156,-2.20231,-0.024906,,,,
NEM_SA1:LSTM,B4_PIR,OK,,1752,82.081662,112.674763,173.655332,0.87641,0.3522,53.279229,0.0502,297.059353,88.426527,0.944156,-6.344864,-0.071753,,,,
NEM_SA1:LSTM,B5_HCH-Universal,OK,C0,1752,86.134239,116.565706,178.303542,0.919681,0.3522,50.418527,0.0502,314.467968,88.426527,0.944156,-2.292288,-0.025923,-0.245186,0.059348107423916684,0.059348107423916684,
NEM_SA1:LSTM,B6_HCH-Local,OK,C0,1752,88.426527,121.26121,179.771321,0.944156,0.3522,47.798874,0.0502,325.463637,88.426527,0.944156,0.0,0.0,-0.219052,0.0,0.0,
NEM_SA1:PatchTST,B0_Identity,OK,,1752,62.147317,89.490901,164.164562,0.663565,0.3522,49.599699,0.0502,292.031958,62.147317,0.663565,0.0,0.0,,,,
NEM_SA1:PatchTST,B1_ResidualL1,OK,,1752,70.060687,100.417399,168.765935,0.748059,0.3522,48.664198,0.0502,305.440228,62.147317,0.663565,7.91337,0.127332,,,,
NEM_SA1:PatchTST,B2_QuantileResidual,OK,,1752,68.469311,98.519563,167.62692,0.731067,0.3522,47.90123,0.0502,297.88457,62.147317,0.663565,6.321994,0.101726,,,,
NEM_SA1:PatchTST,B3_DeltaAdapter,OK,,1752,61.743148,90.380115,164.356286,0.65925,0.3522,49.999342,0.0502,283.405911,62.147317,0.663565,-0.40417,-0.006503,,,,
NEM_SA1:PatchTST,B4_PIR,OK,,1752,65.67022,89.62899,168.006526,0.701181,0.3522,45.110506,0.0502,287.284874,62.147317,0.663565,3.522902,0.056686,,,,
NEM_SA1:PatchTST,B5_HCH-Universal,OK,C0,1752,62.253425,89.539101,164.23797,0.664698,0.3522,49.33196,0.0502,290.193632,62.147317,0.663565,0.106108,0.001707,-0.387728,0.0009219611652851433,0.0009219611652851433,
NEM_SA1:PatchTST,B6_HCH-Local,OK,C0,1752,62.147317,89.490901,164.164562,0.663565,0.3522,49.599699,0.0502,292.031957,62.147317,0.663565,0.0,0.0,-0.336734,0.0,0.0,
GEFCOM14P:Linear,B0_Identity,OK,,5184,5.685754,11.597937,10.413212,0.123436,0.0,,0.0502,27.635325,5.685754,0.123436,0.0,0.0,,,,
GEFCOM14P:Linear,B1_ResidualL1,OK,,5184,10.367301,29.103303,14.137729,0.225071,0.0,,0.0502,29.919215,5.685754,0.123436,4.681547,0.823382,,,,
GEFCOM14P:Linear,B2_QuantileResidual,OK,,5184,9.90522,28.128737,13.424594,0.215039,0.0,,0.0502,27.42895,5.685754,0.123436,4.219466,0.742112,,,,
GEFCOM14P:Linear,B3_DeltaAdapter,OK,,5184,5.796508,11.569219,10.769234,0.12584,0.0,,0.0502,28.970903,5.685754,0.123436,0.110754,0.019479,,,,
GEFCOM14P:Linear,B4_PIR,OK,,5184,5.607073,11.48979,10.48616,0.121728,0.0,,0.0502,28.516405,5.685754,0.123436,-0.078681,-0.013838,,,,
GEFCOM14P:Linear,B5_HCH-Universal,OK,C0,5184,5.712476,11.651837,10.488729,0.124016,0.0,,0.0502,28.121925,5.685754,0.123436,0.026722,0.0047,-0.0373,-0.0003469014919183117,-0.0003469014919183117,
GEFCOM14P:Linear,B6_HCH-Local,OK,C0,5184,5.685754,11.597938,10.413212,0.123436,0.0,,0.0502,27.635324,5.685754,0.123436,0.0,0.0,-0.025415,0.0,0.0,
GEFCOM14P:MLP,B0_Identity,OK,,5184,6.356441,12.262185,11.430904,0.137996,0.0,,0.0502,29.30138,6.356441,0.137996,0.0,0.0,,,,
GEFCOM14P:MLP,B1_ResidualL1,OK,,5184,7.672567,14.147077,14.372863,0.166569,0.0,,0.0502,32.373745,6.356441,0.137996,1.316125,0.207054,,,,
GEFCOM14P:MLP,B2_QuantileResidual,OK,,5184,6.835328,13.339276,12.080775,0.148393,0.0,,0.0502,29.573753,6.356441,0.137996,0.478887,0.075339,,,,
GEFCOM14P:MLP,B3_DeltaAdapter,OK,,5184,7.099641,14.524543,11.824839,0.154131,0.0,,0.0502,29.660627,6.356441,0.137996,0.7432,0.116921,,,,
GEFCOM14P:MLP,B4_PIR,OK,,5184,10.392472,18.629208,18.668274,0.225617,0.0,,0.0502,37.305908,6.356441,0.137996,4.036031,0.634951,,,,
GEFCOM14P:MLP,B5_HCH-Universal,OK,C0,5184,6.361187,12.37917,11.445051,0.138099,0.0,,0.0502,29.215841,6.356441,0.137996,0.004745,0.000747,-0.053437,-0.0005500878425048223,-0.0005500878425048223,
GEFCOM14P:MLP,B6_HCH-Local,OK,C0,5184,6.356441,12.262185,11.430904,0.137996,0.0,,0.0502,29.30138,6.356441,0.137996,0.0,0.0,-0.012464,0.0,0.0,
GEFCOM14P:LSTM,B0_Identity,OK,,5184,5.681146,11.10625,10.621195,0.123336,0.0,,0.0502,26.737766,5.681146,0.123336,0.0,0.0,,,,
GEFCOM14P:LSTM,B1_ResidualL1,OK,,5184,6.496204,12.456163,11.454277,0.14103,0.0,,0.0502,27.311694,5.681146,0.123336,0.815058,0.143467,,,,
GEFCOM14P:LSTM,B2_QuantileResidual,OK,,5184,6.188297,12.028361,11.161606,0.134346,0.0,,0.0502,27.065789,5.681146,0.123336,0.507151,0.089269,,,,
GEFCOM14P:LSTM,B3_DeltaAdapter,OK,,5184,6.73715,14.094759,11.501394,0.146261,0.0,,0.0502,27.91394,5.681146,0.123336,1.056004,0.185879,,,,
GEFCOM14P:LSTM,B4_PIR,OK,,5184,7.661963,15.608139,11.581439,0.166339,0.0,,0.0502,24.372617,5.681146,0.123336,1.980817,0.348665,,,,
GEFCOM14P:LSTM,B5_HCH-Universal,OK,C0,5184,5.681354,11.134008,10.602289,0.12334,0.0,,0.0502,26.606039,5.681146,0.123336,0.000208,3.7e-05,-0.035143,-0.0002051152063297646,-0.0002051152063297646,
GEFCOM14P:LSTM,B6_HCH-Local,OK,C0,5184,5.681146,11.10625,10.621195,0.123336,0.0,,0.0502,26.737767,5.681146,0.123336,0.0,0.0,-0.013418,0.0,0.0,
GEFCOM14P:PatchTST,B0_Identity,OK,,5184,6.606514,12.926169,13.025496,0.143425,0.0,,0.0502,37.031085,6.606514,0.143425,0.0,0.0,,,,
GEFCOM14P:PatchTST,B1_ResidualL1,OK,,5184,7.369251,15.074975,12.997267,0.159984,0.0,,0.0502,33.88601,6.606514,0.143425,0.762737,0.115452,,,,
GEFCOM14P:PatchTST,B2_QuantileResidual,OK,,5184,7.32918,15.01604,13.535321,0.159114,0.0,,0.0502,37.171898,6.606514,0.143425,0.722666,0.109387,,,,
GEFCOM14P:PatchTST,B3_DeltaAdapter,OK,,5184,7.182063,14.390885,13.151525,0.15592,0.0,,0.0502,35.826352,6.606514,0.143425,0.575549,0.087118,,,,
GEFCOM14P:PatchTST,B4_PIR,OK,,5184,7.49919,14.81439,12.877794,0.162805,0.0,,0.0502,32.310907,6.606514,0.143425,0.892676,0.135121,,,,
GEFCOM14P:PatchTST,B5_HCH-Universal,OK,C0,5184,6.579457,12.921835,12.93658,0.142838,0.0,,0.0502,36.144142,6.606515,0.143425,-0.027058,-0.004096,-0.058983,-7.78170983380624e-06,-7.78170983380624e-06,
GEFCOM14P:PatchTST,B6_HCH-Local,OK,C0,5184,6.606515,12.926169,13.025496,0.143425,0.0,,0.0502,37.031085,6.606515,0.143425,0.0,0.0,-0.022902,0.0,0.0,
NORD_DK1:Linear,B0_Identity,OK,,4824,32.780443,61.713297,42.106372,0.502037,0.0699,39.917535,0.0502,30.418375,32.780443,0.502037,0.0,0.0,,,,
NORD_DK1:Linear,B1_ResidualL1,OK,,4824,33.296354,61.154091,41.814926,0.509938,0.0699,57.711985,0.0502,33.000527,32.780443,0.502037,0.515911,0.015738,,,,
NORD_DK1:Linear,B2_QuantileResidual,OK,,4824,33.523291,61.326308,42.068385,0.513413,0.0699,58.158957,0.0502,33.000527,32.780443,0.502037,0.742848,0.022661,,,,
NORD_DK1:Linear,B3_DeltaAdapter,OK,,4824,33.693082,62.797137,42.230062,0.516014,0.0699,53.645611,0.0502,39.360668,32.780443,0.502037,0.91264,0.027841,,,,
NORD_DK1:Linear,B4_PIR,OK,,4824,31.617207,61.822117,40.048229,0.484222,0.0699,47.255544,0.0502,35.770802,32.780443,0.502037,-1.163236,-0.035486,,,,
NORD_DK1:Linear,B5_HCH-Universal,OK,C0,4824,31.810107,63.817484,41.650493,0.487176,0.0699,33.889234,0.0502,33.89257,32.780443,0.502037,-0.970336,-0.029601,-0.042865,0.009461025257794988,0.009461025257794988,
NORD_DK1:Linear,B6_HCH-Local,OK,C0,4824,32.780443,61.713297,42.106372,0.502037,0.0699,39.917535,0.0502,30.418375,32.780443,0.502037,0.0,0.0,-0.032641,0.0,0.0,
NORD_DK1:MLP,B0_Identity,OK,,4824,74.272883,85.697551,89.989155,1.137499,0.0699,81.156792,0.0502,59.116984,74.272883,1.137499,0.0,0.0,,,,
NORD_DK1:MLP,B1_ResidualL1,OK,,4824,57.69279,83.587286,73.53606,0.883572,0.0699,62.917932,0.0502,61.668695,74.272883,1.137499,-16.580093,-0.223232,,,,
NORD_DK1:MLP,B2_QuantileResidual,OK,,4824,61.751484,84.955525,78.421456,0.945732,0.0699,65.597887,0.0502,64.164399,74.272883,1.137499,-12.521399,-0.168586,,,,
NORD_DK1:MLP,B3_DeltaAdapter,OK,,4824,66.773494,80.140115,81.307106,1.022645,0.0699,98.151595,0.0502,46.571483,74.272883,1.137499,-7.499389,-0.100971,,,,
NORD_DK1:MLP,B4_PIR,OK,,4824,51.996407,81.636796,64.6925,0.796332,0.0699,65.612522,0.0502,53.540847,74.272883,1.137499,-22.276476,-0.299927,,,,
NORD_DK1:MLP,B5_HCH-Universal,OK,C0,4824,46.513835,83.17459,59.270853,0.712365,0.0699,33.615794,0.0502,69.405779,74.272883,1.137499,-27.759048,-0.373744,-0.109614,0.1271953670351482,0.1271953670351482,
NORD_DK1:MLP,B6_HCH-Local,OK,C3,4824,62.936515,81.170619,79.969005,0.963881,0.0699,55.0197,0.0502,65.487429,74.272883,1.137499,-11.336368,-0.152631,-0.068009,0.012369511569714366,0.05997047758037426,
NORD_DK1:LSTM,B0_Identity,OK,,4824,51.05337,72.351594,60.57581,0.781889,0.0699,89.772255,0.0502,27.214811,51.05337,0.781889,0.0,0.0,,,,
NORD_DK1:LSTM,B1_ResidualL1,OK,,4824,45.111457,68.751554,54.923891,0.690888,0.0699,73.096476,0.0502,28.227672,51.05337,0.781889,-5.941913,-0.116386,,,,
NORD_DK1:LSTM,B2_QuantileResidual,OK,,4824,45.111457,68.751554,54.923891,0.690888,0.0699,73.096476,0.0502,28.227672,51.05337,0.781889,-5.941913,-0.116386,,,,
NORD_DK1:LSTM,B3_DeltaAdapter,OK,,4824,48.28275,70.336253,58.075793,0.739456,0.0699,93.184032,0.0502,28.541063,51.05337,0.781889,-2.77062,-0.054269,,,,
NORD_DK1:LSTM,B4_PIR,OK,,4824,35.070627,62.641162,43.599171,0.537111,0.0699,65.858996,0.0502,40.648035,51.05337,0.781889,-15.982743,-0.31306,,,,
NORD_DK1:LSTM,B5_HCH-Universal,OK,C0,4824,37.478302,71.242728,47.644685,0.573985,0.0699,38.998037,0.0502,51.887181,51.05337,0.781889,-13.575068,-0.2659,-0.052228,0.09398762261009098,0.09398762261009098,
NORD_DK1:LSTM,B6_HCH-Local,OK,C0,4824,48.880132,71.418383,58.554222,0.748605,0.0699,79.836888,0.0502,29.243544,51.05337,0.781889,-2.173237,-0.042568,-0.018115,0.015559732873462358,0.015559732873462358,
NORD_DK1:PatchTST,B0_Identity,OK,,4824,49.45916,70.576045,59.944569,0.757473,0.0699,108.124726,0.0502,34.012,49.45916,0.757473,0.0,0.0,,,,
NORD_DK1:PatchTST,B1_ResidualL1,OK,,4824,39.208471,64.522312,49.132556,0.600483,0.0699,79.677243,0.0502,37.239723,49.45916,0.757473,-10.250689,-0.207256,,,,
NORD_DK1:PatchTST,B2_QuantileResidual,OK,,4824,39.208471,64.522312,49.132556,0.600483,0.0699,79.677243,0.0502,37.239723,49.45916,0.757473,-10.250689,-0.207256,,,,
NORD_DK1:PatchTST,B3_DeltaAdapter,OK,,4824,48.127596,69.628286,58.812468,0.73708,0.0699,107.28987,0.0502,35.687441,49.45916,0.757473,-1.331564,-0.026922,,,,
NORD_DK1:PatchTST,B4_PIR,OK,,4824,36.866492,63.441925,46.513294,0.564615,0.0699,84.852187,0.0502,61.886639,49.45916,0.757473,-12.592668,-0.254607,,,,
NORD_DK1:PatchTST,B5_HCH-Universal,OK,C0,4824,41.619606,73.171098,52.9887,0.63741,0.0699,61.41879,0.0502,54.402165,49.45916,0.757473,-7.839554,-0.158506,-0.051997,0.05872603001135316,0.05872603001135316,
NORD_DK1:PatchTST,B6_HCH-Local,OK,C0,4824,48.412843,71.209235,58.878479,0.741449,0.0699,101.69903,0.0502,36.451769,49.45916,0.757473,-1.046317,-0.021155,-0.02008,0.007484490790490105,0.007484490790490105,
