Timestamp,SE1,SE2,SE3,SE4
2017-01-01 00:00:00,24.03,24.03,24.03,24.03
2017-01-01 01:00:00,24.03,24.03,24.03,24.03
2017-01-01 02:00:00,24.02,24.02,24.02,24.02
2017-01-01 03:00:00,23.19,23.19,23.19,23.19
2017-01-01 04:00:00,24.1,24.1,24.1,24.1
2017-01-01 05:00:00,25.01,25.01,25.01,25.01
2017-01-01 06:00:00,25.62,25.62,25.62,25.62
2017-01-01 07:00:00,25.87,25.87,25.87,25.87
2017-01-01 08:00:00,26.18,26.18,26.18,26.18
2017-01-01 09:00:00,25.74,25.74,25.74,25.74
2017-01-01 10:00:00,26.89,26.89,26.89,26.89
2017-01-01 11:00:00,27.48,27.48,27.48,27.48
2017-01-01 12:00:00,28.04,28.04,28.04,28.04
2017-01-01 13:00:00,28.7,28.7,28.7,28.7
2017-01-01 14:00:00,29.66,29.66,29.66,29.66
2017-01-01 15:00:00,30.38,30.38,30.38,30.38
2017-01-01 16:00:00,30.8,30.8,30.8,30.8
2017-01-01 17:00:00,30.93,30.93,30.93,30.93
2017-01-01 18:00:00,30.78,30.78,30.78,30.78
2017-01-01 19:00:00,30.51,30.51,30.51,30.51
2017-01-01 20:00:00,30.19,30.19,30.19,30.19
2017-01-01 21:00:00,29.94,29.94,29.94,29.94
2017-01-01 22:00:00,29.65,29.65,29.65,29.65
2017-01-01 23:00:00,29.36,29.36,29.36,29.36
2017-01-02 00:00:00,29.4,29.4,29.4,29.4
2017-01-02 01:00:00,28.91,28.91,28.91,28.91
2017-01-02 02:00:00,28.11,28.11,28.11,28.11
2017-01-02 03:00:00,27.89,27.89,27.89,27.89
2017-01-02 04:00:00,28.26,28.26,28.26,28.26
2017-01-02 05:00:00,30.43,30.43,30.43,30.43
2017-01-02 06:00:00,32.85,32.85,32.85,32.85
2017-01-02 07:00:00,33.91,33.91,33.91,33.91
2017-01-02 08:00:00,34.87,34.87,34.87,34.87
2017-01-02 09:00:00,35.22,35.22,35.22,35.22
2017-01-02 10:00:00,35.41,35.41,35.41,35.41
2017-01-02 11:00:00,35.07,35.07,35.07,35.07
