Timestamp,SE1,SE2,SE3,SE4
2022-01-01 00:00:00,46.6,46.6,46.6,46.6
2022-01-01 01:00:00,41.33,41.33,41.33,41.33
2022-01-01 02:00:00,42.18,42.18,42.18,42.18
2022-01-01 03:00:00,44.37,44.37,44.37,44.37
2022-01-01 04:00:00,37.67,37.67,37.67,37.67
2022-01-01 05:00:00,39.7,39.7,39.7,39.7
2022-01-01 06:00:00,40.59,40.59,40.59,40.59
2022-01-01 07:00:00,43.26,43.26,43.26,43.26
2022-01-01 08:00:00,49.44,49.44,49.66,49.66
2022-01-01 09:00:00,49.46,49.46,70.05,70.05
2022-01-01 10:00:00,49.27,49.27,76.79,76.79
2022-01-01 11:00:00,48.89,48.89,84.1,84.1
2022-01-01 12:00:00,48.45,48.45,94.74,94.74
2022-01-01 13:00:00,48.74,48.74,96.8,96.8
2022-01-01 14:00:00,49.06,49.06,97.17,97.17
2022-01-01 15:00:00,49.56,49.56,101.27,101.27
2022-01-01 16:00:00,50.28,50.28,126.6,126.6
2022-01-01 17:00:00,50.92,50.92,149.97,149.97
2022-01-01 18:00:00,49.42,49.42,146.33,146.33
2022-01-01 19:00:00,48.72,48.72,140.28,140.28
2022-01-01 20:00:00,48.28,48.28,121.88,121.88
2022-01-01 21:00:00,47.61,47.61,102.61,102.61
2022-01-01 22:00:00,47.23,47.23,95.12,95.12
2022-01-01 23:00:00,46.74,46.74,83.11,83.11
2022-01-02 00:00:00,34.73,34.73,34.73,34.73
2022-01-02 01:00:00,34.39,34.39,34.39,34.39
2022-01-02 02:00:00,34.36,34.36,34.36,34.36
2022-01-02 03:00:00,34.1,34.1,34.1,34.1
2022-01-02 04:00:00,29.56,29.56,29.56,29.56
2022-01-02 05:00:00,33.97,33.97,33.97,33.97
2022-01-02 06:00:00,34.52,34.52,34.52,34.52
2022-01-02 07:00:00,41.8,41.8,41.8,41.8
2022-01-02 08:00:00,48.95,48.95,48.95,48.95
2022-01-02 09:00:00,49.33,49.33,60.01,60.01
2022-01-02 10:00:00,49.52,49.52,70.09,70.09
2022-01-02 11:00:00,50.01,50.01,66.26,66.26
2022-01-02 12:00:00,50.9,50.9,64.54,64.54
2022-01-02 13:00:00,46.96,46.96,46.96,46.96
2022-01-02 14:00:00,49.06,49.06,49.06,49.06
2022-01-02 15:00:00,51.08,51.08,74.99,74.99
2022-01-02 16:00:00,51.45,51.45,88.15,88.15
2022-01-02 17:00:00,51.03,51.03,95.4,95.4
2022-01-02 18:00:00,51.02,51.02,86.71,86.71
2022-01-02 19:00:00,50.36,50.36,71.27,71.27
2022-01-02 20:00:00,50.02,50.02,54.12,54.12
2022-01-02 21:00:00,46.16,46.16,46.16,46.16
2022-01-02 22:00:00,46.29,46.29,46.29,46.29
2022-01-02 23:00:00,32.93,32.93,32.93,32.93
2022-01-03 00:00:00,20.89,20.89,20.89,20.89
2022-01-03 01:00:00,19.92,19.92,19.92,19.92
2022-01-03 02:00:00,19.87,19.87,19.87,19.87
2022-01-03 03:00:00,19.82,19.82,19.82,19.82
2022-01-03 04:00:00,20.26,20.26,20.26,20.26
2022-01-03 05:00:00,29.35,29.35,29.35,29.35
2022-01-03 06:00:00,37.55,37.55,37.55,37.55
2022-01-03 07:00:00,48.37,48.37,88.76,88.76
2022-01-03 08:00:00,48.48,48.48,122.93,122.93
2022-01-03 09:00:00,48.07,48.07,110.17,110.17
2022-01-03 10:00:00,48.18,48.18,93.38,93.38
2022-01-03 11:00:00,48.2,48.2,90.73,90.73
2022-01-03 12:00:00,48.67,48.67,82.37,82.37
2022-01-03 13:00:00,48.3,48.3,80.9,80.9
2022-01-03 14:00:00,47.99,47.99,80.99,80.99
2022-01-03 15:00:00,47.71,47.71,98.05,98.05
2022-01-03 16:00:00,47.1,47.1,120.55,120.55
2022-01-03 17:00:00,46.38,46.38,139.57,139.57
2022-01-03 18:00:00,45.7,45.7,134.69,134.69
2022-01-03 19:00:00,45.2,45.2,114.82,114.82
2022-01-03 20:00:00,43.84,43.84,92.91,92.91
2022-01-03 21:00:00,42.57,42.57,72.39,72.39
2022-01-03 22:00:00,39.45,39.45,39.45,39.45
2022-01-03 23:00:00,34.4,34.4,34.4,34.4
2022-01-04 00:00:00,39.99,39.99,39.99,39.99
2022-01-04 01:00:00,37.14,37.14,37.14,37.14
2022-01-04 02:00:00,36.66,36.66,36.66,36.66
2022-01-04 03:00:00,38.64,38.64,38.64,38.64
2022-01-04 04:00:00,41.02,41.02,41.02,41.02
2022-01-04 05:00:00,43.11,43.11,93.97,93.97
2022-01-04 06:00:00,40.91,40.91,122.39,130.08
2022-01-04 07:00:00,42.92,42.92,154.93,182.64
2022-01-04 08:00:00,43.9,43.9,167.88,174.61
