Timestamp,SE1,SE2,SE3,SE4
2020-01-01 00:00:00,28.78,28.78,28.78,28.78
2020-01-01 01:00:00,28.45,28.45,28.45,28.45
2020-01-01 02:00:00,27.9,27.9,27.9,27.9
2020-01-01 03:00:00,27.52,27.52,27.52,27.52
2020-01-01 04:00:00,27.54,27.54,27.54,27.54
2020-01-01 05:00:00,26.55,26.55,26.55,26.55
2020-01-01 06:00:00,25.83,25.83,25.83,25.83
2020-01-01 07:00:00,25.07,25.07,25.07,25.07
2020-01-01 08:00:00,25.65,25.65,25.65,25.65
2020-01-01 09:00:00,26.15,26.15,26.15,26.15
2020-01-01 10:00:00,26.77,26.77,26.77,26.77
2020-01-01 11:00:00,27.4,27.4,27.4,27.4
2020-01-01 12:00:00,28.08,28.08,28.08,28.08
2020-01-01 13:00:00,28.69,28.69,28.69,28.69
2020-01-01 14:00:00,29.37,29.37,29.37,29.37
2020-01-01 15:00:00,29.97,29.97,29.97,29.97
2020-01-01 16:00:00,30.46,30.46,30.46,30.46
2020-01-01 17:00:00,30.39,30.39,30.39,30.39
2020-01-01 18:00:00,30.06,30.06,30.06,30.06
2020-01-01 19:00:00,29.38,29.38,29.38,29.38
2020-01-01 20:00:00,27.65,27.65,27.65,27.65
2020-01-01 21:00:00,27.33,27.33,27.33,27.33
2020-01-01 22:00:00,25.88,25.88,25.88,25.88
2020-01-01 23:00:00,24.81,24.81,24.81,24.81
2020-01-02 00:00:00,12.07,12.07,12.07,12.07
2020-01-02 01:00:00,13.13,13.13,13.13,13.13
2020-01-02 02:00:00,19.07,19.07,19.07,19.07
2020-01-02 03:00:00,21.12,21.12,21.12,21.12
2020-01-02 04:00:00,24.29,24.29,24.29,24.29
2020-01-02 05:00:00,26.27,26.27,26.27,26.27
2020-01-02 06:00:00,27.74,27.74,27.74,27.74
2020-01-02 07:00:00,28.39,28.39,28.39,28.39
2020-01-02 08:00:00,29.37,29.37,29.37,29.37
2020-01-02 09:00:00,29.95,29.95,29.95,29.95
2020-01-02 10:00:00,29.91,29.91,29.91,29.91
2020-01-02 11:00:00,29.96,29.96,29.96,29.96
2020-01-02 12:00:00,29.94,29.94,29.94,29.94
2020-01-02 13:00:00,29.94,29.94,29.94,29.94
2020-01-02 14:00:00,30.18,30.18,30.18,30.18
2020-01-02 15:00:00,30.96,30.96,30.96,30.96
2020-01-02 16:00:00,31.2,31.2,31.2,31.2
2020-01-02 17:00:00,30.98,30.98,30.98,30.98
2020-01-02 18:00:00,30.35,30.35,30.35,30.35
2020-01-02 19:00:00,29.27,29.27,29.27,29.27
2020-01-02 20:00:00,28.17,28.17,28.17,28.17
2020-01-02 21:00:00,28.02,28.02,28.02,28.02
2020-01-02 22:00:00,27.69,27.69,27.69,27.69
2020-01-02 23:00:00,24.39,24.39,24.39,24.39
2020-01-03 00:00:00,18.93,18.93,18.93,18.93
2020-01-03 01:00:00,9.98,9.98,9.98,9.98
2020-01-03 02:00:00,1.53,1.53,1.53,1.53
2020-01-03 03:00:00,0.14,0.14,0.14,0.14
2020-01-03 04:00:00,0.85,0.85,0.85,0.85
2020-01-03 05:00:00,9.92,9.92,9.92,9.92
2020-01-03 06:00:00,24.48,24.48,24.48,24.48
2020-01-03 07:00:00,26.68,26.68,26.68,26.68
2020-01-03 08:00:00,28.12,28.12,28.12,28.12
2020-01-03 09:00:00,28.58,28.58,28.58,28.58
2020-01-03 10:00:00,28.16,28.16,28.16,28.16
2020-01-03 11:00:00,28.78,28.78,28.78,28.78
2020-01-03 12:00:00,28.31,28.31,28.31,28.31
2020-01-03 13:00:00,28.44,28.44,28.44,28.44
2020-01-03 14:00:00,28.96,28.96,28.96,28.96
2020-01-03 15:00:00,29.86,29.86,29.86,29.86
2020-01-03 16:00:00,30.15,30.15,30.15,30.15
2020-01-03 17:00:00,30.07,30.07,30.07,30.07
2020-01-03 18:00:00,29.54,29.54,29.54,29.54
2020-01-03 19:00:00,29.11,29.11,29.11,29.11
2020-01-03 20:00:00,27.91,27.91,27.91,27.91
2020-01-03 21:00:00,27.03,27.03,27.03,27.03
2020-01-03 22:00:00,25.7,25.7,25.7,25.7
2020-01-03 23:00:00,22.04,22.04,22.04,22.04
2020-01-04 00:00:00,21.73,21.73,21.73,21.73
2020-01-04 01:00:00,15.95,15.95,15.95,15.95
2020-01-04 02:00:00,16.23,16.23,16.23,16.23
2020-01-04 03:00:00,6.45,6.45,6.45,6.45
2020-01-04 04:00:00,3.83,3.83,3.83,3.83
2020-01-04 05:00:00,4.03,4.03,4.03,4.03
2020-01-04 06:00:00,4.04,4.04,4.04,4.04
2020-01-04 07:00:00,19.07,19.07,19.07,19.07
2020-01-04 08:00:00,17.49,17.49,17.49,17.49
2020-01-04 09:00:00,24.18,24.18,24.18,24.18
2020-01-04 10:00:00,24.94,24.94,24.94,24.94
2020-01-04 11:00:00,25.11,25.11,25.11,25.11
2020-01-04 12:00:00,24.94,24.94,24.94,24.94
2020-01-04 13:00:00,24.95,24.95,24.95,24.95
2020-01-04 14:00:00,25.25,25.25,25.25,25.25
2020-01-04 15:00:00,26.33,26.33,26.33,26.33
2020-01-04 16:00:00,27.36,27.36,27.36,27.36
2020-01-04 17:00:00,28.88,28.88,28.88,28.88
2020-01-04 18:00:00,29.58,29.58,29.58,29.58
2020-01-04 19:00:00,29.42,29.42,29.42,29.42
2020-01-04 20:00:00,27.71,27.71,27.71,27.71
2020-01-04 21:00:00,27.4,27.4,27.4,27.4
2020-01-04 22:00:00,27.37,27.37,27.37,27.37
2020-01-04 23:00:00,25.77,25.77,25.77,25.77
2020-01-05 00:00:00,26.65,26.65,26.65,26.65
2020-01-05 01:00:00,27.13,27.13,27.13,27.13
2020-01-05 02:00:00,27.11,27.11,27.11,27.11
2020-01-05 03:00:00,27.42,27.42,27.42,27.42
2020-01-05 04:00:00,28.06,28.06,28.06,28.06
2020-01-05 05:00:00,28.85,28.85,28.85,28.85
2020-01-05 06:00:00,29.26,29.26,29.26,29.26
2020-01-05 07:00:00,29.98,29.98,29.98,29.98
2020-01-05 08:00:00,31.06,31.06,31.06,31.06
2020-01-05 09:00:00,31.18,31.18,31.18,31.18
2020-01-05 10:00:00,31.6,31.6,31.6,31.6
2020-01-05 11:00:00,31.55,31.55,31.55,31.55
2020-01-05 12:00:00,31.22,31.22,31.22,31.22
2020-01-05 13:00:00,30.93,30.93,30.93,30.93
2020-01-05 14:00:00,30.67,30.67,30.67,30.67
2020-01-05 15:00:00,30.79,30.79,30.79,30.79
2020-01-05 16:00:00,31.16,31.16,31.16,31.16
2020-01-05 17:00:00,31.53,31.53,31.53,31.53
2020-01-05 18:00:00,31.1,31.1,31.1,31.1
2020-01-05 19:00:00,30.42,30.42,30.42,30.42
2020-01-05 20:00:00,29.87,29.87,29.87,29.87
2020-01-05 21:00:00,29.24,29.24,29.24,29.24
2020-01-05 22:00:00,28.16,28.16,28.16,28.16
2020-01-05 23:00:00,26.68,26.68,26.68,26.68
2020-01-06 00:00:00,26.42,26.42,26.42,26.42
2020-01-06 01:00:00,26.5,26.5,26.5,26.5
2020-01-06 02:00:00,27.01,27.01,27.01,27.01
2020-01-06 03:00:00,27.06,27.06,27.06,27.06
2020-01-06 04:00:00,27.03,27.03,27.03,27.03
2020-01-06 05:00:00,27.62,27.62,27.62,27.62
2020-01-06 06:00:00,28.16,28.16,28.16,28.16
2020-01-06 07:00:00,29.08,29.08,29.08,29.08
2020-01-06 08:00:00,29.73,29.73,29.73,29.73
2020-01-06 09:00:00,30.52,30.52,30.52,30.52
2020-01-06 10:00:00,31.12,31.12,31.12,31.12
2020-01-06 11:00:00,31.23,31.23,31.23,31.23
2020-01-06 12:00:00,31.19,31.19,31.19,31.19
