Timestamp,SE1,SE2,SE3,SE4
2024-01-01 00:00:00,29.56,29.56,29.56,29.56
2024-01-01 01:00:00,28.46,28.46,28.46,28.46
2024-01-01 02:00:00,26.66,26.66,26.66,26.66
2024-01-01 03:00:00,24.48,24.48,24.48,24.48
2024-01-01 04:00:00,24.01,24.01,24.01,24.01
2024-01-01 05:00:00,21.23,21.23,21.23,21.23
2024-01-01 06:00:00,22.62,22.62,22.62,22.62
2024-01-01 07:00:00,25.04,25.04,25.04,25.04
2024-01-01 08:00:00,26.24,26.24,26.24,26.24
2024-01-01 09:00:00,32.21,32.21,32.21,32.21
2024-01-01 10:00:00,41.34,41.34,41.34,41.34
2024-01-01 11:00:00,43.51,43.51,43.51,43.51
2024-01-01 12:00:00,43.02,43.02,43.02,43.02
2024-01-01 13:00:00,44.29,44.29,44.29,44.29
2024-01-01 14:00:00,46.24,46.24,46.24,46.24
2024-01-01 15:00:00,50.61,50.61,50.61,50.61
2024-01-01 16:00:00,59.47,59.47,59.47,59.47
2024-01-01 17:00:00,64.99,64.99,64.99,64.99
2024-01-01 18:00:00,61.74,61.74,61.74,61.74
2024-01-01 19:00:00,55.07,55.07,55.07,55.07
2024-01-01 20:00:00,48.01,48.01,48.01,48.01
2024-01-01 21:00:00,44.01,44.01,44.01,44.01
2024-01-01 22:00:00,45.2,45.2,45.2,45.2
2024-01-01 23:00:00,38.0,38.0,38.0,38.0
2024-01-02 00:00:00,38.0,38.0,38.0,38.0
2024-01-02 01:00:00,33.56,33.56,33.56,33.56
2024-01-02 02:00:00,32.03,32.03,32.03,32.03
2024-01-02 03:00:00,32.29,32.29,32.29,32.29
2024-01-02 04:00:00,36.7,36.7,36.7,36.7
2024-01-02 05:00:00,41.72,41.72,41.72,41.72
2024-01-02 06:00:00,49.18,49.18,49.18,49.18
2024-01-02 07:00:00,58.75,58.75,58.75,58.75
2024-01-02 08:00:00,65.67,65.67,65.67,65.67
2024-01-02 09:00:00,66.11,66.11,66.11,66.11
2024-01-02 10:00:00,68.98,68.98,68.98,68.98
2024-01-02 11:00:00,73.54,73.54,73.54,73.54
2024-01-02 12:00:00,78.16,78.16,78.16,78.16
2024-01-02 13:00:00,78.87,78.87,78.87,78.87
2024-01-02 14:00:00,79.24,79.24,79.24,79.24
2024-01-02 15:00:00,79.96,79.96,79.96,79.96
2024-01-02 16:00:00,81.46,81.46,81.46,81.46
2024-01-02 17:00:00,80.92,80.92,80.92,80.92
2024-01-02 18:00:00,74.95,74.95,74.95,74.95
2024-01-02 19:00:00,63.18,63.18,63.18,63.18
2024-01-02 20:00:00,57.11,57.11,57.11,57.11
2024-01-02 21:00:00,48.04,48.04,48.04,48.04
2024-01-02 22:00:00,40.99,40.99,40.99,40.99
2024-01-02 23:00:00,38.35,38.35,38.35,38.35
2024-01-03 00:00:00,40.8,40.8,40.8,40.8
2024-01-03 01:00:00,39.21,39.21,39.21,39.21
2024-01-03 02:00:00,37.36,37.36,37.36,37.36
2024-01-03 03:00:00,36.17,36.17,36.17,36.17
2024-01-03 04:00:00,38.21,38.21,38.21,38.21
2024-01-03 05:00:00,42.58,42.58,42.58,42.58
2024-01-03 06:00:00,49.44,49.44,49.44,49.44
2024-01-03 07:00:00,53.53,53.53,53.53,53.53
2024-01-03 08:00:00,63.48,63.48,63.48,63.48
2024-01-03 09:00:00,64.99,64.99,64.99,64.99
2024-01-03 10:00:00,60.19,60.19,60.19,60.19
2024-01-03 11:00:00,59.96,59.96,59.96,59.96
2024-01-03 12:00:00,59.8,59.8,59.8,59.8
2024-01-03 13:00:00,58.86,58.86,58.86,58.86
2024-01-03 14:00:00,64.99,64.99,64.99,64.99
2024-01-03 15:00:00,68.83,68.83,68.83,68.83
2024-01-03 16:00:00,73.59,73.59,73.59,73.59
2024-01-03 17:00:00,82.28,82.28,82.28,82.28
2024-01-03 18:00:00,82.97,82.97,82.97,82.97
2024-01-03 19:00:00,79.03,79.03,79.03,79.03
2024-01-03 20:00:00,73.23,73.23,73.23,73.23
2024-01-03 21:00:00,67.41,67.41,67.41,67.41
2024-01-03 22:00:00,65.0,65.0,65.0,65.0
2024-01-03 23:00:00,58.12,58.12,58.12,58.12
2024-01-04 00:00:00,58.71,58.71,58.71,58.71
2024-01-04 01:00:00,53.6,53.6,53.6,53.6
2024-01-04 02:00:00,54.44,54.44,54.44,54.44
2024-01-04 03:00:00,55.18,55.18,55.18,55.18
2024-01-04 04:00:00,58.25,58.25,58.25,58.25
2024-01-04 05:00:00,59.15,59.15,59.15,59.15
2024-01-04 06:00:00,72.65,72.65,72.65,72.65
2024-01-04 07:00:00,85.02,85.02,85.02,85.02
2024-01-04 08:00:00,91.47,91.47,91.47,91.47
2024-01-04 09:00:00,94.2,94.2,94.2,94.2
2024-01-04 10:00:00,91.98,91.98,91.98,91.98
2024-01-04 11:00:00,90.4,90.4,90.4,90.4
2024-01-04 12:00:00,86.69,86.69,86.69,86.69
2024-01-04 13:00:00,85.96,85.96,85.96,85.96
2024-01-04 14:00:00,92.11,92.11,92.11,92.11
2024-01-04 15:00:00,98.62,98.62,98.62,98.62
2024-01-04 16:00:00,105.73,105.73,105.73,105.73
2024-01-04 17:00:00,133.23,133.23,133.23,133.23
2024-01-04 18:00:00,144.65,144.65,144.65,144.65
2024-01-04 19:00:00,121.37,121.37,125.0,125.0
2024-01-04 20:00:00,100.58,100.58,103.59,103.59
2024-01-04 21:00:00,97.11,97.11,100.01,100.01
2024-01-04 22:00:00,94.28,94.28,94.86,94.86
2024-01-04 23:00:00,88.83,88.83,88.83,88.83
2024-01-05 00:00:00,82.57,88.83,88.83,88.83
2024-01-05 01:00:00,83.09,83.09,83.09,83.09
2024-01-05 02:00:00,80.0,80.0,80.0,80.0
2024-01-05 03:00:00,80.17,80.17,80.17,80.17
2024-01-05 04:00:00,82.49,82.49,82.49,82.49
2024-01-05 05:00:00,88.14,88.14,88.14,88.14
2024-01-05 06:00:00,102.49,109.79,109.79,109.79
2024-01-05 07:00:00,131.96,165.01,165.01,165.01
2024-01-05 08:00:00,199.27,199.27,299.01,299.01
2024-01-05 09:00:00,238.31,238.31,249.12,249.12
2024-01-05 10:00:00,255.86,255.86,255.86,255.86
2024-01-05 11:00:00,211.11,211.11,211.11,211.11
