Timestamp,SE1,SE2,SE3,SE4
2016-01-01 00:00:00,16.39,16.39,16.39,16.39
2016-01-01 01:00:00,16.04,16.04,16.04,16.04
2016-01-01 02:00:00,15.74,15.74,15.74,15.74
2016-01-01 03:00:00,15.57,15.57,15.57,15.57
2016-01-01 04:00:00,15.47,15.47,15.47,15.47
2016-01-01 05:00:00,15.75,15.75,15.75,15.75
2016-01-01 06:00:00,15.36,15.36,15.36,15.36
2016-01-01 07:00:00,15.37,15.37,15.37,15.37
2016-01-01 08:00:00,15.19,15.19,15.19,15.19
2016-01-01 09:00:00,15.39,15.39,15.39,15.39
2016-01-01 10:00:00,15.78,15.78,15.78,15.78
2016-01-01 11:00:00,16.15,16.15,16.15,16.15
2016-01-01 12:00:00,16.5,16.5,16.5,16.5
2016-01-01 13:00:00,16.72,16.72,16.72,16.72
2016-01-01 14:00:00,17.17,17.17,17.17,17.17
2016-01-01 15:00:00,18.0,18.0,18.0,18.0
2016-01-01 16:00:00,18.46,18.46,18.53,18.53
2016-01-01 17:00:00,18.51,18.51,19.11,19.11
2016-01-01 18:00:00,18.62,18.62,18.68,18.68
2016-01-01 19:00:00,17.93,17.93,17.93,17.93
2016-01-01 20:00:00,17.69,17.69,17.69,17.69
2016-01-01 21:00:00,17.33,17.33,17.33,17.33
2016-01-01 22:00:00,16.75,16.75,16.75,16.75
2016-01-01 23:00:00,16.25,16.25,16.25,16.25
2016-01-02 00:00:00,16.47,16.47,16.47,16.47
2016-01-02 01:00:00,15.89,15.89,15.89,15.89
2016-01-02 02:00:00,15.03,15.03,15.03,15.03
2016-01-02 03:00:00,13.19,13.19,13.19,13.19
2016-01-02 04:00:00,12.69,12.69,12.69,12.69
2016-01-02 05:00:00,12.94,12.94,12.94,12.94
2016-01-02 06:00:00,13.59,13.59,13.59,13.59
2016-01-02 07:00:00,14.25,14.25,14.25,14.25
2016-01-02 08:00:00,15.7,15.7,15.7,15.7
2016-01-02 09:00:00,15.72,15.72,15.72,15.72
2016-01-02 10:00:00,15.97,15.97,15.97,15.97
2016-01-02 11:00:00,16.14,16.14,16.14,16.14
2016-01-02 12:00:00,15.87,15.87,15.87,15.87
2016-01-02 13:00:00,15.98,15.98,15.98,15.98
2016-01-02 14:00:00,16.12,16.12,16.12,16.12
2016-01-02 15:00:00,16.57,16.57,16.57,16.57
2016-01-02 16:00:00,17.29,17.29,17.29,17.29
2016-01-02 17:00:00,17.52,17.52,17.52,17.52
2016-01-02 18:00:00,17.37,17.37,17.37,17.37
2016-01-02 19:00:00,16.95,16.95,16.95,16.95
2016-01-02 20:00:00,16.56,16.56,16.56,16.56
2016-01-02 21:00:00,15.83,15.83,15.83,15.83
2016-01-02 22:00:00,15.82,15.82,15.82,15.82
2016-01-02 23:00:00,15.31,15.31,15.31,15.31
2016-01-03 00:00:00,15.99,15.99,15.99,15.99
2016-01-03 01:00:00,15.87,15.87,15.87,15.87
2016-01-03 02:00:00,15.76,15.76,15.76,15.76
2016-01-03 03:00:00,15.59,15.59,15.59,15.59
2016-01-03 04:00:00,15.69,15.69,15.69,15.69
2016-01-03 05:00:00,15.83,15.83,15.83,15.83
2016-01-03 06:00:00,14.98,14.98,14.98,14.98
2016-01-03 07:00:00,15.53,15.53,15.53,15.53
2016-01-03 08:00:00,15.79,15.79,15.79,15.79
2016-01-03 09:00:00,16.36,16.36,16.36,16.36
2016-01-03 10:00:00,17.15,17.15,17.15,17.15
2016-01-03 11:00:00,17.94,17.94,17.94,17.94
2016-01-03 12:00:00,17.94,17.94,17.94,17.94
2016-01-03 13:00:00,17.66,17.66,17.66,17.66
2016-01-03 14:00:00,17.66,17.66,17.66,17.66
2016-01-03 15:00:00,17.6,17.6,17.6,17.6
2016-01-03 16:00:00,18.61,18.61,18.61,18.61
2016-01-03 17:00:00,19.11,19.11,19.11,19.11
2016-01-03 18:00:00,18.86,18.86,18.86,18.86
2016-01-03 19:00:00,18.51,18.51,18.51,18.51
2016-01-03 20:00:00,18.08,18.08,18.08,18.08
2016-01-03 21:00:00,17.72,17.72,17.72,17.72
2016-01-03 22:00:00,17.03,17.03,17.03,17.03
2016-01-03 23:00:00,15.74,15.74,15.74,15.74
2016-01-04 00:00:00,15.96,15.96,15.96,15.96
2016-01-04 01:00:00,15.81,15.81,15.81,15.81
2016-01-04 02:00:00,15.56,15.56,15.56,15.56
2016-01-04 03:00:00,15.57,15.57,15.57,15.57
2016-01-04 04:00:00,15.92,15.92,15.92,15.92
2016-01-04 05:00:00,16.76,16.76,16.76,16.76
2016-01-04 06:00:00,18.01,18.01,18.01,18.01
2016-01-04 07:00:00,19.54,19.54,19.54,19.54
2016-01-04 08:00:00,20.49,20.49,20.49,20.49
2016-01-04 09:00:00,20.49,20.49,20.49,20.49
2016-01-04 10:00:00,20.47,20.47,20.47,20.47
2016-01-04 11:00:00,20.14,20.14,20.14,20.14
2016-01-04 12:00:00,19.85,19.85,19.85,19.85
2016-01-04 13:00:00,19.83,19.83,19.83,19.83
2016-01-04 14:00:00,19.88,19.88,19.88,19.88
2016-01-04 15:00:00,20.09,20.09,20.09,20.09
2016-01-04 16:00:00,20.88,20.88,22.06,22.06
2016-01-04 17:00:00,20.76,20.76,28.48,28.48
2016-01-04 18:00:00,20.54,20.54,20.54,20.54
2016-01-04 19:00:00,19.77,19.77,19.77,19.77
2016-01-04 20:00:00,19.05,19.05,19.05,19.05
2016-01-04 21:00:00,18.5,18.5,18.5,18.5
2016-01-04 22:00:00,17.71,17.71,17.71,17.71
2016-01-04 23:00:00,17.03,17.03,17.03,17.03
2016-01-05 00:00:00,17.68,17.68,17.68,17.68
2016-01-05 01:00:00,17.33,17.33,17.33,17.33
2016-01-05 02:00:00,17.24,17.24,17.24,17.24
2016-01-05 03:00:00,17.32,17.32,17.32,17.32
2016-01-05 04:00:00,17.66,17.66,17.66,17.66
2016-01-05 05:00:00,17.92,17.92,17.92,17.92
2016-01-05 06:00:00,18.8,18.8,18.8,18.8
2016-01-05 07:00:00,20.51,20.51,20.51,20.51
2016-01-05 08:00:00,22.58,22.58,22.58,22.58
