Timestamp,AECO ZONE,AEP ZONE,APS ZONE,ATSI ZONE,BGE ZONE,COMED ZONE,DAY ZONE,DEOK ZONE,DOM ZONE,DPL ZONE,DUQ ZONE,EKPC ZONE,JCPL ZONE,METED ZONE,MID-ATL/APS ZONE,PECO ZONE,PENELEC ZONE,PEPCO ZONE,PJM-RTO ZONE,PPL ZONE,PSEG ZONE,RECO ZONE
2013-01-01 00:00:00,29.79286,27.36706,28.95438,27.8503,31.10306,25.46421,27.21764,26.54941,30.49507,30.76811,26.94811,,30.07225,29.43374,29.90349,29.87941,29.12324,30.84969,28.57053,29.16052,30.36642,30.15784
2013-01-01 01:00:00,28.38909,26.05097,27.5851,26.53846,29.63943,23.55457,25.96096,25.26604,29.07253,29.32234,25.67398,,28.6511,28.06979,28.48652,28.46893,27.74623,29.40104,27.10182,27.78992,28.93034,28.73286
2013-01-01 02:00:00,27.29757,25.07147,26.52611,25.56521,28.47591,22.12227,25.00503,24.34405,27.9145,28.19465,24.68811,,27.55015,26.96936,27.38758,27.37646,26.69076,28.23097,25.99419,26.72665,27.82456,27.63422
2013-01-01 03:00:00,26.86924,24.68265,26.10826,25.19685,28.01275,21.59206,24.62093,23.93851,27.4512,27.74575,24.30025,,27.11334,26.57446,26.95044,26.94143,26.27644,27.76812,25.56104,26.30477,27.38222,27.19608
2013-01-01 04:00:00,26.85737,24.76562,26.15511,25.28152,27.93606,21.5465,24.68477,24.04838,27.325,27.73623,24.40235,,27.11464,26.5646,26.93816,26.9364,26.3441,27.66489,25.56987,26.24615,27.38778,27.21422
2013-01-01 05:00:00,27.41923,25.04716,26.54912,25.4613,28.77631,21.96299,24.94411,24.20073,28.36441,28.31744,24.53455,,27.64307,27.11953,27.50822,27.49632,26.6706,28.59603,26.0871,26.75167,27.92622,27.7129
2013-01-01 06:00:00,27.96247,26.34143,26.62482,25.78055,29.4254,23.98677,28.32861,26.92043,29.23342,29.55143,24.16378,,28.46494,27.96367,28.18058,28.20188,26.86036,29.30115,27.15724,27.93377,28.74565,28.57832
2013-01-01 07:00:00,30.57539,26.52995,28.24515,26.77546,31.96105,24.60957,26.26887,25.52876,31.7366,31.04995,25.47954,,30.63064,29.76552,30.20732,30.23808,28.86623,31.92955,28.5052,29.57091,30.97087,30.79347
2013-01-01 08:00:00,31.66779,27.99364,28.98298,27.76721,32.94691,26.73054,29.01578,27.91859,32.62739,32.15727,26.07869,,31.67979,30.96235,31.19426,31.33278,29.51079,32.89156,29.7792,30.59537,32.11975,32.04904
2013-01-01 09:00:00,33.25808,28.16548,30.20434,28.6669,34.75417,26.6775,28.22211,26.86333,34.19975,34.15746,27.17088,,33.38027,32.54664,32.82164,32.91946,31.09072,34.61545,30.74397,32.32225,33.72355,33.36302
2013-01-01 10:00:00,33.30436,28.87941,30.45563,29.08653,34.74862,28.12466,29.82969,28.58544,34.48828,34.10138,27.39216,,33.40623,32.47177,32.91171,32.96063,31.13487,34.69821,31.24388,32.27381,33.9485,33.71061
2013-01-01 11:00:00,33.25265,29.21936,30.73435,29.42814,34.99108,28.46041,29.44685,28.31873,34.65667,33.9307,27.63608,,33.5814,32.90161,33.13019,33.19472,31.7693,34.87872,31.46607,32.48544,34.00491,33.88653
2013-01-01 12:00:00,32.93279,28.6363,30.22828,29.00768,34.1522,27.86898,28.82945,27.78925,33.69427,33.30609,27.35433,,33.05822,32.21602,32.55469,32.66425,31.38863,34.04374,30.85212,31.87906,33.52428,33.58707
2013-01-01 13:00:00,33.31963,28.34735,30.75233,29.0962,35.11651,27.22864,28.09387,26.80808,34.67758,34.351,27.57984,,33.51686,32.70277,33.18531,33.22896,31.56281,35.10604,31.08324,32.49997,34.17002,34.14991
2013-01-01 14:00:00,32.36661,28.07029,30.1917,28.98248,33.69243,27.19883,28.00725,26.71393,33.0732,33.2887,27.51849,,32.58457,31.78829,32.21302,32.27781,30.93233,33.53276,30.4051,31.63313,33.17596,33.12904
2013-01-01 15:00:00,32.27659,27.77362,29.74334,28.78835,33.02844,27.16221,27.93227,26.59024,32.05311,32.8883,27.33471,,32.30875,31.44621,31.79016,31.90854,30.58921,32.74169,30.02251,31.29398,32.92708,32.86103
2013-01-01 16:00:00,35.09944,29.1085,31.80975,29.79665,36.34317,28.44098,29.37987,28.09291,35.23324,35.84,28.0625,,35.75993,33.94946,34.67727,34.55771,33.92871,36.18839,32.26719,33.60686,35.87109,35.83351
2013-01-01 17:00:00,40.64371,33.41555,35.89157,34.05337,42.33716,32.91922,33.70523,32.26709,40.47581,41.25444,31.91363,,41.24176,39.49519,39.74942,40.07164,37.22037,42.05516,37.0348,38.71838,41.25817,40.78813
2013-01-01 18:00:00,42.26673,35.55777,37.45893,36.25307,43.16211,35.47654,36.34147,34.76641,40.73572,42.63578,34.01974,,42.69922,41.06897,41.08813,41.65348,38.63445,42.61761,38.62073,40.42401,42.80166,42.25329
2013-01-01 19:00:00,40.04966,33.20518,36.01392,34.27217,41.59968,32.70078,33.3631,31.84345,40.05849,40.77698,32.23131,,40.35831,38.58168,39.1826,39.31486,36.87577,41.47504,36.59715,38.28747,40.32088,39.85853
2013-01-01 20:00:00,39.70769,32.44648,35.49232,33.4043,41.3782,31.57424,33.0816,31.04298,40.20962,40.56447,31.14296,,40.26866,38.20614,38.85059,38.89615,36.46036,41.37389,36.0547,37.54019,40.20297,39.72459
2013-01-01 21:00:00,37.65176,31.28881,34.15485,32.10384,39.06715,30.18445,31.80028,29.80659,38.03466,38.58437,29.86862,,38.15742,36.35055,37.08181,36.98729,36.02969,39.0001,34.43634,35.75228,38.23864,37.91358
2013-01-01 22:00:00,32.8504,29.9491,31.7909,30.34168,34.58467,28.898,29.27726,28.61027,34.16023,33.95855,29.3122,,33.10676,32.49139,33.00515,32.95913,31.9164,34.40964,31.5575,32.22766,33.51255,33.25332
2013-01-01 23:00:00,31.41253,28.77356,30.47954,29.19931,32.92337,27.72793,28.11507,27.47279,32.37393,32.46923,28.24623,,31.71015,31.07402,31.55838,31.52222,30.63616,32.68892,30.18567,30.87735,32.03392,31.7936
2013-01-02 00:00:00,33.99569,28.71631,31.50781,30.50657,34.55023,26.69894,28.81097,27.81352,32.40981,34.3546,29.50506,,34.10671,32.89747,33.32526,33.28426,32.61452,33.8957,30.95549,32.54653,34.63913,34.03974
2013-01-02 01:00:00,33.06887,28.0136,30.68665,29.82114,33.50412,26.02528,28.11552,27.11996,31.33352,33.41158,28.79423,,33.1717,31.999,32.39379,32.378,31.79798,32.82898,30.12446,31.57072,33.70254,33.12492
2013-01-02 02:00:00,32.73152,27.80355,30.43147,29.45788,33.55098,25.69928,27.93331,26.91717,31.16955,33.08308,28.4773,,32.73136,31.34654,32.06312,32.02484,31.42857,32.73031,29.84201,30.98115,33.28719,32.71619
2013-01-02 03:00:00,32.67951,27.68931,30.32527,29.2745,33.37662,25.55645,27.79334,26.78707,31.28915,33.03609,28.28413,,32.74344,31.51362,32.0365,31.99299,31.30533,32.71557,29.78746,31.15274,33.28387,32.70778
2013-01-02 04:00:00,33.08793,28.12624,30.75562,29.74577,33.58012,25.54217,28.32983,27.3147,31.45501,33.45062,28.77108,,33.18158,31.96487,32.4309,32.39766,31.73315,32.92521,30.14483,31.64876,33.72336,33.14678
2013-01-02 05:00:00,34.95756,29.18259,32.11476,30.79605,35.94727,26.90078,29.15459,28.20918,34.11646,35.36944,29.62918,,34.95203,33.76206,34.22373,34.21246,33.10705,35.42764,31.7884,33.27467,35.5447,34.8761
