Timestamp,AECO ZONE,AEP ZONE,APS ZONE,ATSI ZONE,BGE ZONE,COMED ZONE,DAY ZONE,DEOK ZONE,DOM ZONE,DPL ZONE,DUQ ZONE,EKPC ZONE,JCPL ZONE,METED ZONE,MID-ATL/APS ZONE,PECO ZONE,PENELEC ZONE,PEPCO ZONE,PJM-RTO ZONE,PPL ZONE,PSEG ZONE,RECO ZONE
2017-01-01 00:00:00,25.32485,24.69779,25.42601,24.74432,28.37343,22.105,24.55764,23.71515,26.65789,25.82886,24.23244,23.87531,25.38343,25.11462,26.93054,25.06388,24.25122,27.36461,25.65346,25.07974,25.46867,25.37781
2017-01-01 01:00:00,24.87618,24.0298,24.69027,24.02698,27.00201,21.30025,23.85924,23.07007,25.75723,25.41393,23.54726,23.23056,24.91439,24.70974,25.99769,24.66664,23.68529,26.248,24.81587,24.68565,24.9719,24.82187
2017-01-01 02:00:00,24.5238,23.91346,24.59654,23.84054,27.18739,20.99535,23.65637,22.90891,25.75958,25.05459,23.37269,23.09029,24.57828,24.3593,25.96167,24.33193,23.43725,26.31646,24.70122,24.37333,24.62772,24.45621
2017-01-01 03:00:00,24.17186,23.74782,24.46058,23.63266,27.17275,20.561,23.4287,22.69189,25.66155,24.71933,23.19058,22.88231,24.22946,23.96298,25.81025,23.99043,23.20809,26.23494,24.52159,24.03569,24.2465,24.01621
2017-01-01 04:00:00,24.48268,23.84996,24.55132,23.75015,27.075,20.61489,23.52491,22.78492,25.70585,25.065,23.29996,22.96549,24.53131,24.28433,25.89141,24.29833,23.40465,26.21955,24.58143,24.33345,24.54723,24.32621
2017-01-01 05:00:00,24.11722,23.93545,24.81234,23.87728,28.39902,20.71796,23.62575,22.86995,26.25912,24.68056,23.42082,23.04809,24.11728,23.91955,26.54245,23.87735,23.24088,27.09533,24.86468,23.93096,24.18885,24.11187
2017-01-01 06:00:00,24.75513,24.93932,25.87201,24.89309,30.35558,21.56012,24.63548,23.81651,27.52994,25.10047,24.3671,23.99003,24.55492,24.36811,27.89954,24.31114,23.874,28.65176,26.16282,24.41732,24.64676,24.59311
2017-01-01 07:00:00,25.08,25.75343,26.524,25.73826,31.11666,22.34108,25.59844,24.70963,28.22269,25.50046,25.11822,24.85661,25.0098,24.79638,28.5384,24.66402,24.37128,29.32327,26.99273,24.88917,25.0626,24.99036
2017-01-01 08:00:00,25.39656,25.72297,26.66163,25.95285,30.9224,23.69679,25.71584,24.81115,28.21443,25.8092,25.2985,24.98175,25.33794,25.18299,28.72338,24.97564,25.05726,29.26565,27.06274,25.16794,25.43672,25.45763
2017-01-01 09:00:00,26.75694,26.47189,27.38828,26.79992,31.0923,24.79427,26.58023,25.62926,28.68281,27.13095,26.13181,25.77576,26.78343,26.64701,29.27166,26.40219,25.91732,29.67243,27.53065,26.55189,26.87314,26.86243
2017-01-01 10:00:00,27.65543,26.58816,27.48387,27.00993,30.56933,25.08188,26.76995,25.79606,28.57386,27.99391,26.34432,25.87929,27.70975,27.52304,29.11118,27.3146,26.30041,29.44984,27.5953,27.30215,27.9198,28.17296
2017-01-01 11:00:00,27.64389,26.3881,27.30874,26.9179,29.88286,25.1792,26.602,25.63332,28.23674,28.00718,26.23997,25.70406,27.75141,27.55884,28.78614,27.36468,26.62302,28.97935,27.40111,27.33164,27.94639,28.16858
2017-01-01 12:00:00,26.22345,25.38391,26.18317,25.79553,28.82969,24.25849,25.63591,24.68239,27.19117,26.5344,25.13361,24.76036,26.31708,26.13253,27.6273,25.97852,25.33115,27.91938,26.27028,25.90559,26.55884,26.84052
2017-01-01 13:00:00,25.53435,24.97833,25.57294,25.28916,28.15436,23.90302,25.2221,24.32915,26.55113,25.80716,24.59809,24.41272,25.60699,25.41771,26.94875,25.29534,24.64039,27.249,25.69658,25.2037,25.85157,26.12587
2017-01-01 14:00:00,25.16224,24.86128,25.36647,25.09846,28.03461,23.83167,25.08798,24.2179,26.39393,25.34104,24.39747,24.31488,25.22917,25.00092,26.70797,24.89497,24.29667,27.05917,25.49383,24.79007,25.4926,25.79896
2017-01-01 15:00:00,25.62009,24.92637,25.47005,25.20065,27.79375,23.86206,25.14925,24.27516,26.38799,25.80468,24.52062,24.3668,25.66111,25.4341,26.78113,25.31038,24.64264,26.97153,25.57672,25.21781,25.8758,26.12252
2017-01-01 16:00:00,27.54224,26.34367,27.11865,26.70408,29.97053,24.78103,26.53614,25.58614,28.20985,27.78947,26.03951,25.672,27.55646,27.32376,28.88978,27.12806,26.08863,28.95943,27.36917,27.08078,27.86309,28.33347
2017-01-01 17:00:00,41.13891,38.41526,39.69816,39.28163,43.43564,36.56011,38.79172,37.37057,40.9254,41.4421,38.35335,37.48522,40.93741,40.51764,42.0061,40.26943,38.81999,42.03511,40.15163,40.19337,41.27566,41.67958
2017-01-01 18:00:00,37.80848,36.32848,37.13027,37.0244,40.16406,35.26862,36.78268,35.46284,38.16758,38.12585,35.94552,35.53319,37.67693,37.34581,38.88508,37.11686,36.10683,39.02543,37.36593,37.08479,37.88808,38.10409
2017-01-01 19:00:00,36.42756,34.67737,35.32208,35.27751,37.77293,33.57488,35.08153,33.82851,36.27715,36.63935,34.24804,33.90941,36.30139,35.93041,36.88704,35.67267,34.22349,36.88704,35.56452,35.88408,36.31659,36.06282
2017-01-01 20:00:00,30.79894,29.37017,29.92987,29.87815,31.92639,28.5131,29.68954,28.62911,30.67392,30.95885,28.98883,28.71817,30.68742,30.29221,31.20606,30.06131,29.27445,31.19336,30.10727,30.26233,30.69686,30.53108
2017-01-01 21:00:00,28.70561,27.32987,27.80648,27.72352,29.60668,26.55888,27.58198,26.61693,28.55613,28.87492,26.93301,26.73766,28.6266,28.25811,29.01333,28.18673,27.07596,29.03376,27.98986,28.24888,28.61373,28.46338
2017-01-01 22:00:00,26.76543,25.84226,26.09939,26.02229,27.85973,24.77166,26.02044,25.14398,26.86205,27.04943,25.2769,25.26927,26.7272,26.41449,27.22663,26.38797,25.16334,27.28815,26.28615,26.34799,26.79452,26.75781
2017-01-01 23:00:00,25.19053,24.57447,24.65764,24.53571,26.11946,23.17333,24.65237,23.88337,25.434,25.52825,23.86751,24.01045,25.20624,24.96664,25.63907,24.93732,23.84142,25.69031,24.81805,24.84369,25.35167,25.36717
2017-01-02 00:00:00,23.26093,22.92855,22.79731,22.82943,23.66023,20.87634,22.9785,22.26265,23.29695,23.41099,22.17529,22.32265,23.34614,23.18333,23.45563,23.17752,22.12609,23.44526,22.84859,23.00081,23.58025,23.81689
2017-01-02 01:00:00,22.3755,22.12802,22.00574,21.98738,22.85377,19.83211,22.19143,21.49464,22.48482,22.55141,21.36674,21.53958,22.44923,22.32276,22.63731,22.30963,21.40603,22.64522,22.00012,22.15055,22.65638,22.84527
2017-01-02 02:00:00,21.7902,21.82913,21.70298,21.64905,22.3672,19.18256,21.82566,21.14137,22.12833,21.95982,21.05442,21.19388,21.88111,21.75927,22.16941,21.74178,21.33031,22.22073,21.50967,21.6098,21.98576,21.97281
2017-01-02 03:00:00,21.78598,21.85699,21.73816,21.67299,22.39863,19.24315,21.83681,21.18227,22.16135,21.92992,21.07836,21.24238,21.86001,21.76227,22.18587,21.7509,21.37192,22.25106,21.52531,21.61062,21.94557,21.91618
2017-01-02 04:00:00,22.09231,22.19272,22.05709,21.98555,22.71742,19.3886,22.15832,21.4704,22.47154,22.29863,21.37408,21.53867,22.17748,22.04723,22.51307,22.05263,21.61196,22.55727,21.98623,21.90893,22.2848,22.27834
2017-01-02 05:00:00,22.42889,22.93767,22.75743,22.66984,23.8635,19.74238,22.87836,22.1848,23.31951,22.5888,22.01703,22.25531,22.52957,22.38906,23.37151,22.37869,22.11882,23.53879,22.85381,22.2597,22.64007,22.65918
2017-01-02 06:00:00,24.19903,24.65078,24.61678,24.48636,26.49603,21.39901,24.61096,23.85839,25.35535,24.3312,23.76421,23.91804,24.23444,24.09515,25.51739,24.07776,23.71349,25.85712,24.7521,23.94854,24.39492,24.53021
