Timestamp,AECO ZONE,AEP ZONE,APS ZONE,ATSI ZONE,BGE ZONE,COMED ZONE,DAY ZONE,DEOK ZONE,DOM ZONE,DPL ZONE,DUQ ZONE,EKPC ZONE,JCPL ZONE,METED ZONE,MID-ATL/APS ZONE,OVEC ZONE,PECO ZONE,PENELEC ZONE,PEPCO ZONE,PJM-RTO ZONE,PPL ZONE,PSEG ZONE,RECO ZONE
2025-01-01 00:00:00,21.74849,21.33185,21.5266,21.7335,22.03504,18.80743,21.70492,21.14998,21.72791,22.03036,21.25644,20.97486,21.9854,21.40143,21.13828,20.87999,21.46241,24.55998,21.94518,21.02453,20.74442,21.9812,23.48833
2025-01-01 01:00:00,21.16358,21.0373,21.40548,21.31163,21.72967,18.51755,21.34287,20.80887,21.65794,21.43646,20.95629,20.65645,21.39764,20.52588,21.02581,20.60999,20.89359,23.69864,21.75381,20.55274,20.32183,21.39787,22.56627
2025-01-01 02:00:00,20.38771,20.53703,21.18696,20.76477,21.25987,17.46291,20.76964,20.25635,21.39968,20.68012,20.48594,20.10775,20.64068,19.10619,20.59312,20.1,20.12902,23.33545,21.40459,20.09654,19.58701,20.64167,21.72435
2025-01-01 03:00:00,20.4514,20.5305,21.22248,20.79854,21.33138,17.4584,20.75554,20.23445,21.45306,20.77354,20.50416,20.09305,20.69662,19.13931,20.53841,20.09,20.18769,23.68393,21.47081,20.07478,19.58443,20.69632,21.93129
2025-01-01 04:00:00,20.40425,20.51219,21.31104,20.70775,21.34969,17.62985,20.76566,20.246,21.46636,20.81236,20.46352,20.11113,20.65253,18.87368,21.25624,20.07999,20.13359,22.60502,21.5079,20.35771,19.79078,20.64948,21.20703
2025-01-01 05:00:00,21.2085,20.64602,21.64058,20.88247,21.94902,17.72901,20.91915,20.3606,21.74387,21.80098,20.65066,20.24758,21.43217,19.57425,21.8302,20.19,20.88943,22.90552,22.00086,21.24703,20.42739,21.4809,21.98589
2025-01-01 06:00:00,21.30233,21.52977,23.05222,21.7326,23.09175,18.18041,21.75763,21.14211,23.06532,21.85757,21.43388,21.01975,21.85401,19.21625,23.20726,20.98,20.88641,24.5934,23.29956,21.7504,20.46469,21.81158,22.39481
2025-01-01 07:00:00,24.24755,25.55488,27.21469,25.82937,28.63428,22.71189,25.87846,25.06376,27.63704,24.53297,25.51332,24.95838,25.08466,23.15409,27.63792,24.89999,23.46767,28.32131,28.36753,25.69821,23.98851,25.06067,26.04374
2025-01-01 08:00:00,24.58217,24.32065,25.45681,24.73744,26.46448,21.92074,24.7087,23.90524,25.64573,25.049,24.38712,23.70183,25.19306,23.76052,26.36989,23.73,24.06026,26.47097,26.3009,24.83008,23.85811,25.15664,25.72892
2025-01-01 09:00:00,24.08733,22.89403,23.70724,23.29244,24.36742,21.01165,23.37094,22.63331,23.60902,24.61175,22.95811,22.36317,24.25743,23.21157,24.34483,22.37,23.76522,24.30984,24.21253,23.28873,23.45603,24.24774,24.09701
2025-01-01 10:00:00,24.00076,23.04204,23.89138,23.49245,24.3837,20.63857,23.51549,22.78175,23.67815,24.4206,23.15694,22.44843,24.27899,23.08673,24.3749,22.53,23.73408,24.69238,24.29481,23.41999,23.4796,24.29398,24.24133
2025-01-01 11:00:00,24.01389,23.17251,23.92383,23.62649,24.4243,20.43079,23.66189,22.94137,23.77922,24.31548,23.27869,22.58033,24.30904,23.24532,24.38747,22.68,23.76113,24.8676,24.36551,23.37718,23.49616,24.33462,24.38228
2025-01-01 12:00:00,23.69502,22.94019,23.36093,23.34887,23.95686,19.86166,23.45728,22.76084,23.26872,23.87085,22.97573,22.3531,23.99823,23.36968,23.84734,22.46999,23.45085,24.11933,23.88725,22.92615,23.22319,24.01994,24.11434
2025-01-01 13:00:00,23.40599,22.68469,22.99255,23.0591,23.63353,19.72405,23.20183,22.52343,22.98247,23.55251,22.66708,22.1362,23.70063,23.19094,23.50398,22.23,23.15147,23.78619,23.58449,22.64939,22.90746,23.72068,23.87153
2025-01-01 14:00:00,23.69192,22.72941,23.1121,23.12162,23.79892,19.98134,23.23526,22.5681,23.1142,23.97379,22.7551,22.20696,23.95964,23.40889,23.7469,22.28,23.39795,23.81175,23.71051,22.88679,23.14631,23.97309,24.04991
2025-01-01 15:00:00,24.45153,23.3639,23.94052,23.73455,24.6286,20.62781,23.86878,23.16274,24.01887,24.81315,23.41635,22.84391,24.7063,23.94066,24.59374,22.91,24.10151,24.71946,24.53951,23.62317,23.77745,24.70694,24.83817
2025-01-01 16:00:00,27.70576,26.32346,27.19166,26.87999,27.94368,23.22744,26.8673,26.03348,27.32217,28.14857,26.43431,25.68349,28.10942,26.858,28.01588,25.76,27.21846,28.98677,27.84651,26.84853,26.54139,28.07425,28.64546
2025-01-01 17:00:00,34.28103,31.8848,33.28529,32.62878,34.31929,29.6477,32.71748,31.58689,33.28907,34.86866,32.30746,31.24919,34.7434,32.89967,34.41021,31.19,33.57523,35.61632,34.08874,33.12288,32.75405,34.68483,35.2428
2025-01-01 18:00:00,34.07214,31.84866,33.06538,32.17825,34.12288,30.20017,32.77132,31.67693,33.14074,34.65992,31.95955,31.36272,34.33242,32.466,34.03692,31.21999,33.36922,35.58792,33.91767,32.82028,32.55455,34.32527,35.03416
2025-01-01 19:00:00,33.48696,31.61718,32.89013,31.97998,33.78995,29.96478,32.34258,31.33646,33.08589,34.09875,31.72116,31.09445,33.79687,31.87719,33.7457,30.96,32.81469,35.32171,33.67818,32.50193,32.01727,33.7813,34.54273
2025-01-01 20:00:00,33.23216,31.55463,32.57385,31.99597,33.50675,30.03468,32.24367,31.28528,32.84079,33.80688,31.56201,31.11336,33.5266,31.86369,33.40149,30.89999,32.60647,35.01317,33.37214,32.39669,31.85351,33.51524,34.41881
2025-01-01 21:00:00,30.59848,29.77419,30.39858,30.00408,31.12661,28.54164,30.56252,29.74829,30.74447,30.92482,29.50291,29.42673,30.87432,29.40133,30.80509,29.21999,30.05692,32.33501,31.08737,30.19575,29.41623,30.84722,31.60464
2025-01-01 22:00:00,29.94684,29.48135,29.60511,29.6494,30.40021,28.55591,30.34245,29.5875,30.02639,30.34096,29.04352,29.24125,30.21041,29.35496,30.10404,29.0,29.50812,31.47792,30.33681,29.70336,28.92944,30.16478,30.97706
2025-01-01 23:00:00,27.81136,27.6255,27.83724,27.91048,28.38679,26.63112,28.36338,27.68785,28.18186,28.10598,27.41487,27.36078,28.0956,27.0954,28.03858,27.17,27.45557,29.52147,28.34598,27.73161,26.91132,28.0819,28.90759
2025-01-02 00:00:00,24.20358,25.0553,25.43183,25.18108,27.44466,24.00591,25.47864,24.88185,26.41464,24.31713,24.71491,24.76986,24.59566,23.89143,26.30376,24.60999,23.87411,26.61879,27.06684,25.31706,23.51678,24.61721,25.56303
2025-01-02 01:00:00,22.83735,23.77829,24.09265,23.80235,25.93856,22.82591,24.15701,23.61656,25.05781,22.9906,23.42109,23.51676,23.1987,22.6017,24.93126,23.35999,22.53946,25.07908,25.61036,23.99945,22.22924,23.19197,24.06332
2025-01-02 02:00:00,22.5295,23.62773,23.88253,23.66928,25.5909,22.58109,23.97595,23.43924,24.83656,22.723,23.28809,23.34409,22.87326,22.28306,24.61788,23.19999,22.2385,24.74991,25.31409,23.75626,21.92804,22.86849,23.73103
2025-01-02 03:00:00,22.52971,23.76339,23.94765,23.7683,25.57577,22.72628,24.12163,23.58178,24.91887,22.67886,23.37276,23.51392,22.87931,22.29651,24.5768,23.32999,22.25229,24.67445,25.32848,23.84495,21.94212,22.87887,23.74397
2025-01-02 04:00:00,23.12871,25.28457,25.42316,25.09709,27.65853,24.19872,25.67801,25.11225,26.70552,23.20533,24.67643,25.04357,23.53367,22.87765,26.24219,24.82999,22.83302,25.53386,27.27859,25.34811,22.5764,23.536,24.43565
2025-01-02 05:00:00,23.47193,28.86967,29.45891,28.29011,34.47804,27.60913,29.32192,28.68314,31.78771,23.54502,27.83892,28.66678,24.06317,22.79809,31.07187,28.37,23.11884,27.31008,33.40182,29.24153,23.19859,24.10816,24.92766
2025-01-02 06:00:00,30.55566,37.94305,38.82292,37.04249,45.75891,36.2197,38.61486,37.71574,41.80403,32.44125,36.48262,37.68217,31.36676,30.4486,40.32179,37.28999,30.06891,36.46,44.20659,38.4222,30.02086,31.44968,32.89207
2025-01-02 07:00:00,41.34924,46.6948,47.60925,44.83443,53.05706,43.90995,47.66189,46.32159,50.26391,43.46382,45.29522,46.18758,41.92029,41.716,50.12945,45.75999,40.83259,43.78281,52.32394,47.71323,40.36569,41.93171,42.91639
2025-01-02 08:00:00,34.54323,37.94312,38.63887,37.0577,42.10952,36.12521,38.62753,37.64571,40.0418,34.83563,37.07317,37.57402,35.17884,34.13582,40.05331,37.10999,34.08722,37.7414,41.37198,38.48801,33.69624,35.21285,36.15421
2025-01-02 09:00:00,33.16022,34.37304,34.84769,34.21273,36.90951,32.92402,35.34066,34.39103,35.4464,33.28079,34.27423,34.18481,33.6357,32.96852,36.0811,33.79999,32.8101,34.91588,36.45268,34.83818,32.33807,33.6831,34.45835
2025-01-02 10:00:00,33.66141,32.84097,33.90024,33.45629,35.01691,31.24866,33.74026,32.77404,33.93087,33.64252,33.19391,32.38994,34.05691,33.37543,34.81501,32.25999,33.34665,34.95799,34.89552,33.49729,32.77046,34.05179,34.85792
2025-01-02 11:00:00,32.8031,31.66771,32.67936,32.35051,33.63944,30.05075,32.53947,31.58689,32.71994,32.78498,32.12564,31.16696,33.15865,32.44578,33.51845,31.1,32.49887,34.35162,33.5834,32.31991,31.84872,33.1546,33.93823
2025-01-02 12:00:00,30.30806,29.18202,30.15649,29.87952,31.01874,27.60254,29.95337,29.06904,30.1721,30.25966,29.68645,28.68316,30.64621,29.93054,30.90256,28.64,30.02099,31.7695,30.94974,29.78618,29.43078,30.64466,31.34376
2025-01-02 13:00:00,30.28156,28.85448,29.84343,29.58983,30.84412,27.23641,29.56908,28.72896,29.90003,30.1905,29.45892,28.30063,30.60349,29.98408,30.63895,28.32,29.97878,31.415,30.73156,29.49165,29.44371,30.6001,31.27776
2025-01-02 14:00:00,30.29409,28.84444,29.70131,29.51545,30.66238,27.25734,29.52785,28.70529,29.75974,30.26118,29.35549,28.33255,30.6325,29.95398,30.44925,28.32999,29.9586,32.08714,30.49128,29.45275,29.21965,30.64183,31.80356
2025-01-02 15:00:00,30.16748,28.90919,29.83446,29.64045,30.62857,27.27821,29.56462,28.72932,29.9883,30.15148,29.38211,28.40956,30.50361,29.7337,30.56174,28.37999,29.79578,33.57293,30.52759,29.60421,28.6749,30.50703,32.56929
2025-01-02 16:00:00,38.27516,36.19479,37.59931,36.78993,38.89664,33.99288,36.99999,35.82997,38.28401,38.76317,36.6722,35.62763,38.54545,37.4532,38.88098,35.49,37.68322,40.21616,38.81763,37.41155,36.62308,38.57779,40.07118
2025-01-02 17:00:00,54.52571,50.89951,52.69988,51.14569,55.03265,48.03066,51.99958,50.17709,53.8593,56.02098,51.05506,49.99251,55.02213,53.36203,55.1262,49.56,53.25283,56.60472,54.7403,53.00905,52.00975,55.0749,57.03937
2025-01-02 18:00:00,45.43488,43.50698,44.57348,43.22102,46.15437,41.32191,44.46385,42.98281,45.78251,47.67032,43.28411,42.85241,45.88913,44.45672,46.65868,42.32,44.40515,47.25694,46.55612,45.0791,43.39611,45.90442,47.43378
2025-01-02 19:00:00,40.5552,38.57578,39.84686,38.75184,41.59269,36.45164,39.5905,38.34119,40.72378,41.1973,38.23879,38.18813,40.75297,39.58623,41.48195,37.72999,39.89298,41.62868,41.48563,39.84508,38.77871,40.71397,41.69038
2025-01-02 20:00:00,40.20713,37.90934,39.2305,38.01953,41.046,34.50758,38.73867,37.57504,40.36562,40.9877,37.53853,37.40932,40.43394,39.59121,41.18684,37.04999,39.54608,41.20232,40.94458,39.21458,38.39299,40.36304,41.45277
2025-01-02 21:00:00,38.9546,36.68659,37.8157,36.60198,39.75474,32.86352,37.41664,36.34802,39.34322,41.17336,36.06419,36.20593,39.15676,38.54332,40.28902,35.88,38.49628,39.51746,39.69547,38.08217,37.23936,39.10065,40.03766
