Timestamp,AECO ZONE,AEP ZONE,APS ZONE,ATSI ZONE,BGE ZONE,COMED ZONE,DAY ZONE,DEOK ZONE,DOM ZONE,DPL ZONE,DUQ ZONE,EKPC ZONE,JCPL ZONE,METED ZONE,MID-ATL/APS ZONE,OVEC ZONE,PECO ZONE,PENELEC ZONE,PEPCO ZONE,PJM-RTO ZONE,PPL ZONE,PSEG ZONE,RECO ZONE
2023-01-01 00:00:00,23.60242,24.51684,24.19548,24.06034,24.38485,23.74387,25.24743,24.80068,24.49514,24.18469,23.59111,24.55501,23.87502,23.65827,24.46788,24.23999,23.37158,24.15513,24.38655,24.38111,23.39923,24.69605,25.3835
2023-01-01 01:00:00,23.06386,23.82518,23.50751,23.39847,23.78535,23.08727,24.53221,24.12098,23.84667,23.64469,22.93779,23.8899,23.39293,23.09688,23.83324,23.57999,22.8149,23.51347,23.76985,23.68854,22.84985,23.63787,24.6035
2023-01-01 02:00:00,21.92325,23.20881,22.89931,22.73975,23.28758,22.42151,23.84205,23.4501,23.3511,22.3848,22.304,23.24574,22.30509,22.2278,23.14242,22.96,21.64815,22.71288,23.25712,23.00412,21.92789,22.53471,23.32319
2023-01-01 03:00:00,21.58919,23.0942,22.72838,22.55175,23.1612,22.24818,23.71665,23.34429,23.53594,22.07234,22.13184,23.13575,21.96554,21.97843,22.92064,22.85999,21.29703,22.41071,23.10697,22.81726,21.6496,22.15883,22.88963
2023-01-01 04:00:00,21.97918,22.99671,22.51504,22.45234,22.69896,22.16733,23.59188,23.197,23.77218,22.56185,22.03188,23.01724,22.25213,22.00339,22.6842,22.73,21.76327,22.31661,22.69042,22.66918,21.76965,22.45034,23.31498
2023-01-01 05:00:00,21.77368,23.16121,22.72543,22.61767,23.23661,22.34031,23.77139,23.36455,24.12178,22.24899,22.20385,23.17441,22.14027,22.13488,22.92178,22.89,21.45344,22.40339,23.07393,22.83793,21.81403,22.32576,22.96296
2023-01-01 06:00:00,22.49846,25.08034,24.60591,24.4796,25.66624,24.17097,25.7512,25.29841,26.49264,22.70205,24.03842,25.08652,23.07463,23.60638,24.64372,24.46999,21.91256,23.96643,25.21108,24.59191,23.07011,23.17232,23.49714
2023-01-01 07:00:00,21.08673,28.52862,27.97426,27.60943,30.59188,27.54729,29.26326,28.75536,30.69113,20.54569,27.06173,28.54921,22.95968,25.13647,27.41385,28.12999,19.84989,26.41157,29.45153,27.52738,24.03188,23.66248,24.68951
2023-01-01 08:00:00,23.82901,29.38764,28.72352,28.55808,30.47173,28.28435,30.17699,29.60622,31.26608,23.86935,27.9862,29.40115,25.31536,26.63226,28.59531,28.94,22.91889,27.7034,29.65214,28.64359,25.80156,26.01765,27.5675
2023-01-01 09:00:00,25.35125,29.85214,29.1993,29.15829,30.26928,28.99704,30.77472,30.15295,31.49671,25.71491,28.53791,29.91508,26.27618,27.44619,29.86341,29.42,24.69968,28.61887,29.70916,29.63783,26.81697,29.02348,30.65859
2023-01-01 10:00:00,24.85782,27.84217,27.44385,27.36187,28.43156,27.08818,28.77858,28.16471,28.43184,25.26058,26.78448,27.89361,25.42644,26.26423,28.06487,27.14,24.37329,26.82037,28.10273,27.7455,25.69278,26.20902,29.05884
2023-01-01 11:00:00,26.32234,27.85729,27.49742,27.44565,27.91285,27.16241,28.82835,28.2132,28.06418,26.94535,26.90769,27.91684,26.68192,26.87333,28.32098,27.18,26.03235,27.28065,27.79886,27.93579,26.48043,27.90567,31.25674
2023-01-01 12:00:00,25.0826,26.60935,26.28776,26.26904,26.74013,25.94122,27.53362,26.94939,26.75058,25.76772,25.72152,26.66125,25.3925,25.60382,27.03375,25.98,24.77314,26.0705,26.62037,26.68511,25.23999,26.3898,29.80384
2023-01-01 13:00:00,24.38163,25.78753,25.50191,25.50003,25.94329,25.08386,26.66297,26.09172,25.9527,25.0668,24.98169,25.77343,24.77637,24.9483,26.22544,25.18,24.06298,25.42715,25.81382,25.86913,24.57772,25.63306,29.32805
2023-01-01 14:00:00,24.29071,25.73243,25.52243,25.45093,26.03592,24.96993,26.58723,26.02007,25.96565,24.96668,24.96261,25.69064,24.78208,24.87173,26.29771,25.12999,23.95765,25.40395,25.88882,25.87543,24.54968,25.72384,28.98884
2023-01-01 15:00:00,25.24266,26.40012,26.19255,26.14642,26.57979,25.60635,27.28426,26.69635,26.60907,26.02558,25.62963,26.37466,25.70364,25.60652,27.02034,25.78999,24.90999,26.15626,26.49026,26.63515,25.32478,26.87741,29.61917
2023-01-01 16:00:00,28.04563,30.2258,29.92666,29.90724,30.52464,29.37351,31.34377,30.64782,30.90067,28.54589,29.28917,30.25676,27.77488,28.6147,30.17274,29.51,27.52665,29.81848,30.33632,30.05703,28.12476,30.82255,33.0445
2023-01-01 17:00:00,32.26234,35.26106,35.03633,35.03208,36.26311,34.36595,36.65634,35.81179,36.29471,32.94831,34.29531,35.28866,32.05285,33.38269,35.28588,34.43,31.45852,34.7936,35.75999,35.10125,32.70044,36.2556,38.16575
2023-01-01 18:00:00,31.11467,34.83198,34.45342,34.40947,35.64777,34.04092,36.10436,35.39027,35.88284,31.6382,33.67476,34.87858,30.98054,32.46822,34.4328,33.99,30.32257,33.91065,35.20115,34.40764,31.76421,34.83727,36.68634
2023-01-01 19:00:00,30.09923,34.51614,33.97191,33.88161,35.28347,33.72431,35.66181,34.98321,35.49997,30.41132,33.15534,34.52908,30.18673,31.70211,33.84615,33.63,29.2603,33.00103,34.83884,33.86426,30.9419,33.28818,34.92847
2023-01-01 20:00:00,27.77368,33.06281,32.67341,32.39865,34.58753,32.24079,34.16295,33.48675,34.15278,27.85027,31.77393,33.07823,28.49497,30.23267,32.41905,32.25,26.81713,31.38308,33.99172,32.37596,29.34156,29.08496,32.15856
2023-01-01 21:00:00,23.58097,29.81676,29.77521,29.21259,32.20008,28.84453,30.68916,30.09933,30.83918,23.179,28.7395,29.77995,24.33825,26.82931,29.34377,29.09,22.40615,28.4221,31.327,29.06569,25.73003,26.51648,28.3485
