Timestamp,AECO ZONE,AEP ZONE,APS ZONE,ATSI ZONE,BGE ZONE,COMED ZONE,DAY ZONE,DEOK ZONE,DOM ZONE,DPL ZONE,DUQ ZONE,EKPC ZONE,JCPL ZONE,METED ZONE,MID-ATL/APS ZONE,OVEC ZONE,PECO ZONE,PENELEC ZONE,PEPCO ZONE,PJM-RTO ZONE,PPL ZONE,PSEG ZONE,RECO ZONE
2020-01-01 00:00:00,18.00302,18.33993,18.21802,18.37102,18.36606,17.72126,19.06334,18.47702,18.01811,18.32481,18.18527,18.30422,18.10126,17.89209,18.28738,18.1,17.92993,18.01774,18.24365,18.19375,16.90712,18.12439,18.22468
2020-01-01 01:00:00,17.52951,17.85413,17.75154,17.88971,17.8747,17.16658,18.5177,17.95529,17.57194,17.83348,17.71301,17.80387,17.6397,17.42905,17.80573,17.60999,17.46911,17.55501,17.76534,17.69293,16.45548,17.66381,17.78567
2020-01-01 02:00:00,17.24869,17.57192,17.48472,17.58589,17.60459,16.81404,18.20636,17.65429,17.33127,17.53079,17.42414,17.51203,17.35236,17.15441,17.53504,17.32999,17.188,17.27026,17.50484,17.40577,16.25429,17.37756,17.47884
2020-01-01 03:00:00,17.10375,17.54886,17.43503,17.51377,17.5639,16.76455,18.15469,17.60666,17.35459,17.41677,17.36514,17.48364,17.20828,17.04862,17.50046,17.28999,17.0615,17.19314,17.48821,17.36232,16.18333,17.23688,17.37317
2020-01-01 04:00:00,17.24269,17.6464,17.51771,17.65425,17.64172,16.87047,18.31317,17.7602,17.36077,17.55055,17.48344,17.666,17.31357,17.15904,17.57792,17.41,17.17645,17.29762,17.54456,17.46294,16.2105,17.34204,17.45228
2020-01-01 05:00:00,17.34699,18.09288,17.82154,18.02195,17.93033,16.63815,18.85537,18.26964,17.74789,17.72798,17.79634,18.16428,17.39259,17.28739,17.8776,17.87,17.28192,17.43101,17.8778,17.77097,16.37521,17.42418,17.51118
2020-01-01 06:00:00,17.57974,18.67531,18.41749,18.64026,18.96936,17.42613,19.53612,18.88644,18.3828,17.99934,18.44826,18.7943,17.63185,17.40162,18.48109,18.26,17.45773,18.0349,18.58194,18.28504,16.13852,17.71281,17.9236
2020-01-01 07:00:00,17.47397,19.40527,19.18587,19.34612,20.23888,18.09136,20.30767,19.59112,19.31703,17.67765,19.12522,19.52687,17.6583,17.81191,19.30178,18.98,17.19438,18.55884,19.6711,19.04609,16.35135,17.71506,18.03628
2020-01-01 08:00:00,17.43216,19.38834,19.15342,19.36605,20.20815,17.90644,20.33425,19.56834,19.24268,17.6458,19.13384,19.42801,17.63412,17.79502,19.26067,18.96,17.1776,18.46664,19.62521,19.0925,16.41604,17.68431,18.01483
2020-01-01 09:00:00,17.84573,19.38707,19.10947,19.41469,19.80739,18.52993,20.29567,19.5872,19.08524,18.10289,19.1753,19.4337,17.99318,18.01883,19.21513,18.98999,17.67059,18.54364,19.41613,19.02651,16.65662,18.05327,18.33559
