Timestamp,AECO ZONE,AEP ZONE,APS ZONE,ATSI ZONE,BGE ZONE,COMED ZONE,DAY ZONE,DEOK ZONE,DOM ZONE,DPL ZONE,DUQ ZONE,EKPC ZONE,JCPL ZONE,METED ZONE,MID-ATL/APS ZONE,OVEC ZONE,PECO ZONE,PENELEC ZONE,PEPCO ZONE,PJM-RTO ZONE,PPL ZONE,PSEG ZONE,RECO ZONE
2024-01-01 00:00:00,17.64723,19.69503,19.73882,19.75834,21.41281,19.12175,20.25722,19.71091,20.73205,17.45661,19.27035,19.55194,17.99216,18.09099,19.75032,19.23999,17.10433,17.89372,21.06997,19.57738,16.93406,18.38162,20.1751
2024-01-01 01:00:00,16.99158,19.51761,19.52169,19.56273,21.42563,18.91516,20.08818,19.55242,20.68352,16.69991,19.03438,19.40587,17.44178,17.61133,19.27033,19.05,16.40489,17.26188,21.0367,19.22709,16.28318,17.90039,20.05834
2024-01-01 02:00:00,15.93806,19.23098,19.34812,19.16044,21.62694,18.51235,19.73477,19.21633,20.61997,15.42477,18.73575,19.11913,16.51227,17.08414,19.02763,18.78999,15.24338,17.12004,21.07418,18.86405,15.79374,16.89478,18.85652
2024-01-01 03:00:00,15.79196,19.31807,19.49595,19.22881,21.94035,18.55886,19.79208,19.26915,20.83879,15.20456,18.82456,19.20111,16.41114,17.10079,19.21138,18.87999,15.06735,17.20604,21.32881,18.95867,15.7941,16.78069,18.74662
2024-01-01 04:00:00,16.62113,20.05403,20.21441,19.93152,22.61624,19.2829,20.55456,20.01595,21.52803,16.17563,19.51952,19.95389,17.19216,17.83687,19.96095,19.6,15.92192,17.96023,22.02531,19.67235,16.55182,17.5589,19.46507
2024-01-01 05:00:00,14.71946,22.24489,22.53635,21.75551,26.98317,21.29524,22.69912,22.13702,24.52155,13.37407,21.47001,22.14545,15.86338,18.13972,22.80854,21.78999,13.48916,19.4557,25.61743,22.062,16.59865,16.11689,18.11899
2024-01-01 06:00:00,16.65574,23.86603,24.56134,23.49052,29.06105,22.83039,24.40105,23.7597,26.46022,15.41159,23.18165,23.75377,17.85499,19.99586,24.54321,23.37,15.36296,21.40777,27.66883,23.79286,18.37048,18.16243,20.45293
2024-01-01 07:00:00,17.27774,26.17123,27.28665,25.69346,32.97875,24.99764,26.73044,26.01294,29.55006,15.7821,25.40931,26.03206,18.81098,21.70995,26.66163,25.64,15.66612,23.48425,31.13131,26.01707,19.81307,19.09883,21.70638
2024-01-01 08:00:00,19.49611,26.29954,27.20935,26.14197,31.6458,25.0632,26.97669,26.1703,28.8655,18.61148,25.58536,26.09291,20.56259,24.59023,26.80513,25.71999,18.22628,25.14006,30.12617,25.7973,21.93418,20.90065,23.39269
2024-01-01 09:00:00,23.58121,24.92775,25.4412,25.31488,26.89253,23.656,25.49846,24.70882,26.0931,23.59128,24.7257,24.64827,23.95455,24.44492,25.27266,24.41,23.07737,27.28553,26.58728,24.86932,23.19254,23.99814,26.35168
2024-01-01 10:00:00,26.59006,26.07475,26.55315,26.71144,27.20652,24.77247,26.74038,25.8753,26.91438,26.93203,26.09448,25.7409,26.71709,26.39852,26.76201,25.53999,26.31682,28.78508,27.20509,26.45201,25.26138,26.79152,29.13994
2024-01-01 11:00:00,26.13451,25.62609,26.06938,26.30054,26.69233,24.3455,26.28228,25.44615,26.45627,26.40813,25.68874,25.27029,26.28358,25.95397,26.30334,25.1,25.89454,28.07122,26.67795,26.04572,24.88236,26.3523,28.5304
2024-01-01 12:00:00,26.05172,25.66885,26.06116,26.31624,26.66272,24.37103,26.31038,25.48315,26.491,26.26613,25.70597,25.29902,26.20824,25.90729,26.23975,25.14999,25.82693,27.94333,26.66328,26.01972,24.82846,26.2799,28.48485
2024-01-01 13:00:00,25.00726,24.42622,24.85678,25.14968,25.4605,23.16997,25.04014,24.24575,25.21399,25.18147,24.55646,24.05355,25.17417,24.82324,25.0616,23.93,24.77416,26.78018,25.42715,24.83957,23.77625,25.24105,27.42508
