Timestamp,AECO ZONE,AEP ZONE,APS ZONE,ATSI ZONE,BGE ZONE,COMED ZONE,DAY ZONE,DEOK ZONE,DOM ZONE,DPL ZONE,DUQ ZONE,EKPC ZONE,JCPL ZONE,METED ZONE,MID-ATL/APS ZONE,PECO ZONE,PENELEC ZONE,PEPCO ZONE,PJM-RTO ZONE,PPL ZONE,PSEG ZONE,RECO ZONE
2015-01-01 00:00:00,27.13629,27.61736,28.50331,27.16421,32.75647,25.41393,28.34096,27.53923,31.104,27.90782,25.84946,27.51232,27.13084,26.70289,28.54884,26.90813,27.3187,32.51568,28.15016,26.68339,27.88096,27.38098
2015-01-01 01:00:00,26.96244,26.9992,28.22362,26.4771,32.76997,25.03618,27.59962,26.82866,31.42023,27.79764,25.18335,26.83409,26.90048,26.61581,28.42857,26.78295,26.67479,32.99911,27.89019,26.50013,27.60376,27.02872
2015-01-01 02:00:00,26.80723,26.58329,27.59408,26.2165,30.93689,24.54324,27.15375,26.38963,30.03729,27.63128,25.08203,26.36409,26.73727,26.48713,27.85716,26.64684,26.54912,31.2011,27.28405,26.37277,27.45072,26.86768
2015-01-01 03:00:00,25.4553,26.39084,26.96913,26.19842,29.64367,24.3394,26.96862,26.20045,28.22394,26.14461,25.31505,26.1138,25.42235,25.02374,26.63018,25.25755,26.21702,29.0536,26.47154,25.06859,26.28532,25.83213
2015-01-01 04:00:00,25.68458,26.7402,27.26095,26.37043,30.61904,24.37925,27.34408,26.55435,29.08825,26.43969,25.32904,26.48674,25.6404,25.2438,27.02261,25.47242,26.30996,30.07809,26.86117,25.28819,26.48371,26.00169
2015-01-01 05:00:00,24.39937,27.19739,27.83534,26.64297,33.57341,24.42436,27.813,27.02854,30.29076,26.61462,25.52981,26.97102,24.44929,23.76775,26.99967,24.0769,26.14258,31.93856,27.18642,24.0081,25.52022,25.06823
2015-01-01 06:00:00,25.95553,28.24828,29.22106,27.60271,36.95604,24.41373,28.71119,27.86388,32.60267,30.55917,26.29575,27.84647,25.91893,25.10039,28.92769,25.5446,27.3927,34.63074,28.64706,25.36109,26.94941,26.49485
2015-01-01 07:00:00,25.88866,28.72443,29.73602,28.28763,38.35808,26.58493,29.4921,28.57736,33.64967,30.45917,26.8577,28.53894,25.94472,24.97487,29.24136,25.36833,27.20844,35.65323,29.34553,25.30845,26.92535,26.60039
2015-01-01 08:00:00,26.06257,28.82873,29.72929,28.47057,37.20847,26.70478,29.60424,28.66608,33.28146,29.62232,27.05051,28.65694,26.22806,25.27903,29.04324,25.57562,27.48187,35.03767,29.26377,25.59094,27.15114,26.90769
2015-01-01 09:00:00,25.29042,28.65166,29.38659,28.51635,36.69195,27.02935,29.52479,28.53791,32.2353,26.99257,27.07057,28.4569,26.1386,24.88685,28.42555,24.74107,27.57141,34.2596,28.84751,25.21932,27.23666,26.94447
2015-01-01 10:00:00,24.69436,28.16168,28.70355,28.20055,35.16838,26.67687,29.01789,28.01197,30.71913,26.73883,26.87272,27.84923,25.47368,24.2215,27.60975,24.13779,27.28879,32.65179,28.11246,24.58276,26.59697,26.26802
2015-01-01 11:00:00,24.18958,27.38895,27.80139,27.55598,33.29228,25.84879,28.21464,27.18831,29.38395,25.33356,26.27509,26.98737,25.20502,23.92685,26.8225,23.62332,26.82858,31.00729,27.24609,24.2691,26.37881,26.01945
2015-01-01 12:00:00,24.84573,26.59727,27.14082,27.0032,30.65283,25.22967,27.38836,26.39381,28.08645,26.34308,25.81759,26.17117,26.01923,24.83608,26.75417,24.33098,26.86735,29.26187,26.72005,25.08777,27.10474,26.71711
2015-01-01 13:00:00,24.93172,25.87189,26.66551,26.3671,29.7691,24.66769,26.57562,25.6074,27.35572,25.87859,25.30725,25.37355,25.6244,24.67303,26.36617,24.49503,26.42428,28.48823,26.1528,24.88065,26.63498,26.2338
2015-01-01 14:00:00,24.46378,25.56978,26.10367,26.03833,29.22046,24.44918,26.27867,25.32286,26.86172,25.28324,24.98284,25.06277,25.61837,24.51129,26.00668,23.96062,26.01931,27.9781,25.80865,24.64433,26.70787,26.23094
2015-01-01 15:00:00,25.02179,25.43361,26.03849,26.01232,28.66713,24.32317,26.13371,25.16494,26.59011,25.84371,25.04453,24.89236,25.93286,24.93199,26.1703,24.54311,26.20122,27.61054,25.79236,25.03424,26.93869,26.47055
2015-01-01 16:00:00,26.71674,26.18657,27.08055,26.83909,29.02307,24.95259,26.92967,25.92711,27.42271,27.41065,25.9081,25.66919,26.96624,26.16145,27.24462,26.13336,27.32669,28.25746,26.68955,26.30582,27.75493,27.37676
2015-01-01 17:00:00,32.38114,29.93497,31.88697,30.76346,37.59401,28.07853,30.85504,29.67482,34.47293,36.36856,29.43555,29.33616,34.63217,32.8989,33.78982,31.60188,31.48451,36.84034,31.99679,31.70022,34.77147,34.41743
2015-01-01 18:00:00,31.23694,30.14429,31.48244,31.01845,36.5176,28.66089,31.25774,30.0302,33.76147,35.97289,29.71912,29.65942,32.35678,30.99211,32.64347,30.41004,31.29631,35.5534,31.55234,30.68663,33.00012,32.69835
2015-01-01 19:00:00,30.72009,29.72012,30.90798,30.37267,35.71405,28.24618,30.76604,29.57059,33.05185,35.53125,29.02475,29.26138,31.31775,30.26844,31.97728,30.06315,30.62548,34.84362,30.97219,30.22691,32.02511,31.60385
2015-01-01 20:00:00,30.41108,29.61002,30.74543,30.23855,35.08461,27.9798,30.52735,29.40553,32.31669,34.30257,29.06961,29.11476,30.98931,30.02676,31.60033,29.75562,30.50172,34.22968,30.64909,29.99704,31.73993,31.24329
2015-01-01 21:00:00,28.05838,28.35285,28.79096,28.6187,31.54342,26.92408,29.23869,28.20519,30.04596,31.10984,27.44654,27.88304,28.66837,27.74592,29.09939,27.52631,28.61786,30.65097,28.7223,27.75887,29.42577,28.93769
2015-01-01 22:00:00,26.208,26.66365,26.98744,26.97291,29.39057,25.51627,27.35786,26.39117,27.93853,27.3744,26.05871,26.15587,26.20434,25.62923,26.93969,25.80642,27.0356,28.40712,26.8062,25.71004,26.90255,26.53186
2015-01-01 23:00:00,25.76408,25.74716,26.00052,26.03523,27.79399,24.7301,26.41718,25.53756,26.71664,26.56875,25.19339,25.31002,25.63213,25.01445,26.14188,25.4909,26.26516,27.16679,25.9134,25.10457,26.32239,25.87125
2015-01-02 00:00:00,24.28687,24.70226,24.95848,24.52952,26.13604,19.7718,25.99132,25.40566,25.5764,24.95423,23.82443,24.65623,24.29335,23.89637,24.76427,24.13081,24.74968,25.74284,24.24749,23.92516,24.60327,24.3417
2015-01-02 01:00:00,23.7062,24.1602,24.24516,23.92936,25.39135,19.09525,25.45993,24.96345,24.86992,24.37361,23.24563,24.12419,23.70793,23.36927,24.14097,23.59354,24.14356,25.02253,23.6373,23.36704,24.02696,23.75842
2015-01-02 02:00:00,23.06717,23.49559,23.63872,23.31814,24.76868,18.57041,24.69419,24.2278,24.21294,23.77412,22.69823,23.41559,23.03815,22.721,23.5053,22.95299,23.50565,24.37923,23.01543,22.73309,23.34363,23.06465
2015-01-02 03:00:00,22.683,23.32875,23.56232,23.19273,24.9336,17.63482,24.66986,24.33108,24.14494,23.45342,22.62616,23.37393,22.75243,22.43555,23.34431,22.68887,23.30449,24.42354,22.7895,22.45688,23.07111,22.81518
2015-01-02 04:00:00,23.29833,24.76304,25.06627,24.54415,27.50415,19.07477,26.04908,25.63468,25.97745,24.05247,23.9484,24.75858,23.40648,22.97013,24.49394,23.25545,24.32858,26.53238,24.15974,23.05406,23.79999,23.55473
2015-01-02 05:00:00,23.48469,25.86706,26.30543,25.57222,30.03233,21.21627,27.02022,26.45083,27.56052,25.70887,24.93505,25.7616,23.86653,23.215,25.52897,23.61546,25.10534,28.50063,25.4147,23.38522,24.36995,24.19985
2015-01-02 06:00:00,24.06275,28.45563,29.23097,27.91599,36.45236,23.73252,29.65782,29.03827,31.42119,27.9208,27.17949,28.40642,24.29457,23.29349,27.6603,23.76308,26.45428,33.36566,27.96541,23.66784,25.20065,24.83059
2015-01-02 07:00:00,24.29447,29.74511,30.34545,29.09749,38.85288,26.406,30.88336,30.05248,32.94133,29.18544,28.22852,29.57993,24.81546,23.647,28.58472,24.08022,26.92971,35.23643,29.24775,24.08353,25.61164,25.50661
2015-01-02 08:00:00,24.07174,29.09701,29.40798,28.48139,37.06165,25.82862,30.2011,29.35728,31.85007,26.59225,27.56864,28.91027,24.66274,23.59352,27.7925,23.71317,26.55338,33.85511,28.47681,23.96776,25.66089,25.26653
2015-01-02 09:00:00,24.7798,29.19539,29.23077,28.63078,35.44671,26.24106,30.36189,29.44503,31.38913,27.44044,27.67225,28.93578,25.46658,24.45238,27.93815,23.98578,27.00681,32.89403,28.55291,24.7671,26.70598,25.96807
2015-01-02 10:00:00,27.06604,29.2367,29.31958,29.07462,33.17008,26.36993,30.41704,29.45474,30.70839,29.52227,28.13727,28.85678,27.48661,26.71018,28.86007,26.47934,28.36996,31.66255,28.90161,26.89211,28.41847,27.81003
2015-01-02 11:00:00,27.03145,28.64497,28.74769,28.67348,31.81501,25.85272,29.79018,28.87916,29.84282,28.49039,27.80886,28.26379,27.47548,26.72723,28.42111,26.49506,28.11324,30.63746,28.36045,26.87633,28.40711,27.77325
2015-01-02 12:00:00,27.11565,27.72929,27.91074,27.96026,30.0288,25.07904,28.83127,27.94015,28.64577,28.21497,27.14407,27.33908,27.45761,26.83688,27.94059,26.7023,27.77383,29.26036,27.61985,26.93361,28.24147,27.66639
2015-01-02 13:00:00,26.65092,27.06227,27.32964,27.36845,29.30675,24.59385,28.08538,27.22271,27.94498,27.66115,26.60234,26.62455,26.9348,26.33684,27.3713,26.31175,27.27096,28.56908,27.0135,26.41889,27.64346,27.15762
2015-01-02 14:00:00,25.45841,26.69463,26.91464,27.02154,28.64774,24.30743,27.69142,26.86093,27.43132,26.88783,26.26218,26.2675,26.50194,26.03647,26.94479,26.4857,27.13619,27.99118,26.61483,26.11476,26.9654,26.92238
2015-01-02 15:00:00,25.1835,26.46366,26.68882,26.77428,28.60045,23.99981,27.45033,26.63973,27.2352,26.74823,26.02299,26.02625,26.17042,25.68729,26.70123,26.18461,26.90636,27.84895,26.37012,25.76654,26.61499,26.57264
2015-01-02 16:00:00,27.87011,27.24127,27.77173,27.76056,29.79294,24.65859,28.2664,27.36902,28.25171,29.82357,27.00154,26.74462,27.92857,27.28138,28.2152,27.307,27.98223,29.00221,27.50174,27.34188,28.58677,28.01917
2015-01-02 17:00:00,30.68404,30.51578,31.43429,30.99898,35.38815,27.44306,31.70111,30.68011,33.05748,34.56882,30.04406,30.02859,30.99509,29.81125,31.71483,29.92363,30.51827,33.89521,31.01333,29.92902,31.51523,30.98071
2015-01-02 18:00:00,30.03048,30.42858,30.88854,30.75284,34.58339,27.9378,31.66262,30.54597,31.96697,35.12077,29.70912,29.96051,30.44524,29.23325,31.16103,29.19081,30.13512,33.12536,30.64981,29.40104,31.00977,30.35846
2015-01-02 19:00:00,28.31557,29.18134,29.67885,29.41678,33.80714,26.77341,30.30636,29.20452,30.88315,33.45456,28.45055,28.65701,28.83149,27.65713,29.77214,27.47493,28.64298,32.16446,29.36062,27.81787,29.57005,28.7842
