cell,market,host,config,seeds,n_seeds,n_failed_seeds,complete,switches,n_days,n_entries_evaluated,n_days_any_valid,overall_mae,host_mae,mae_gain_abs,mae_gain_pct,tail_mae,tail_mae_host,upper_tail_mae,lower_tail_mae,normal_mae,normal_mae_host,normal_relative_harm_pct,negative_price_mae,negative_price_mae_host,shape_w1_positive,shape_w1_negative,mass_positive_l1,mass_negative_l1,high_mass_positive_l1,high_mass_negative_l1,high_mass_positive_n_days,high_mass_negative_n_days,alpha,amplitude_scale,n_parameters,fit_seconds,inference_seconds,n_folds,final_epochs,branch_reconstruction_max_abs_err,alpha_consistency_max_abs_err
SHAANXI_DA::PatchTST,SHAANXI_DA,PatchTST,TIED_AMPLITUDE,7|17|37,3,0,True,"{""rare_mass_sampling"":true,""shape_semantic_context"":true,""untied_amplitude_heads"":false,""use_tcn"":true}",20.0,480.0,20.0,97.81400839870317,101.63885358969371,3.824845190990544,3.763172306558156,140.85279151189425,143.01088774831672,413.81328102548457,78.01412438122966,90.10951794720629,93.85599567866561,-3.991729781745774,,,5.059156638349189,3.584479288231735,771.9358896255493,724.9682388305664,,1441.0576286315918,0.0,2.0,0.40091126443216324,1026.2305908203125,47539.0,15.656,0.049819,5.0,6.0,1.3093329755520244e-05,0.0
SHAANXI_DA::TimeMixer,SHAANXI_DA,TimeMixer,FROZEN_SMALLEST,7|17|37,3,0,True,"{""rare_mass_sampling"":false,""shape_semantic_context"":false,""untied_amplitude_heads"":false,""use_tcn"":false}",20.0,480.0,20.0,88.24064760350059,99.74069322745005,11.500045623949461,11.529943548441757,132.253613584197,140.63074182209215,350.26666576800324,82.48236142703017,80.80603436353151,92.04850586806194,-12.213638231830581,,,4.686381295230888,2.940420550544459,890.3030862808228,758.1360404968261,,941.6724296569824,0.0,5.0,1.152030618652641,1051.7129516601562,24755.0,6.303,0.032972,5.0,12.0,8.748439086048165e-06,0.0
SHAANXI_DA::TimeMixer,SHAANXI_DA,TimeMixer,FULL,7|17|37,3,0,True,"{""rare_mass_sampling"":true,""shape_semantic_context"":true,""untied_amplitude_heads"":true,""use_tcn"":true}",20.0,480.0,20.0,95.99703374054111,99.74069322745005,3.743659486908939,3.753392287310302,137.2550188074055,140.63074182209215,398.3582367193256,78.00126223820428,88.38525268606956,92.04850586806194,-3.9796986897789646,,,5.068077762468032,3.426259466731998,742.296290397644,771.4972991943359,,1345.21342086792,0.0,5.0,0.2263797434753648,1051.7129516601562,47572.0,16.294,0.058801,5.0,10.0,1.0554875871093827e-05,0.0
SHAANXI_DA::TimeMixer,SHAANXI_DA,TimeMixer,NO_RARE_MASS,7|17|37,3,0,True,"{""rare_mass_sampling"":false,""shape_semantic_context"":true,""untied_amplitude_heads"":true,""use_tcn"":true}",20.0,480.0,20.0,95.31259549259993,99.74069322745005,4.428097734850127,4.439609944110005,136.57978163934942,140.63074182209215,398.1305465011143,77.00612361673038,87.73179597679662,92.04850586806194,-4.689603433055927,,,5.008260076459039,3.4384606588024225,740.9908369064331,773.124234008789,,1327.0585868835449,0.0,5.0,0.25909530975261486,1051.7129516601562,47572.0,17.02,0.037612,5.0,10.0,7.82726510806242e-06,0.0
SHAANXI_DA::TimeMixer,SHAANXI_DA,TimeMixer,NO_SHAPE_CONTEXT,7|17|37,3,0,True,"{""rare_mass_sampling"":true,""shape_semantic_context"":false,""untied_amplitude_heads"":true,""use_tcn"":true}",20.0,480.0,20.0,94.38304494711073,99.74069322745005,5.357648280339319,5.37157714366559,133.1494268010385,140.63074182209215,404.6250613896283,71.66197251394733,87.09035925181739,92.04850586806194,-5.386449860849806,,,4.827654562241499,3.2445263831797204,726.4854276657104,766.5568572998047,,1386.24232711792,0.0,5.0,0.43088098710211675,1051.7129516601562,47572.0,18.49,0.059586,5.0,11.0,7.997068223630777e-06,0.0
SHAANXI_DA::TimeMixer,SHAANXI_DA,TimeMixer,NO_TCN,7|17|37,3,0,True,"{""rare_mass_sampling"":true,""shape_semantic_context"":true,""untied_amplitude_heads"":true,""use_tcn"":false}",20.0,480.0,20.0,92.99201085833532,99.74069322745005,6.748682369114732,6.766227655672037,133.4658119648884,140.63074182209215,398.1209219807026,75.33501382278934,85.37812748185503,92.04850586806194,-7.246590613613996,,,5.208636660683643,3.782324488789032,723.013885307312,755.7295013427735,,1270.5634696960449,0.0,5.0,0.5630235062034437,1051.7129516601562,24788.0,7.195,0.030282,5.0,7.0,1.1423524711062782e-05,0.0
SHAANXI_DA::TimeMixer,SHAANXI_DA,TimeMixer,TIED_AMPLITUDE,7|17|37,3,0,True,"{""rare_mass_sampling"":true,""shape_semantic_context"":true,""untied_amplitude_heads"":false,""use_tcn"":true}",20.0,480.0,20.0,97.67721524463222,99.74069322745005,2.0634779828178296,2.068842631875684,139.04931704012455,140.63074182209215,391.17273178381157,81.97736668661362,90.02177312792486,92.04850586806194,-2.2018094927495104,,,5.171911408063664,3.9390634580775936,673.2966733932495,803.1917053222656,,1551.2609550476075,0.0,5.0,0.23686048271269788,1051.7129516601562,47539.0,13.635,0.053713,5.0,7.0,1.100535405385017e-05,0.0
SHAANXI_DA::iTransformer,SHAANXI_DA,iTransformer,FROZEN_SMALLEST,7|17|37,3,0,True,"{""rare_mass_sampling"":false,""shape_semantic_context"":false,""untied_amplitude_heads"":false,""use_tcn"":false}",20.0,480.0,20.0,99.7983386449243,109.35555428663889,9.557215641714592,8.739579533988332,153.73285987343473,161.6882438659668,380.5257031236629,101.27715163113098,89.8432161007482,99.5107909004287,-9.715101962513755,,,4.083071205394832,3.2655799311165183,861.2155406951904,824.1553312301636,1373.2495396931965,1454.7155052185058,3.0,5.0,0.9382373990817433,1086.7576904296875,24755.0,7.314,0.028936,5.0,12.0,7.3136170612997375e-06,0.0
SHAANXI_DA::iTransformer,SHAANXI_DA,iTransformer,FULL,7|17|37,3,0,True,"{""rare_mass_sampling"":true,""shape_semantic_context"":true,""untied_amplitude_heads"":true,""use_tcn"":true}",20.0,480.0,20.0,104.99670378824264,109.35555428663889,4.358850498396251,3.9859433997938383,158.20981284447825,161.6882438659668,413.5262925154442,100.55770453167953,94.98631693607952,99.5107909004287,-4.54671691724007,,,4.497568952784,3.771646715664235,788.1845611572265,887.403737449646,2153.0466384887695,1670.123171234131,3.0,5.0,0.4169496947489158,1086.7576904296875,47572.0,14.304,0.038478,5.0,8.0,9.91594561128295e-06,0.0
SHAANXI_DA::iTransformer,SHAANXI_DA,iTransformer,NO_RARE_MASS,7|17|37,3,0,True,"{""rare_mass_sampling"":false,""shape_semantic_context"":true,""untied_amplitude_heads"":true,""use_tcn"":true}",20.0,480.0,20.0,105.47108436475794,109.35555428663889,3.8844699218809495,3.55214689113926,158.70517718801383,161.6882438659668,409.9729056134925,102.11511555419148,95.45675007127417,99.5107909004287,-4.073971066324893,,,4.51015838660131,3.804874177456159,790.7550186157226,867.1906400680542,2161.80899810791,1589.1288108825684,3.0,5.0,0.33737942389494185,1086.7576904296875,47572.0,11.86,0.054495,5.0,8.0,9.280430163016717e-06,0.0
SHAANXI_DA::iTransformer,SHAANXI_DA,iTransformer,NO_SHAPE_CONTEXT,7|17|37,3,0,True,"{""rare_mass_sampling"":true,""shape_semantic_context"":false,""untied_amplitude_heads"":true,""use_tcn"":true}",20.0,480.0,20.0,104.35290235612989,109.35555428663889,5.002651930509003,4.574666520729464,154.78219152869605,161.6882438659668,417.0938812071653,95.55051966581591,94.86620439297391,99.5107909004287,-4.667419950568175,,,4.23001536985089,3.3128283380776473,777.5328380584717,867.3307096481324,2113.064135233561,1591.7817893981933,3.0,5.0,0.39313740904128425,1086.7576904296875,47572.0,14.221,0.061081,5.0,11.0,8.016259926080238e-06,0.0
SHAANXI_DA::iTransformer,SHAANXI_DA,iTransformer,NO_TCN,7|17|37,3,0,True,"{""rare_mass_sampling"":true,""shape_semantic_context"":true,""untied_amplitude_heads"":true,""use_tcn"":false}",20.0,480.0,20.0,107.08767554648794,109.35555428663889,2.267878740150948,2.0738578437510955,158.86958969033284,161.6882438659668,418.59412991169285,100.30700737290331,97.35880828405561,99.5107909004287,-2.162562066787692,,,4.828524373035006,3.857584495693749,767.1886417388916,959.1972127914429,2019.8528315226238,1856.0986595153809,3.0,5.0,0.4839420750448676,1086.7576904296875,24788.0,5.762,0.027091,5.0,3.0,6.354406195896445e-06,0.0
SHAANXI_DA::iTransformer,SHAANXI_DA,iTransformer,TIED_AMPLITUDE,7|17|37,3,0,True,"{""rare_mass_sampling"":true,""shape_semantic_context"":true,""untied_amplitude_heads"":false,""use_tcn"":true}",20.0,480.0,20.0,109.35555428663889,109.35555428663889,0.0,0.0,161.6882438659668,161.6882438659668,408.53522055489674,105.94860396846649,99.5107909004287,99.5107909004287,0.0,,,4.598994376276785,3.957210364505753,765.8108554840088,1020.4791250228882,1805.628791809082,2014.745973968506,3.0,5.0,0.0,1086.7576904296875,47539.0,10.293,0.03662,5.0,4.0,3.7031227293482516e-06,0.0
SHANDONG_DA::LSTM,SHANDONG_DA,LSTM,FROZEN_SMALLEST,7|17|37,3,0,True,"{""rare_mass_sampling"":false,""shape_semantic_context"":false,""untied_amplitude_heads"":false,""use_tcn"":false}",82.0,1968.0,82.0,96.09318137073004,112.02801729278352,15.93483592205348,14.22397388361166,163.19869981334747,210.51804030713419,240.31343633925547,158.80052092403713,85.85472329019292,95.82669989752347,-10.406261113024367,175.23366694625204,215.5751289359186,4.246781431447038,4.2093283930204155,544.6846943832026,936.4507282739733,1828.3181330362956,2500.0664842844008,3.0,20.0,1.1783403094793472,972.21923828125,24931.0,43.814,0.055066,5.0,46.0,1.3374414777445054e-05,0.0
SHANDONG_DA::LSTM,SHANDONG_DA,LSTM,FULL,7|17|37,3,0,True,"{""rare_mass_sampling"":true,""shape_semantic_context"":true,""untied_amplitude_heads"":true,""use_tcn"":true}",82.0,1968.0,82.0,112.07407473024251,112.02801729278352,-0.04605743745899815,-0.04111242756231929,210.51857680738337,210.51804030713419,316.9799677266239,204.44663435951796,95.8281029158091,95.82669989752347,0.0014641204248181476,215.5768172034107,215.5751289359186,7.186173384290204,8.15962454225461,1022.5332775406721,1619.7368014699257,2555.313148498535,3485.885528067127,3.0,20.0,0.2437242697510292,972.21923828125,47748.0,81.483,0.099571,5.0,29.0,4.026122208955485e-07,0.0
SHANDONG_DA::LSTM,SHANDONG_DA,LSTM,NO_RARE_MASS,7|17|37,3,0,True,"{""rare_mass_sampling"":false,""shape_semantic_context"":true,""untied_amplitude_heads"":true,""use_tcn"":true}",82.0,1968.0,82.0,112.0399642182861,112.02801729278352,-0.011946925502584804,-0.010664230066092928,210.57144334622,210.51804030713419,317.0103312174479,204.55478320464047,95.82663269350336,95.82669989752347,-7.013078837554327e-05,215.67953648035757,215.5751289359186,6.08643976136617,7.023892815313502,1058.3231994542407,1627.2136528901394,2587.588214556376,3488.8308410230793,3.0,20.0,0.1401065053948457,972.21923828125,47748.0,71.65,0.108174,5.0,20.0,5.336790165344496e-08,0.0
SHANDONG_DA::LSTM,SHANDONG_DA,LSTM,NO_SHAPE_CONTEXT,7|17|37,3,0,True,"{""rare_mass_sampling"":true,""shape_semantic_context"":false,""untied_amplitude_heads"":true,""use_tcn"":true}",82.0,1968.0,82.0,98.15856022097476,112.02801729278352,13.869457071808753,12.380346815887261,160.2403337792149,210.51804030713419,292.92308398448034,152.67287654317315,88.89065078836634,95.82669989752347,-7.238117473078481,170.059564425072,215.5751289359186,4.581774742916176,4.4819485800532215,527.4873945189686,840.5815459606124,1721.5901463826497,2071.226541543007,3.0,20.0,1.1902924643476787,972.21923828125,47748.0,130.895,0.09536,5.0,35.0,2.4374760926093586e-05,0.0
SHANDONG_DA::LSTM,SHANDONG_DA,LSTM,NO_TCN,7|17|37,3,0,True,"{""rare_mass_sampling"":true,""shape_semantic_context"":true,""untied_amplitude_heads"":true,""use_tcn"":false}",82.0,1968.0,82.0,112.02597374650385,112.02801729278352,0.00204354627966552,0.0018241385762677055,210.4320268303426,210.51804030713419,317.0103312174479,204.35341631396778,95.81203718441677,95.82669989752347,-0.01530128150336212,215.5281982757706,215.5751289359186,6.64175866585878,6.864826945901541,1001.5470601989002,1602.3139434762118,2521.975985209147,3464.5072909116743,3.0,20.0,0.09070754812295628,972.21923828125,24964.0,21.918,0.054065,5.0,9.0,2.171704863940249e-06,0.0
SHANDONG_DA::LSTM,SHANDONG_DA,LSTM,TIED_AMPLITUDE,7|17|37,3,0,True,"{""rare_mass_sampling"":true,""shape_semantic_context"":true,""untied_amplitude_heads"":false,""use_tcn"":true}",82.0,1968.0,82.0,112.02800640368136,112.02801729278352,1.088910215685246e-05,9.719981143997181e-06,210.5179979159995,210.51804030713419,317.01037868595915,204.44429069348342,95.82669419041244,95.82669989752347,-5.955658532746531e-06,215.5750860189462,215.5751289359186,6.211266517855737,5.9651855875294935,1061.4060535586962,1627.2100213750482,2589.7499155135206,3488.837695377966,3.0,20.0,0.10319605981325483,972.21923828125,47715.0,57.712,0.103374,5.0,10.0,1.2179612388085737e-09,0.0
SHANDONG_DA::PatchTST,SHANDONG_DA,PatchTST,FROZEN_SMALLEST,7|17|37,3,0,True,"{""rare_mass_sampling"":false,""shape_semantic_context"":false,""untied_amplitude_heads"":false,""use_tcn"":false}",82.0,1968.0,82.0,87.89160157274165,104.54519550647677,16.653593933735124,15.929564101971001,125.06518759709517,181.2230442239226,204.56352468910615,120.53106190743675,81.4040688290296,91.93191624999751,-11.4517872034112,132.1236832219979,182.89832145311712,3.7209339325223514,3.4653185413722314,613.3781344716142,724.4399855747456,1949.6321487426758,2392.1615026647396,7.0,11.0,1.3567214470591908,842.3995056152344,24931.0,43.251,0.051745,5.0,42.0,1.3676600588041765e-05,0.0
SHANDONG_DA::PatchTST,SHANDONG_DA,PatchTST,FULL,7|17|37,3,0,True,"{""rare_mass_sampling"":true,""shape_semantic_context"":true,""untied_amplitude_heads"":true,""use_tcn"":true}",82.0,1968.0,82.0,104.54520284744483,104.54519550647677,-7.340968053881625e-06,-7.021812928196052e-06,181.22323009572088,181.2230442239226,319.2678629557292,173.3499620618801,91.93192697330987,91.93191624999751,1.1664406437504475e-05,182.89855334491764,182.89832145311712,7.414868686090745,5.828051456443991,1230.2698148046507,1278.6651632117623,2977.718931626096,3681.6220979809414,7.0,11.0,0.05405207096218362,842.3995056152344,47748.0,67.993,0.11216,5.0,12.0,2.6355632676278162e-09,0.0
SHANDONG_DA::PatchTST,SHANDONG_DA,PatchTST,NO_RARE_MASS,7|17|37,3,0,True,"{""rare_mass_sampling"":false,""shape_semantic_context"":true,""untied_amplitude_heads"":true,""use_tcn"":true}",82.0,1968.0,82.0,104.54518042933456,104.54519550647677,1.5077142208497207e-05,1.4421650019835822e-05,181.2230471683365,181.2230442239226,319.2678629557292,173.349776709469,91.93189820836265,91.93191624999751,-1.9624995970706787e-05,182.89833885730215,182.89832145311712,6.554217842451366,4.925207055600076,1230.3309632947714,1278.5969310531864,2977.78426833055,3681.5489542683035,7.0,11.0,0.1087811931358708,842.3995056152344,47748.0,56.404,0.112466,5.0,8.0,2.2059296611587342e-09,0.0
SHANDONG_DA::PatchTST,SHANDONG_DA,PatchTST,NO_SHAPE_CONTEXT,7|17|37,3,0,True,"{""rare_mass_sampling"":true,""shape_semantic_context"":false,""untied_amplitude_heads"":true,""use_tcn"":true}",82.0,1968.0,82.0,91.0092265979169,104.54519550647677,13.535968908559866,12.947480602034254,149.32079008704255,181.2230442239226,254.71503572267284,145.66839792666883,81.41714692337435,91.93191624999751,-11.437561355764139,160.44535546476573,182.89832145311712,3.9251142057090087,3.7207187506528694,568.9659599676365,781.7120807723301,1817.1338490077428,2505.352934230458,7.0,11.0,1.0076800972886402,842.3995056152344,47748.0,120.551,0.112141,5.0,32.0,2.3513704718425288e-05,0.0
SHANDONG_DA::PatchTST,SHANDONG_DA,PatchTST,NO_TCN,7|17|37,3,0,True,"{""rare_mass_sampling"":true,""shape_semantic_context"":true,""untied_amplitude_heads"":true,""use_tcn"":false}",82.0,1968.0,82.0,104.54402854444454,104.54519550647677,0.001166962032229435,0.0011162273183153017,181.21233367908866,181.2230442239226,319.2281734010323,173.3468322821011,91.93329059940417,91.93191624999751,0.0014949643852988817,182.89486893118897,182.89832145311712,7.1157454716349,5.783442186929141,1214.6868597356286,1263.8540499937244,2961.1560292925155,3667.109013752504,7.0,11.0,0.039979821094358825,842.3995056152344,24964.0,16.872,0.079562,5.0,9.0,2.1786900106235407e-06,0.0
SHANDONG_DA::PatchTST,SHANDONG_DA,PatchTST,TIED_AMPLITUDE,7|17|37,3,0,True,"{""rare_mass_sampling"":true,""shape_semantic_context"":true,""untied_amplitude_heads"":false,""use_tcn"":true}",82.0,1968.0,82.0,104.54522702055104,104.54519550647677,-3.151407426571495e-05,-3.01439718133796e-05,181.22319426188471,181.2230442239226,319.2680844760785,173.3499115500486,91.93190747787298,91.93191624999751,-9.541979421934491e-06,182.8984715184986,182.89832145311712,6.531893865603213,5.847787775478317,1230.3507779289844,1278.6368559439973,2977.8067940591304,3681.590555600129,7.0,11.0,0.0745790449150203,842.3995056152344,47715.0,58.453,0.115147,5.0,9.0,1.8888436092989735e-09,0.0
SHANDONG_DA::TimeMixer,SHANDONG_DA,TimeMixer,FROZEN_SMALLEST,7|17|37,3,0,True,"{""rare_mass_sampling"":false,""shape_semantic_context"":false,""untied_amplitude_heads"":false,""use_tcn"":false}",82.0,1968.0,82.0,90.2498825334023,103.75902927079336,13.509146737391063,13.019731229495696,130.3491588369225,184.61706567668227,175.40050210489088,127.19056974859777,83.65367021838539,90.45812150698441,-7.522211577291756,142.13690175983342,189.57139864873463,3.9391774093579053,3.915932157013897,638.9997342039899,783.2917832078003,2054.799622853597,2681.2930512428284,6.0,12.0,1.4912495865680924,842.9029235839844,24931.0,39.217,0.084055,5.0,39.0,1.2867448901943135e-05,0.0
SHANDONG_DA::TimeMixer,SHANDONG_DA,TimeMixer,FULL,7|17|37,3,0,True,"{""rare_mass_sampling"":true,""shape_semantic_context"":true,""untied_amplitude_heads"":true,""use_tcn"":true}",82.0,1968.0,82.0,103.75901783154427,103.75902927079336,1.1439249092859427e-05,1.1024822777596481e-05,184.61741574030623,184.61706567668227,313.96974984846963,177.239906190411,90.45808558653759,90.45812150698441,-3.9709476850993386e-05,189.57179309850233,189.57139864873463,6.2663530498234365,6.722536559198215,1142.827958789001,1347.2629475389074,2869.3653497456107,3779.8990157532194,6.0,12.0,0.0937615983460047,842.9029235839844,47748.0,58.499,0.116336,5.0,10.0,2.6949693587852153e-09,0.0
SHANDONG_DA::TimeMixer,SHANDONG_DA,TimeMixer,NO_RARE_MASS,7|17|37,3,0,True,"{""rare_mass_sampling"":false,""shape_semantic_context"":true,""untied_amplitude_heads"":true,""use_tcn"":true}",82.0,1968.0,82.0,103.75904288695557,103.75902927079336,-1.3616162206631088e-05,-1.3122869693677674e-05,184.61708141668427,184.61706567668227,313.969769442557,177.2395663869952,90.45812925442611,90.45812150698441,8.564672326449477e-06,189.5714447590479,189.57139864873463,6.1613636512074015,6.299914954289044,1142.907183680822,1347.2845871591987,2869.447434957498,3779.917444961063,6.0,12.0,0.14028313542855897,842.9029235839844,47748.0,59.818,0.101588,5.0,10.0,8.232257098228501e-10,0.0
SHANDONG_DA::TimeMixer,SHANDONG_DA,TimeMixer,NO_SHAPE_CONTEXT,7|17|37,3,0,True,"{""rare_mass_sampling"":true,""shape_semantic_context"":false,""untied_amplitude_heads"":true,""use_tcn"":true}",82.0,1968.0,82.0,90.9556096678732,103.75902927079336,12.803419602920158,12.339571498404652,144.7126217482103,184.61706567668227,259.60277836163124,140.29368300903334,80.6981589152782,90.45812150698441,-10.78948183878949,156.47597729753178,189.57139864873463,4.043386335180324,3.9274997160239984,553.2192516094301,766.4198881504012,2014.9886283874512,2368.1074636777244,6.0,12.0,1.1363083670640246,842.9029235839844,47748.0,110.204,0.126161,5.0,31.0,2.2813272494204284e-05,0.0
SHANDONG_DA::TimeMixer,SHANDONG_DA,TimeMixer,NO_TCN,7|17|37,3,0,True,"{""rare_mass_sampling"":true,""shape_semantic_context"":true,""untied_amplitude_heads"":true,""use_tcn"":false}",82.0,1968.0,82.0,103.7715710181305,103.75902927079336,-0.012541747337138531,-0.012087379214397535,184.56372702304273,184.61706567668227,313.81964208055905,177.19763933714003,90.48275414450315,90.45812150698441,0.027230985021984122,189.53650197292174,189.57139864873463,7.09701726615637,5.902387083055821,1108.659964270708,1327.2444650516277,2834.282140572866,3761.7646737496057,6.0,12.0,0.08259532495805039,842.9029235839844,24964.0,17.649,0.042955,5.0,10.0,1.1393372929546786e-06,0.0
SHANDONG_DA::TimeMixer,SHANDONG_DA,TimeMixer,TIED_AMPLITUDE,7|17|37,3,0,True,"{""rare_mass_sampling"":true,""shape_semantic_context"":true,""untied_amplitude_heads"":false,""use_tcn"":true}",82.0,1968.0,82.0,103.7590294310419,103.75902927079336,-1.602485326657188e-07,-1.5444297599151347e-07,184.61707013407144,184.61706567668227,313.969906296865,177.23953194988167,90.45811684101169,90.45812150698441,-5.158157882239021e-06,189.57140844436793,189.57139864873463,7.5302690904336345,8.546340664828092,1142.8759746942499,1347.243962659881,2869.4199248716955,3779.885151578152,6.0,12.0,0.08234165771168157,842.9029235839844,47715.0,61.297,0.105672,5.0,13.0,1.786250342084017e-09,0.0
SHANDONG_DA::iTransformer,SHANDONG_DA,iTransformer,FROZEN_SMALLEST,7|17|37,3,0,True,"{""rare_mass_sampling"":false,""shape_semantic_context"":false,""untied_amplitude_heads"":false,""use_tcn"":false}",82.0,1968.0,82.0,94.98389603325208,111.07894770364936,16.095051670397282,14.489740858310725,143.2740043405775,204.07250940885476,237.33914858764396,137.48460294778147,87.10200304214729,95.78178193202386,-9.06203530023757,150.02657335993553,203.9468578499927,3.991324607963047,3.953169762569467,662.0166242180801,850.5345849903619,1774.7365902987394,2668.3393457957677,11.0,14.0,1.4130229261659302,852.4308166503906,24931.0,38.844,0.055265,5.0,39.0,1.371196353261439e-05,0.0
SHANDONG_DA::iTransformer,SHANDONG_DA,iTransformer,FULL,7|17|37,3,0,True,"{""rare_mass_sampling"":true,""shape_semantic_context"":true,""untied_amplitude_heads"":true,""use_tcn"":true}",82.0,1968.0,82.0,111.07893737989865,111.07894770364936,1.0323750714746893e-05,9.294066002758612e-06,204.07251966302837,204.07250940885476,351.4235558563441,195.66846816911305,95.7817459674144,95.78178193202386,-3.7548486508693534e-05,203.94686439632648,203.9468578499927,6.287398190632133,6.256220307210672,1219.0905569255178,1446.7853660963394,2639.4445600431936,3794.2715515340387,11.0,14.0,0.0687672560638565,852.4308166503906,47748.0,58.444,0.107801,5.0,8.0,1.3379029550897314e-09,0.0
SHANDONG_DA::iTransformer,SHANDONG_DA,iTransformer,NO_RARE_MASS,7|17|37,3,0,True,"{""rare_mass_sampling"":false,""shape_semantic_context"":true,""untied_amplitude_heads"":true,""use_tcn"":true}",82.0,1968.0,82.0,111.07899448383147,111.07894770364936,-4.6780182103134393e-05,-4.211435476319109e-05,204.07302319897516,204.07250940885476,351.4237149695313,195.66889034064766,95.78178196986961,95.78178193202386,3.9512473727505916e-08,203.94712378743822,203.9468578499927,6.280719131660872,6.342285159640314,1219.0686511016286,1446.7916856434008,2639.4240228467493,3794.279624802489,11.0,14.0,0.14501997711214576,852.4308166503906,47748.0,58.883,0.132567,5.0,10.0,2.226103079649988e-09,0.0
SHANDONG_DA::iTransformer,SHANDONG_DA,iTransformer,NO_SHAPE_CONTEXT,7|17|37,3,0,True,"{""rare_mass_sampling"":true,""shape_semantic_context"":false,""untied_amplitude_heads"":true,""use_tcn"":true}",82.0,1968.0,82.0,96.22555250502631,111.07894770364936,14.853395198623048,13.371926459234055,162.7593374545597,204.07250940885476,296.3833723158743,155.1381947818611,86.01275955243786,95.78178193202386,-10.199248941222518,168.91736650861478,203.9468578499927,4.041877734279667,4.013497301972297,604.4800559718434,879.1374101667869,1745.390160300515,2415.1007550103323,11.0,14.0,0.9958309001639991,852.4308166503906,47748.0,137.542,0.121876,5.0,44.0,2.3405674141940835e-05,0.0
SHANDONG_DA::iTransformer,SHANDONG_DA,iTransformer,NO_TCN,7|17|37,3,0,True,"{""rare_mass_sampling"":true,""shape_semantic_context"":true,""untied_amplitude_heads"":true,""use_tcn"":false}",82.0,1968.0,82.0,111.08793872923953,111.07894770364936,-0.008991025590162849,-0.008094266083749963,204.06132257550476,204.07250940885476,351.4234202067057,195.6557685735847,95.80407499214668,95.78178193202386,0.02327484378881288,203.93605296843728,203.9468578499927,6.65799395111955,5.905470196361335,1201.162478284138,1416.6356733804796,2621.6145992279053,3766.1900839465006,11.0,14.0,0.2226037661870768,852.4308166503906,24964.0,20.132,0.053679,5.0,11.0,2.5484100660833064e-06,0.0
SHANDONG_DA::iTransformer,SHANDONG_DA,iTransformer,TIED_AMPLITUDE,7|17|37,3,0,True,"{""rare_mass_sampling"":true,""shape_semantic_context"":true,""untied_amplitude_heads"":false,""use_tcn"":true}",82.0,1968.0,82.0,111.07894805518703,111.07894770364936,-3.515376647555968e-07,-3.164755086566664e-07,204.07251746965244,204.07250940885476,351.4234467328492,195.66847358731098,95.78178184377093,95.78178193202386,-9.213958050603689e-08,203.94686168024234,203.9468578499927,6.45546830925347,7.245660422052161,1219.0776020632616,1446.7843228301847,2639.4313345570063,3794.2718128550396,11.0,14.0,0.05514364565110695,852.4308166503906,47715.0,53.843,0.126291,5.0,8.0,4.987691266944427e-10,0.0
