market,host,method,seed,Overall_MAE,Tail_MAE,Normal_MAE,MSE,RMSE,relative_gain_vs_host_pct,Normal_harm_vs_host_pct,Tail_harm_vs_host_pct,parameter_count,training_seconds,inference_seconds,inference_seconds_per_day,fidelity,source,backbone_parameter_count
GANSU_DA,TimeMixer,S1_DailyPatch_GRU32,17,69.92446715649139,123.339695258983,64.30181156675545,7476.480573768391,86.46664428418852,7.814544408766916,-4.381865501403809,-21.730995178222656,18712.0,11.792645399982575,0.0003243000246584,1.5442858317068646e-05,FROZEN_METHOD_REPLAY,experiments/current/hch_frozen_method_baseline_transfer/panel.py::s1_row (frozen replay),
GANSU_DA,TimeMixer,MatchedDirectResidual,17,102.9335185109491,151.19415573479748,97.85345143475452,18052.33482945043,134.35897747992288,-35.70319067722155,45.510135650634766,-4.0550947189331055,15000.0,0.4073213000083342,3.709999145939946e-05,1.7666662599714029e-06,FROZEN_INTERNAL_CONTROL,experiments/current/hch_unified_da_shape_upgrade/run_canary.py::fit_direct,
GANSU_DA,TimeMixer,delta_Adapter_AdaY,17,75.86973489263619,157.38746051104917,67.28892166964535,8866.051742041329,94.15971400785652,-0.0234447408935231,0.0600337982177734,-0.1249372959136962,1144.0,0.0131522999727167,9.779998799785972e-05,4.657142285612367e-06,ACCEPTED_WITH_DISCLOSED_PARTIAL_FIDELITY,official delta-Adapter Adapter-X+Y @ 0add06ea7b4d2e0a84c364a8be72eef2676a92f2 :: PostProcessingNet,
LAGO_DE,PatchTST,S1_DailyPatch_GRU32,37,4.245660116226809,6.5508247043961,3.8896108638617375,34.225960616837355,5.850295771739866,10.740252412567148,-10.497760772705078,-11.66032600402832,14872.0,18.36070919991471,0.0005919999675825,5.43119236314242e-06,FROZEN_METHOD_REPLAY,experiments/current/hch_frozen_method_baseline_transfer/panel.py::s1_row (frozen replay),
LAGO_DE,PatchTST,MatchedDirectResidual,37,5.605402990637264,7.717312275885425,5.279203409950213,58.07794734544717,7.620888881583773,-17.846658086889317,21.47758102416992,4.070079326629639,15000.0,0.6450064000091515,7.890001870691776e-05,7.238533826322731e-07,FROZEN_INTERNAL_CONTROL,experiments/current/hch_unified_da_shape_upgrade/run_canary.py::fit_direct,
LAGO_DE,PatchTST,delta_Adapter_AdaY,37,4.75457656279981,7.5337198828849745,4.325317885822843,41.02057912019358,6.404730995146758,0.0409141893817138,-0.47188401222229,1.5942931175231934,289816.0,0.2915536999935284,0.0006485999911092,5.950458634029561e-06,ACCEPTED_WITH_DISCLOSED_PARTIAL_FIDELITY,official delta-Adapter Adapter-X+Y @ 0add06ea7b4d2e0a84c364a8be72eef2676a92f2 :: PostProcessingNet,
LAGO_DE,TimeMixer,S1_DailyPatch_GRU32,37,4.260820702493413,6.433949903732209,3.925165265408868,33.66523230873246,5.802174791294421,9.47098411601109,-9.35959243774414,-9.908258438110352,14872.0,18.23291550000431,0.0010581000242382,9.707339671910355e-06,FROZEN_METHOD_REPLAY,experiments/current/hch_frozen_method_baseline_transfer/panel.py::s1_row (frozen replay),
LAGO_DE,TimeMixer,MatchedDirectResidual,37,5.835496630416277,7.749250072144176,5.539903645153805,62.44655470544556,7.9023132502733375,-23.985918214481757,27.928150177001957,8.509302139282227,15000.0,0.8698590999701992,0.0002141000004485,1.9642201876011463e-06,FROZEN_INTERNAL_CONTROL,experiments/current/hch_unified_da_shape_upgrade/run_canary.py::fit_direct,
LAGO_DE,TimeMixer,delta_Adapter_AdaY,37,4.718180374936798,7.164787532181262,4.340284300340345,40.89979719496484,6.395294926347403,-0.2464679765150323,0.2263903617858886,0.3253459930419922,1144.0,0.0911935999756679,0.0001448000548407,1.3284408700985649e-06,ACCEPTED_WITH_DISCLOSED_PARTIAL_FIDELITY,official delta-Adapter Adapter-X+Y @ 0add06ea7b4d2e0a84c364a8be72eef2676a92f2 :: PostProcessingNet,
LAGO_PJM,PatchTST,S1_DailyPatch_GRU32,37,3.045757513709513,10.661645669876595,2.805508675975536,18.867664704885065,4.343692519606454,-0.8658224049953201,0.8526921272277832,0.975477695465088,14104.0,18.27522119996138,0.0007031999994069,6.4513761413480165e-06,FROZEN_METHOD_REPLAY,experiments/current/hch_frozen_method_baseline_transfer/panel.py::s1_row (frozen replay),
LAGO_PJM,PatchTST,MatchedDirectResidual,37,3.6577612513700752,10.319660676197302,3.4476066953818343,25.095527289362675,5.009543620866343,-21.13344385424214,23.93490028381348,-2.263426780700684,15000.0,0.7336585999582894,6.839999696239829e-05,6.275229079119109e-07,FROZEN_INTERNAL_CONTROL,experiments/current/hch_unified_da_shape_upgrade/run_canary.py::fit_direct,
LAGO_PJM,PatchTST,delta_Adapter_AdaY,37,2.9831834241561546,11.131667001408037,2.7261334690377987,18.729239992733884,4.327729195864025,1.2064328469850931,-2.0006895065307617,5.427014827728272,289816.0,0.3329229999799281,0.0020935999928042,1.920733938352504e-05,ACCEPTED_WITH_DISCLOSED_PARTIAL_FIDELITY,official delta-Adapter Adapter-X+Y @ 0add06ea7b4d2e0a84c364a8be72eef2676a92f2 :: PostProcessingNet,
LAGO_PJM,TimeMixer,S1_DailyPatch_GRU32,37,3.01652506447999,8.55340427623572,2.84186010511861,17.40097170252522,4.171447195221967,6.352706967091539,-5.873316764831543,-11.120355606079102,14104.0,17.66555480012903,0.0005564000457525,5.1045875757112414e-06,FROZEN_METHOD_REPLAY,experiments/current/hch_frozen_method_baseline_transfer/panel.py::s1_row (frozen replay),
LAGO_PJM,TimeMixer,MatchedDirectResidual,37,3.283211892730945,10.683037741630468,3.049778900652095,21.369497017243955,4.622715329462107,-1.926521290386702,1.0132670402526855,11.008977890014648,15000.0,0.6799452000414021,0.0001291999942623,1.185321048278054e-06,FROZEN_INTERNAL_CONTROL,experiments/current/hch_unified_da_shape_upgrade/run_canary.py::fit_direct,
LAGO_PJM,TimeMixer,delta_Adapter_AdaY,37,3.2403155928037988,9.5948805562225,3.0398561302353846,21.20189977765539,4.604552071337166,-0.5948160058501466,0.6846070289611816,-0.2982258796691894,1144.0,0.068953399953898,0.000126699975226,1.1623850938171967e-06,ACCEPTED_WITH_DISCLOSED_PARTIAL_FIDELITY,official delta-Adapter Adapter-X+Y @ 0add06ea7b4d2e0a84c364a8be72eef2676a92f2 :: PostProcessingNet,
GANSU_DA,PatchTST,S1_DailyPatch_GRU32,37,69.44439125496409,78.67012825567686,68.47326104436274,7822.107051093381,88.44267663912814,3.620976050446132,-0.5094528198242188,-23.42357063293457,18712.0,12.514072299993131,0.0003126999945379,1.489047593037997e-05,FROZEN_METHOD_REPLAY,experiments/current/hch_frozen_method_baseline_transfer/panel.py::s1_row (frozen replay),
GANSU_DA,PatchTST,MatchedDirectResidual,37,92.71002307979572,126.7315918453718,89.12880531499823,14800.407637018248,121.656925972253,-28.668440651535025,29.50272560119629,23.35879898071289,15000.0,0.5028196999919601,0.0001132999896071,5.395237600342148e-06,FROZEN_INTERNAL_CONTROL,experiments/current/hch_unified_da_shape_upgrade/run_canary.py::fit_direct,
GANSU_DA,PatchTST,delta_Adapter_AdaY,37,71.65257311590723,105.4406960531486,68.09592859619762,8196.460645178277,90.53430645439482,0.5563309637114073,-1.0577023029327393,2.6345372200012207,289816.0,0.1292458999669179,0.0002253000275231,1.0728572739199511e-05,ACCEPTED_WITH_DISCLOSED_PARTIAL_FIDELITY,official delta-Adapter Adapter-X+Y @ 0add06ea7b4d2e0a84c364a8be72eef2676a92f2 :: PostProcessingNet,
GANSU_DA,TimeMixer,S1_DailyPatch_GRU32,37,70.74957722012466,129.26719515101644,64.58982796424131,7730.546412053176,87.92352593051064,6.726754251443086,-3.95357608795166,-17.969518661499023,18712.0,11.562931400083473,0.0003121999907307,1.4866666225272984e-05,FROZEN_METHOD_REPLAY,experiments/current/hch_frozen_method_baseline_transfer/panel.py::s1_row (frozen replay),
GANSU_DA,TimeMixer,MatchedDirectResidual,37,101.5665928017668,140.12716554338922,97.50758514475388,17689.12018022226,133.00045180457946,-33.90109372339953,44.99581909179688,-11.077994346618652,15000.0,0.507295300019905,0.0002067000023089,9.842857252806423e-06,FROZEN_INTERNAL_CONTROL,experiments/current/hch_unified_da_shape_upgrade/run_canary.py::fit_direct,
GANSU_DA,TimeMixer,delta_Adapter_AdaY,37,75.9389825693523,158.2407516966818,67.27563845068603,8878.231592103652,94.22436835608744,-0.1147379446361136,0.0402808189392089,0.4165410995483398,1144.0,0.012291399994865,0.0001088000135496,5.1809530261726606e-06,ACCEPTED_WITH_DISCLOSED_PARTIAL_FIDELITY,official delta-Adapter Adapter-X+Y @ 0add06ea7b4d2e0a84c364a8be72eef2676a92f2 :: PostProcessingNet,
GANSU_DA,PatchTST,PIR_paper_protocol,2021,80.13679504394531,153.1646270751953,72.44966125488281,9738.19140625,98.6822750358442,-11.218572863921478,5.268192291259766,49.08835983276367,215050.0,18.75906189996749,0.0092775000375695,0.0004417857160747,PAPER_FAITHFUL_EXACT_ACCEPTED,official PIR @ fc372bb :: models/PIR.py + exp/exp_long_term_forecasting_pir.py,24552.0
GANSU_DA,TimeMixer,PIR_paper_protocol,2021,81.94119262695312,162.94798278808594,73.41415405273438,9999.48828125,99.99744137351716,-8.027797438902796,9.168386459350586,3.4036636352539062,368897.0,31.51886650000233,0.0157734000240452,0.0007511142868592,PAPER_FAITHFUL_EXACT_ACCEPTED,official PIR @ fc372bb :: models/PIR.py + exp/exp_long_term_forecasting_pir.py,178399.0
LAGO_DE,PatchTST,PIR_paper_protocol,2021,5.0408616065979,8.316516876220703,4.534913063049316,45.86783981323242,6.772579996813063,-5.977874420146622,4.351019859313965,12.15052604675293,215050.0,98.6641535999952,0.0362906000227667,0.0003329412846125,PAPER_FAITHFUL_EXACT_ACCEPTED,official PIR @ fc372bb :: models/PIR.py + exp/exp_long_term_forecasting_pir.py,24552.0
LAGO_DE,TimeMixer,PIR_paper_protocol,2021,5.270547389984131,8.488783836364746,4.773467063903809,48.5505485534668,6.967822368105174,-11.982526771420124,10.229503631591797,18.86466789245605,368897.0,122.70607879996533,0.0564178999629803,0.0005175954125044,PAPER_FAITHFUL_EXACT_ACCEPTED,official PIR @ fc372bb :: models/PIR.py + exp/exp_long_term_forecasting_pir.py,178399.0
LAGO_PJM,PatchTST,PIR_paper_protocol,2021,3.276143312454224,11.78341007232666,3.007774829864502,21.404783248901367,4.626530368310725,-8.495468874295065,8.123779296875,11.59961223602295,215050.0,108.36886109999614,0.0304432000266388,0.0002792954130884,PAPER_FAITHFUL_EXACT_ACCEPTED,official PIR @ fc372bb :: models/PIR.py + exp/exp_long_term_forecasting_pir.py,24552.0
LAGO_PJM,TimeMixer,PIR_paper_protocol,2021,3.224943161010742,12.521597862243652,2.931673526763916,20.820709228515625,4.562971534922788,-0.1175825687061609,-2.898561954498291,30.113719940185547,368897.0,169.64891910000006,0.0626977999927476,0.0005752091742453,PAPER_FAITHFUL_EXACT_ACCEPTED,official PIR @ fc372bb :: models/PIR.py + exp/exp_long_term_forecasting_pir.py,178399.0
