cell,market,host,source,n_seeds,mae_o1_median,mae_r1_median,cell_median_relative_gain_pct,per_seed_gains_pct,seeds_improving,selected_correction_ratio_median,selected_step_median
GANSU_DA__PatchTST,GANSU_DA,PatchTST,reused_o1,3,75.76719665527344,77.10397338867188,1.7337326140896872,"[3.006286, 0.616476, 1.733733]",3,0.27162590622901917,1550.0
GANSU_DA__LSTM,GANSU_DA,LSTM,new_fit,3,79.48155975341797,79.4853286743164,0.004741656053131888,"[0.197422, -0.047664, 0.004742]",2,0.13567064702510834,500.0
SHANDONG_DA__PatchTST,SHANDONG_DA,PatchTST,new_fit,3,73.7957992553711,75.46000671386719,2.1830824004867604,"[2.400759, 2.183082, 1.947118]",3,0.27234259247779846,1500.0
SHANDONG_DA__iTransformer,SHANDONG_DA,iTransformer,reused_o1,3,74.84967803955078,74.98084259033203,0.19028728468494963,"[0.174931, 0.605015, 0.190287]",3,0.17905928194522858,550.0
SHAANXI_DA__TimeMixer,SHAANXI_DA,TimeMixer,reused_o1,3,103.47103118896484,103.47103118896484,0.0,"[0.0, 0.0, 0.0]",0,0.03252938762307167,250.0
SHAANXI_DA__PatchTST,SHAANXI_DA,PatchTST,new_fit,3,106.83548736572266,108.53507232666016,1.2336793898933855,"[0.0, 1.565932, 1.233679]",2,0.25953513383865356,800.0
NINGXIA_DA__iTransformer,NINGXIA_DA,iTransformer,reused_o1,3,69.24305725097656,69.3753662109375,0.19071461123340072,"[0.373766, 0.190715, 0.0298]",3,0.3263123631477356,500.0
QINGHAI_DA__TimeMixer,QINGHAI_DA,TimeMixer,new_fit,3,151.1068878173828,150.66725158691406,1.1678194994069835,"[1.167819, 5.283728, -0.370433]",2,0.3884199261665344,1650.0
