Timestamp,Lithuania
2024-01-04 10:00:00,300.07
2024-01-04 11:00:00,300.0
2024-01-04 12:00:00,299.99
2024-01-04 13:00:00,296.18
2024-01-04 14:00:00,299.99
2024-01-04 15:00:00,362.14
2024-01-04 16:00:00,300.0
2024-01-04 17:00:00,299.99
2024-01-04 18:00:00,249.96
2024-01-04 19:00:00,203.72
2024-01-04 20:00:00,149.99
2024-01-04 21:00:00,150.0
2024-01-04 22:00:00,143.09
2024-01-04 23:00:00,111.11
2024-01-05 00:00:00,169.99
2024-01-05 01:00:00,150.07
2024-01-05 02:00:00,150.06
2024-01-05 03:00:00,150.07
2024-01-05 04:00:00,150.09
2024-01-05 05:00:00,350.0
2024-01-05 06:00:00,999.94
2024-01-05 07:00:00,1478.91
2024-01-05 08:00:00,1251.67
2024-01-05 09:00:00,1000.0
2024-01-05 10:00:00,999.98
2024-01-05 11:00:00,800.0
2024-01-05 12:00:00,999.91
2024-01-05 13:00:00,899.06
2024-01-05 14:00:00,999.97
2024-01-05 15:00:00,1000.0
2024-01-05 16:00:00,800.0
2024-01-05 17:00:00,710.08
2024-01-05 18:00:00,800.0
2024-01-05 19:00:00,550.06
2024-01-05 20:00:00,640.03
2024-01-05 21:00:00,550.0
2024-01-05 22:00:00,300.01
2024-01-05 23:00:00,200.0
2024-01-06 00:00:00,111.19
2024-01-06 01:00:00,113.98
2024-01-06 02:00:00,82.03
2024-01-06 03:00:00,113.51
2024-01-06 04:00:00,141.69
2024-01-06 05:00:00,156.85
2024-01-06 06:00:00,132.92
2024-01-06 07:00:00,147.75
2024-01-06 08:00:00,181.87
2024-01-06 09:00:00,184.0
2024-01-06 10:00:00,176.37
2024-01-06 11:00:00,176.81
2024-01-06 12:00:00,178.09
2024-01-06 13:00:00,161.34
2024-01-06 14:00:00,184.0
2024-01-06 15:00:00,200.0
2024-01-06 16:00:00,299.99
2024-01-06 17:00:00,244.45
2024-01-06 18:00:00,200.0
2024-01-06 19:00:00,179.78
2024-01-06 20:00:00,164.51
2024-01-06 21:00:00,176.17
2024-01-06 22:00:00,159.15
2024-01-06 23:00:00,120.76
2024-01-07 00:00:00,169.5
2024-01-07 01:00:00,128.69
2024-01-07 02:00:00,104.0
2024-01-07 03:00:00,93.2
2024-01-07 04:00:00,93.19
2024-01-07 05:00:00,93.19
2024-01-07 06:00:00,84.99
2024-01-07 07:00:00,96.89
2024-01-07 08:00:00,93.2
2024-01-07 09:00:00,118.35
2024-01-07 10:00:00,97.53
2024-01-07 11:00:00,93.19
2024-01-07 12:00:00,91.5
2024-01-07 13:00:00,87.52
2024-01-07 14:00:00,87.23
2024-01-07 15:00:00,93.2
2024-01-07 16:00:00,96.21
2024-01-07 17:00:00,104.27
2024-01-07 18:00:00,106.09
2024-01-07 19:00:00,103.56
2024-01-07 20:00:00,100.5
2024-01-07 21:00:00,93.31
2024-01-07 22:00:00,91.17
2024-01-07 23:00:00,83.86
2024-01-08 00:00:00,87.02
2024-01-08 01:00:00,84.32
2024-01-08 02:00:00,81.82
2024-01-08 03:00:00,79.11
2024-01-08 04:00:00,78.48
2024-01-08 05:00:00,82.1
2024-01-08 06:00:00,94.3
2024-01-08 07:00:00,111.22
2024-01-08 08:00:00,121.11
2024-01-08 09:00:00,120.73
2024-01-08 10:00:00,113.9
2024-01-08 11:00:00,139.05
2024-01-08 12:00:00,161.05
2024-01-08 13:00:00,137.91
2024-01-08 14:00:00,167.2
2024-01-08 15:00:00,162.52
2024-01-08 16:00:00,129.93
2024-01-08 17:00:00,132.31
2024-01-08 18:00:00,130.01
2024-01-08 19:00:00,122.12
2024-01-08 20:00:00,114.21
2024-01-08 21:00:00,102.83
2024-01-08 22:00:00,99.98
2024-01-08 23:00:00,91.49
2024-01-09 00:00:00,87.82
2024-01-09 01:00:00,86.69
2024-01-09 02:00:00,85.0
2024-01-09 03:00:00,84.13
2024-01-09 04:00:00,85.41
2024-01-09 05:00:00,90.12
2024-01-09 06:00:00,108.51
2024-01-09 07:00:00,123.22
2024-01-09 08:00:00,133.25
2024-01-09 09:00:00,120.89
2024-01-09 10:00:00,112.78
2024-01-09 11:00:00,105.4
2024-01-09 12:00:00,100.0
2024-01-09 13:00:00,100.6
2024-01-09 14:00:00,112.36
2024-01-09 15:00:00,121.09
2024-01-09 16:00:00,130.99
2024-01-09 17:00:00,137.95
2024-01-09 18:00:00,137.72
2024-01-09 19:00:00,130.33
2024-01-09 20:00:00,117.36
2024-01-09 21:00:00,109.0
2024-01-09 22:00:00,103.63
2024-01-09 23:00:00,94.76
2024-01-10 00:00:00,87.15
2024-01-10 01:00:00,84.67
2024-01-10 02:00:00,84.64
2024-01-10 03:00:00,84.02
2024-01-10 04:00:00,84.23
2024-01-10 05:00:00,89.05
2024-01-10 06:00:00,114.84
2024-01-10 07:00:00,134.87
2024-01-10 08:00:00,143.0
2024-01-10 09:00:00,130.39
2024-01-10 10:00:00,121.47
2024-01-10 11:00:00,109.13
2024-01-10 12:00:00,102.21
2024-01-10 13:00:00,113.34
2024-01-10 14:00:00,122.03
2024-01-10 15:00:00,130.06
2024-01-10 16:00:00,134.64
2024-01-10 17:00:00,143.79
2024-01-10 18:00:00,136.64
2024-01-10 19:00:00,128.98
2024-01-10 20:00:00,117.12
2024-01-10 21:00:00,107.12
2024-01-10 22:00:00,83.1
2024-01-10 23:00:00,30.07
2024-01-11 00:00:00,83.1
2024-01-11 01:00:00,74.1
2024-01-11 02:00:00,24.39
2024-01-11 03:00:00,40.0
2024-01-11 04:00:00,68.47
2024-01-11 05:00:00,34.36
2024-01-11 06:00:00,99.62
2024-01-11 07:00:00,114.06
2024-01-11 08:00:00,137.62
2024-01-11 09:00:00,126.06
2024-01-11 10:00:00,110.92
2024-01-11 11:00:00,103.92
2024-01-11 12:00:00,97.0
2024-01-11 13:00:00,99.0
2024-01-11 14:00:00,105.98
2024-01-11 15:00:00,124.1
2024-01-11 16:00:00,141.86
2024-01-11 17:00:00,155.0
2024-01-11 18:00:00,200.0
2024-01-11 19:00:00,145.44
2024-01-11 20:00:00,123.51
2024-01-11 21:00:00,108.2
2024-01-11 22:00:00,100.0
2024-01-11 23:00:00,96.97
2024-01-12 00:00:00,90.94
2024-01-12 01:00:00,88.13
2024-01-12 02:00:00,86.3
2024-01-12 03:00:00,86.85
2024-01-12 04:00:00,92.24
2024-01-12 05:00:00,103.41
2024-01-12 06:00:00,124.5
2024-01-12 07:00:00,137.15
2024-01-12 08:00:00,140.74
2024-01-12 09:00:00,134.96
2024-01-12 10:00:00,150.03
2024-01-12 11:00:00,136.48
2024-01-12 12:00:00,124.57
2024-01-12 13:00:00,124.32
2024-01-12 14:00:00,150.51
2024-01-12 15:00:00,203.0
2024-01-12 16:00:00,299.02
2024-01-12 17:00:00,200.01
2024-01-12 18:00:00,155.0
2024-01-12 19:00:00,122.84
2024-01-12 20:00:00,108.87
2024-01-12 21:00:00,98.66
2024-01-12 22:00:00,93.57
2024-01-12 23:00:00,85.15
2024-01-13 00:00:00,75.64
2024-01-13 01:00:00,74.85
2024-01-13 02:00:00,73.65
2024-01-13 03:00:00,71.37
2024-01-13 04:00:00,72.24
2024-01-13 05:00:00,74.33
2024-01-13 06:00:00,79.34
2024-01-13 07:00:00,79.49
2024-01-13 08:00:00,99.23
2024-01-13 09:00:00,97.57
2024-01-13 10:00:00,90.88
2024-01-13 11:00:00,74.18
2024-01-13 12:00:00,70.66
2024-01-13 13:00:00,67.51
2024-01-13 14:00:00,75.51
2024-01-13 15:00:00,80.18
2024-01-13 16:00:00,80.19
2024-01-13 17:00:00,79.09
2024-01-13 18:00:00,79.09
2024-01-13 19:00:00,73.82
2024-01-13 20:00:00,73.06
2024-01-13 21:00:00,80.19
2024-01-13 22:00:00,67.35
2024-01-13 23:00:00,61.65
2024-01-14 00:00:00,64.02
2024-01-14 01:00:00,62.11
2024-01-14 02:00:00,62.93
2024-01-14 03:00:00,64.88
2024-01-14 04:00:00,65.38
2024-01-14 05:00:00,65.2
2024-01-14 06:00:00,67.62
2024-01-14 07:00:00,72.01
2024-01-14 08:00:00,76.79
2024-01-14 09:00:00,81.38
2024-01-14 10:00:00,81.33
2024-01-14 11:00:00,82.79
2024-01-14 12:00:00,81.07
2024-01-14 13:00:00,77.04
2024-01-14 14:00:00,79.15
2024-01-14 15:00:00,82.32
2024-01-14 16:00:00,86.62
2024-01-14 17:00:00,91.86
2024-01-14 18:00:00,94.64
2024-01-14 19:00:00,85.26
2024-01-14 20:00:00,79.06
2024-01-14 21:00:00,78.41
2024-01-14 22:00:00,74.67
2024-01-14 23:00:00,66.89
2024-01-15 00:00:00,69.65
2024-01-15 01:00:00,66.05
2024-01-15 02:00:00,64.31
2024-01-15 03:00:00,62.04
2024-01-15 04:00:00,63.57
2024-01-15 05:00:00,70.57
2024-01-15 06:00:00,85.79
2024-01-15 07:00:00,113.52
2024-01-15 08:00:00,111.04
2024-01-15 09:00:00,128.06
2024-01-15 10:00:00,101.89
2024-01-15 11:00:00,129.02
2024-01-15 12:00:00,129.08
2024-01-15 13:00:00,129.08
2024-01-15 14:00:00,123.78
2024-01-15 15:00:00,108.28
2024-01-15 16:00:00,110.02
2024-01-15 17:00:00,109.08
2024-01-15 18:00:00,115.57
2024-01-15 19:00:00,110.66
2024-01-15 20:00:00,103.15
2024-01-15 21:00:00,92.95
2024-01-15 22:00:00,89.49
2024-01-15 23:00:00,86.43
2024-01-16 00:00:00,82.19
2024-01-16 01:00:00,81.4
2024-01-16 02:00:00,80.07
2024-01-16 03:00:00,78.26
2024-01-16 04:00:00,77.59
2024-01-16 05:00:00,83.45
2024-01-16 06:00:00,123.0
2024-01-16 07:00:00,193.42
2024-01-16 08:00:00,275.59
2024-01-16 09:00:00,270.56
2024-01-16 10:00:00,249.93
2024-01-16 11:00:00,200.55
2024-01-16 12:00:00,170.04
2024-01-16 13:00:00,141.97
2024-01-16 14:00:00,143.58
2024-01-16 15:00:00,156.16
2024-01-16 16:00:00,170.08
2024-01-16 17:00:00,170.81
2024-01-16 18:00:00,164.52
2024-01-16 19:00:00,145.42
2024-01-16 20:00:00,151.51
2024-01-16 21:00:00,131.44
2024-01-16 22:00:00,121.14
2024-01-16 23:00:00,102.43
2024-01-17 00:00:00,95.63
2024-01-17 01:00:00,84.26
2024-01-17 02:00:00,82.1
2024-01-17 03:00:00,82.09
2024-01-17 04:00:00,90.06
2024-01-17 05:00:00,134.58
2024-01-17 06:00:00,150.0
2024-01-17 07:00:00,147.72
2024-01-17 08:00:00,122.02
2024-01-17 09:00:00,105.59
2024-01-17 10:00:00,110.33
2024-01-17 11:00:00,111.1
2024-01-17 12:00:00,116.49
2024-01-17 13:00:00,119.9
2024-01-17 14:00:00,117.97
2024-01-17 15:00:00,121.82
2024-01-17 16:00:00,125.24
2024-01-17 17:00:00,136.44
2024-01-17 18:00:00,120.62
2024-01-17 19:00:00,110.96
2024-01-17 20:00:00,106.61
2024-01-17 21:00:00,97.51
2024-01-17 22:00:00,91.36
2024-01-17 23:00:00,81.56
2024-01-18 00:00:00,60.09
2024-01-18 01:00:00,64.09
2024-01-18 02:00:00,72.96
2024-01-18 03:00:00,72.58
2024-01-18 04:00:00,75.17
2024-01-18 05:00:00,79.05
2024-01-18 06:00:00,91.44
2024-01-18 07:00:00,119.0
2024-01-18 08:00:00,125.89
2024-01-18 09:00:00,122.17
2024-01-18 10:00:00,125.02
2024-01-18 11:00:00,125.01
2024-01-18 12:00:00,125.0
2024-01-18 13:00:00,125.01
2024-01-18 14:00:00,125.02
2024-01-18 15:00:00,119.02
2024-01-18 16:00:00,119.0
2024-01-18 17:00:00,104.68
2024-01-18 18:00:00,103.26
2024-01-18 19:00:00,94.53
2024-01-18 20:00:00,86.97
2024-01-18 21:00:00,81.13
2024-01-18 22:00:00,77.43
2024-01-18 23:00:00,71.33
2024-01-19 00:00:00,68.4
2024-01-19 01:00:00,65.34
2024-01-19 02:00:00,64.05
2024-01-19 03:00:00,62.76
2024-01-19 04:00:00,63.32
2024-01-19 05:00:00,65.85
2024-01-19 06:00:00,75.74
2024-01-19 07:00:00,99.89
2024-01-19 08:00:00,104.27
2024-01-19 09:00:00,103.3
2024-01-19 10:00:00,95.85
2024-01-19 11:00:00,86.56
2024-01-19 12:00:00,78.72
2024-01-19 13:00:00,75.15
2024-01-19 14:00:00,76.91
2024-01-19 15:00:00,90.58
2024-01-19 16:00:00,104.6
2024-01-19 17:00:00,114.77
2024-01-19 18:00:00,108.49
2024-01-19 19:00:00,106.05
2024-01-19 20:00:00,91.77
2024-01-19 21:00:00,79.98
2024-01-19 22:00:00,74.97
2024-01-19 23:00:00,66.69
2024-01-20 00:00:00,67.62
2024-01-20 01:00:00,65.01
2024-01-20 02:00:00,65.1
2024-01-20 03:00:00,63.34
2024-01-20 04:00:00,63.37
2024-01-20 05:00:00,68.91
2024-01-20 06:00:00,74.29
2024-01-20 07:00:00,83.49
2024-01-20 08:00:00,95.87
2024-01-20 09:00:00,99.71
2024-01-20 10:00:00,99.86
2024-01-20 11:00:00,95.87
2024-01-20 12:00:00,95.88
2024-01-20 13:00:00,95.81
2024-01-20 14:00:00,91.0
2024-01-20 15:00:00,95.88
2024-01-20 16:00:00,102.01
2024-01-20 17:00:00,97.4
2024-01-20 18:00:00,101.11
2024-01-20 19:00:00,95.0
2024-01-20 20:00:00,95.97
2024-01-20 21:00:00,77.2
2024-01-20 22:00:00,75.11
2024-01-20 23:00:00,69.13
2024-01-21 00:00:00,71.73
2024-01-21 01:00:00,58.3
2024-01-21 02:00:00,55.15
2024-01-21 03:00:00,50.89
2024-01-21 04:00:00,59.33
2024-01-21 05:00:00,76.09
2024-01-21 06:00:00,78.44
2024-01-21 07:00:00,64.13
2024-01-21 08:00:00,65.21
2024-01-21 09:00:00,56.8
2024-01-21 10:00:00,50.45
2024-01-21 11:00:00,50.78
2024-01-21 12:00:00,43.99
2024-01-21 13:00:00,42.52
2024-01-21 14:00:00,53.4
2024-01-21 15:00:00,73.0
2024-01-21 16:00:00,77.59
2024-01-21 17:00:00,74.36
2024-01-21 18:00:00,78.13
2024-01-21 19:00:00,74.79
2024-01-21 20:00:00,61.15
2024-01-21 21:00:00,45.04
2024-01-21 22:00:00,40.01
2024-01-21 23:00:00,29.03
2024-01-22 00:00:00,33.02
2024-01-22 01:00:00,32.56
2024-01-22 02:00:00,32.1
2024-01-22 03:00:00,32.05
2024-01-22 04:00:00,33.06
2024-01-22 05:00:00,49.16
2024-01-22 06:00:00,78.43
2024-01-22 07:00:00,80.52
2024-01-22 08:00:00,82.52
2024-01-22 09:00:00,82.64
2024-01-22 10:00:00,82.44
2024-01-22 11:00:00,77.18
2024-01-22 12:00:00,79.75
2024-01-22 13:00:00,81.51
2024-01-22 14:00:00,81.94
2024-01-22 15:00:00,83.68
2024-01-22 16:00:00,87.53
2024-01-22 17:00:00,85.91
2024-01-22 18:00:00,86.54
2024-01-22 19:00:00,77.6
2024-01-22 20:00:00,79.4
2024-01-22 21:00:00,28.84
2024-01-22 22:00:00,26.07
2024-01-22 23:00:00,23.03
2024-01-23 00:00:00,15.84
2024-01-23 01:00:00,9.86
2024-01-23 02:00:00,9.14
2024-01-23 03:00:00,4.17
2024-01-23 04:00:00,10.22
2024-01-23 05:00:00,21.63
2024-01-23 06:00:00,59.07
2024-01-23 07:00:00,74.01
2024-01-23 08:00:00,84.93
2024-01-23 09:00:00,81.65
2024-01-23 10:00:00,74.03
2024-01-23 11:00:00,69.35
2024-01-23 12:00:00,61.06
2024-01-23 13:00:00,64.84
2024-01-23 14:00:00,59.1
2024-01-23 15:00:00,67.08
2024-01-23 16:00:00,91.89
2024-01-23 17:00:00,68.46
2024-01-23 18:00:00,66.78
2024-01-23 19:00:00,63.34
2024-01-23 20:00:00,60.46
2024-01-23 21:00:00,52.45
2024-01-23 22:00:00,40.82
2024-01-23 23:00:00,33.26
2024-01-24 00:00:00,42.02
2024-01-24 01:00:00,39.76
2024-01-24 02:00:00,50.01
2024-01-24 03:00:00,48.92
2024-01-24 04:00:00,55.6
2024-01-24 05:00:00,80.05
2024-01-24 06:00:00,92.38
2024-01-24 07:00:00,94.27
2024-01-24 08:00:00,92.23
2024-01-24 09:00:00,94.26
2024-01-24 10:00:00,93.04
2024-01-24 11:00:00,92.73
2024-01-24 12:00:00,94.24
2024-01-24 13:00:00,92.11
2024-01-24 14:00:00,81.39
2024-01-24 15:00:00,88.74
2024-01-24 16:00:00,92.47
2024-01-24 17:00:00,91.71
2024-01-24 18:00:00,86.93
2024-01-24 19:00:00,79.84
2024-01-24 20:00:00,73.08
2024-01-24 21:00:00,66.5
2024-01-24 22:00:00,44.84
2024-01-24 23:00:00,38.53
2024-01-25 00:00:00,43.84
2024-01-25 01:00:00,43.97
2024-01-25 02:00:00,42.76
2024-01-25 03:00:00,43.85
2024-01-25 04:00:00,45.11
2024-01-25 05:00:00,51.01
2024-01-25 06:00:00,74.34
2024-01-25 07:00:00,75.28
2024-01-25 08:00:00,90.01
2024-01-25 09:00:00,86.82
2024-01-25 10:00:00,83.69
2024-01-25 11:00:00,78.66
2024-01-25 12:00:00,85.45
2024-01-25 13:00:00,82.78
2024-01-25 14:00:00,85.66
2024-01-25 15:00:00,92.07
2024-01-25 16:00:00,101.38
2024-01-25 17:00:00,122.35
2024-01-25 18:00:00,114.3
2024-01-25 19:00:00,98.79
2024-01-25 20:00:00,91.07
2024-01-25 21:00:00,88.11
2024-01-25 22:00:00,80.02
2024-01-25 23:00:00,75.16
2024-01-26 00:00:00,79.99
2024-01-26 01:00:00,79.29
2024-01-26 02:00:00,79.04
2024-01-26 03:00:00,79.98
2024-01-26 04:00:00,94.37
2024-01-26 05:00:00,115.94
2024-01-26 06:00:00,134.66
2024-01-26 07:00:00,145.88
2024-01-26 08:00:00,141.51
2024-01-26 09:00:00,135.84
2024-01-26 10:00:00,129.87
2024-01-26 11:00:00,123.6
2024-01-26 12:00:00,120.93
2024-01-26 13:00:00,127.08
2024-01-26 14:00:00,128.11
2024-01-26 15:00:00,134.63
2024-01-26 16:00:00,132.29
2024-01-26 17:00:00,126.88
2024-01-26 18:00:00,114.65
2024-01-26 19:00:00,98.61
2024-01-26 20:00:00,40.0
2024-01-26 21:00:00,81.79
2024-01-26 22:00:00,60.87
2024-01-26 23:00:00,52.04
2024-01-27 00:00:00,56.58
2024-01-27 01:00:00,55.53
2024-01-27 02:00:00,56.44
2024-01-27 03:00:00,55.15
2024-01-27 04:00:00,55.76
2024-01-27 05:00:00,111.74
2024-01-27 06:00:00,61.37
2024-01-27 07:00:00,132.84
2024-01-27 08:00:00,87.49
2024-01-27 09:00:00,71.05
2024-01-27 10:00:00,115.99
2024-01-27 11:00:00,115.97
2024-01-27 12:00:00,149.52
2024-01-27 13:00:00,100.2
2024-01-27 14:00:00,118.31
2024-01-27 15:00:00,139.08
2024-01-27 16:00:00,299.03
2024-01-27 17:00:00,299.01
2024-01-27 18:00:00,97.44
2024-01-27 19:00:00,98.53
2024-01-27 20:00:00,85.72
2024-01-27 21:00:00,133.03
2024-01-27 22:00:00,75.97
2024-01-27 23:00:00,72.7
2024-01-28 00:00:00,80.4
2024-01-28 01:00:00,60.82
2024-01-28 02:00:00,59.4
2024-01-28 03:00:00,59.46
2024-01-28 04:00:00,60.76
2024-01-28 05:00:00,63.34
2024-01-28 06:00:00,59.93
2024-01-28 07:00:00,79.53
2024-01-28 08:00:00,80.71
2024-01-28 09:00:00,141.33
2024-01-28 10:00:00,99.57
2024-01-28 11:00:00,81.88
2024-01-28 12:00:00,79.97
2024-01-28 13:00:00,79.96
2024-01-28 14:00:00,88.68
2024-01-28 15:00:00,106.23
2024-01-28 16:00:00,116.73
2024-01-28 17:00:00,117.17
2024-01-28 18:00:00,117.22
2024-01-28 19:00:00,113.89
2024-01-28 20:00:00,109.66
2024-01-28 21:00:00,100.52
2024-01-28 22:00:00,82.4
2024-01-28 23:00:00,49.3
2024-01-29 00:00:00,49.97
2024-01-29 01:00:00,47.26
2024-01-29 02:00:00,48.12
2024-01-29 03:00:00,47.97
2024-01-29 04:00:00,51.58
2024-01-29 05:00:00,60.06
2024-01-29 06:00:00,84.0
2024-01-29 07:00:00,101.66
2024-01-29 08:00:00,100.58
2024-01-29 09:00:00,88.39
2024-01-29 10:00:00,78.9
2024-01-29 11:00:00,71.27
2024-01-29 12:00:00,70.24
2024-01-29 13:00:00,74.12
2024-01-29 14:00:00,81.48
2024-01-29 15:00:00,99.16
2024-01-29 16:00:00,111.94
2024-01-29 17:00:00,127.33
2024-01-29 18:00:00,116.1
2024-01-29 19:00:00,107.52
2024-01-29 20:00:00,92.3
2024-01-29 21:00:00,86.51
2024-01-29 22:00:00,83.37
2024-01-29 23:00:00,78.36
2024-01-30 00:00:00,71.94
2024-01-30 01:00:00,68.78
2024-01-30 02:00:00,69.37
2024-01-30 03:00:00,67.33
2024-01-30 04:00:00,67.03
2024-01-30 05:00:00,88.01
2024-01-30 06:00:00,98.31
2024-01-30 07:00:00,116.21
2024-01-30 08:00:00,135.21
2024-01-30 09:00:00,97.02
2024-01-30 10:00:00,88.07
2024-01-30 11:00:00,98.41
2024-01-30 12:00:00,100.0
2024-01-30 13:00:00,100.02
2024-01-30 14:00:00,100.03
2024-01-30 15:00:00,102.21
2024-01-30 16:00:00,114.68
2024-01-30 17:00:00,114.57
2024-01-30 18:00:00,102.89
2024-01-30 19:00:00,98.72
2024-01-30 20:00:00,100.66
2024-01-30 21:00:00,79.65
2024-01-30 22:00:00,69.85
2024-01-30 23:00:00,71.75
2024-01-31 00:00:00,69.45
2024-01-31 01:00:00,68.02
2024-01-31 02:00:00,70.89
2024-01-31 03:00:00,69.82
2024-01-31 04:00:00,68.35
2024-01-31 05:00:00,72.38
2024-01-31 06:00:00,81.54
2024-01-31 07:00:00,106.99
2024-01-31 08:00:00,112.9
2024-01-31 09:00:00,116.92
2024-01-31 10:00:00,82.98
2024-01-31 11:00:00,77.09
2024-01-31 12:00:00,74.91
2024-01-31 13:00:00,78.29
2024-01-31 14:00:00,85.22
2024-01-31 15:00:00,98.51
2024-01-31 16:00:00,101.55
2024-01-31 17:00:00,104.39
2024-01-31 18:00:00,100.81
2024-01-31 19:00:00,103.26
2024-01-31 20:00:00,87.52
2024-01-31 21:00:00,29.38
2024-01-31 22:00:00,12.92
2024-01-31 23:00:00,-2.02
2024-02-01 00:00:00,26.94
2024-02-01 01:00:00,32.53
2024-02-01 02:00:00,26.71
2024-02-01 03:00:00,38.22
2024-02-01 04:00:00,27.71
2024-02-01 05:00:00,20.1
2024-02-01 06:00:00,72.59
2024-02-01 07:00:00,76.75
2024-02-01 08:00:00,80.13
2024-02-01 09:00:00,80.22
2024-02-01 10:00:00,79.61
2024-02-01 11:00:00,77.51
2024-02-01 12:00:00,67.99
2024-02-01 13:00:00,63.96
2024-02-01 14:00:00,71.89
2024-02-01 15:00:00,75.1
2024-02-01 16:00:00,78.82
2024-02-01 17:00:00,78.18
2024-02-01 18:00:00,79.48
2024-02-01 19:00:00,78.62
2024-02-01 20:00:00,77.49
2024-02-01 21:00:00,50.51
2024-02-01 22:00:00,15.07
2024-02-01 23:00:00,10.03
2024-02-02 00:00:00,56.85
2024-02-02 01:00:00,58.62
2024-02-02 02:00:00,58.0
2024-02-02 03:00:00,54.69
2024-02-02 04:00:00,54.79
2024-02-02 05:00:00,53.18
2024-02-02 06:00:00,79.26
2024-02-02 07:00:00,88.47
2024-02-02 08:00:00,92.68
2024-02-02 09:00:00,89.84
2024-02-02 10:00:00,81.48
2024-02-02 11:00:00,78.16
2024-02-02 12:00:00,78.7
2024-02-02 13:00:00,78.74
2024-02-02 14:00:00,80.81
2024-02-02 15:00:00,83.82
2024-02-02 16:00:00,83.99
2024-02-02 17:00:00,83.77
2024-02-02 18:00:00,79.21
2024-02-02 19:00:00,76.73
2024-02-02 20:00:00,73.16
2024-02-02 21:00:00,30.16
2024-02-02 22:00:00,11.93
2024-02-02 23:00:00,14.44
2024-02-03 00:00:00,40.27
2024-02-03 01:00:00,42.75
2024-02-03 02:00:00,37.57
2024-02-03 03:00:00,26.68
2024-02-03 04:00:00,31.28
2024-02-03 05:00:00,10.29
2024-02-03 06:00:00,35.38
2024-02-03 07:00:00,56.28
2024-02-03 08:00:00,57.99
2024-02-03 09:00:00,53.66
2024-02-03 10:00:00,44.42
2024-02-03 11:00:00,37.95
2024-02-03 12:00:00,36.17
2024-02-03 13:00:00,35.68
2024-02-03 14:00:00,42.44
2024-02-03 15:00:00,50.09
2024-02-03 16:00:00,62.44
2024-02-03 17:00:00,72.24
2024-02-03 18:00:00,76.96
2024-02-03 19:00:00,48.36
2024-02-03 20:00:00,71.11
2024-02-03 21:00:00,19.98
2024-02-03 22:00:00,12.09
2024-02-03 23:00:00,12.08
2024-02-04 00:00:00,20.07
2024-02-04 01:00:00,17.09
2024-02-04 02:00:00,16.2
2024-02-04 03:00:00,11.68
2024-02-04 04:00:00,12.91
