bin,n,yhat_lo,yhat_hi,pi_neg,pi_pos,m_neg,m_pos,M_neg,M_pos,mean_ci_lo,mean_ci_hi,dataset,backbone,evidence_status
5,1044,43.61118507385254,46.817661285400405,0.3448275862068966,0.6551724137931034,5.6182910919189455,5.218753215165166,1.9373417558341193,3.419183140970281,0.9820573531580669,1.9732990269153712,LAGO_BE,TCN,COMPUTED
6,1045,46.817661285400405,50.27054977416992,0.3129186602870813,0.6870813397129186,4.815560915419086,5.325371936171168,1.5068788701837712,3.6589636843740654,1.733973711076514,2.557417257175254,LAGO_BE,TCN,COMPUTED
7,1044,50.27054977416992,54.11017761230469,0.27586206896551724,0.7241379310344828,5.242767413457234,5.873477713771598,1.446280665781306,4.253207999627708,2.3290860726078035,3.2849384289324424,LAGO_BE,TCN,COMPUTED
8,1044,54.11017761230469,58.55965003967286,0.22988505747126436,0.7701149425287356,5.8531430721282955,7.138929189141117,1.3455501315237461,5.497796042212125,3.5033568202026792,4.7899450151450225,LAGO_BE,TCN,COMPUTED
9,1044,58.55965003967286,86.50890350341797,0.22126436781609196,0.7787356321839081,5.916944957914806,8.009381710676543,1.3092090855156324,6.237190929865928,4.230986374530683,5.601508782961049,LAGO_BE,TCN,COMPUTED
0,1045,-19.86394691467285,12.516048908233643,0.8889952153110048,0.11100478468899522,8.682311346815585,8.02337204088489,7.718533245159501,0.8906326858781314,-7.95228505630574,-5.72167792592042,LAGO_DE,Linear,COMPUTED
1,1044,12.516048908233643,19.094911575317383,0.8486590038314177,0.15134099616858238,5.2670642312439515,1.9157430884204334,4.469941483603583,0.28993046740462497,-4.593140061941362,-3.770385680019529,LAGO_DE,Linear,COMPUTED
2,1044,19.094911575317383,23.182044219970702,0.7835249042145593,0.2164750957854406,4.406590811489264,2.823021580687666,3.4526736434848826,0.6111138670837285,-3.221025900901296,-2.4496493918268647,LAGO_DE,Linear,COMPUTED
3,1045,23.182044219970702,26.479230499267576,0.7330143540669857,0.2669856459330144,3.6043289348911056,2.936005811110192,2.6420248460541504,0.7838714079423384,-2.1884374747938966,-1.5417531948621108,LAGO_DE,Linear,COMPUTED
4,1044,26.479230499267576,29.691062927246094,0.5363984674329502,0.46360153256704983,3.564964199066162,2.8601463983866795,1.912241332832424,1.3259682536581925,-0.9716210581167849,-0.20515151287432415,LAGO_DE,Linear,COMPUTED
