bin,n,yhat_lo,yhat_hi,pi_neg,pi_pos,m_neg,m_pos,M_neg,M_pos,mean_ci_lo,mean_ci_hi,dataset,backbone,evidence_status
3,1045,30.565719604492188,35.291236877441406,0.3588516746411483,0.6411483253588517,3.638135548909505,5.207069247516234,1.3055510342976693,3.3385037280726095,1.464821131489083,2.5458800145788807,LAGO_FR,MLP,COMPUTED
4,1044,35.291236877441406,39.37810516357422,0.36398467432950193,0.6360153256704981,3.5289692125822367,5.583415943455983,1.2844907095605844,3.5511381096310086,1.7524022207070113,2.750817583691103,LAGO_FR,MLP,COMPUTED
5,1044,39.37810516357422,43.30196380615235,0.32950191570881227,0.6704980842911877,3.575828973637071,5.274434364863804,1.1782424970604908,3.5364981373607884,1.913790086926264,2.8029439759941206,LAGO_FR,MLP,COMPUTED
6,1045,43.30196380615235,47.54571266174317,0.2755980861244019,0.724401913875598,3.6835970083872476,5.440546343159644,1.0151922855650979,3.9411421835137324,2.4664087695034866,3.38721066665812,LAGO_FR,MLP,COMPUTED
7,1044,47.54571266174317,52.29993438720703,0.21455938697318008,0.7854406130268199,3.541418824877058,5.8067124483062,0.7598446520809014,4.5608277850680885,3.3597539703686907,4.243210737900894,LAGO_FR,MLP,COMPUTED
8,1044,52.29993438720703,57.74465522766114,0.18007662835249041,0.8199233716475096,4.260287913870304,5.9993575844809275,0.7671782833406294,4.919013498386661,3.6930008700119794,4.596744353507904,LAGO_FR,MLP,COMPUTED
9,1044,57.74465522766114,82.83003234863281,0.2193486590038314,0.7806513409961686,5.470394251127951,6.844348008793556,1.1999236432071847,5.343049451309146,3.498989814459824,4.8031352139967325,LAGO_FR,MLP,COMPUTED
0,1045,-3.854910373687744,18.25407886505127,0.691866028708134,0.30813397129186604,5.0890070879793265,3.2189616983212668,3.520911124027802,0.9918714515401416,-3.0753661128170084,-1.9253741559105222,LAGO_FR,PatchTST,COMPUTED
1,1044,18.25407886505127,24.177799224853516,0.5440613026819924,0.4559386973180077,4.548328362720113,4.263326425011418,2.4745694540469585,1.9438154964611447,-1.0288702990736633,-0.0022703930173939768,LAGO_FR,PatchTST,COMPUTED
2,1044,24.177799224853516,29.21991138458252,0.5191570881226054,0.48084291187739464,3.8823552360393903,4.34541295914061,2.0155522393997605,2.089461020582937,-0.3957978741075824,0.5561376447627475,LAGO_FR,PatchTST,COMPUTED
3,1045,29.21991138458252,33.998564910888675,0.4698564593301435,0.5301435406698565,4.0408701653878705,4.49112270368996,1.8986289485219563,2.380939691716974,0.0035669114563365053,0.9669179640230638,LAGO_FR,PatchTST,COMPUTED
4,1044,33.998564910888675,38.33877372741699,0.4185823754789272,0.5814176245210728,3.96421592241021,5.112046254329273,1.6593509177138521,2.972233789633974,0.7938786410025612,1.7997463678706636,LAGO_FR,PatchTST,COMPUTED
5,1044,38.33877372741699,42.10035781860351,0.3946360153256705,0.6053639846743295,3.516004127206154,4.721718954134591,1.3875418586292485,2.8583586005872235,1.060464413158619,1.8770550343563204,LAGO_FR,PatchTST,COMPUTED
6,1045,42.10035781860351,45.72191696166992,0.36076555023923446,0.6392344497607656,4.027012276080306,4.516608912073924,1.4528072996002637,2.887172012694145,1.0005378454022889,1.8701597499975902,LAGO_FR,PatchTST,COMPUTED
7,1044,45.72191696166992,50.01134490966796,0.34770114942528735,0.6522988505747126,3.554827361724265,4.547631685254157,1.2360175596799887,2.96641492112843,1.3208531591015489,2.135382154671725,LAGO_FR,PatchTST,COMPUTED
8,1044,50.01134490966796,55.98846435546875,0.303639846743295,0.696360153256705,3.660361413323917,4.64033373448347,1.1114315785667448,3.231343510507167,1.6826916860986247,2.5682571097477216,LAGO_FR,PatchTST,COMPUTED
9,1044,55.98846435546875,95.36094665527344,0.2567049808429119,0.7432950191570882,4.7496770602553635,6.338138496752867,1.219265758762871,4.7111067753642,2.8962927868634827,4.090920435864529,LAGO_FR,PatchTST,COMPUTED
0,1045,-3.097860813140869,17.546959114074706,0.7655502392344498,0.23444976076555024,5.560346176032908,3.2089605533042733,4.256724345288351,0.7523400340282747,-4.0556472870823015,-2.8687729587960282,LAGO_FR,TCN,COMPUTED
1,1044,17.546959114074706,23.949229049682618,0.578544061302682,0.421455938697318,4.5356575605885086,4.170177376812155,2.6240777457810913,1.757546020878686,-1.3613601818184815,-0.37652696662279056,LAGO_FR,TCN,COMPUTED
2,1044,23.949229049682618,29.349661254882815,0.5325670498084292,0.4674329501915709,3.618567219741053,4.431047257829885,1.9271296687509825,2.0712174921656934,-0.3247224515539216,0.627131924947186,LAGO_FR,TCN,COMPUTED
3,1045,29.349661254882815,34.307098388671875,0.4583732057416268,0.5416267942583732,3.7696792666250083,4.486247347437451,1.7279199700606498,2.429871769042677,0.1929256030734291,1.1952191091941327,LAGO_FR,TCN,COMPUTED
4,1044,34.307098388671875,38.570037841796875,0.40325670498084293,0.5967432950191571,3.411375603030243,5.087060727812888,1.3756600851300118,3.0356693806776147,1.1639661088822844,2.1566542154474657,LAGO_FR,TCN,COMPUTED
5,1044,38.570037841796875,42.577384185791026,0.3649425287356322,0.6350574712643678,3.3068038459837905,4.968247930029039,1.2067933575860386,3.155122967058672,1.5154228190562322,2.3980454549588837,LAGO_FR,TCN,COMPUTED
6,1045,42.577384185791026,46.39036178588868,0.35119617224880384,0.6488038277511962,3.615446677974524,4.784740355162494,1.2697310342743067,3.104357857225044,1.4216045307507013,2.2570137670415105,LAGO_FR,TCN,COMPUTED
7,1044,46.39036178588868,51.05042495727539,0.30842911877394635,0.6915708812260536,3.4601659241670406,4.808108591306903,1.0672159268024781,3.325147895520674,1.8400215842816572,2.674265143787573,LAGO_FR,TCN,COMPUTED
8,1044,51.05042495727539,56.908681869506836,0.2471264367816092,0.7528735632183908,3.849151907041091,5.19541702561706,0.9512271954182007,3.91149212848181,2.534104655006326,3.423717883861698,LAGO_FR,TCN,COMPUTED
9,1044,56.908681869506836,90.87049102783203,0.19731800766283525,0.8026819923371648,5.357966339703903,6.775114933460026,1.057223243274908,5.438262753102971,3.7662262722075455,4.981419814718005,LAGO_FR,TCN,COMPUTED
0,1045,-0.2186681032180786,14.363506031036376,0.8746411483253589,0.12535885167464114,5.603807120797931,2.6478964008447776,4.901320295128526,0.3319372521633166,-5.00344312439182,-4.093666995884485,LAGO_PJM,Linear,COMPUTED
1,1044,14.363506031036376,18.214278411865234,0.8620689655172413,0.13793103448275862,3.8959412161509195,1.877080327934689,3.3585700139232064,0.2589076314392674,-3.360346663084132,-2.8095807976579463,LAGO_PJM,Linear,COMPUTED
2,1044,18.214278411865234,21.36705017089844,0.7413793103448276,0.25862068965517243,3.090307361395784,2.0287988698041,2.2910899403451506,0.5246893628803707,-2.0473969204908213,-1.4725104894179193,LAGO_PJM,Linear,COMPUTED
3,1045,21.36705017089844,24.076715850830077,0.5578947368421052,0.4421052631578947,3.3954045866611278,2.291521592573686,1.894278348347787,1.0130937567167875,-1.196883277801441,-0.5348413027678542,LAGO_PJM,Linear,COMPUTED
4,1044,24.076715850830077,26.602031707763672,0.4003831417624521,0.5996168582375478,3.2537012145850075,2.980994396697218,1.3027271146518515,1.7874544945713202,0.13036144628748844,0.8825961735227951,LAGO_PJM,Linear,COMPUTED
5,1044,26.602031707763672,29.11906929016114,0.29310344827586204,0.7068965517241379,3.144976403978136,3.87586290984942,0.9218034287522122,2.7398341259280383,1.4792362907463665,2.173104976300482,LAGO_PJM,Linear,COMPUTED
6,1045,29.11906929016114,32.05806694030762,0.2755980861244019,0.724401913875598,3.7149820725123086,4.799774719197967,1.0238419491708564,3.4769659927587186,2.0055655317322967,2.941102439967122,LAGO_PJM,Linear,COMPUTED
7,1044,32.05806694030762,35.66989669799805,0.2222222222222222,0.7777777777777778,3.797429314975081,6.134836304951184,0.8438731811055735,4.771539348295366,3.3940114240412314,4.4920452293775375,LAGO_PJM,Linear,COMPUTED
8,1044,35.66989669799805,42.03411521911623,0.11781609195402298,0.882183908045977,3.4931085477999555,7.472413815841095,0.41154439787298325,6.592043222595448,5.616311103582032,6.717703130671267,LAGO_PJM,Linear,COMPUTED
9,1044,42.03411521911623,85.37174224853516,0.14367816091954022,0.8563218390804598,7.579623769124349,8.717723074108696,1.0890264036098203,7.4651766554149175,5.388924206203565,7.269873228084449,LAGO_PJM,Linear,COMPUTED
0,1045,3.0521345138549805,17.349370002746582,0.5320574162679426,0.46794258373205744,2.1506035285030336,2.444026439711604,1.1442445567920447,1.1436640469081094,-0.3317233207346622,0.3261567241854973,LAGO_PJM,LSTM,COMPUTED
1,1044,17.349370002746582,20.049271011352538,0.5565134099616859,0.4434865900383142,1.6935969991240771,1.6135838832505063,0.9425094410834185,0.7156028141235483,-0.4221053779814415,-0.026401252503168247,LAGO_PJM,LSTM,COMPUTED
2,1044,20.049271011352538,21.913706398010255,0.5153256704980843,0.4846743295019157,1.5334050770585865,1.4177960501357971,0.7902029994803828,0.6871693499700319,-0.2617472533394476,0.06202530410057466,LAGO_PJM,LSTM,COMPUTED
3,1045,21.913706398010255,23.623406982421873,0.4813397129186603,0.5186602870813397,1.5033987018744466,1.4930489300801746,0.7236454995625327,0.7743851867018704,-0.09929053692690465,0.2052985251817802,LAGO_PJM,LSTM,COMPUTED
4,1044,23.623406982421873,25.36352252960205,0.42911877394636017,0.5708812260536399,1.7787975754056657,1.6474262259950574,0.7633154346568374,0.9404847037289792,0.010387349532786076,0.34914165884102955,LAGO_PJM,LSTM,COMPUTED
5,1044,25.36352252960205,27.204718017578127,0.42528735632183906,0.5747126436781609,2.010294742412395,1.8946999883651734,0.85495293642826,1.0889080392903294,0.046720408928361136,0.4202118788696274,LAGO_PJM,LSTM,COMPUTED
6,1045,27.204718017578127,29.316989517211915,0.40382775119617226,0.5961722488038278,2.4850129132022225,2.2981998174186695,1.0035171764319024,1.3701229533510346,0.1116928875537273,0.6247916606567787,LAGO_PJM,LSTM,COMPUTED
7,1044,29.316989517211915,32.10175399780273,0.460727969348659,0.539272030651341,2.75305853464995,2.720740072680621,1.2684110681672662,1.4672190238689555,-0.09701704442099164,0.48043984719780836,LAGO_PJM,LSTM,COMPUTED
8,1044,32.10175399780273,36.62785148620606,0.5009578544061303,0.4990421455938697,3.175764722076474,3.219062724635148,1.5909242812701112,1.6064479689031725,-0.370094542550007,0.3728644913949253,LAGO_PJM,LSTM,COMPUTED
9,1044,36.62785148620606,101.83502197265625,0.47413793103448276,0.5258620689655172,5.450533464219835,5.449952554615903,2.5843046597594044,2.865923326134225,-0.7113104519817313,1.2772274117002205,LAGO_PJM,LSTM,COMPUTED
0,1045,4.084897041320801,16.726231002807616,0.6602870813397129,0.3397129186602871,3.0184665064880813,2.573298621177673,1.9930544396906948,0.8741827851847598,-1.506746438813268,-0.722722786429612,LAGO_PJM,MLP,COMPUTED
1,1044,16.726231002807616,19.508280563354493,0.6513409961685823,0.3486590038314176,2.0117807332207174,1.9427126754116226,1.310355266848743,0.6773442661396846,-0.8404016683270733,-0.42374604380439973,LAGO_PJM,MLP,COMPUTED
2,1044,19.508280563354493,21.7505823135376,0.6111111111111112,0.3888888888888889,1.5910663963485288,1.6185741336474866,0.972318353324101,0.629445496418467,-0.5071092486534363,-0.1743644232479164,LAGO_PJM,MLP,COMPUTED
3,1045,21.7505823135376,23.881314086914063,0.4995215311004785,0.5004784688995215,1.6418909021721033,1.6154989740360763,0.8201598573529549,0.8085224530343234,-0.16956759300013122,0.15522335929980943,LAGO_PJM,MLP,COMPUTED
4,1044,23.881314086914063,25.842997550964355,0.40900383141762453,0.5909961685823755,1.9318257048202623,1.9344662414377667,0.7901241149025402,1.1432621369416687,0.15683194767532943,0.5531151364835244,LAGO_PJM,MLP,COMPUTED
5,1044,25.842997550964355,27.62189407348633,0.39080459770114945,0.6091954022988506,2.18086958399006,2.318291643130704,0.8522938604099085,1.4122926101830726,0.3297283312997273,0.802397223569079,LAGO_PJM,MLP,COMPUTED
6,1045,27.62189407348633,29.893125915527346,0.36555023923444974,0.6344497607655503,2.7058625046495366,2.8286737985740418,0.9891286859101655,1.794651414789081,0.5369940030103887,1.0640755489040654,LAGO_PJM,MLP,COMPUTED
7,1044,29.893125915527346,32.99076461791992,0.40229885057471265,0.5977011494252874,3.065826479593913,3.454968354640863,1.233378468802149,2.065038556796838,0.503382669784091,1.1714553248129838,LAGO_PJM,MLP,COMPUTED
8,1044,32.99076461791992,37.833760070800786,0.3505747126436782,0.6494252873563219,3.1095924794348213,3.9566225006868705,1.0901444899168051,2.56953070446906,1.0909235737333733,1.8639018146852209,LAGO_PJM,MLP,COMPUTED
9,1044,37.833760070800786,94.12498474121094,0.3486590038314176,0.6513409961685823,5.364178699451489,5.506840147691615,1.8702692017244653,3.5868307475385994,0.772057435225447,2.6082298059513285,LAGO_PJM,MLP,COMPUTED
