candidate,mean_gain,gain_ci_lo,gain_ci_hi,harm_rate,tail_gain,normal_gain,dataset,backbone,evidence_status
side_cond_mean_neg,0.846824580942353,0.7411742311929008,0.9487832995791057,0.18134814247414785,2.4501016639468354,0.7621353479288097,LAGO_DE,LSTM,INVALID_ORACLE_DIAGNOSTIC
side_cond_mean_pos,0.43884759184301825,0.3468571777426399,0.5212331534279031,0.1344312523937189,0.9722658474347573,0.4106710630194224,LAGO_DE,LSTM,INVALID_ORACLE_DIAGNOSTIC
identity,0.0,0.0,0.0,0.0,0.0,0.0,LAGO_DE,MLP,INVALID_ORACLE_DIAGNOSTIC
mean_residual,-0.0003603713780872846,-0.002841352893696111,0.0021181856892208317,0.5044044427422444,0.010135396731950951,-0.0009147849355126914,LAGO_DE,MLP,INVALID_ORACLE_DIAGNOSTIC
median_residual,0.0001312023558775523,-0.002632703022642705,0.0028987485885199615,0.49885101493680584,-0.01132015781548187,0.0007360927520259734,LAGO_DE,MLP,INVALID_ORACLE_DIAGNOSTIC
partial_moment_neg,0.668866897208117,0.6012730026460222,0.7341396836590698,0.09268479509766372,1.314489848204898,0.6347634268127226,LAGO_DE,MLP,INVALID_ORACLE_DIAGNOSTIC
partial_moment_pos,0.6896015922860814,0.624295576629294,0.7493723622976736,0.0850248946763692,0.7826929429795568,0.6846842669067082,LAGO_DE,MLP,INVALID_ORACLE_DIAGNOSTIC
side_cond_mean_neg,0.6909319295032549,0.5673792496862232,0.8192670378355541,0.17273075450019149,2.6441702570593124,0.5877568404267052,LAGO_DE,MLP,INVALID_ORACLE_DIAGNOSTIC
side_cond_mean_pos,0.7397319378253726,0.6145712072193698,0.8515055414130424,0.1669858291842206,1.556444230098723,0.6965910869028691,LAGO_DE,MLP,INVALID_ORACLE_DIAGNOSTIC
identity,0.0,0.0,0.0,0.0,0.0,0.0,LAGO_DE,PatchTST,INVALID_ORACLE_DIAGNOSTIC
mean_residual,0.1573997329945248,0.09313508364113408,0.2225677427683042,0.4287629260819609,0.41328687961231186,0.14388311355624653,LAGO_DE,PatchTST,INVALID_ORACLE_DIAGNOSTIC
median_residual,0.15996210046372208,0.0849041904007447,0.2354309250472807,0.4364228265032555,0.4770867587955853,0.143210757624418,LAGO_DE,PatchTST,INVALID_ORACLE_DIAGNOSTIC
partial_moment_neg,0.8738252108878828,0.7988025056889462,0.9435124856228025,0.12313289927230946,1.576832262866315,0.836690564190635,LAGO_DE,PatchTST,INVALID_ORACLE_DIAGNOSTIC
