cell,selected,release_rate,identity_rate,harmful_rate,q,coverage,n_calib,n_eval
shandong_DA:Linear,C3,0.0,1.0,,0.0,1.0,82,332
shandong_DA:MLP,C3,0.25903614457831325,0.7409638554216867,0.5,0.0,0.8554216867469879,82,332
shandong_DA:LSTM,C3,0.20180722891566266,0.7981927710843374,0.44776119402985076,0.0,0.9096385542168675,82,332
shandong_DA:PatchTST,C3,0.0391566265060241,0.9608433734939759,0.9230769230769231,0.0,0.9608433734939759,82,332
shandong_RT:Linear,C3,0.3493975903614458,0.6506024096385542,0.4482758620689655,0.0,0.8162650602409639,82,332
shandong_RT:MLP,C3,0.018072289156626505,0.9819277108433735,0.3333333333333333,0.08352055782114116,0.8855421686746988,82,332
shandong_RT:LSTM,C3,0.0,1.0,,0.0,1.0,82,332
shandong_RT:PatchTST,C3,0.0,1.0,,0.0,1.0,82,332
