cell,selected,delta_crps,cand_crps,host_crps,a1_net,a2_net,release_rate,identity_rate,harmful_rate,q,coverage,mae,host_mae,degradation_frac
shandong_DA:Linear,C3,-0.032855,0.219525,0.25238,-0.013978575808233204,0.0,0.0,1.0,,0.0,1.0,106.93008,106.93008,0.0
shandong_DA:MLP,C3,-0.176288,0.175865,0.352152,0.009799548702510713,-0.0016352916454984447,0.25903614457831325,0.7409638554216867,0.5,0.0,0.8554216867469879,158.988577,159.081383,-0.000583
shandong_DA:LSTM,C3,-0.028551,0.224537,0.253088,-0.012751795336935481,0.006179166839812592,0.20180722891566266,0.7981927710843374,0.44776119402985076,0.0,0.9096385542168675,111.212516,112.970913,-0.015565
shandong_DA:PatchTST,C3,-0.042026,0.208265,0.250291,-0.006999898636089696,-0.003731624005979588,0.0391566265060241,0.9608433734939759,0.9230769230769231,0.0,0.9608433734939759,123.539665,121.817232,0.014139
shandong_RT:Linear,C3,-0.060803,0.276866,0.337669,-0.02237171263642836,0.012660919629507703,0.3493975903614458,0.6506024096385542,0.4482758620689655,0.0,0.8162650602409639,171.493611,173.986643,-0.014329
shandong_RT:MLP,C3,-0.118461,0.250043,0.368504,0.006057844369134127,0.003121407227535781,0.018072289156626505,0.9819277108433735,0.3333333333333333,0.08352055782114116,0.8855421686746988,276.797505,275.330217,0.005329
shandong_RT:LSTM,C3,-0.048807,0.240714,0.28952,-0.017078615672297414,0.0,0.0,1.0,,0.0,1.0,141.844133,141.844133,0.0
shandong_RT:PatchTST,C3,-0.067437,0.214547,0.281984,-0.0163179354324255,0.0,0.0,1.0,,0.0,1.0,136.493619,136.493619,0.0
