market,n_cells,market_median_gain_pct,market_mean_gain_pct,n_strict_host_positive,n_ge_plus_2pct,best_cell_gain_pct,worst_cell_gain_pct,market_median_positive,market_median_ge_plus_1pct
GANSU_DA,4,0.9753623522835875,0.9619118969294905,4,0,1.733732614089687,0.16319026906110043,true,false
SHANDONG_DA,4,2.314122995707326,3.0655189563583876,4,2,7.339966620713333,0.2938632133055653,true,true
SHAANXI_DA,4,0.12868746961947752,1.2310355544974876,4,1,4.581675641472748,0.08509163727824755,true,false
NINGXIA_DA,4,4.210419080766486,4.69404964387194,4,4,7.45114998550017,2.9042104284546184,true,true
QINGHAI_DA,4,5.941950839857343,6.583780698083307,4,4,10.348659145441747,4.102561967176793,true,true
