Timestamp,Serbia
2024-01-01 00:00:00,7.07
2024-01-01 01:00:00,5.02
2024-01-01 02:00:00,1.1
2024-01-01 03:00:00,2.3
2024-01-01 04:00:00,2.27
2024-01-01 05:00:00,5.4
2024-01-01 06:00:00,7.03
2024-01-01 07:00:00,7.97
2024-01-01 08:00:00,8.92
2024-01-01 09:00:00,12.96
2024-01-01 10:00:00,7.02
2024-01-01 11:00:00,7.0
2024-01-01 12:00:00,6.93
2024-01-01 13:00:00,7.04
2024-01-01 14:00:00,13.07
2024-01-01 15:00:00,38.75
2024-01-01 16:00:00,57.06
2024-01-01 17:00:00,67.17
2024-01-01 18:00:00,62.49
2024-01-01 19:00:00,50.09
2024-01-01 20:00:00,46.69
2024-01-01 21:00:00,43.35
2024-01-01 22:00:00,41.66
2024-01-01 23:00:00,35.88
2024-01-02 00:00:00,37.87
2024-01-02 01:00:00,31.25
2024-01-02 02:00:00,26.09
2024-01-02 03:00:00,24.04
2024-01-02 04:00:00,26.1
2024-01-02 05:00:00,31.47
2024-01-02 06:00:00,40.2
2024-01-02 07:00:00,50.06
2024-01-02 08:00:00,55.88
2024-01-02 09:00:00,54.07
2024-01-02 10:00:00,52.12
2024-01-02 11:00:00,51.39
2024-01-02 12:00:00,55.63
2024-01-02 13:00:00,56.95
2024-01-02 14:00:00,59.21
2024-01-02 15:00:00,72.07
2024-01-02 16:00:00,91.48
2024-01-02 17:00:00,101.06
2024-01-02 18:00:00,83.07
2024-01-02 19:00:00,65.17
2024-01-02 20:00:00,58.07
2024-01-02 21:00:00,50.04
2024-01-02 22:00:00,36.03
2024-01-02 23:00:00,24.78
2024-01-03 00:00:00,27.01
2024-01-03 01:00:00,20.64
2024-01-03 02:00:00,17.16
2024-01-03 03:00:00,11.44
2024-01-03 04:00:00,12.21
2024-01-03 05:00:00,32.07
2024-01-03 06:00:00,52.97
2024-01-03 07:00:00,71.5
2024-01-03 08:00:00,88.51
2024-01-03 09:00:00,77.63
2024-01-03 10:00:00,66.23
2024-01-03 11:00:00,66.59
2024-01-03 12:00:00,66.53
2024-01-03 13:00:00,67.69
2024-01-03 14:00:00,72.07
2024-01-03 15:00:00,80.91
2024-01-03 16:00:00,89.85
2024-01-03 17:00:00,96.35
2024-01-03 18:00:00,89.87
2024-01-03 19:00:00,76.43
2024-01-03 20:00:00,76.73
2024-01-03 21:00:00,67.4
2024-01-03 22:00:00,63.11
2024-01-03 23:00:00,52.37
2024-01-04 00:00:00,49.26
2024-01-04 01:00:00,43.69
2024-01-04 02:00:00,34.45
2024-01-04 03:00:00,32.15
2024-01-04 04:00:00,37.78
2024-01-04 05:00:00,50.05
2024-01-04 06:00:00,67.29
2024-01-04 07:00:00,89.38
2024-01-04 08:00:00,87.96
2024-01-04 09:00:00,85.53
2024-01-04 10:00:00,85.61
2024-01-04 11:00:00,86.45
2024-01-04 12:00:00,86.25
2024-01-04 13:00:00,87.04
2024-01-04 14:00:00,93.45
2024-01-04 15:00:00,101.81
2024-01-04 16:00:00,109.08
2024-01-04 17:00:00,119.04
2024-01-04 18:00:00,123.65
2024-01-04 19:00:00,121.25
2024-01-04 20:00:00,107.78
2024-01-04 21:00:00,97.25
2024-01-04 22:00:00,96.98
2024-01-04 23:00:00,87.07
2024-01-05 00:00:00,89.84
2024-01-05 01:00:00,84.66
2024-01-05 02:00:00,79.89
