market,track,host,seed,method,Overall_MAE,Tail_MAE,Normal_MAE,MSE,relative_gain_pct,shape_cosine,wrong_hemisphere_rate,alpha,oof_calibrated_utility,parameter_count,training_seconds,inference_seconds,inference_seconds_per_day,inference_overhead_seconds_per_day
GANSU_DA,A_DA,PatchTST,7,S1_DailyPatch_GRU32,70.72848838803822,86.6992812555651,69.0473522967196,8068.206285541901,1.838830277323554,0.20563863217830658,0.38095238095238093,1.3974456891689175,0.03368276734922216,18712.0,15.313226300058886,0.00039600004674866796,1.8857145083269904e-05,0.0
GANSU_DA,A_DA,PatchTST,7,HSA_HorizonAlignedStateResidual,69.49802922490716,85.82236041775549,67.77967857302839,7906.158786988234,3.5465341106965496,0.2938649654388428,0.19047619047619047,1.0949280470606593,0.023324552236621134,18717.0,1.5139599000685848,0.0005140500725246966,2.4478574882128408e-05,5.621429798858506e-06
GANSU_DA,A_DA,PatchTST,17,S1_DailyPatch_GRU32,70.4341541722147,79.07448175643505,69.52464600545464,8005.2214164361085,2.2473246700798524,0.22724208235740662,0.23809523809523808,1.8119296414135204,0.057195249142046135,18712.0,13.054325900098775,0.00030559999868273735,1.455238088965416e-05,0.0
GANSU_DA,A_DA,PatchTST,17,HSA_HorizonAlignedStateResidual,70.13972089381244,81.33006395361208,68.96179004541249,8059.113933827402,2.655956547728419,0.23056471347808838,0.2857142857142857,1.2754008808097643,0.02766207145132391,18717.0,1.5434280000044964,0.0004056000034324825,1.931428587773726e-05,4.7619049880831015e-06
GANSU_DA,A_DA,PatchTST,37,S1_DailyPatch_GRU32,69.44439125496409,78.67012825567686,68.47326104436274,7822.107051093381,3.6209760504461315,0.24607697129249573,0.2857142857142857,1.7094198107261478,0.02128553613900062,18712.0,11.695279399864376,0.00029960001120343804,1.4266667200163716e-05,0.0
GANSU_DA,A_DA,PatchTST,37,HSA_HorizonAlignedStateResidual,69.3034424978684,85.95785344916446,67.55034660825828,7840.695385473782,3.816593052630075,0.31004011631011963,0.23809523809523808,0.9742435616678381,0.019576687098762764,18717.0,1.5362996999174356,0.0004019500338472426,1.9140477802249646e-05,4.873810602085931e-06
GANSU_DA,A_DA,PatchTST,7,Host,72.05342864990234,102.734130859375,68.82388305664062,8323.4677734375,0.0,,,,,,,,,
GANSU_DA,A_DA,PatchTST,17,Host,72.05342864990234,102.734130859375,68.82388305664062,8323.4677734375,0.0,,,,,,,,,
GANSU_DA,A_DA,PatchTST,37,Host,72.05342864990234,102.734130859375,68.82388305664062,8323.4677734375,0.0,,,,,,,,,
GANSU_DA,A_DA,TimeMixer,7,S1_DailyPatch_GRU32,71.52687873925352,132.96684023076742,65.05951437172574,7885.206771276226,5.701992854087211,0.3133784830570221,0.23809523809523808,1.6546379500381447,0.04544869275996987,18712.0,11.861122799979057,0.0003990999539382756,1.9004759711346457e-05,0.0
GANSU_DA,A_DA,TimeMixer,7,HSA_HorizonAlignedStateResidual,70.16865988041553,126.10491351062983,64.28063318249824,7739.944171340146,7.492611065225927,0.3578120172023773,0.14285714285714285,2.170489738968116,0.07310045325488143,18717.0,1.7738757000188343,0.0005062999553047121,2.4109521681176765e-05,5.1047619698303085e-06
GANSU_DA,A_DA,TimeMixer,17,S1_DailyPatch_GRU32,69.92446715649139,123.33969525898301,64.30181156675545,7476.480573768391,7.814544408766916,0.3926655948162079,0.047619047619047616,2.026945814895266,0.050766437371425374,18712.0,11.810109900077805,0.0003586999955587089,1.7080952169462328e-05,0.0
GANSU_DA,A_DA,TimeMixer,17,HSA_HorizonAlignedStateResidual,67.48043793859061,108.36652284851418,63.17663952701972,7117.135151957161,11.036649003804252,0.4484201669692993,0.09523809523809523,2.490725130574366,0.09415842836720494,18717.0,1.579532600066159,0.0005865999846719205,2.7933332603424788e-05,1.0852380433962458e-05
