market,host,seed,beta_oof_training_seconds,beta_final_training_seconds,beta_total_training_seconds,hsa_overhead_seconds,hsa_overhead_min_seconds,hsa_overhead_max_seconds,hsa_overhead_repeats,s1_inference_seconds,n_eval_days,hsa_total_inference_seconds_per_day,hsa_overhead_seconds_per_day,hsa_total_inference_us_per_day,hsa_overhead_us_per_day,beta_training_seconds_per_cell
GANSU_DA,PatchTST,17.0,1.1394095999421552,0.39689009997528046,1.5362996999174356,0.00010235002264380455,9.53000271692872e-05,0.0003331999760121107,50.0,0.00030559999868273735,21.0,1.942619149174009e-05,4.873810602085931e-06,19.42619149174009,4.87381060208593,1.5362996999174356
GANSU_DA,TimeMixer,17.0,1.1937970000435598,0.3939237999729812,1.579532600066159,0.00011210000957362354,9.74999857135117e-05,0.00040879996959120035,50.0,0.0003586999955587089,21.0,2.2419047863444402e-05,5.338095693982073e-06,22.4190478634444,5.338095693982073,1.579532600066159
LAGO_DE,PatchTST,17.0,1.2592092999839224,0.4346197000122629,1.7140116999507882,0.00013329999637790024,0.00011870003072544932,0.00046939996536821127,50.0,0.000622799969278276,109.0,6.93669693262547e-06,1.2229357465862409e-06,6.93669693262547,1.222935746586241,1.7140116999507882
LAGO_DE,TimeMixer,17.0,1.2492330999812111,0.5010588999721222,1.7526787999668159,0.00013180001405999064,0.0001197000383399427,0.00047229998745024204,50.0,0.0006146000232547522,109.0,6.847706764355439e-06,1.2091744409173454e-06,6.847706764355439,1.2091744409173455,1.7526787999668159
LAGO_PJM,PatchTST,17.0,1.2994244000292383,0.48167679994367063,1.807316099992022,0.00010025000665336847,9.109999518841505e-05,0.0003855000250041485,50.0,0.0006820000126026571,109.0,7.176605681247941e-06,9.197248316822796e-07,7.176605681247941,0.9197248316822796,1.807316099992022
LAGO_PJM,TimeMixer,17.0,1.3748452000436373,0.4738126000156626,1.8486578000593,0.0001273500092793256,9.499996667727828e-05,0.0007049000123515725,50.0,0.0005936999805271626,109.0,6.615137521160442e-06,1.1683487089846385e-06,6.615137521160442,1.1683487089846385,1.8486578000593
