Timestamp,Austria
2024-01-01 00:00:00,14.08
2024-01-01 00:15:00,14.08
2024-01-01 00:30:00,0.48
2024-01-01 00:45:00,-3.64
2024-01-01 01:00:00,17.74
2024-01-01 01:15:00,14.94
2024-01-01 01:30:00,-2.74
2024-01-01 01:45:00,-14.91
2024-01-01 02:00:00,15.09
2024-01-01 02:15:00,9.98
2024-01-01 02:30:00,-2.69
2024-01-01 02:45:00,-10.92
2024-01-01 03:00:00,9.98
2024-01-01 03:15:00,4.93
2024-01-01 03:30:00,-0.2
2024-01-01 03:45:00,-5.23
2024-01-01 04:00:00,-4.64
2024-01-01 04:15:00,-1.28
2024-01-01 04:30:00,4.93
2024-01-01 04:45:00,9.98
2024-01-01 05:00:00,-9.93
2024-01-01 05:15:00,-5.85
2024-01-01 05:30:00,-4.58
2024-01-01 05:45:00,8.36
2024-01-01 06:00:00,-17.22
2024-01-01 06:15:00,-10.92
2024-01-01 06:30:00,-5.76
2024-01-01 06:45:00,15.09
2024-01-01 07:00:00,-21.52
2024-01-01 07:15:00,-4.93
2024-01-01 07:30:00,15.09
2024-01-01 07:45:00,31.36
2024-01-01 08:00:00,-16.69
2024-01-01 08:15:00,-1.64
2024-01-01 08:30:00,14.08
2024-01-01 08:45:00,17.52
2024-01-01 09:00:00,4.59
2024-01-01 09:15:00,3.71
2024-01-01 09:30:00,10.01
2024-01-01 09:45:00,1.7
2024-01-01 10:00:00,12.77
2024-01-01 10:15:00,5.27
2024-01-01 10:30:00,0.55
2024-01-01 10:45:00,-9.97
2024-01-01 11:00:00,15.09
2024-01-01 11:15:00,3.93
2024-01-01 11:30:00,-10.92
2024-01-01 11:45:00,-10.92
2024-01-01 12:00:00,15.04
2024-01-01 12:15:00,3.98
2024-01-01 12:30:00,-10.92
2024-01-01 12:45:00,-12.4
2024-01-01 13:00:00,-10.92
2024-01-01 13:15:00,2.52
2024-01-01 13:30:00,-4.47
2024-01-01 13:45:00,5.04
2024-01-01 14:00:00,-4.06
2024-01-01 14:15:00,7.94
2024-01-01 14:30:00,14.08
2024-01-01 14:45:00,14.08
2024-01-01 15:00:00,12.45
2024-01-01 15:15:00,14.08
2024-01-01 15:30:00,15.09
2024-01-01 15:45:00,49.57
2024-01-01 16:00:00,10.25
2024-01-01 16:15:00,14.08
2024-01-01 16:30:00,15.09
2024-01-01 16:45:00,56.55
2024-01-01 17:00:00,14.08
2024-01-01 17:15:00,20.06
2024-01-01 17:30:00,23.18
2024-01-01 17:45:00,39.08
2024-01-01 18:00:00,39.08
2024-01-01 18:15:00,39.08
2024-01-01 18:30:00,16.26
2024-01-01 18:45:00,14.08
2024-01-01 19:00:00,40.08
2024-01-01 19:15:00,39.08
2024-01-01 19:30:00,21.56
2024-01-01 19:45:00,14.08
2024-01-01 20:00:00,55.07
2024-01-01 20:15:00,39.08
2024-01-01 20:30:00,15.29
2024-01-01 20:45:00,10.56
2024-01-01 21:00:00,57.41
2024-01-01 21:15:00,39.08
2024-01-01 21:30:00,27.55
2024-01-01 21:45:00,14.08
2024-01-01 22:00:00,42.58
2024-01-01 22:15:00,49.94
2024-01-01 22:30:00,30.09
2024-01-01 22:45:00,21.39
2024-01-01 23:00:00,65.07
2024-01-01 23:15:00,39.08
2024-01-01 23:30:00,14.08
2024-01-01 23:45:00,10.58
2024-01-02 00:00:00,66.62
2024-01-02 00:15:00,49.94
2024-01-02 00:30:00,32.8
2024-01-02 00:45:00,20.06
2024-01-02 01:00:00,59.98
2024-01-02 01:15:00,52.41
2024-01-02 01:30:00,32.59
2024-01-02 01:45:00,11.52
2024-01-02 02:00:00,49.94
2024-01-02 02:15:00,44.61
2024-01-02 02:30:00,37.42
2024-01-02 02:45:00,22.92
2024-01-02 03:00:00,42.41
2024-01-02 03:15:00,39.54
2024-01-02 03:30:00,37.41
2024-01-02 03:45:00,37.46
2024-01-02 04:00:00,20.06
2024-01-02 04:15:00,33.91
2024-01-02 04:30:00,44.91
2024-01-02 04:45:00,65.12
2024-01-02 05:00:00,9.73
2024-01-02 05:15:00,47.96
2024-01-02 05:30:00,69.61
2024-01-02 05:45:00,72.45
2024-01-02 06:00:00,11.08
2024-01-02 06:15:00,67.39
2024-01-02 06:30:00,77.37
2024-01-02 06:45:00,97.36
2024-01-02 07:00:00,30.49
2024-01-02 07:15:00,69.61
2024-01-02 07:30:00,87.4
2024-01-02 07:45:00,112.85
2024-01-02 08:00:00,63.48
2024-01-02 08:15:00,69.61
2024-01-02 08:30:00,70.62
2024-01-02 08:45:00,79.37
2024-01-02 09:00:00,69.61
2024-01-02 09:15:00,69.61
2024-01-02 09:30:00,69.61
2024-01-02 09:45:00,70.62
2024-01-02 10:00:00,69.61
2024-01-02 10:15:00,69.61
2024-01-02 10:30:00,69.44
2024-01-02 10:45:00,65.94
2024-01-02 11:00:00,69.61
2024-01-02 11:15:00,69.61
2024-01-02 11:30:00,64.9
2024-01-02 11:45:00,55.75
2024-01-02 12:00:00,69.61
2024-01-02 12:15:00,64.12
2024-01-02 12:30:00,69.61
2024-01-02 12:45:00,50.12
2024-01-02 13:00:00,64.13
2024-01-02 13:15:00,63.88
2024-01-02 13:30:00,63.13
2024-01-02 13:45:00,52.45
2024-01-02 14:00:00,58.06
2024-01-02 14:15:00,59.93
2024-01-02 14:30:00,61.81
2024-01-02 14:45:00,65.06
2024-01-02 15:00:00,59.99
2024-01-02 15:15:00,69.61
2024-01-02 15:30:00,69.61
2024-01-02 15:45:00,72.44
2024-01-02 16:00:00,69.61
2024-01-02 16:15:00,69.61
2024-01-02 16:30:00,69.78
2024-01-02 16:45:00,89.99
2024-01-02 17:00:00,92.02
2024-01-02 17:15:00,94.61
2024-01-02 17:30:00,69.99
2024-01-02 17:45:00,69.98
2024-01-02 18:00:00,103.88
2024-01-02 18:15:00,92.44
2024-01-02 18:30:00,69.61
2024-01-02 18:45:00,69.61
2024-01-02 19:00:00,115.05
2024-01-02 19:15:00,79.95
2024-01-02 19:30:00,67.41
2024-01-02 19:45:00,37.54
2024-01-02 20:00:00,104.97
2024-01-02 20:15:00,72.48
2024-01-02 20:30:00,65.09
2024-01-02 20:45:00,38.07
2024-01-02 21:00:00,89.35
2024-01-02 21:15:00,70.62
2024-01-02 21:30:00,52.42
2024-01-02 21:45:00,25.09
2024-01-02 22:00:00,77.04
2024-01-02 22:15:00,74.95
2024-01-02 22:30:00,60.31
2024-01-02 22:45:00,47.45
2024-01-02 23:00:00,72.71
2024-01-02 23:15:00,69.61
2024-01-02 23:30:00,39.97
2024-01-02 23:45:00,21.5
2024-01-03 00:00:00,42.42
2024-01-03 00:15:00,27.48
2024-01-03 00:30:00,12.46
2024-01-03 00:45:00,-0.01
2024-01-03 01:00:00,27.68
2024-01-03 01:15:00,19.97
2024-01-03 01:30:00,9.98
2024-01-03 01:45:00,4.98
2024-01-03 02:00:00,26.81
2024-01-03 02:15:00,14.97
2024-01-03 02:30:00,7.49
2024-01-03 02:45:00,5.12
2024-01-03 03:00:00,32.23
2024-01-03 03:15:00,26.81
2024-01-03 03:30:00,-4.95
2024-01-03 03:45:00,-2.48
2024-01-03 04:00:00,-0.03
2024-01-03 04:15:00,5.59
2024-01-03 04:30:00,14.92
2024-01-03 04:45:00,31.23
2024-01-03 05:00:00,-20.0
2024-01-03 05:15:00,10.43
2024-01-03 05:30:00,51.81
2024-01-03 05:45:00,70.34
2024-01-03 06:00:00,-7.55
2024-01-03 06:15:00,34.06
2024-01-03 06:30:00,52.82
2024-01-03 06:45:00,85.0
2024-01-03 07:00:00,22.48
2024-01-03 07:15:00,46.06
2024-01-03 07:30:00,76.81
2024-01-03 07:45:00,85.0
2024-01-03 08:00:00,52.82
2024-01-03 08:15:00,54.98
2024-01-03 08:30:00,57.14
2024-01-03 08:45:00,61.46
2024-01-03 09:00:00,85.0
2024-01-03 09:15:00,76.81
2024-01-03 09:30:00,49.99
2024-01-03 09:45:00,35.84
2024-01-03 10:00:00,85.0
2024-01-03 10:15:00,72.42
2024-01-03 10:30:00,46.23
2024-01-03 10:45:00,34.14
2024-01-03 11:00:00,82.81
2024-01-03 11:15:00,58.82
2024-01-03 11:30:00,42.43
2024-01-03 11:45:00,27.98
2024-01-03 12:00:00,64.98
2024-01-03 12:15:00,52.82
2024-01-03 12:30:00,52.82
2024-01-03 12:45:00,42.31
2024-01-03 13:00:00,52.82
2024-01-03 13:15:00,52.82
2024-01-03 13:30:00,52.82
2024-01-03 13:45:00,51.81
2024-01-03 14:00:00,38.85
2024-01-03 14:15:00,51.81
2024-01-03 14:30:00,69.98
2024-01-03 14:45:00,85.0
2024-01-03 15:00:00,34.98
2024-01-03 15:15:00,60.27
2024-01-03 15:30:00,79.91
2024-01-03 15:45:00,85.0
2024-01-03 16:00:00,50.58
2024-01-03 16:15:00,76.18
2024-01-03 16:30:00,85.0
2024-01-03 16:45:00,91.43
2024-01-03 17:00:00,103.63
2024-01-03 17:15:00,107.74
2024-01-03 17:30:00,55.07
2024-01-03 17:45:00,57.51
2024-01-03 18:00:00,99.72
2024-01-03 18:15:00,87.12
2024-01-03 18:30:00,79.91
2024-01-03 18:45:00,55.0
2024-01-03 19:00:00,101.69
2024-01-03 19:15:00,85.0
2024-01-03 19:30:00,59.98
2024-01-03 19:45:00,44.97
2024-01-03 20:00:00,97.49
2024-01-03 20:15:00,85.0
2024-01-03 20:30:00,52.93
2024-01-03 20:45:00,35.0
2024-01-03 21:00:00,85.0
2024-01-03 21:15:00,71.15
2024-01-03 21:30:00,49.06
2024-01-03 21:45:00,30.8
2024-01-03 22:00:00,84.67
2024-01-03 22:15:00,68.11
2024-01-03 22:30:00,37.43
2024-01-03 22:45:00,25.79
2024-01-03 23:00:00,77.48
2024-01-03 23:15:00,52.82
2024-01-03 23:30:00,26.66
2024-01-03 23:45:00,17.45
2024-01-04 00:00:00,40.04
2024-01-04 00:15:00,75.47
2024-01-04 00:30:00,49.46
2024-01-04 00:45:00,26.41
2024-01-04 01:00:00,63.79
2024-01-04 01:15:00,47.43
2024-01-04 01:30:00,27.41
2024-01-04 01:45:00,13.77
2024-01-04 02:00:00,47.51
2024-01-04 02:15:00,29.91
2024-01-04 02:30:00,22.33
2024-01-04 02:45:00,11.34
2024-01-04 03:00:00,27.48
2024-01-04 03:15:00,24.97
2024-01-04 03:30:00,24.95
2024-01-04 03:45:00,30.69
2024-01-04 04:00:00,9.87
2024-01-04 04:15:00,10.42
2024-01-04 04:30:00,35.47
2024-01-04 04:45:00,75.47
2024-01-04 05:00:00,11.24
2024-01-04 05:15:00,37.41
2024-01-04 05:30:00,75.47
2024-01-04 05:45:00,74.46
2024-01-04 06:00:00,28.65
2024-01-04 06:15:00,64.29
2024-01-04 06:30:00,85.0
2024-01-04 06:45:00,98.68
2024-01-04 07:00:00,72.69
2024-01-04 07:15:00,75.47
2024-01-04 07:30:00,92.19
2024-01-04 07:45:00,102.75
2024-01-04 08:00:00,75.47
2024-01-04 08:15:00,82.69
2024-01-04 08:30:00,89.91
2024-01-04 08:45:00,91.92
2024-01-04 09:00:00,99.56
2024-01-04 09:15:00,91.96
2024-01-04 09:30:00,85.0
2024-01-04 09:45:00,75.47
2024-01-04 10:00:00,100.56
2024-01-04 10:15:00,99.46
2024-01-04 10:30:00,84.52
2024-01-04 10:45:00,75.47
2024-01-04 11:00:00,101.7
2024-01-04 11:15:00,99.46
2024-01-04 11:30:00,87.86
2024-01-04 11:45:00,74.46
2024-01-04 12:00:00,96.34
2024-01-04 12:15:00,85.0
2024-01-04 12:30:00,91.91
2024-01-04 12:45:00,86.4
2024-01-04 13:00:00,91.92
2024-01-04 13:15:00,91.98
2024-01-04 13:30:00,90.9
2024-01-04 13:45:00,85.0
2024-01-04 14:00:00,75.47
2024-01-04 14:15:00,95.68
2024-01-04 14:30:00,103.01
2024-01-04 14:45:00,108.55
2024-01-04 15:00:00,75.47
2024-01-04 15:15:00,104.33
2024-01-04 15:30:00,114.33
2024-01-04 15:45:00,122.88
2024-01-04 16:00:00,99.46
2024-01-04 16:15:00,99.46
2024-01-04 16:30:00,119.18
2024-01-04 16:45:00,127.68
2024-01-04 17:00:00,137.26
2024-01-04 17:15:00,136.61
2024-01-04 17:30:00,104.96
2024-01-04 17:45:00,103.05
2024-01-04 18:00:00,160.75
2024-01-04 18:15:00,120.98
2024-01-04 18:30:00,99.46
2024-01-04 18:45:00,94.95
2024-01-04 19:00:00,208.49
2024-01-04 19:15:00,99.46
2024-01-04 19:30:00,84.89
2024-01-04 19:45:00,69.91
2024-01-04 20:00:00,156.46
2024-01-04 20:15:00,112.32
2024-01-04 20:30:00,85.0
2024-01-04 20:45:00,74.46
2024-01-04 21:00:00,141.12
2024-01-04 21:15:00,115.79
2024-01-04 21:30:00,74.46
2024-01-04 21:45:00,64.63
2024-01-04 22:00:00,99.46
2024-01-04 22:15:00,108.05
2024-01-04 22:30:00,97.03
2024-01-04 22:45:00,75.47
2024-01-04 23:00:00,118.94
2024-01-04 23:15:00,101.85
2024-01-04 23:30:00,75.47
2024-01-04 23:45:00,49.46
2024-01-05 00:00:00,97.78
2024-01-05 00:15:00,81.74
2024-01-05 00:30:00,80.73
2024-01-05 00:45:00,75.19
2024-01-05 01:00:00,84.97
2024-01-05 01:15:00,81.74
2024-01-05 01:30:00,79.09
2024-01-05 01:45:00,62.36
2024-01-05 02:00:00,81.74
2024-01-05 02:15:00,74.98
2024-01-05 02:30:00,67.49
2024-01-05 02:45:00,70.76
2024-01-05 03:00:00,69.96
2024-01-05 03:15:00,76.31
2024-01-05 03:30:00,81.74
2024-01-05 03:45:00,81.74
2024-01-05 04:00:00,54.96
2024-01-05 04:15:00,55.73
2024-01-05 04:30:00,81.74
2024-01-05 04:45:00,96.28
2024-01-05 05:00:00,49.43
2024-01-05 05:15:00,81.74
2024-01-05 05:30:00,90.0
2024-01-05 05:45:00,90.0
2024-01-05 06:00:00,55.04
2024-01-05 06:15:00,81.74
2024-01-05 06:30:00,100.57
2024-01-05 06:45:00,132.68
2024-01-05 07:00:00,60.73
2024-01-05 07:15:00,90.0
2024-01-05 07:30:00,122.22
2024-01-05 07:45:00,146.84
2024-01-05 08:00:00,99.94
2024-01-05 08:15:00,102.5
2024-01-05 08:30:00,110.78
2024-01-05 08:45:00,108.78
2024-01-05 09:00:00,117.41
2024-01-05 09:15:00,112.34
2024-01-05 09:30:00,105.73
2024-01-05 09:45:00,84.27
2024-01-05 10:00:00,112.38
2024-01-05 10:15:00,107.44
2024-01-05 10:30:00,95.82
2024-01-05 10:45:00,81.74
2024-01-05 11:00:00,114.9
2024-01-05 11:15:00,103.53
2024-01-05 11:30:00,80.73
2024-01-05 11:45:00,80.73
2024-01-05 12:00:00,102.59
2024-01-05 12:15:00,90.0
2024-01-05 12:30:00,90.0
2024-01-05 12:45:00,81.74
2024-01-05 13:00:00,94.93
2024-01-05 13:15:00,90.0
2024-01-05 13:30:00,84.98
2024-01-05 13:45:00,102.97
2024-01-05 14:00:00,81.74
2024-01-05 14:15:00,81.74
2024-01-05 14:30:00,102.56
2024-01-05 14:45:00,105.73
2024-01-05 15:00:00,80.73
2024-01-05 15:15:00,86.36
2024-01-05 15:30:00,107.42
2024-01-05 15:45:00,112.35
2024-01-05 16:00:00,96.42
2024-01-05 16:15:00,100.0
2024-01-05 16:30:00,105.73
2024-01-05 16:45:00,117.17
2024-01-05 17:00:00,105.73
2024-01-05 17:15:00,111.69
2024-01-05 17:30:00,109.95
2024-01-05 17:45:00,109.91
2024-01-05 18:00:00,134.02
2024-01-05 18:15:00,114.59
2024-01-05 18:30:00,105.73
2024-01-05 18:45:00,82.46
2024-01-05 19:00:00,127.36
2024-01-05 19:15:00,112.36
2024-01-05 19:30:00,97.37
2024-01-05 19:45:00,69.03
2024-01-05 20:00:00,128.26
2024-01-05 20:15:00,109.76
2024-01-05 20:30:00,89.92
2024-01-05 20:45:00,65.0
2024-01-05 21:00:00,120.37
2024-01-05 21:15:00,105.73
2024-01-05 21:30:00,81.74
2024-01-05 21:45:00,70.3
2024-01-05 22:00:00,101.87
2024-01-05 22:15:00,95.63
2024-01-05 22:30:00,81.74
2024-01-05 22:45:00,80.73
2024-01-05 23:00:00,112.32
2024-01-05 23:15:00,81.74
2024-01-05 23:30:00,80.73
2024-01-05 23:45:00,69.44
2024-01-06 00:00:00,93.77
2024-01-06 00:15:00,80.58
2024-01-06 00:30:00,73.48
2024-01-06 00:45:00,54.57
2024-01-06 01:00:00,90.0
2024-01-06 01:15:00,80.58
2024-01-06 01:30:00,66.78
2024-01-06 01:45:00,54.57
2024-01-06 02:00:00,85.51
2024-01-06 02:15:00,80.58
2024-01-06 02:30:00,59.99
2024-01-06 02:45:00,54.98
2024-01-06 03:00:00,72.62
2024-01-06 03:15:00,77.41
2024-01-06 03:30:00,59.98
2024-01-06 03:45:00,59.99
2024-01-06 04:00:00,54.95
2024-01-06 04:15:00,57.46
2024-01-06 04:30:00,74.96
2024-01-06 04:45:00,79.94
2024-01-06 05:00:00,64.95
2024-01-06 05:15:00,78.05
2024-01-06 05:30:00,80.58
2024-01-06 05:45:00,54.57
2024-01-06 06:00:00,50.0
2024-01-06 06:15:00,59.91
2024-01-06 06:30:00,80.58
2024-01-06 06:45:00,90.0
2024-01-06 07:00:00,57.47
2024-01-06 07:15:00,75.19
2024-01-06 07:30:00,81.65
2024-01-06 07:45:00,90.0
2024-01-06 08:00:00,76.54
2024-01-06 08:15:00,79.57
2024-01-06 08:30:00,82.42
2024-01-06 08:45:00,90.39
2024-01-06 09:00:00,79.57
2024-01-06 09:15:00,84.96
2024-01-06 09:30:00,90.0
2024-01-06 09:45:00,97.97
2024-01-06 10:00:00,94.95
2024-01-06 10:15:00,101.59
2024-01-06 10:30:00,90.0
2024-01-06 10:45:00,80.58
2024-01-06 11:00:00,104.57
2024-01-06 11:15:00,104.57
2024-01-06 11:30:00,82.69
2024-01-06 11:45:00,80.58
2024-01-06 12:00:00,109.94
2024-01-06 12:15:00,95.02
2024-01-06 12:30:00,90.0
2024-01-06 12:45:00,79.57
2024-01-06 13:00:00,95.0
2024-01-06 13:15:00,91.74
2024-01-06 13:30:00,99.91
2024-01-06 13:45:00,80.58
2024-01-06 14:00:00,90.0
2024-01-06 14:15:00,92.47
2024-01-06 14:30:00,97.61
2024-01-06 14:45:00,97.48
2024-01-06 15:00:00,79.96
2024-01-06 15:15:00,89.97
2024-01-06 15:30:00,104.57
2024-01-06 15:45:00,112.51
2024-01-06 16:00:00,79.57
2024-01-06 16:15:00,89.6
2024-01-06 16:30:00,104.57
2024-01-06 16:45:00,122.86
2024-01-06 17:00:00,97.42
2024-01-06 17:15:00,97.09
2024-01-06 17:30:00,104.57
2024-01-06 17:45:00,104.57
2024-01-06 18:00:00,119.88
2024-01-06 18:15:00,109.92
2024-01-06 18:30:00,89.92
2024-01-06 18:45:00,80.58
2024-01-06 19:00:00,107.48
