cell,seed,variant,check,step,val_mae_ema,val_mae_raw,train_mae_ema,lr,L_rec,L_b,L_B,L_S,L_total_frozen,aux_mean,used_full_loss_at_this_step,loss_schedule,selected
GANSU_DA__PatchTST,7,G1_GEOM_SHARED_CONTEXT,23,1150,76.17408752441406,76.18192291259766,66.6543197631836,0.001,2.079141616821289,0.7798643708229065,2.3363451957702637,3.109656810760498,4.154430389404297,2.075288792451223,false,L_rec_only,true
GANSU_DA__PatchTST,7,G1_GEOM_SHARED_CONTEXT,24,1200,76.10466003417969,75.78074645996094,66.37974548339844,0.001,2.0705771446228027,0.7791250944137573,2.4398040771484375,3.1132795810699463,4.181313514709473,2.1107362508773804,false,L_rec_only,true
GANSU_DA__PatchTST,7,G1_GEOM_SHARED_CONTEXT,25,1250,76.03488159179688,75.6625747680664,66.1042251586914,0.001,2.0619828701019287,0.778137743473053,2.53605055809021,3.112281322479248,4.204139709472656,2.1421565413475037,false,L_rec_only,true
GANSU_DA__PatchTST,7,G1_GEOM_SHARED_CONTEXT,26,1300,75.9161148071289,76.07980346679688,65.7914047241211,0.001,2.052225112915039,0.7767265439033508,2.637908697128296,3.109898805618286,4.227069854736328,2.1748446822166443,false,L_rec_only,true
GANSU_DA__PatchTST,7,G1_GEOM_SHARED_CONTEXT,27,1350,75.81021118164062,75.14676666259766,65.48654174804688,0.001,2.042715311050415,0.7746391296386719,2.7542545795440674,3.1103172302246094,4.255785942077637,2.2130703131357827,false,L_rec_only,true
GANSU_DA__PatchTST,7,G1_GEOM_SHARED_CONTEXT,28,1400,75.67188262939453,76.11170196533203,65.14628601074219,0.001,2.032102108001709,0.7719619274139404,2.863291025161743,3.1086432933807373,4.280067443847656,2.247965415318807,false,L_rec_only,true
GANSU_DA__PatchTST,7,G1_GEOM_SHARED_CONTEXT,29,1450,75.59123992919922,75.4468994140625,64.76067352294922,0.001,2.020073413848877,0.768210232257843,2.933654308319092,3.1026668548583984,4.28825044631958,2.2681771318117776,false,L_rec_only,true
GANSU_DA__PatchTST,7,G1_GEOM_SHARED_CONTEXT,30,1500,75.49270629882812,74.87116241455078,64.33938598632812,0.001,2.006932497024536,0.7637830972671509,3.0039405822753906,3.0975894927978516,4.295370101928711,2.2884377241134644,false,L_rec_only,true
GANSU_DA__PatchTST,7,G1_GEOM_SHARED_CONTEXT,31,1550,75.4259262084961,75.39041137695312,63.9269905090332,0.001,1.9940687417984009,0.75917649269104,3.077604293823242,3.0934665203094482,4.3041510581970215,2.31008243560791,false,L_rec_only,true
GANSU_DA__PatchTST,7,G1_GEOM_SHARED_CONTEXT,32,1600,75.32887268066406,75.3387680053711,63.49842071533203,0.001,1.9807002544403076,0.7543684244155884,3.1501822471618652,3.083441972732544,4.310030937194824,2.329330881436666,false,L_rec_only,true
GANSU_DA__PatchTST,7,G1_GEOM_SHARED_CONTEXT,33,1650,75.23597717285156,76.10004425048828,63.05105972290039,0.001,1.9667457342147827,0.749110221862793,3.217480421066284,3.074077606201172,4.313635349273682,2.3468894163767495,false,L_rec_only,true
GANSU_DA__PatchTST,7,G1_GEOM_SHARED_CONTEXT,34,1700,75.1891098022461,76.08865356445312,62.5742301940918,0.001,1.9518719911575317,0.7434818148612976,3.280074119567871,3.064171314239502,4.31444787979126,2.3625757495562234,false,L_rec_only,true
GANSU_DA__PatchTST,7,G1_GEOM_SHARED_CONTEXT,35,1750,75.23912811279297,76.40853881835938,62.12286376953125,0.001,1.9377925395965576,0.7370313405990601,3.3274917602539062,3.052520751953125,4.310140609741211,2.3723479509353638,false,L_rec_only,false
GANSU_DA__PatchTST,7,G1_GEOM_SHARED_CONTEXT,36,1800,75.43892669677734,76.22428131103516,61.66931915283203,0.001,1.9236451387405396,0.7306079268455505,3.3741304874420166,3.036146402359009,4.3039398193359375,2.380294938882192,false,L_rec_only,false
GANSU_DA__PatchTST,7,G1_GEOM_SHARED_CONTEXT,37,1850,75.73087310791016,77.4566650390625,61.18572235107422,0.001,1.9085605144500732,0.7235159277915955,3.438856840133667,3.024967670440674,4.304340362548828,2.3957801461219788,false,L_rec_only,false
GANSU_DA__PatchTST,7,G1_GEOM_SHARED_CONTEXT,38,1900,76.10869598388672,77.03999328613281,60.67831802368164,0.001,1.892733097076416,0.7166116833686829,3.4706549644470215,3.0127079486846924,4.292724609375,2.399991532166799,false,L_rec_only,false
GANSU_DA__PatchTST,7,G1_GEOM_SHARED_CONTEXT,39,1950,76.69721221923828,77.0343246459961,60.15653991699219,0.001,1.8764575719833374,0.7094317078590393,3.47200608253479,2.9936816692352295,4.268164157867432,2.3917064865430198,false,L_rec_only,false
GANSU_DA__PatchTST,7,G1_GEOM_SHARED_CONTEXT,40,2000,77.11093139648438,78.36735534667969,59.678897857666016,0.001,1.8615583181381226,0.7017036080360413,3.4644789695739746,2.9787933826446533,4.2432169914245605,2.381658653418223,false,L_rec_only,false
GANSU_DA__PatchTST,17,G1_GEOM_SHARED_CONTEXT,0,0,77.10381317138672,77.10381317138672,74.71060180664062,0.001,2.3304405212402344,0.7834678888320923,1.2672338485717773,3.423569917678833,4.155198097229004,1.8247572183609009,,L_rec_only,true
GANSU_DA__PatchTST,17,G1_GEOM_SHARED_CONTEXT,1,50,77.1065902709961,77.16690063476562,74.709228515625,0.001,2.330397844314575,0.7834464311599731,1.2656358480453491,3.392367124557495,4.144214153289795,1.8138164679209392,true,L_rec_plus_aux,false
GANSU_DA__PatchTST,17,G1_GEOM_SHARED_CONTEXT,2,100,77.12081146240234,77.03500366210938,74.70512390136719,0.001,2.3302695751190186,0.7834063768386841,1.2557361125946045,3.3369433879852295,4.122298240661621,1.7920286258061726,true,L_rec_plus_aux,false
GANSU_DA__PatchTST,17,G1_GEOM_SHARED_CONTEXT,3,150,77.14257049560547,77.01029968261719,74.69248962402344,0.001,2.3298757076263428,0.7833751440048218,1.2240623235702515,3.272366762161255,4.089810371398926,1.7599347432454426,true,L_rec_plus_aux,false
GANSU_DA__PatchTST,17,G1_GEOM_SHARED_CONTEXT,4,200,77.16128540039062,77.16000366210938,74.64523315429688,0.001,2.328401565551758,0.7833439707756042,1.1608052253723145,3.204723358154297,4.044692516326904,1.7162908514340718,true,L_rec_plus_aux,false
GANSU_DA__PatchTST,17,G1_GEOM_SHARED_CONTEXT,5,250,77.17317962646484,77.33771514892578,74.50469970703125,0.001,2.3240177631378174,0.7833311557769775,1.0636749267578125,3.1417651176452637,3.9869415760040283,1.6629237333933513,true,L_rec_plus_aux,false
GANSU_DA__PatchTST,17,G1_GEOM_SHARED_CONTEXT,6,300,77.19062042236328,77.38681030273438,74.22748565673828,0.001,2.315370798110962,0.7833076119422913,0.9650390148162842,3.081538677215576,3.925332546234131,1.6099617679913838,true,L_rec_plus_aux,false
GANSU_DA__PatchTST,17,G1_GEOM_SHARED_CONTEXT,7,350,77.21869659423828,77.49916076660156,73.80746459960938,0.001,2.3022689819335938,0.7832613587379456,0.8779626488685608,3.0248095989227295,3.8642802238464355,1.5620112021764119,true,L_rec_plus_aux,false
GANSU_DA__PatchTST,17,G1_GEOM_SHARED_CONTEXT,8,400,77.27134704589844,77.58043670654297,73.30506896972656,0.001,2.2865984439849854,0.7831936478614807,0.8106678128242493,2.9732472896575928,3.8089680671691895,1.5223695834477742,true,L_rec_plus_aux,false
GANSU_DA__PatchTST,17,G1_GEOM_SHARED_CONTEXT,9,450,77.29385375976562,77.48416137695312,72.58211517333984,0.001,2.2640469074249268,0.7831230759620667,0.7526344656944275,2.944021463394165,3.7573065757751465,1.4932596683502197,false,L_rec_only,false
GANSU_DA__PatchTST,17,G1_GEOM_SHARED_CONTEXT,10,500,77.28489685058594,77.41664123535156,71.74394989013672,0.001,2.2379024028778076,0.7830541729927063,0.7251935005187988,2.943150281906128,3.7217016220092773,1.4837993184725444,false,L_rec_only,false
GANSU_DA__PatchTST,17,G1_GEOM_SHARED_CONTEXT,11,550,77.2336654663086,77.2229232788086,70.947265625,0.001,2.2130513191223145,0.7829814553260803,0.7383461594581604,2.9585719108581543,3.7063512802124023,1.4932998418807983,false,L_rec_only,false
GANSU_DA__PatchTST,17,G1_GEOM_SHARED_CONTEXT,12,600,77.18992614746094,77.35106658935547,70.25887298583984,0.001,2.1915781497955322,0.7829087972640991,0.7907161116600037,2.9761312007904053,3.7081634998321533,1.516585369904836,false,L_rec_only,false
GANSU_DA__PatchTST,17,G1_GEOM_SHARED_CONTEXT,13,650,77.12699127197266,77.03467559814453,69.65116882324219,0.001,2.1726224422454834,0.78282630443573,0.8647953271865845,2.9940438270568848,3.719844341278076,1.5472218195597331,false,L_rec_only,false
GANSU_DA__PatchTST,17,G1_GEOM_SHARED_CONTEXT,14,700,77.06982421875,76.65032958984375,69.13911437988281,0.001,2.1566500663757324,0.7827433347702026,0.9551036953926086,3.007969379425049,3.738588809967041,1.5819388031959534,false,L_rec_only,true
GANSU_DA__PatchTST,17,G1_GEOM_SHARED_CONTEXT,15,750,76.97898864746094,76.642578125,68.68780517578125,0.001,2.1425721645355225,0.782636821269989,1.0559682846069336,3.0273585319519043,3.7645602226257324,1.6219878792762756,false,L_rec_only,true
GANSU_DA__PatchTST,17,G1_GEOM_SHARED_CONTEXT,16,800,76.92325592041016,76.82862854003906,68.26896667480469,0.001,2.129507541656494,0.782511293888092,1.158967137336731,3.0474441051483154,3.7924818992614746,1.6629741787910461,false,L_rec_only,true
GANSU_DA__PatchTST,17,G1_GEOM_SHARED_CONTEXT,17,850,76.88628387451172,76.9687271118164,67.87020874023438,0.001,2.1170687675476074,0.782365083694458,1.274520993232727,3.067352056503296,3.825148105621338,1.7080793778101604,false,L_rec_only,true
GANSU_DA__PatchTST,17,G1_GEOM_SHARED_CONTEXT,18,900,76.82049560546875,77.03219604492188,67.49794006347656,0.001,2.105456829071045,0.7821710705757141,1.3939549922943115,3.087965250015259,3.860154151916504,1.7546971042950947,false,L_rec_only,true
GANSU_DA__PatchTST,17,G1_GEOM_SHARED_CONTEXT,19,950,76.78812408447266,76.72074127197266,67.12482452392578,0.001,2.093818187713623,0.7819643020629883,1.5147898197174072,3.103168487548828,3.8937923908233643,1.7999742031097412,false,L_rec_only,true
GANSU_DA__PatchTST,17,G1_GEOM_SHARED_CONTEXT,20,1000,76.75618743896484,77.09474182128906,66.79469299316406,0.001,2.0835206508636475,0.7817168831825256,1.6494463682174683,3.1163032054901123,3.932676076889038,1.8491554856300354,false,L_rec_only,true
GANSU_DA__PatchTST,17,G1_GEOM_SHARED_CONTEXT,21,1050,76.72167205810547,76.70526123046875,66.49472045898438,0.001,2.0741636753082275,0.7814036011695862,1.7657477855682373,3.127378225326538,3.9656734466552734,1.8915098706881206,false,L_rec_only,true
GANSU_DA__PatchTST,17,G1_GEOM_SHARED_CONTEXT,22,1100,76.707763671875,76.97450256347656,66.19047546386719,0.001,2.0646731853485107,0.7809485197067261,1.8904377222061157,3.1356899738311768,4.000365257263184,1.9356920719146729,false,L_rec_only,true
GANSU_DA__PatchTST,17,G1_GEOM_SHARED_CONTEXT,23,1150,76.68141174316406,77.09825134277344,65.91641235351562,0.001,2.056124687194824,0.7803962826728821,2.014700174331665,3.1405928134918213,4.0346879959106445,1.978563090165456,false,L_rec_only,true
GANSU_DA__PatchTST,17,G1_GEOM_SHARED_CONTEXT,24,1200,76.64746856689453,76.69538116455078,65.66159057617188,0.001,2.048175573348999,0.7797096371650696,2.11566162109375,3.1429221630096436,4.060939788818359,2.0127644737561545,false,L_rec_only,true
GANSU_DA__PatchTST,17,G1_GEOM_SHARED_CONTEXT,25,1250,76.71168518066406,77.48876953125,65.41458892822266,0.001,2.040471076965332,0.778961181640625,2.233828067779541,3.1446592807769775,4.092954158782959,2.052482843399048,false,L_rec_only,false
GANSU_DA__PatchTST,17,G1_GEOM_SHARED_CONTEXT,26,1300,76.7862319946289,76.86937713623047,65.19544982910156,0.001,2.0336356163024902,0.7780808210372925,2.3287744522094727,3.147759199142456,4.118507385253906,2.084871490796407,false,L_rec_only,false
GANSU_DA__PatchTST,17,G1_GEOM_SHARED_CONTEXT,27,1350,76.81108856201172,77.0888900756836,64.96490478515625,0.001,2.0264439582824707,0.7770589590072632,2.4139678478240967,3.14444899559021,4.138269424438477,2.1118252674738565,false,L_rec_only,false
GANSU_DA__PatchTST,17,G1_GEOM_SHARED_CONTEXT,28,1400,76.93719482421875,77.8785171508789,64.7314453125,0.001,2.0191619396209717,0.7759820818901062,2.5058093070983887,3.1376569271087646,4.158978462219238,2.139816105365753,false,L_rec_only,false
GANSU_DA__PatchTST,17,G1_GEOM_SHARED_CONTEXT,29,1450,77.05977630615234,77.06764221191406,64.49302673339844,0.001,2.0117249488830566,0.7746716141700745,2.5840442180633545,3.135451078414917,4.17644739151001,2.1647223035494485,false,L_rec_only,false
GANSU_DA__PatchTST,17,G1_GEOM_SHARED_CONTEXT,30,1500,77.1764144897461,77.4090347290039,64.23102569580078,0.001,2.0035524368286133,0.7730262875556946,2.654680013656616,3.1331493854522705,4.190504550933838,2.1869518955548606,false,L_rec_only,false
GANSU_DA__PatchTST,17,G1_GEOM_SHARED_CONTEXT,31,1550,77.16614532470703,77.3846435546875,63.950714111328125,0.001,1.994808554649353,0.7710837125778198,2.709744453430176,3.130138874053955,4.198464393615723,2.2036556800206504,false,L_rec_only,false
GANSU_DA__PatchTST,17,G1_GEOM_SHARED_CONTEXT,32,1600,77.21945190429688,77.35948944091797,63.67301559448242,0.001,1.9861462116241455,0.7690657377243042,2.773178815841675,3.1268582344055176,4.20918083190918,2.2230342626571655,false,L_rec_only,false
GANSU_DA__PatchTST,37,G1_GEOM_SHARED_CONTEXT,0,0,77.10397338867188,77.10397338867188,74.71073913574219,0.001,2.3304450511932373,0.7834678888320923,1.2672338485717773,3.43898344039917,4.160340309143066,1.82989505926768,,L_rec_only,true
GANSU_DA__PatchTST,37,G1_GEOM_SHARED_CONTEXT,1,50,77.10581970214844,77.13333129882812,74.71007537841797,0.001,2.3304245471954346,0.7834527492523193,1.2655028104782104,3.413254976272583,4.151161193847656,1.8207368453343709,true,L_rec_plus_aux,false
GANSU_DA__PatchTST,37,G1_GEOM_SHARED_CONTEXT,2,100,77.11808776855469,77.15335845947266,74.70787811279297,0.001,2.3303558826446533,0.7834243178367615,1.2555594444274902,3.355203866958618,4.128418445587158,1.79806254307429,true,L_rec_plus_aux,false
GANSU_DA__PatchTST,37,G1_GEOM_SHARED_CONTEXT,3,150,77.13439178466797,77.25772094726562,74.69927978515625,0.001,2.330087423324585,0.7833925485610962,1.2229816913604736,3.2780590057373047,4.091565132141113,1.7614777485529582,true,L_rec_plus_aux,false
GANSU_DA__PatchTST,37,G1_GEOM_SHARED_CONTEXT,4,200,77.1490707397461,77.22230529785156,74.66722869873047,0.001,2.329087734222412,0.7833540439605713,1.1587740182876587,3.1966099739074707,4.042000770568848,1.712912678718567,true,L_rec_plus_aux,false
GANSU_DA__PatchTST,37,G1_GEOM_SHARED_CONTEXT,5,250,77.1630630493164,77.13288116455078,74.58348846435547,0.001,2.3264758586883545,0.7833079099655151,1.068084716796875,3.1110172271728516,3.9806125164031982,1.6541366179784138,true,L_rec_plus_aux,false
GANSU_DA__PatchTST,37,G1_GEOM_SHARED_CONTEXT,6,300,77.17640686035156,77.26371002197266,74.42194366455078,0.001,2.321436643600464,0.7832699418067932,0.9746050834655762,3.02964186668396,3.9172754287719727,1.5958389639854431,true,L_rec_plus_aux,false
GANSU_DA__PatchTST,37,G1_GEOM_SHARED_CONTEXT,7,350,77.18158721923828,77.1912841796875,74.1760025024414,0.001,2.313765048980713,0.7832246422767639,0.8900231122970581,2.9537129402160645,3.8560853004455566,1.542320231596629,true,L_rec_plus_aux,false
GANSU_DA__PatchTST,37,G1_GEOM_SHARED_CONTEXT,8,400,77.18109893798828,77.0381088256836,73.85128784179688,0.001,2.303636074066162,0.7831730246543884,0.8201215863227844,2.8811471462249756,3.798449993133545,1.4948139190673828,true,L_rec_plus_aux,false
GANSU_DA__PatchTST,37,G1_GEOM_SHARED_CONTEXT,9,450,77.1513442993164,76.87635040283203,73.29537963867188,0.001,2.2862956523895264,0.7831167578697205,0.7545570731163025,2.8405048847198486,3.7456884384155273,1.4593929052352905,false,L_rec_only,false
GANSU_DA__PatchTST,37,G1_GEOM_SHARED_CONTEXT,10,500,77.04969024658203,76.49848937988281,72.49962615966797,0.001,2.261474132537842,0.7830533385276794,0.7294842600822449,2.8404178619384766,3.7124593257904053,1.4509851535161336,false,L_rec_only,true
GANSU_DA__PatchTST,37,G1_GEOM_SHARED_CONTEXT,11,550,76.91191864013672,76.53638458251953,71.62033081054688,0.001,2.2340457439422607,0.7829792499542236,0.7516137361526489,2.8589348793029785,3.6985549926757812,1.4645092884699504,false,L_rec_only,true
GANSU_DA__PatchTST,37,G1_GEOM_SHARED_CONTEXT,12,600,76.7486572265625,76.1926040649414,70.72122955322266,0.001,2.206000566482544,0.7828937768936157,0.8205358982086182,2.887381076812744,3.702937602996826,1.4969369173049927,false,L_rec_only,true
GANSU_DA__PatchTST,37,G1_GEOM_SHARED_CONTEXT,13,650,76.61236572265625,76.26213836669922,69.88300323486328,0.001,2.179853916168213,0.7828163504600525,0.9152870774269104,2.9129748344421387,3.7168800830841064,1.537026087443034,false,L_rec_only,true
GANSU_DA__PatchTST,37,G1_GEOM_SHARED_CONTEXT,14,700,76.52526092529297,76.55827331542969,69.16929626464844,0.001,2.1575913429260254,0.7827266454696655,1.041602373123169,2.936912775039673,3.7446720600128174,1.5870805978775024,false,L_rec_only,true
GANSU_DA__PatchTST,37,G1_GEOM_SHARED_CONTEXT,15,750,76.42510223388672,76.37483215332031,68.55138397216797,0.001,2.138317108154297,0.7826353907585144,1.1778340339660645,2.955648422241211,3.7770230770111084,1.6387059489885967,false,L_rec_only,true
GANSU_DA__PatchTST,37,G1_GEOM_SHARED_CONTEXT,16,800,76.34364318847656,76.25199890136719,68.045166015625,0.001,2.1225264072418213,0.7825365662574768,1.311309814453125,2.973256826400757,3.811560869216919,1.6890344023704529,false,L_rec_only,true
GANSU_DA__PatchTST,37,G1_GEOM_SHARED_CONTEXT,17,850,76.29380798339844,75.9791259765625,67.59937286376953,0.001,2.1086208820343018,0.7824238538742065,1.4496500492095947,2.983583688735962,3.8471732139587402,1.7385525306065877,false,L_rec_only,true
GANSU_DA__PatchTST,37,G1_GEOM_SHARED_CONTEXT,18,900,76.19416809082031,75.79935455322266,67.23286437988281,0.001,2.0971882343292236,0.7822826504707336,1.580701470375061,2.996565341949463,3.883704662322998,1.7865164875984192,false,L_rec_only,true
GANSU_DA__PatchTST,37,G1_GEOM_SHARED_CONTEXT,19,950,76.1191177368164,76.07061004638672,66.90866088867188,0.001,2.0870752334594727,0.7821350693702698,1.7010341882705688,3.0062801837921143,3.9168918132781982,1.8298164804776509,false,L_rec_only,true
GANSU_DA__PatchTST,37,G1_GEOM_SHARED_CONTEXT,20,1000,76.05712890625,75.94939422607422,66.61417388916016,0.001,2.077889919281006,0.7819485068321228,1.8342673778533936,3.0144612789154053,3.954782485961914,1.8768923878669739,false,L_rec_only,true
GANSU_DA__PatchTST,37,G1_GEOM_SHARED_CONTEXT,21,1050,75.9620361328125,75.79664611816406,66.33382415771484,0.001,2.0691447257995605,0.7817346453666687,1.950232982635498,3.0180201530456543,3.985807418823242,1.916662593682607,false,L_rec_only,true
GANSU_DA__PatchTST,37,G1_GEOM_SHARED_CONTEXT,22,1100,75.91786193847656,75.84931945800781,66.05878448486328,0.001,2.060565233230591,0.781463086605072,2.060922384262085,3.02128005027771,4.015120506286621,1.9545551737149556,false,L_rec_only,true
GANSU_DA__PatchTST,37,G1_GEOM_SHARED_CONTEXT,23,1150,75.8768081665039,75.79255676269531,65.77706146240234,0.001,2.0517776012420654,0.7811563014984131,2.1654722690582275,3.022740602493286,4.041567325592041,1.9897897243499756,false,L_rec_only,true
GANSU_DA__PatchTST,37,G1_GEOM_SHARED_CONTEXT,24,1200,75.87348175048828,75.74769592285156,65.51062774658203,0.001,2.043466806411743,0.7808353304862976,2.2715821266174316,3.0235791206359863,4.068799018859863,2.025332192579905,false,L_rec_only,true
GANSU_DA__PatchTST,37,G1_GEOM_SHARED_CONTEXT,25,1250,75.83895111083984,75.89677429199219,65.25428009033203,0.001,2.035470724105835,0.7804508209228516,2.3694255352020264,3.0233898162841797,4.093226432800293,2.057755390803019,false,L_rec_only,true
GANSU_DA__PatchTST,37,G1_GEOM_SHARED_CONTEXT,26,1300,75.86280822753906,75.8393325805664,65.01242065429688,0.001,2.027926445007324,0.7799798846244812,2.4813966751098633,3.023303985595703,4.122819900512695,2.094893515110016,false,L_rec_only,false
GANSU_DA__PatchTST,37,G1_GEOM_SHARED_CONTEXT,27,1350,75.8135757446289,76.52911376953125,64.78047180175781,0.001,2.02069091796875,0.7794950604438782,2.576031446456909,3.0224380493164062,4.146678924560547,2.125988185405731,false,L_rec_only,true
GANSU_DA__PatchTST,37,G1_GEOM_SHARED_CONTEXT,28,1400,75.83267211914062,76.32942199707031,64.53863525390625,0.001,2.0131475925445557,0.7789352536201477,2.6746795177459717,3.0196707248687744,4.170909881591797,2.157761832078298,false,L_rec_only,false
