market,host,cell,seed,variant,mae_g1,mae_g2,gain_g2_vs_g1_pct,host_mae_g1,host_mae_g2,g1_host_gain_pct,g2_host_gain_pct,selected_step_g1,selected_step_g2,stopped_at_step_g1,stopped_at_step_g2,step0_val_mae_g1,step0_val_mae_g2,step0_identity_exact,g1_selected_check,g1_check_count,history_support_hash_g1,history_support_hash_g2,support_matched,n_train_rows,n_val_rows,data_identity_matched,scales_fingerprint_matched,reuse_freeze_sha256,g1_checkpoint_sha256,g1_parameter_hash,probe_code_hash,matched_code_hash,core_tree,test_target_read_count
SHANDONG_DA,iTransformer,SHANDONG_DA__iTransformer,17,G1_GEOM_SHARED_CONTEXT,74.50969696044922,74.52197265625,-0.016475299593954006,75.07028198242188,75.07028198242188,0.7467469245738552,0.7303946537729333,600,600,1000,1000,75.07032775878906,75.07032775878906,true,12,21,6B329D9D59EAE9EB699523194925C7B9904F641A2EE97624151181B32382C557,6B329D9D59EAE9EB699523194925C7B9904F641A2EE97624151181B32382C557,true,916,166,true,true,3F445599E526C4B0A0D8CBD4D03F5000D6B77BD4411B604171DECD755F8431DF,D67C80A47B537C1E6FC4E11E8A167CE5D3DA6E206EF4F3CDFCEA7FE27D95D50B,B27565B3ABC109E46D3E567D5ED9FEF8833BF25500A701BA276088A375C41D01,C38EDD49D87E5E5A5D71ABFA6951E6C029D5F141F4DB01859E7F0A6B60144880,761EA24AABC78491583470F27BEF029B959EE0D9EFAED4C571721B8E548169F5,6F18C0E4241A299E32C8D8A617061BAEAA7B8DC98B4EE069DC67199B87531577,0
SHANDONG_DA,iTransformer,SHANDONG_DA__iTransformer,37,G1_GEOM_SHARED_CONTEXT,74.87422943115234,74.88529205322266,-0.014774939460959261,75.07028198242188,75.07028198242188,0.26115867170372165,0.24642231827840366,550,550,950,950,75.07025146484375,75.07025146484375,true,11,20,6B329D9D59EAE9EB699523194925C7B9904F641A2EE97624151181B32382C557,6B329D9D59EAE9EB699523194925C7B9904F641A2EE97624151181B32382C557,true,916,166,true,true,52FFDEA952CA920FFD9EEC3238135AE253FB82C29F6B36BE1796414D5B0A70F2,4C87DE83413E882C4F002BA1AB3C09E37A0809D7D80123E25A425C594CD65E04,A98F822A454B6E9F3A38FADEFD2555D0ED031AD0B2E1B30E74D75BB4D6687230,C38EDD49D87E5E5A5D71ABFA6951E6C029D5F141F4DB01859E7F0A6B60144880,761EA24AABC78491583470F27BEF029B959EE0D9EFAED4C571721B8E548169F5,6F18C0E4241A299E32C8D8A617061BAEAA7B8DC98B4EE069DC67199B87531577,0
SHAANXI_DA,TimeMixer,SHAANXI_DA__TimeMixer,7,G1_GEOM_SHARED_CONTEXT,103.45059967041016,103.449951171875,0.0006268678356842229,103.59215545654297,103.59215545654297,0.13664720606397202,0.13727321730227307,300,300,800,800,103.59222412109375,103.59222412109375,true,6,17,CCF4DEAEC8B60DE8084F96DC100B7F5B2A0BEEE19D2071974F8A8E188E526C44,CCF4DEAEC8B60DE8084F96DC100B7F5B2A0BEEE19D2071974F8A8E188E526C44,true,219,41,true,true,E540B6B0EBB977EBA455F1DD1E78461A25F68AE4698956D7B969C519F448B527,F5A35618ED9A772A30707BE11B06BC0EFF5845DE91BF3C7CA63F36C644681D5E,830B08DE47608FAB40C494314EE94A8908B2E718ABD6CEB6D6C0E44444A3E0AF,C38EDD49D87E5E5A5D71ABFA6951E6C029D5F141F4DB01859E7F0A6B60144880,761EA24AABC78491583470F27BEF029B959EE0D9EFAED4C571721B8E548169F5,6F18C0E4241A299E32C8D8A617061BAEAA7B8DC98B4EE069DC67199B87531577,0
SHAANXI_DA,TimeMixer,SHAANXI_DA__TimeMixer,17,G1_GEOM_SHARED_CONTEXT,103.49461364746094,103.49333953857422,0.0012310871472585164,103.59215545654297,103.59215545654297,0.0941594550785751,0.09538938304088421,250,250,800,800,103.59269714355469,103.59269714355469,true,5,17,CCF4DEAEC8B60DE8084F96DC100B7F5B2A0BEEE19D2071974F8A8E188E526C44,CCF4DEAEC8B60DE8084F96DC100B7F5B2A0BEEE19D2071974F8A8E188E526C44,true,219,41,true,true,C815A471C33D4A928FA9A1E21955FFBF1471238D4BB720410FA2329B888A0FB7,6782D7B8A2917D651F8834E7C732CBB7CF91BD99708F658A0A814619082EA764,EAC7F98EAF3E42ECCDCE3B3636F082246E5230DFFF3E546025D9AFEE4AFFCED9,C38EDD49D87E5E5A5D71ABFA6951E6C029D5F141F4DB01859E7F0A6B60144880,761EA24AABC78491583470F27BEF029B959EE0D9EFAED4C571721B8E548169F5,6F18C0E4241A299E32C8D8A617061BAEAA7B8DC98B4EE069DC67199B87531577,0
SHAANXI_DA,TimeMixer,SHAANXI_DA__TimeMixer,37,G1_GEOM_SHARED_CONTEXT,103.46998596191406,103.47103118896484,-0.0010101741495992707,103.59215545654297,103.59215545654297,0.11793315245781955,0.11692416963844021,250,250,800,800,103.59180450439453,103.59180450439453,true,5,17,CCF4DEAEC8B60DE8084F96DC100B7F5B2A0BEEE19D2071974F8A8E188E526C44,CCF4DEAEC8B60DE8084F96DC100B7F5B2A0BEEE19D2071974F8A8E188E526C44,true,219,41,true,true,7570A5A52A33BB25D19C4C8C8BD88DDFEC260D95E4D102CB33BB6814E5E85633,087DC37A01ED20732E231FEC22B71D98B7B44743083B280244377631B3D60647,EC46A7CF7F3000B75ED907DED478B4FEDA8FA6DB7D1B38D1D43908CC357E901D,C38EDD49D87E5E5A5D71ABFA6951E6C029D5F141F4DB01859E7F0A6B60144880,761EA24AABC78491583470F27BEF029B959EE0D9EFAED4C571721B8E548169F5,6F18C0E4241A299E32C8D8A617061BAEAA7B8DC98B4EE069DC67199B87531577,0
SHAANXI_DA,PatchTST,SHAANXI_DA__PatchTST,7,G1_GEOM_SHARED_CONTEXT,111.96552276611328,111.96552276611328,0.0,111.96537780761719,111.96537780761719,-0.00012946725044131298,-0.00012946725044131298,0,0,800,800,111.96552276611328,111.96552276611328,true,0,17,F69EB9607B2AFBF0773418D13DBD266D7888882D27ECD1C340069D0FCB966BBB,F69EB9607B2AFBF0773418D13DBD266D7888882D27ECD1C340069D0FCB966BBB,true,219,41,true,true,1D73E813B86FC2348411DA86717CDEA381C07FA856105BB44C8AFE1324D0C58B,BA453B0FEEC60F7B3F1F7D654E9AD272252B4F2FDB7537E8252DA896FF38AEA0,42E86558B16423424E184356DEB290592EA81C7F0D0A270DB10C68930DED94C5,C38EDD49D87E5E5A5D71ABFA6951E6C029D5F141F4DB01859E7F0A6B60144880,761EA24AABC78491583470F27BEF029B959EE0D9EFAED4C571721B8E548169F5,6F18C0E4241A299E32C8D8A617061BAEAA7B8DC98B4EE069DC67199B87531577,0
SHAANXI_DA,PatchTST,SHAANXI_DA__PatchTST,17,G1_GEOM_SHARED_CONTEXT,106.7567138671875,106.83548736572266,-0.07378786371520929,111.96537780761719,111.96537780761719,4.652030870988883,4.581675641472748,800,800,1200,1200,111.96513366699219,111.96513366699219,true,16,25,F69EB9607B2AFBF0773418D13DBD266D7888882D27ECD1C340069D0FCB966BBB,F69EB9607B2AFBF0773418D13DBD266D7888882D27ECD1C340069D0FCB966BBB,true,219,41,true,true,CDC54BB6439C396B43619F0F622044727D1EFFCEF3AB449726309FE34FCD3668,CA864321ACBF712137DEC9CD3FF2D822F67AD05CA067B48DD586BBBBC17CEB4B,DECA150F7D3731E1DE18F2CAC8F50467A02C9630C25411ACC80B561CA7660373,C38EDD49D87E5E5A5D71ABFA6951E6C029D5F141F4DB01859E7F0A6B60144880,761EA24AABC78491583470F27BEF029B959EE0D9EFAED4C571721B8E548169F5,6F18C0E4241A299E32C8D8A617061BAEAA7B8DC98B4EE069DC67199B87531577,0
SHAANXI_DA,PatchTST,SHAANXI_DA__PatchTST,37,G1_GEOM_SHARED_CONTEXT,106.24365234375,106.2401351928711,0.0033104574262249123,111.96537780761719,111.96537780761719,5.110263168761379,5.113404453101034,1050,1050,1450,1450,111.96553802490234,111.96553802490234,true,21,30,F69EB9607B2AFBF0773418D13DBD266D7888882D27ECD1C340069D0FCB966BBB,F69EB9607B2AFBF0773418D13DBD266D7888882D27ECD1C340069D0FCB966BBB,true,219,41,true,true,B5959B15EEFD25CA149D59197E806312988B08A7AA97635E0E175E435157B85B,1BB6F4F51F1023F56DF4B322FB926AAB2863A95F89F56549C7A186408ECE2179,93B5A0A1B9EA11C911F5A74ACCF8805836E7154FBF1C05350721ED6CBDB0F31C,C38EDD49D87E5E5A5D71ABFA6951E6C029D5F141F4DB01859E7F0A6B60144880,761EA24AABC78491583470F27BEF029B959EE0D9EFAED4C571721B8E548169F5,6F18C0E4241A299E32C8D8A617061BAEAA7B8DC98B4EE069DC67199B87531577,0
NINGXIA_DA,iTransformer,NINGXIA_DA__iTransformer,7,G1_GEOM_SHARED_CONTEXT,67.939697265625,68.11109924316406,-0.25228545966127763,71.31417083740234,71.31417083740234,4.731841557088573,4.491493845650039,600,600,1000,1000,71.31462097167969,71.31462097167969,true,12,21,8B1E09D8B9AAB3D967283772AB8995137EDC73AFEE0B6FD47E6A6C0D6566B575,8B1E09D8B9AAB3D967283772AB8995137EDC73AFEE0B6FD47E6A6C0D6566B575,true,72,16,true,true,AC201B4F931B5D009A521CE2E96C54990DA30CBD9047D37E632B9735AAE51871,A5B7A93CF301F78A0AD148CE6793C48F0E392A692C6189008B06040E7722DA7A,4B776C05D28494E94BB43216C43FFA9E570939CEE3D0AC318E0B2B60C65EB613,C38EDD49D87E5E5A5D71ABFA6951E6C029D5F141F4DB01859E7F0A6B60144880,761EA24AABC78491583470F27BEF029B959EE0D9EFAED4C571721B8E548169F5,6F18C0E4241A299E32C8D8A617061BAEAA7B8DC98B4EE069DC67199B87531577,0
NINGXIA_DA,iTransformer,NINGXIA_DA__iTransformer,17,G1_GEOM_SHARED_CONTEXT,69.13137817382812,69.24305725097656,-0.16154614604619175,71.31417083740234,71.31417083740234,3.0608119507566416,2.9042104284546184,500,500,900,900,71.3138427734375,71.3138427734375,true,10,19,8B1E09D8B9AAB3D967283772AB8995137EDC73AFEE0B6FD47E6A6C0D6566B575,8B1E09D8B9AAB3D967283772AB8995137EDC73AFEE0B6FD47E6A6C0D6566B575,true,72,16,true,true,202242C4B778F016DF017C83E9E762FB2652D40BF635C37400057790D5B558C9,4709AAB9CED645286573323043AAF286648B4A59F783C76AEABE7CBBE8DE3197,2B65EA639BE99F25700BF0192C37421601FCBDF1D5983676D16B2C81BD1F7008,C38EDD49D87E5E5A5D71ABFA6951E6C029D5F141F4DB01859E7F0A6B60144880,761EA24AABC78491583470F27BEF029B959EE0D9EFAED4C571721B8E548169F5,6F18C0E4241A299E32C8D8A617061BAEAA7B8DC98B4EE069DC67199B87531577,0
NINGXIA_DA,iTransformer,NINGXIA_DA__iTransformer,37,G1_GEOM_SHARED_CONTEXT,69.59283447265625,69.61625671386719,-0.033656110414844995,71.31417083740234,71.31417083740234,2.4137367714346327,2.3808930309327057,450,450,850,850,71.31419372558594,71.31419372558594,true,9,18,8B1E09D8B9AAB3D967283772AB8995137EDC73AFEE0B6FD47E6A6C0D6566B575,8B1E09D8B9AAB3D967283772AB8995137EDC73AFEE0B6FD47E6A6C0D6566B575,true,72,16,true,true,06800DF8380FAC3E4EB3C4ED5F2B4DB03ACCA1891269853213EC0E90D3ACC944,D57509C137C1BBD498005597535AD3ED3496D22149F786FCF2274B722C428EE4,FD32CD92B9D1DBEEE75ECC3983C543884850988CCDC3ABE023163CB9F6E663C1,C38EDD49D87E5E5A5D71ABFA6951E6C029D5F141F4DB01859E7F0A6B60144880,761EA24AABC78491583470F27BEF029B959EE0D9EFAED4C571721B8E548169F5,6F18C0E4241A299E32C8D8A617061BAEAA7B8DC98B4EE069DC67199B87531577,0
QINGHAI_DA,TimeMixer,QINGHAI_DA__TimeMixer,7,G1_GEOM_SHARED_CONTEXT,151.89859008789062,151.1068878173828,0.5212044891593284,157.57135009765625,157.57135009765625,3.600121472748619,4.102561967176793,1200,1650,1600,,157.57093811035156,157.57093811035156,true,24,33,A0111EE3B43A5CDF393CE8D17B0B55B338049A6D1B99C2FD6AA230CA3963A979,A0111EE3B43A5CDF393CE8D17B0B55B338049A6D1B99C2FD6AA230CA3963A979,true,67,14,true,true,021BE5CC83329BE69BC630F8D6CFF53C65E186846FC8B28F8CD8F1513BEE91FF,381A495A35EFA30D466A879090BB1C13F985C5C84A7A09ECA731118E2C8DE8BC,BE0912AEAF3ED6EE8DD9DAF3ECD3164EEF016CCC8F9BCFC6DD84443F2C2EFD72,C38EDD49D87E5E5A5D71ABFA6951E6C029D5F141F4DB01859E7F0A6B60144880,761EA24AABC78491583470F27BEF029B959EE0D9EFAED4C571721B8E548169F5,6F18C0E4241A299E32C8D8A617061BAEAA7B8DC98B4EE069DC67199B87531577,0
QINGHAI_DA,TimeMixer,QINGHAI_DA__TimeMixer,17,G1_GEOM_SHARED_CONTEXT,145.77581787109375,139.72242736816406,4.152534070007801,157.57135009765625,157.57135009765625,7.485835603523174,11.3275177996699,1100,1750,1500,,157.5713348388672,157.5713348388672,true,22,31,A0111EE3B43A5CDF393CE8D17B0B55B338049A6D1B99C2FD6AA230CA3963A979,A0111EE3B43A5CDF393CE8D17B0B55B338049A6D1B99C2FD6AA230CA3963A979,true,67,14,true,true,6428A78323889B98424D4D9F7BB51644E13DD479D0644637D71AD476C443D68D,83AD5F708D83A43D5BE78B2437E8AA8271FBF67354B5D55205272372694EC488,6E2157A4AFCCC008638E4072655C92267B6ADE58CC5C7E21830766BC3CE8FD41,C38EDD49D87E5E5A5D71ABFA6951E6C029D5F141F4DB01859E7F0A6B60144880,761EA24AABC78491583470F27BEF029B959EE0D9EFAED4C571721B8E548169F5,6F18C0E4241A299E32C8D8A617061BAEAA7B8DC98B4EE069DC67199B87531577,0
QINGHAI_DA,TimeMixer,QINGHAI_DA__TimeMixer,37,G1_GEOM_SHARED_CONTEXT,144.63209533691406,151.22537231445312,-4.558654123194659,157.57135009765625,157.57135009765625,8.211679821695359,4.027367779275959,1800,550,,950,157.57102966308594,157.57102966308594,true,36,41,A0111EE3B43A5CDF393CE8D17B0B55B338049A6D1B99C2FD6AA230CA3963A979,A0111EE3B43A5CDF393CE8D17B0B55B338049A6D1B99C2FD6AA230CA3963A979,true,67,14,true,true,05437CA5E90030ED3A387C119A9F35A057995F109736D18280BD60116319EEB8,6247C05F15998C59B39B07A00EB91ADD78A5A34C6A4E6216CB18509A4C49E273,F4F80E7FC166E478BA2D24052821635ABE96580D2498AA4E41CE419A52CA7B81,C38EDD49D87E5E5A5D71ABFA6951E6C029D5F141F4DB01859E7F0A6B60144880,761EA24AABC78491583470F27BEF029B959EE0D9EFAED4C571721B8E548169F5,6F18C0E4241A299E32C8D8A617061BAEAA7B8DC98B4EE069DC67199B87531577,0
