cell,market,host,n_seeds,mae_g2_median,mae_g1_median,gain_g2_vs_g1_pct,per_seed_gain_pct,g2_beats_g1,g2_host_positive,g1_host_positive,host_mae,g2_host_gain_pct,g1_host_gain_pct,selected_step_g2_median,selected_step_g1_median
GANSU_DA__PatchTST,GANSU_DA,PatchTST,3,75.76719665527344,75.77104187011719,0.00507478153770311,"[0.535941, 0.024765, 0.005075]",true,true,true,77.10397338867188,1.733732614089687,1.7287455626126291,1550.0,1550.0
GANSU_DA__LSTM,GANSU_DA,LSTM,3,79.48155975341797,79.46515655517578,-0.020642000787852364,"[-0.091871, -0.058895, -0.020642]",false,true,true,80.66068267822266,1.4618310751330097,1.4821671269708354,500.0,500.0
SHANDONG_DA__PatchTST,SHANDONG_DA,PatchTST,3,73.7957992553711,73.79051971435547,-0.007154768710211292,"[-0.073302, -0.029994, 0.708069]",false,true,true,76.86666870117188,3.995059884459341,4.0019283244539885,1500.0,1450.0
SHANDONG_DA__iTransformer,SHANDONG_DA,iTransformer,3,74.84967803955078,74.81202697753906,-0.05032755231057005,"[-0.050328, -0.016475, -0.014775]",false,true,true,75.07028198242188,0.2938632133055653,0.3440176299634579,550.0,550.0
SHAANXI_DA__TimeMixer,SHAANXI_DA,TimeMixer,3,103.47103118896484,103.46998596191406,-0.0010101741495992707,"[0.000627, 0.001231, -0.00101]",false,true,true,103.59215545654297,0.11692416963844021,0.11793315245781955,250.0,250.0
SHAANXI_DA__PatchTST,SHAANXI_DA,PatchTST,3,106.83548736572266,106.7567138671875,-0.07378786371520929,"[0.0, -0.073788, 0.00331]",false,true,true,111.96537780761719,4.581675641472748,4.652030870988883,800.0,800.0
NINGXIA_DA__iTransformer,NINGXIA_DA,iTransformer,3,69.24305725097656,69.13137817382812,-0.16154614604619175,"[-0.252285, -0.161546, -0.033656]",false,true,true,71.31417083740234,2.9042104284546184,3.0608119507566416,500.0,500.0
QINGHAI_DA__TimeMixer,QINGHAI_DA,TimeMixer,3,151.1068878173828,145.77581787109375,-3.6570331239734197,"[0.521204, 4.152534, -4.558654]",false,true,true,157.57135009765625,4.102561967176793,7.485835603523174,1650.0,1200.0
