market,host,cell,o1_gain_vs_host_pct,ray_pct,b_pct,B_pct,Shape_pct,best_single_coordinate_headroom_pct,best_family,diagnosis,registered_low_gain_cell,material_headroom
GANSU_DA,PatchTST,GANSU_DA__PatchTST,0.5477568249478857,3.3013330985250917,4.096777322738312,0.00272374762700281,17.342679854427377,17.342679854427377,shape,SHAPE_LIMITED,false,true
GANSU_DA,TimeMixer,GANSU_DA__TimeMixer,-1.9736845845626663,5.601565750591362,15.429688624293583,0.002580734977349499,20.594722606669464,20.594722606669464,shape,SHAPE_LIMITED,true,true
GANSU_DA,iTransformer,GANSU_DA__iTransformer,-0.2173034095986596,0.9615964645897133,16.174231590674605,3.2853053845358916e-08,8.561788917470782,16.174231590674605,level,LEVEL_LIMITED,true,true
GANSU_DA,LSTM,GANSU_DA__LSTM,2.0613228581412217,3.61848644982005,21.419384403170383,1.8451773218510104e-08,15.38325877689402,21.419384403170383,level,LEVEL_LIMITED,false,true
SHANDONG_DA,PatchTST,SHANDONG_DA__PatchTST,4.449746889014783,4.3763764517535915,3.615231911033998,-0.5023602340371515,38.729396016667884,38.729396016667884,shape,SHAPE_LIMITED,false,true
SHANDONG_DA,TimeMixer,SHANDONG_DA__TimeMixer,-1.031476603240252,5.39948580874671,9.32593119994584,0.11821294209378086,35.843979473995816,35.843979473995816,shape,SHAPE_LIMITED,true,true
SHANDONG_DA,iTransformer,SHANDONG_DA__iTransformer,1.095210159568513,5.135990745702194,3.872563311091363,0.029877780703754925,43.99817060179886,43.99817060179886,shape,SHAPE_LIMITED,true,true
SHANDONG_DA,LSTM,SHANDONG_DA__LSTM,7.3538278502821814,4.9764021962755205,3.9471460872170523,-2.7239836952961616,10.964456420140516,10.964456420140516,shape,SHAPE_LIMITED,false,true
SHAANXI_DA,PatchTST,SHAANXI_DA__PatchTST,4.348625544146353,1.9406165938790405,2.603894646096015,-0.5980590636919888,35.686752078590224,35.686752078590224,shape,SHAPE_LIMITED,false,true
SHAANXI_DA,TimeMixer,SHAANXI_DA__TimeMixer,0.03829549903821112,1.7734840405573358,1.853218265251468,0.04087805335470246,9.172450711206908,9.172450711206908,shape,SHAPE_LIMITED,true,true
SHAANXI_DA,iTransformer,SHAANXI_DA__iTransformer,0.09935648342813733,4.800375898415667,3.519104353968487,-0.7076711391730722,30.483850331659117,30.483850331659117,shape,SHAPE_LIMITED,true,true
SHAANXI_DA,LSTM,SHAANXI_DA__LSTM,0.4142792328712681,3.011975003001336,3.193020532830689,-5.382814379680504e-07,8.72473159665909,8.72473159665909,shape,SHAPE_LIMITED,true,true
NINGXIA_DA,PatchTST,NINGXIA_DA__PatchTST,0.00021771634784398884,11.454480724870987,6.0635585468021596,-0.35951906348500423,9.821334838044717,11.454480724870987,distance,DISTANCE_LIMITED,false,true
NINGXIA_DA,TimeMixer,NINGXIA_DA__TimeMixer,4.8534899551688255,4.715435251333686,-9.997178193502634,-0.446349637610456,20.590218016064114,20.590218016064114,shape,SHAPE_LIMITED,false,true
NINGXIA_DA,iTransformer,NINGXIA_DA__iTransformer,3.8614489816058035,5.472839483392385,10.081172715738624,-0.9971437510151141,15.194886669171943,15.194886669171943,shape,SHAPE_LIMITED,false,true
NINGXIA_DA,LSTM,NINGXIA_DA__LSTM,0.35187686117620653,7.637013368855912,23.287077716267287,-0.094298475489971,11.873144934949083,23.287077716267287,level,LEVEL_LIMITED,false,true
QINGHAI_DA,PatchTST,QINGHAI_DA__PatchTST,11.526177268042057,5.995087340888362,-1.9271276418249903,-0.14917500982078621,21.45773661577115,21.45773661577115,shape,SHAPE_LIMITED,false,true
QINGHAI_DA,TimeMixer,QINGHAI_DA__TimeMixer,2.08916782047134,2.759929705319095,-0.5771939158867091,-0.6909099001075402,17.955907052912178,17.955907052912178,shape,SHAPE_LIMITED,false,true
QINGHAI_DA,iTransformer,QINGHAI_DA__iTransformer,6.760439446381104,1.8282941978128995,7.151847808210605,-0.9284290882492467,32.60637393741729,32.60637393741729,shape,SHAPE_LIMITED,false,true
QINGHAI_DA,LSTM,QINGHAI_DA__LSTM,6.58877611224417,2.5273214728718782,-10.758231385909895,-1.972726014850342,34.211181206633725,34.211181206633725,shape,SHAPE_LIMITED,false,true
