Timestamp,NORDESTE,NORTE,SUDESTE,SUL
2018-04-17 00:00:00,40.16,40.16,40.16,40.16
2018-04-17 01:00:00,40.16,40.16,40.16,40.16
2018-04-17 02:00:00,40.16,40.16,40.16,40.16
2018-04-17 03:00:00,40.16,40.16,40.16,40.16
2018-04-17 04:00:00,40.16,40.16,40.16,40.16
2018-04-17 05:00:00,40.16,40.16,40.16,40.16
2018-04-17 06:00:00,40.16,40.16,40.16,40.16
2018-04-17 07:00:00,40.16,40.16,40.16,40.16
2018-04-17 08:00:00,116.88,116.84,116.86,116.86
2018-04-17 09:00:00,149.33,118.98,119.0,119.0
2018-04-17 10:00:00,157.29,121.43,121.45,121.45
2018-04-17 11:00:00,157.27,121.43,121.45,121.45
2018-04-17 12:00:00,154.51,119.05,119.07,119.07
2018-04-17 13:00:00,163.21,121.39,121.41,121.41
2018-04-17 14:00:00,201.77,122.72,122.74,122.74
2018-04-17 15:00:00,163.12,123.79,123.81,123.81
2018-04-17 16:00:00,154.51,121.33,121.35,121.35
2018-04-17 17:00:00,149.11,119.09,119.11,119.11
2018-04-17 18:00:00,154.51,120.74,120.76,120.76
2018-04-17 19:00:00,149.04,119.14,119.16,119.16
2018-04-17 20:00:00,136.52,119.09,119.11,119.11
2018-04-17 21:00:00,149.04,119.08,119.1,119.1
2018-04-17 22:00:00,136.53,118.29,118.31,118.31
2018-04-17 23:00:00,114.28,114.24,114.26,114.26
2018-04-18 00:00:00,40.16,40.16,40.16,40.16
2018-04-18 01:00:00,40.16,40.16,40.16,40.16
2018-04-18 02:00:00,40.16,40.16,40.16,40.16
2018-04-18 03:00:00,40.16,40.16,40.16,40.16
2018-04-18 04:00:00,40.16,40.16,40.16,40.16
2018-04-18 05:00:00,40.16,40.16,40.16,40.16
2018-04-18 06:00:00,40.16,40.16,40.16,40.16
2018-04-18 07:00:00,114.54,114.5,114.56,114.6
2018-04-18 08:00:00,118.21,118.17,118.19,118.19
2018-04-18 09:00:00,119.15,119.11,119.13,119.13
2018-04-18 10:00:00,119.21,119.17,119.23,119.23
2018-04-18 11:00:00,119.27,119.23,119.26,119.26
2018-04-18 12:00:00,119.33,119.24,119.26,119.26
2018-04-18 13:00:00,119.39,119.35,119.37,119.37
2018-04-18 14:00:00,119.88,119.84,119.86,119.86
2018-04-18 15:00:00,119.74,119.7,119.72,119.72
2018-04-18 16:00:00,119.48,119.44,119.46,119.46
2018-04-18 17:00:00,119.48,119.2,119.22,119.22
2018-04-18 18:00:00,119.48,119.44,119.46,119.46
2018-04-18 19:00:00,119.35,119.31,119.33,119.33
2018-04-18 20:00:00,118.26,118.22,118.24,118.24
2018-04-18 21:00:00,117.87,117.83,117.89,117.89
2018-04-18 22:00:00,117.05,117.01,117.05,117.05
2018-04-18 23:00:00,114.88,114.84,114.86,114.86
2018-04-19 00:00:00,40.16,40.16,40.16,40.16
2018-04-19 01:00:00,40.16,40.16,40.16,40.16
2018-04-19 02:00:00,40.16,40.16,40.16,40.16
2018-04-19 03:00:00,40.16,40.16,40.16,40.16
2018-04-19 04:00:00,40.16,40.16,40.16,40.16
2018-04-19 05:00:00,40.16,40.16,40.16,40.16
2018-04-19 06:00:00,40.16,40.16,40.16,40.16
2018-04-19 07:00:00,40.16,40.16,104.12,104.16
2018-04-19 08:00:00,117.36,117.32,117.38,117.4
2018-04-19 09:00:00,119.0,118.96,119.0,119.0
2018-04-19 10:00:00,119.08,119.04,119.1,119.1
2018-04-19 11:00:00,119.12,119.08,119.12,119.12
2018-04-19 12:00:00,119.18,119.11,119.13,119.13
2018-04-19 13:00:00,119.24,119.15,119.17,119.17
2018-04-19 14:00:00,119.33,119.29,119.31,119.31
2018-04-19 15:00:00,119.33,119.29,119.31,119.31
2018-04-19 16:00:00,119.33,119.29,119.31,119.31
2018-04-19 17:00:00,119.33,119.2,119.22,119.22
2018-04-19 18:00:00,119.33,119.29,119.31,119.31
2018-04-19 19:00:00,119.33,119.29,119.31,119.31
2018-04-19 20:00:00,119.28,119.24,119.26,119.26
2018-04-19 21:00:00,118.38,118.34,118.4,118.4
2018-04-19 22:00:00,117.44,117.4,117.46,117.46
2018-04-19 23:00:00,116.46,116.42,116.44,116.44
2018-04-20 00:00:00,111.69,111.65,112.06,112.1
2018-04-20 01:00:00,111.74,111.7,112.04,112.08
2018-04-20 02:00:00,111.8,111.76,111.89,111.93
2018-04-20 03:00:00,111.86,40.16,111.88,111.92
2018-04-20 04:00:00,111.91,40.16,111.98,112.02
2018-04-20 05:00:00,111.94,40.16,111.96,112.0
2018-04-20 06:00:00,112.02,40.16,112.78,112.82
2018-04-20 07:00:00,118.27,118.23,118.29,118.31
2018-04-20 08:00:00,119.2,119.16,119.2,119.22
2018-04-20 09:00:00,120.78,120.71,120.73,120.73
2018-04-20 10:00:00,120.95,120.91,120.97,120.97
2018-04-20 11:00:00,120.95,120.91,120.97,120.97
2018-04-20 12:00:00,120.96,120.92,120.94,120.94
2018-04-20 13:00:00,121.02,120.98,121.02,121.02
2018-04-20 14:00:00,121.09,121.05,121.11,121.11
2018-04-20 15:00:00,121.15,121.11,121.16,121.16
2018-04-20 16:00:00,121.18,121.14,121.16,121.16
2018-04-20 17:00:00,120.89,120.85,120.87,120.87
2018-04-20 18:00:00,121.18,121.14,124.14,124.14
2018-04-20 19:00:00,121.18,121.14,126.03,126.03
2018-04-20 20:00:00,121.18,121.14,124.44,124.44
2018-04-20 21:00:00,139.6,139.56,139.58,139.58
2018-04-20 22:00:00,132.97,132.93,132.95,132.95
2018-04-20 23:00:00,117.68,117.64,117.7,117.72
2018-04-21 00:00:00,40.16,40.16,40.16,40.16
2018-04-21 01:00:00,40.16,40.16,40.16,40.16
2018-04-21 02:00:00,40.16,40.16,40.16,40.16
