Timestamp,NORDESTE,NORTE,SUDESTE,SUL
2021-01-01 00:00:00,204.36,204.37,204.37,204.37
2021-01-01 01:00:00,206.82,206.82,206.82,206.82
2021-01-01 02:00:00,204.61,204.61,204.61,204.61
2021-01-01 03:00:00,209.2,209.2,209.2,209.2
2021-01-01 04:00:00,207.19,207.19,207.19,207.19
2021-01-01 05:00:00,201.99,201.99,201.99,201.99
2021-01-01 06:00:00,195.53,195.53,195.53,195.53
2021-01-01 07:00:00,195.4,195.4,195.4,195.4
2021-01-01 08:00:00,195.5,195.5,195.5,195.5
2021-01-01 09:00:00,198.8,198.8,198.8,198.8
2021-01-01 10:00:00,201.52,201.53,201.53,201.53
2021-01-01 11:00:00,202.16,202.16,202.16,202.16
2021-01-01 12:00:00,201.94,201.94,201.94,201.94
2021-01-01 13:00:00,201.11,201.11,201.11,201.11
2021-01-01 14:00:00,200.85,200.85,200.85,200.85
2021-01-01 15:00:00,200.26,200.26,200.26,200.26
2021-01-01 16:00:00,201.65,201.65,201.65,201.65
2021-01-01 17:00:00,207.98,207.98,207.98,207.98
2021-01-01 18:00:00,213.89,213.89,213.89,213.89
2021-01-01 19:00:00,220.09,220.09,220.09,220.09
2021-01-01 20:00:00,221.99,221.99,221.99,221.99
2021-01-01 21:00:00,223.06,223.06,223.06,223.06
2021-01-01 22:00:00,221.0,221.0,221.0,221.0
2021-01-01 23:00:00,218.72,218.72,218.72,218.72
2021-01-02 00:00:00,276.93,276.93,276.93,276.93
2021-01-02 01:00:00,272.23,272.23,272.23,272.23
2021-01-02 02:00:00,270.09,270.09,270.09,270.09
2021-01-02 03:00:00,271.55,271.55,271.55,271.55
2021-01-02 04:00:00,271.47,271.47,271.47,271.47
2021-01-02 05:00:00,269.21,269.21,269.21,269.21
2021-01-02 06:00:00,266.88,266.88,266.88,266.88
2021-01-02 07:00:00,269.51,269.51,269.51,269.51
2021-01-02 08:00:00,271.47,271.47,271.47,271.47
2021-01-02 09:00:00,277.58,277.58,277.58,277.58
2021-01-02 10:00:00,283.78,283.78,283.78,283.78
