Timestamp,NORDESTE,NORTE,SUDESTE,SUL
2019-01-01 00:00:00,42.35,42.35,42.35,42.35
2019-01-01 01:00:00,42.35,42.35,42.35,42.35
2019-01-01 02:00:00,42.35,42.35,42.35,42.35
2019-01-01 03:00:00,42.35,42.35,42.35,42.35
2019-01-01 04:00:00,42.35,42.35,42.35,42.35
2019-01-01 05:00:00,42.35,42.35,42.35,42.35
2019-01-01 06:00:00,42.35,42.35,42.35,42.35
2019-01-01 07:00:00,42.35,42.35,42.35,42.35
2019-01-01 08:00:00,42.35,42.35,42.35,42.35
2019-01-01 09:00:00,42.35,42.35,42.35,42.35
2019-01-01 10:00:00,42.35,42.35,42.35,42.35
2019-01-01 11:00:00,42.35,42.35,42.35,42.35
2019-01-01 12:00:00,42.35,42.35,42.35,42.35
2019-01-01 13:00:00,42.35,42.35,42.35,42.35
2019-01-01 14:00:00,42.35,42.35,42.35,42.35
2019-01-01 15:00:00,42.35,42.35,42.35,42.35
2019-01-01 16:00:00,42.35,42.35,42.35,42.35
2019-01-01 17:00:00,42.35,42.35,42.35,42.35
2019-01-01 18:00:00,42.35,42.35,42.35,42.35
2019-01-01 19:00:00,42.35,42.35,90.36,90.37
2019-01-01 20:00:00,42.35,42.35,177.56,177.56
2019-01-01 21:00:00,42.35,42.35,178.7,178.7
2019-01-01 22:00:00,42.35,42.35,178.37,178.37
2019-01-01 23:00:00,42.35,42.35,177.56,177.56
2019-01-02 00:00:00,42.35,42.35,177.79,177.79
2019-01-02 01:00:00,42.35,42.35,175.14,175.14
2019-01-02 02:00:00,42.35,42.35,173.77,173.77
2019-01-02 03:00:00,42.35,42.35,173.53,173.53
2019-01-02 04:00:00,42.35,42.35,173.39,173.39
2019-01-02 05:00:00,42.35,42.35,173.74,173.74
2019-01-02 06:00:00,42.35,42.35,176.16,176.16
2019-01-02 07:00:00,42.35,42.35,178.4,178.4
2019-01-02 08:00:00,42.35,42.35,180.73,180.73
2019-01-02 09:00:00,42.35,42.35,181.52,181.52
2019-01-02 10:00:00,64.4,64.4,181.89,181.89
2019-01-02 11:00:00,68.37,68.37,181.97,181.97
2019-01-02 12:00:00,68.4,68.4,182.0,182.0
2019-01-02 13:00:00,68.44,68.44,182.29,182.29
2019-01-02 14:00:00,68.47,68.47,182.52,182.52
2019-01-02 15:00:00,68.5,68.5,182.53,182.53
2019-01-02 16:00:00,68.53,68.53,182.31,182.31
2019-01-02 17:00:00,68.56,68.56,181.98,181.98
2019-01-02 18:00:00,68.59,68.59,181.03,181.03
2019-01-02 19:00:00,68.63,68.62,180.97,180.97
2019-01-02 20:00:00,68.66,68.66,182.02,182.02
2019-01-02 21:00:00,68.74,68.74,182.3,182.3
2019-01-02 22:00:00,68.74,68.74,182.26,182.26
2019-01-02 23:00:00,68.74,68.74,181.78,181.78
2019-01-03 00:00:00,42.35,42.35,178.62,178.62
2019-01-03 01:00:00,42.35,42.35,177.64,177.65
2019-01-03 02:00:00,42.35,42.35,176.6,176.6
2019-01-03 03:00:00,42.35,42.35,176.12,176.12
2019-01-03 04:00:00,42.35,42.35,176.11,176.11
2019-01-03 05:00:00,42.35,42.35,176.59,176.59
2019-01-03 06:00:00,42.35,42.35,177.54,177.54
2019-01-03 07:00:00,42.35,42.35,178.54,178.55
2019-01-03 08:00:00,42.35,42.35,180.62,180.62
2019-01-03 09:00:00,42.35,42.35,181.86,181.86
2019-01-03 10:00:00,42.35,42.35,182.82,182.82
2019-01-03 11:00:00,66.08,66.08,182.86,182.86
2019-01-03 12:00:00,66.51,66.51,182.74,182.74
2019-01-03 13:00:00,66.54,66.54,183.21,183.21
2019-01-03 14:00:00,66.57,66.57,183.65,183.65
2019-01-03 15:00:00,66.6,66.6,183.71,183.71
2019-01-03 16:00:00,66.64,66.64,183.56,183.56
2019-01-03 17:00:00,66.67,66.67,182.59,182.59
2019-01-03 18:00:00,66.7,66.7,181.34,181.34
2019-01-03 19:00:00,66.73,66.73,181.13,181.13
2019-01-03 20:00:00,66.76,66.76,182.19,182.19
2019-01-03 21:00:00,66.83,66.83,182.87,182.87
2019-01-03 22:00:00,66.83,66.83,182.8,182.8
2019-01-03 23:00:00,66.83,66.83,181.49,181.49
2019-01-04 00:00:00,42.35,42.35,181.23,181.23
2019-01-04 01:00:00,42.35,42.35,180.58,180.58
2019-01-04 02:00:00,42.35,42.35,180.29,180.29
2019-01-04 03:00:00,42.35,42.35,180.22,180.22
2019-01-04 04:00:00,42.35,42.35,180.22,180.22
2019-01-04 05:00:00,42.35,42.35,180.34,180.35
2019-01-04 06:00:00,42.35,42.35,180.52,180.52
2019-01-04 07:00:00,42.35,42.35,180.88,180.89
2019-01-04 08:00:00,42.35,42.35,181.71,181.71
2019-01-04 09:00:00,49.33,42.35,182.5,182.51
2019-01-04 10:00:00,68.32,66.56,183.02,183.02
2019-01-04 11:00:00,68.35,66.66,183.18,183.18
2019-01-04 12:00:00,68.38,66.56,182.79,182.79
2019-01-04 13:00:00,68.41,66.51,184.67,184.67
2019-01-04 14:00:00,68.44,68.15,185.41,185.41
2019-01-04 15:00:00,68.47,68.47,185.44,185.44
2019-01-04 16:00:00,68.5,68.5,184.66,184.66
2019-01-04 17:00:00,68.54,67.63,182.39,182.39
2019-01-04 18:00:00,68.57,66.41,180.94,180.94
2019-01-04 19:00:00,68.4,67.5,180.7,180.7
2019-01-04 20:00:00,68.63,68.63,181.26,181.26
2019-01-04 21:00:00,68.64,68.64,181.65,181.65
2019-01-04 22:00:00,68.64,68.64,181.65,181.65
2019-01-04 23:00:00,68.64,68.64,180.97,180.97
2019-01-05 00:00:00,70.26,70.26,176.29,176.29
2019-01-05 01:00:00,70.29,70.29,176.2,176.2
2019-01-05 02:00:00,70.32,70.32,175.95,175.95
2019-01-05 03:00:00,70.35,70.35,175.55,175.55
2019-01-05 04:00:00,70.39,70.39,175.14,175.14
2019-01-05 05:00:00,70.42,70.42,175.06,175.06
2019-01-05 06:00:00,70.43,70.43,174.81,174.81
2019-01-05 07:00:00,70.44,70.44,175.11,175.11
2019-01-05 08:00:00,70.46,70.46,175.97,175.97
2019-01-05 09:00:00,70.5,70.5,176.03,176.03
2019-01-05 10:00:00,70.53,70.53,176.02,176.02
2019-01-05 11:00:00,70.56,70.56,176.01,176.01
2019-01-05 12:00:00,70.6,70.6,175.95,175.95
2019-01-05 13:00:00,70.63,70.63,175.91,175.91
2019-01-05 14:00:00,70.66,70.66,175.89,175.89
2019-01-05 15:00:00,70.69,70.69,175.89,175.89
2019-01-05 16:00:00,70.73,70.73,175.89,175.89
2019-01-05 17:00:00,70.75,70.75,175.88,175.88
2019-01-05 18:00:00,70.79,70.79,175.95,175.95
2019-01-05 19:00:00,71.02,71.01,176.03,176.03
2019-01-05 20:00:00,71.04,71.04,177.26,177.26
2019-01-05 21:00:00,71.2,71.2,177.34,177.34
2019-01-05 22:00:00,71.2,71.2,176.31,176.31
2019-01-05 23:00:00,71.2,71.2,175.69,175.69
2019-01-06 00:00:00,61.22,53.16,171.37,171.37
2019-01-06 01:00:00,60.82,44.68,170.84,170.84
2019-01-06 02:00:00,60.84,44.65,170.43,170.43
2019-01-06 03:00:00,60.87,44.63,169.74,169.74
2019-01-06 04:00:00,60.89,44.6,169.61,169.61
2019-01-06 05:00:00,60.88,44.59,169.49,169.49
2019-01-06 06:00:00,60.44,44.57,166.32,166.32
2019-01-06 07:00:00,60.1,44.54,163.87,163.87
2019-01-06 08:00:00,60.11,43.76,169.04,169.04
2019-01-06 09:00:00,60.2,43.71,170.08,170.08
2019-01-06 10:00:00,60.64,44.15,170.58,170.58
2019-01-06 11:00:00,60.68,44.2,170.57,170.57
2019-01-06 12:00:00,60.71,44.24,170.54,170.54
2019-01-06 13:00:00,60.74,44.27,170.52,170.52
2019-01-06 14:00:00,60.77,44.35,170.49,170.49
2019-01-06 15:00:00,60.8,44.37,170.52,170.52
2019-01-06 16:00:00,60.82,44.35,170.64,170.64
2019-01-06 17:00:00,60.85,44.14,172.25,172.25
2019-01-06 18:00:00,60.88,44.02,173.27,173.27
2019-01-06 19:00:00,60.91,52.46,173.52,173.52
2019-01-06 20:00:00,60.93,60.93,177.26,177.26
2019-01-06 21:00:00,60.96,60.96,177.54,177.54
2019-01-06 22:00:00,60.96,60.96,177.54,177.54
2019-01-06 23:00:00,60.96,60.96,176.26,176.26
2019-01-07 00:00:00,74.49,68.84,179.77,179.77
2019-01-07 01:00:00,74.53,63.17,179.72,179.72
2019-01-07 02:00:00,74.56,63.14,179.54,179.54
2019-01-07 03:00:00,74.59,63.11,179.33,179.33
2019-01-07 04:00:00,73.7,63.08,179.02,179.02
2019-01-07 05:00:00,73.23,63.05,179.59,179.59
2019-01-07 06:00:00,71.12,61.59,179.6,179.6
2019-01-07 07:00:00,67.68,59.51,180.04,180.04
2019-01-07 08:00:00,65.15,65.15,184.58,184.58
2019-01-07 09:00:00,74.75,74.75,186.03,186.03
2019-01-07 10:00:00,77.49,77.49,186.97,186.97
2019-01-07 11:00:00,77.53,77.53,187.18,187.18
2019-01-07 12:00:00,77.56,77.56,186.94,186.94
2019-01-07 13:00:00,77.72,77.72,188.79,188.79
2019-01-07 14:00:00,77.72,77.72,189.94,189.94
2019-01-07 15:00:00,77.73,77.73,189.89,189.89
2019-01-07 16:00:00,77.73,77.73,189.49,189.49
2019-01-07 17:00:00,77.74,77.74,186.6,186.6
2019-01-07 18:00:00,77.74,77.74,184.11,184.11
2019-01-07 19:00:00,77.75,77.75,183.91,183.91
