Timestamp,NO1,NO2,NO3,NO4,NO5
2015-01-01 00:00:00,27.4,27.4,28.16,28.16,27.4
2015-01-01 01:00:00,27.07,27.07,28.05,28.05,27.07
2015-01-01 02:00:00,26.93,26.93,27.98,27.98,26.93
2015-01-01 03:00:00,26.83,26.83,27.94,27.94,26.83
2015-01-01 04:00:00,26.81,26.81,27.95,27.95,26.81
2015-01-01 05:00:00,26.97,26.97,28.07,28.07,26.97
2015-01-01 06:00:00,27.07,27.07,28.39,28.39,27.07
2015-01-01 07:00:00,26.8,26.8,28.48,28.48,26.8
2015-01-01 08:00:00,26.97,26.97,28.47,28.47,26.97
2015-01-01 09:00:00,26.98,26.98,28.49,28.49,26.98
2015-01-01 10:00:00,27.06,27.06,28.5,28.5,27.06
2015-01-01 11:00:00,27.13,27.13,28.53,28.53,27.13
2015-01-01 12:00:00,27.09,27.09,28.57,28.57,27.09
2015-01-01 13:00:00,27.01,27.01,28.6,28.6,27.01
2015-01-01 14:00:00,26.98,26.98,28.65,28.65,26.98
2015-01-01 15:00:00,27.51,27.51,28.7,28.7,27.51
2015-01-01 16:00:00,28.32,28.32,28.58,28.58,28.32
2015-01-01 17:00:00,28.36,28.36,28.55,28.55,28.36
2015-01-01 18:00:00,28.18,28.18,28.52,28.52,28.18
2015-01-01 19:00:00,27.81,27.81,28.51,28.51,27.81
2015-01-01 20:00:00,27.46,27.46,28.63,28.63,27.46
2015-01-01 21:00:00,27.06,27.06,28.78,28.78,27.06
2015-01-01 22:00:00,27.0,27.0,28.66,28.66,27.0
2015-01-01 23:00:00,26.83,26.83,28.49,28.49,26.83
2015-01-02 00:00:00,26.71,26.71,28.16,28.16,26.71
2015-01-02 01:00:00,26.41,26.41,28.22,28.22,26.41
2015-01-02 02:00:00,26.2,26.2,28.15,28.15,26.2
2015-01-02 03:00:00,25.6,25.6,28.19,28.19,25.6
2015-01-02 04:00:00,24.74,24.74,28.24,28.24,24.74
2015-01-02 05:00:00,26.1,26.1,28.45,28.45,26.1
2015-01-02 06:00:00,27.25,27.25,28.85,28.85,27.25
2015-01-02 07:00:00,28.37,28.37,28.97,28.97,28.37
2015-01-02 08:00:00,28.37,28.37,29.0,29.0,28.37
2015-01-02 09:00:00,28.32,28.32,29.14,29.14,28.32
2015-01-02 10:00:00,28.3,28.3,29.21,29.21,28.3
2015-01-02 11:00:00,28.39,28.39,29.08,29.08,28.39
2015-01-02 12:00:00,28.3,28.3,28.99,28.99,28.3
2015-01-02 13:00:00,28.24,28.24,28.95,28.95,28.24
2015-01-02 14:00:00,28.12,28.12,29.0,29.0,28.12
2015-01-02 15:00:00,28.23,28.23,29.15,29.15,28.23
2015-01-02 16:00:00,28.59,28.59,29.13,29.13,28.59
2015-01-02 17:00:00,28.73,28.73,29.04,29.04,28.73
2015-01-02 18:00:00,28.48,28.48,28.94,28.94,28.48
2015-01-02 19:00:00,28.38,28.38,28.89,28.89,28.38
2015-01-02 20:00:00,27.85,27.85,28.96,28.96,27.85
2015-01-02 21:00:00,27.45,27.45,28.88,28.88,27.45
2015-01-02 22:00:00,27.2,27.2,28.82,28.82,27.2
2015-01-02 23:00:00,26.79,26.79,28.65,28.65,26.79
2015-01-03 00:00:00,25.85,25.85,28.13,28.13,25.85
2015-01-03 01:00:00,25.54,25.54,28.03,28.03,25.54
2015-01-03 02:00:00,25.43,25.43,27.92,27.92,25.43
2015-01-03 03:00:00,25.34,25.34,27.9,27.9,25.34
2015-01-03 04:00:00,25.29,25.29,27.85,27.85,25.29
2015-01-03 05:00:00,25.3,25.3,27.82,27.82,25.3
2015-01-03 06:00:00,25.55,25.55,27.94,27.94,25.55
2015-01-03 07:00:00,26.75,26.75,27.89,27.89,26.75
2015-01-03 08:00:00,26.98,26.98,27.93,27.93,26.98
2015-01-03 09:00:00,27.52,27.52,28.27,28.27,27.52
2015-01-03 10:00:00,27.72,27.72,28.37,28.37,27.72
2015-01-03 11:00:00,27.73,27.73,28.4,28.4,27.73
2015-01-03 12:00:00,27.66,27.66,28.44,28.44,27.66
2015-01-03 13:00:00,27.65,27.65,28.47,28.47,27.65
2015-01-03 14:00:00,27.81,27.81,28.48,28.48,27.81
2015-01-03 15:00:00,28.37,28.29,28.49,28.49,28.37
2015-01-03 16:00:00,28.6,28.6,29.23,29.23,28.6
2015-01-03 17:00:00,28.88,28.88,29.53,29.53,28.88
2015-01-03 18:00:00,28.78,28.78,29.75,29.75,28.78
2015-01-03 19:00:00,28.54,28.54,29.46,29.46,28.54
2015-01-03 20:00:00,28.34,28.34,28.69,28.69,28.34
