Timestamp,NO1,NO2,NO3,NO4,NO5
2023-01-01 00:00:00,119.32,119.32,23.35,23.35,119.32
2023-01-01 01:00:00,108.83,108.83,23.28,23.28,108.83
2023-01-01 02:00:00,102.39,102.39,23.37,23.37,102.39
2023-01-01 03:00:00,92.36,92.36,23.67,23.67,92.36
2023-01-01 04:00:00,82.66,82.66,24.12,24.12,82.66
2023-01-01 05:00:00,79.58,79.58,32.24,24.67,80.58
2023-01-01 06:00:00,77.65,77.65,35.93,24.54,77.65
2023-01-01 07:00:00,66.27,66.27,42.78,24.69,66.27
2023-01-01 08:00:00,80.89,80.89,47.7,24.84,80.89
2023-01-01 09:00:00,93.73,93.73,53.38,25.18,93.73
2023-01-01 10:00:00,106.05,106.05,59.34,25.47,106.05
2023-01-01 11:00:00,116.28,116.28,61.66,25.6,116.28
2023-01-01 12:00:00,120.02,120.02,64.91,25.49,120.02
2023-01-01 13:00:00,122.17,122.17,71.03,25.5,122.17
2023-01-01 14:00:00,120.11,120.11,73.11,25.65,120.11
2023-01-01 15:00:00,120.71,120.71,77.13,25.47,120.71
2023-01-01 16:00:00,121.98,121.98,75.32,36.54,121.98
2023-01-01 17:00:00,122.16,122.16,70.82,46.03,122.16
2023-01-01 18:00:00,121.77,121.77,63.68,54.23,121.77
2023-01-01 19:00:00,121.01,121.01,60.37,53.63,121.01
2023-01-01 20:00:00,120.4,120.4,50.96,48.05,120.4
2023-01-01 21:00:00,119.6,119.6,48.59,44.68,119.6
2023-01-01 22:00:00,116.24,116.24,49.98,45.96,116.24
2023-01-01 23:00:00,115.45,115.45,54.01,35.0,115.45
2023-01-02 00:00:00,119.96,119.96,72.14,49.61,119.96
2023-01-02 01:00:00,119.19,119.19,72.13,51.67,119.19
2023-01-02 02:00:00,118.18,118.18,72.45,52.86,118.18
2023-01-02 03:00:00,118.11,118.11,71.76,44.16,118.11
2023-01-02 04:00:00,119.99,119.99,72.96,50.08,119.99
2023-01-02 05:00:00,117.74,117.74,74.17,49.61,117.74
2023-01-02 06:00:00,121.73,121.73,102.56,57.29,121.73
2023-01-02 07:00:00,138.19,138.19,112.43,75.35,138.19
2023-01-02 08:00:00,145.98,145.98,111.29,83.22,145.98
2023-01-02 09:00:00,148.95,148.95,114.94,88.91,148.95
2023-01-02 10:00:00,149.96,149.96,114.95,89.6,149.96
2023-01-02 11:00:00,147.63,147.63,117.56,94.21,147.63
